,Paramount Rush,Kahlua And Soda,Up There Millie,Magic Zimba,Destini Fresco,Up There Rocco
16-12-2022 10:50:34.566053,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8376190476190475)"
16-12-2022 10:50:35.688179,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8376190476190475)"
16-12-2022 10:50:36.856924,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.7733333333333332)"
16-12-2022 10:50:37.980537,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:39.102886,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:40.042774,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:40.946363,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:42.083724,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:43.289752,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:44.258472,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:45.343776,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 51.66666666666667)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:46.539099,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 46.875)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:47.571952,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 46.875)","(19.0, 75.0, 47.5)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:48.523551,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.3)","(21.0, 90.0, 46.875)","(19.0, 75.0, 47.5)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:49.561338,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.7)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 44.44444444444444)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:50.620322,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.1)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:51.622887,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:52.679903,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:53.745905,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:54.803051,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:55.711011,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:50:56.810856,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.848780487804878)"
16-12-2022 10:50:57.948090,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.9, 1.848780487804878)"
16-12-2022 10:50:59.211581,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.9, 1.848780487804878)"
16-12-2022 10:51:00.299508,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.9, 1.8412195121951218)"
16-12-2022 10:51:01.282463,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:02.380194,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:03.457040,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:04.361992,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:05.343927,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:06.407364,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:07.510295,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:08.501977,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:09.489833,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 43.3)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:10.503823,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.8412195121951218)"
16-12-2022 10:51:11.725684,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 37.14285714285714)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.844054054054054)"
16-12-2022 10:51:13.085612,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.824999999999999)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7515384615384615)"
16-12-2022 10:51:14.200608,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.844054054054054)"
16-12-2022 10:51:15.391504,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 30.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:16.693209,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7515384615384615)"
16-12-2022 10:51:17.725243,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 33.333333333333336)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.844054054054054)"
16-12-2022 10:51:18.844118,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 46.875)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.844054054054054)"
16-12-2022 10:51:19.956269,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 46.875)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:21.077746,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.925)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:22.347272,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.844054054054054)"
16-12-2022 10:51:23.579121,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:24.855411,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:26.016130,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7844444444444443)"
16-12-2022 10:51:27.106009,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:28.227406,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7515384615384615)"
16-12-2022 10:51:29.507258,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7669230769230768)"
16-12-2022 10:51:30.868925,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.89, 1.7538461538461538)"
16-12-2022 10:51:32.012335,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.9, 1.7538461538461538)"
16-12-2022 10:51:33.293182,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.336363636363636)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.7383333333333333)"
16-12-2022 10:51:34.375455,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.7383333333333333)"
16-12-2022 10:51:35.468283,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.7383333333333333)"
16-12-2022 10:51:36.623261,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:37.863783,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.8228571428571427)"
16-12-2022 10:51:38.957115,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:40.170936,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.8228571428571427)"
16-12-2022 10:51:41.431210,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.805)"
16-12-2022 10:51:42.610058,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.7133333333333334)"
16-12-2022 10:51:43.720742,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.392857142857142)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.8199999999999998)"
16-12-2022 10:51:45.069011,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.8319999999999999)"
16-12-2022 10:51:46.231847,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.8319999999999999)"
16-12-2022 10:51:47.359592,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:48.343725,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:49.431999,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:50.515712,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:51.547586,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:52.545412,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 41.875)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:53.607973,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 43.5)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:54.801562,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 43.5)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:55.920538,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 43.5)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:57.016234,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 43.5)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:58.160603,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.733333333333333)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 43.5)","(1.6, 1.88, 1.755)"
16-12-2022 10:51:59.336479,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.0)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:00.410952,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:01.562390,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:02.599260,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:03.708539,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:04.859950,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:05.957245,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:07.152299,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:08.247934,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:09.263263,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:10.426156,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:11.562773,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:12.587452,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:13.645471,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:14.750781,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:15.774834,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.766666666666667)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.8228571428571427)"
16-12-2022 10:52:16.835556,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 6.05)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 45.0)","(14.0, 50.0, 42.9)","(1.6, 1.88, 1.755)"
16-12-2022 10:52:18.190021,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.88, 1.7694736842105263)"
16-12-2022 10:52:19.383752,"(3.9, 5.9, 4.6080000000000005)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.88, 1.774)"
16-12-2022 10:52:20.663643,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:21.781993,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:22.852951,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:24.013237,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:25.194345,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:26.359704,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:27.475894,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:28.579932,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:29.710125,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:30.976138,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:32.142512,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:33.325859,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
16-12-2022 10:52:34.660497,"(3.9, 5.9, 4.703703703703704)","(4.6, 7.6, 7.183333333333334)","(21.0, 90.0, 34.166666666666664)","(19.0, 75.0, 41.25)","(14.0, 50.0, 44.75)","(1.6, 1.87, 1.7644)"
