,Our Girl Socks,Grants Treasure,Gerrys Gift,No Return,Dynamite Swan,Aston Cristiano,Boot A Dream,Lofty
10-01-2023 20:14:21.246765,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4583333333333335)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:22.274769,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.477272727272727)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:23.333022,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.484375)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:24.406119,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.484375)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:25.457184,"(6.0, 7.0, 6.386666666666667)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4491666666666667)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:26.437031,"(6.0, 6.6, 6.248275862068966)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.52, 2.466666666666667)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:27.482299,"(6.0, 6.4, 6.375)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4782608695652173)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 5.9, 5.483333333333333)"
10-01-2023 20:14:28.490137,"(6.0, 6.4, 6.333333333333334)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4782608695652173)","(4.6, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 5.9, 5.761111111111111)"
10-01-2023 20:14:29.567042,"(6.0, 6.4, 6.300000000000001)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4782608695652173)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 5.9, 5.761111111111111)"
10-01-2023 20:14:30.674726,"(6.0, 6.4, 6.300000000000001)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 5.9, 5.566666666666666)"
10-01-2023 20:14:31.762203,"(6.0, 6.4, 6.300000000000001)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 5.9, 5.566666666666666)"
10-01-2023 20:14:32.828434,"(6.0, 6.4, 6.066666666666666)","(31.0, 42.0, 33.529411764705884)","(16.0, 38.0, 36.0)","(16.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.6, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 5.9, 5.888888888888889)"
10-01-2023 20:14:33.880044,"(6.0, 6.4, 6.04)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:34.849585,"(6.0, 6.4, 6.04)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:35.907388,"(6.0, 6.4, 6.04)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:37.063874,"(6.0, 6.4, 6.0285714285714285)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:38.184869,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:39.199870,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:40.216803,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 5.791666666666667)"
10-01-2023 20:14:41.185946,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.0, 6.11875)"
10-01-2023 20:14:42.162936,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.473333333333333)","(4.8, 8.0, 7.888888888888889)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.0)"
10-01-2023 20:14:43.179064,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.2, 6.2)"
10-01-2023 20:14:44.226201,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.133333333333334)"
10-01-2023 20:14:45.254443,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.433333333333333)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.133333333333334)"
10-01-2023 20:14:46.330333,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.433333333333333)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.133333333333334)"
10-01-2023 20:14:47.347069,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.433333333333333)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.133333333333334)"
10-01-2023 20:14:48.433276,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.363157894736842)"
10-01-2023 20:14:49.462392,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.363157894736842)"
10-01-2023 20:14:50.509777,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.363157894736842)"
10-01-2023 20:14:51.572970,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.314285714285715)"
10-01-2023 20:14:52.620690,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.416923076923077)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.34)"
10-01-2023 20:14:53.666585,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.455)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.34)"
10-01-2023 20:14:54.721637,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4526315789473685)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.2, 6.4, 6.34)"
10-01-2023 20:14:55.755419,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4526315789473685)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.34)"
10-01-2023 20:14:56.772483,"(6.0, 6.4, 6.036363636363636)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.466666666666667)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.34)"
10-01-2023 20:14:57.851907,"(6.0, 6.4, 6.036363636363636)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.34)"
10-01-2023 20:14:58.953852,"(6.0, 6.4, 6.036363636363636)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.34)"
10-01-2023 20:15:00.021210,"(6.0, 6.4, 6.036363636363636)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.15)"
10-01-2023 20:15:01.061019,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 36.0)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.15)"
10-01-2023 20:15:02.055584,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 33.5)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:03.052925,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.869565217391305)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:04.102111,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 8.0, 7.615384615384615)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:05.140706,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 33.529411764705884)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.46153846153846)","(2.3, 2.5, 2.4357142857142855)","(4.8, 7.8, 7.8)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:06.289515,"(6.0, 6.4, 6.057142857142857)","(31.0, 42.0, 31.714285714285715)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.375)","(2.3, 2.48, 2.4285714285714284)","(4.8, 8.0, 7.8)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:07.510165,"(6.0, 6.4, 6.057142857142857)","(31.0, 40.0, 35.0)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.375)","(2.3, 2.48, 2.4285714285714284)","(4.8, 8.0, 7.8)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.36875)"
10-01-2023 20:15:08.604693,"(6.0, 6.4, 6.036363636363636)","(31.0, 40.0, 32.5)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.375)","(2.3, 2.48, 2.465)","(4.8, 8.0, 7.742857142857143)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.333333333333334)"
10-01-2023 20:15:09.649736,"(6.0, 6.4, 6.108333333333333)","(31.0, 40.0, 32.5)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.375)","(2.3, 2.48, 2.471578947368421)","(4.8, 8.0, 7.742857142857143)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.333333333333334)"
10-01-2023 20:15:10.782331,"(6.0, 6.4, 6.066666666666667)","(31.0, 40.0, 32.5)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.375)","(2.3, 2.5, 2.471578947368421)","(4.8, 8.0, 7.88)","(26.0, 38.0, 31.6)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:11.808588,"(6.0, 6.4, 6.066666666666667)","(31.0, 40.0, 31.25)","(17.0, 38.0, 32.666666666666664)","(17.0, 30.0, 29.583333333333336)","(2.3, 2.5, 2.4685714285714284)","(4.8, 8.0, 8.033333333333333)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:12.974867,"(6.0, 6.4, 6.034782608695652)","(31.0, 40.0, 35.333333333333336)","(17.0, 38.0, 35.375)","(17.0, 30.0, 29.666666666666668)","(2.3, 2.5, 2.471578947368421)","(4.8, 8.4, 8.233333333333334)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:14.070902,"(6.0, 6.4, 6.066666666666667)","(31.0, 38.0, 36.666666666666664)","(17.0, 36.0, 35.375)","(17.0, 30.0, 29.75)","(2.3, 2.5, 2.471578947368421)","(4.8, 8.4, 8.233333333333334)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:15.167778,"(6.0, 6.4, 6.066666666666667)","(31.0, 38.0, 33.2)","(17.0, 36.0, 35.375)","(17.0, 30.0, 29.75)","(2.3, 2.5, 2.4571428571428573)","(4.8, 8.4, 8.233333333333334)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:16.292453,"(6.0, 6.4, 6.066666666666667)","(31.0, 38.0, 30.941176470588236)","(17.0, 36.0, 35.375)","(17.0, 30.0, 29.75)","(2.3, 2.5, 2.4571428571428573)","(4.8, 8.4, 8.233333333333334)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:17.465606,"(5.5, 6.4, 6.066666666666667)","(31.0, 38.0, 30.941176470588236)","(17.0, 36.0, 35.375)","(17.0, 30.0, 29.75)","(2.3, 2.5, 2.466666666666667)","(4.8, 8.4, 8.28)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:18.561514,"(5.5, 6.4, 5.9750000000000005)","(31.0, 38.0, 30.941176470588236)","(17.0, 36.0, 35.375)","(17.0, 30.0, 29.333333333333332)","(2.3, 2.48, 2.4492307692307693)","(4.8, 8.4, 8.28)","(26.0, 38.0, 31.23076923076923)","(3.3, 6.4, 6.342857142857143)"
10-01-2023 20:15:19.702703,"(5.5, 6.4, 5.9750000000000005)","(31.0, 38.0, 32.22222222222222)","(17.0, 36.0, 35.375)","(17.0, 30.0, 30.5)","(2.3, 2.5, 2.453333333333333)","(4.8, 8.4, 8.266666666666666)","(26.0, 38.0, 35.25)","(3.3, 6.4, 6.266666666666667)"
10-01-2023 20:15:20.832246,"(5.5, 6.2, 6.158333333333333)","(31.0, 38.0, 31.88235294117647)","(17.0, 36.0, 35.375)","(17.0, 32.0, 31.0)","(2.35, 2.46, 2.5095)","(4.8, 8.4, 8.11111111111111)","(26.0, 38.0, 35.06666666666667)","(3.4, 6.4, 6.24)"
10-01-2023 20:15:22.014498,"(5.5, 6.2, 6.05)","(31.0, 38.0, 31.88235294117647)","(17.0, 36.0, 35.375)","(17.0, 32.0, 30.666666666666668)","(2.35, 2.52, 2.457777777777778)","(4.8, 8.2, 8.225806451612904)","(26.0, 38.0, 34.61538461538461)","(3.4, 6.4, 6.2)"
10-01-2023 20:15:23.077985,"(5.5, 6.4, 5.922727272727273)","(31.0, 38.0, 31.88235294117647)","(17.0, 36.0, 33.5)","(17.0, 32.0, 30.666666666666668)","(2.35, 2.52, 2.4523076923076923)","(4.8, 9.0, 8.56)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:24.217656,"(5.5, 6.4, 5.922727272727273)","(31.0, 38.0, 30.571428571428573)","(17.0, 34.0, 32.666666666666664)","(17.0, 32.0, 31.0)","(2.35, 2.52, 2.4523076923076923)","(4.8, 8.8, 8.666666666666668)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:25.322602,"(5.5, 6.4, 5.922727272727273)","(31.0, 38.0, 32.0)","(17.0, 34.0, 31.647058823529413)","(17.0, 34.0, 31.0)","(2.35, 2.52, 2.4514285714285715)","(4.8, 8.8, 8.666666666666668)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:26.396518,"(5.5, 6.4, 5.922727272727273)","(31.0, 36.0, 32.0)","(17.0, 34.0, 32.4)","(17.0, 34.0, 31.0)","(2.35, 2.48, 2.448)","(4.8, 8.8, 8.666666666666668)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:27.448803,"(5.5, 6.4, 5.922727272727273)","(31.0, 36.0, 30.857142857142858)","(17.0, 34.0, 32.4)","(17.0, 34.0, 31.0)","(2.35, 2.48, 2.448)","(4.8, 8.8, 8.0)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:28.497249,"(5.5, 6.4, 5.922727272727273)","(31.0, 36.0, 33.0)","(17.0, 34.0, 32.4)","(17.0, 34.0, 31.0)","(2.35, 2.48, 2.448)","(4.8, 9.0, 8.56)","(26.0, 38.0, 32.5)","(3.4, 6.4, 6.066666666666666)"
10-01-2023 20:15:29.586473,"(5.5, 6.4, 5.922727272727273)","(31.0, 36.0, 32.0)","(17.0, 34.0, 31.647058823529413)","(17.0, 34.0, 30.76923076923077)","(2.35, 2.48, 2.598)","(4.8, 8.8, 8.215384615384615)","(26.0, 38.0, 32.13333333333333)","(3.4, 6.4, 6.122222222222223)"
10-01-2023 20:15:30.820474,"(5.5, 6.2, 5.92)","(31.0, 36.0, 29.8125)","(17.0, 34.0, 32.285714285714285)","(17.0, 34.0, 31.53846153846154)","(2.35, 2.6, 2.5876923076923077)","(4.8, 8.6, 8.4)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.1000000000000005)"
10-01-2023 20:15:32.018098,"(5.5, 5.9, 5.433333333333334)","(31.0, 36.0, 27.53846153846154)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.866666666666667)","(2.35, 2.6, 2.5835714285714286)","(4.8, 8.6, 8.525)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.1000000000000005)"
10-01-2023 20:15:33.324845,"(5.5, 5.5, 5.457142857142857)","(31.0, 34.0, 30.666666666666668)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.866666666666667)","(2.35, 2.6, 2.5835714285714286)","(4.8, 8.6, 8.4)","(26.0, 38.0, 31.4)","(3.4, 6.2, 6.1000000000000005)"
10-01-2023 20:15:34.514055,"(5.5, 5.9, 5.666666666666667)","(31.0, 34.0, 29.4)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.866666666666667)","(2.35, 2.6, 2.646666666666667)","(4.8, 8.6, 8.4)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.2125)"
10-01-2023 20:15:35.665490,"(5.5, 5.7, 5.325)","(31.0, 32.0, 29.545454545454547)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.866666666666667)","(2.35, 2.66, 2.602666666666667)","(4.8, 8.6, 8.15)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.243478260869566)"
10-01-2023 20:15:36.775792,"(5.5, 5.5, 5.3875)","(31.0, 32.0, 29.545454545454547)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.866666666666667)","(2.35, 2.64, 2.5476923076923077)","(4.8, 8.4, 8.15)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.066666666666667)"
10-01-2023 20:15:37.848327,"(5.5, 5.5, 5.307142857142857)","(31.0, 32.0, 29.545454545454547)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.75)","(2.35, 2.64, 2.5563636363636366)","(4.8, 8.4, 8.257142857142858)","(26.0, 38.0, 31.4)","(3.4, 6.4, 6.109090909090909)"
10-01-2023 20:15:38.925722,"(5.5, 5.5, 5.307142857142857)","(31.0, 32.0, 29.545454545454547)","(17.0, 34.0, 28.444444444444443)","(17.0, 32.0, 31.53846153846154)","(2.35, 2.6, 2.5733333333333333)","(4.8, 8.4, 8.31764705882353)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.96)"
10-01-2023 20:15:40.054213,"(5.5, 5.5, 5.307142857142857)","(31.0, 32.0, 29.545454545454547)","(17.0, 34.0, 28.444444444444443)","(17.0, 34.0, 31.53846153846154)","(2.35, 2.6, 2.5766666666666667)","(4.8, 8.6, 8.31764705882353)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.923076923076923)"
10-01-2023 20:15:41.257318,"(5.5, 5.5, 5.307142857142857)","(31.0, 32.0, 28.75)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.53846153846154)","(2.35, 2.6, 2.56)","(4.8, 8.6, 8.31764705882353)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.923076923076923)"
10-01-2023 20:15:42.422978,"(5.5, 5.5, 5.35)","(31.0, 32.0, 29.11111111111111)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.53846153846154)","(2.35, 2.58, 2.5898305084745763)","(4.8, 8.6, 8.31764705882353)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.923076923076923)"
10-01-2023 20:15:43.554619,"(5.5, 5.5, 5.35)","(31.0, 32.0, 29.11111111111111)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 31.53846153846154)","(2.35, 2.6, 2.5898305084745763)","(4.8, 8.6, 8.73846153846154)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.9818181818181815)"
10-01-2023 20:15:44.671939,"(5.5, 5.5, 5.35)","(31.0, 32.0, 28.533333333333335)","(17.0, 34.0, 31.866666666666667)","(17.0, 34.0, 30.6)","(2.35, 2.6, 2.5888)","(4.8, 8.8, 8.2)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.853846153846154)"
10-01-2023 20:15:45.797551,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 29.333333333333332)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 30.6)","(2.35, 2.6, 2.594666666666667)","(4.8, 8.6, 8.2)","(26.0, 38.0, 31.4)","(3.4, 6.2, 5.91875)"
10-01-2023 20:15:46.860369,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.333333333333332)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 31.22222222222222)","(2.35, 2.6, 2.5978947368421053)","(4.8, 8.6, 8.2)","(26.0, 38.0, 32.111111111111114)","(3.4, 6.2, 5.91875)"
10-01-2023 20:15:47.986310,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.333333333333332)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 31.22222222222222)","(2.35, 2.6, 2.5965217391304347)","(4.8, 8.6, 8.2)","(26.0, 36.0, 31.333333333333332)","(3.4, 6.2, 5.91875)"
10-01-2023 20:15:49.231998,"(5.5, 5.5, 5.392857142857143)","(31.0, 30.0, 28.823529411764707)","(17.0, 34.0, 31.866666666666667)","(17.0, 32.0, 31.416666666666668)","(2.35, 2.6, 2.593170731707317)","(4.8, 8.6, 8.2)","(26.0, 36.0, 30.333333333333332)","(3.4, 6.2, 5.91875)"
