,Roll Along Jane,Anyonewilldo,No Rushing,Redbank Harry,Screentime,Paddy Mach,Smokin Pocket,Our Rocky,Miami Surf,Hilly
09-01-2023 15:18:42.505554,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:43.951170,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:45.416158,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:46.912238,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:48.401158,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:49.858202,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:51.269822,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:52.845877,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:54.380982,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:55.928175,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:57.524756,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:18:59.190843,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:00.569318,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:01.959726,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:03.316934,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:04.886738,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:06.536840,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:08.153480,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:09.864529,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:11.468479,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:12.948249,"(5.0, 7.8, 6.6)","(51.0, 210.0, 163.14285714285714)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:14.379033,"(5.0, 7.8, 6.6)","(51.0, 210.0, 120.54545454545455)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:15.724245,"(5.0, 7.8, 6.6)","(51.0, 210.0, 120.54545454545455)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:16.978695,"(5.0, 7.8, 6.6)","(51.0, 210.0, 120.54545454545455)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:18.270570,"(5.0, 7.8, 6.6)","(51.0, 210.0, 120.54545454545455)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:19.628304,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:21.027658,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:22.422886,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:23.879201,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:25.252942,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:26.640446,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:28.006970,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:29.297656,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:30.670236,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:32.049171,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:33.457708,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:34.779683,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:36.101718,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:37.443649,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:38.848067,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:40.126700,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:41.402306,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:42.689686,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:43.953157,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:45.498290,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:46.901117,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 9.6)"
09-01-2023 15:19:48.208786,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:49.490458,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:50.774110,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:52.169088,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:53.563843,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:54.990857,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:56.470824,"(5.0, 7.8, 6.6)","(51.0, 210.0, 102.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:57.939614,"(5.0, 7.8, 6.6)","(51.0, 210.0, 105.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:19:59.370166,"(5.0, 7.8, 6.6)","(51.0, 200.0, 142.30769230769232)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:00.803277,"(5.0, 7.8, 6.6)","(51.0, 200.0, 142.30769230769232)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:02.173443,"(5.0, 7.8, 6.6)","(51.0, 200.0, 142.30769230769232)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:03.714084,"(5.0, 7.8, 6.6)","(51.0, 200.0, 142.30769230769232)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:05.290404,"(5.0, 7.8, 6.6)","(51.0, 200.0, 162.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:07.049774,"(5.0, 7.8, 6.6)","(51.0, 190.0, 162.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:08.559200,"(5.0, 7.8, 6.6)","(51.0, 190.0, 162.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:10.072351,"(5.0, 7.8, 6.6)","(51.0, 190.0, 162.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:11.386829,"(5.0, 7.8, 6.6)","(51.0, 190.0, 162.0)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:12.721255,"(5.0, 7.8, 6.6)","(51.0, 190.0, 164.54545454545453)","(15.0, 30.0, 20.4)","(3.7, 5.7, 4.3)","(12.0, 25.0, 17.5)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 98.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:14.042102,"(5.0, 7.8, 6.6)","(51.0, 190.0, 150.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:15.369090,"(5.0, 7.8, 6.6)","(51.0, 190.0, 150.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:16.707367,"(5.0, 7.8, 6.6)","(51.0, 190.0, 150.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:18.081411,"(5.0, 7.8, 6.6)","(51.0, 190.0, 94.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:19.465757,"(5.0, 7.8, 6.6)","(51.0, 190.0, 94.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:20.908175,"(5.0, 7.8, 6.6)","(51.0, 190.0, 94.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:22.331989,"(5.0, 7.8, 6.6)","(51.0, 190.0, 94.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
09-01-2023 15:20:23.751623,"(5.0, 7.8, 6.6)","(51.0, 190.0, 94.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 5.7, 4.3)","(12.0, 25.0, 20.833333333333336)","(8.0, 13.0, 11.066666666666666)","(31.0, 120.0, 76.0)","(6.0, 12.5, 8.566666666666666)","(4.2, 8.8, 6.9)","(8.0, 14.0, 12.4)"
