,Marinus,Choose Well,Demon Kingsbrae,Magic Secret,Amber Jack,Magic Charm,Paxton Dutton
05-01-2023 13:29:43.466156,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.6, 6.783333333333333)","(5.5, 11.0, 9.666666666666666)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798630136986302)"
05-01-2023 13:29:44.442596,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.8, 7.0)","(5.5, 11.0, 10.5)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798630136986302)"
05-01-2023 13:29:45.384061,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.8, 7.0)","(5.5, 11.5, 9.75)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:46.406967,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.8, 7.0)","(5.5, 11.5, 9.75)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:47.505621,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.8, 7.0)","(5.5, 11.5, 9.75)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:48.500899,"(2.9, 4.6, 3.8666666666666667)","(4.8, 7.8, 7.0)","(5.5, 11.5, 9.75)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:49.613149,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.8, 6.9363636363636365)","(5.5, 11.5, 7.916666666666667)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:50.645310,"(2.9, 4.4, 3.8857142857142857)","(4.8, 7.8, 7.1)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:51.615069,"(2.9, 4.4, 3.8857142857142857)","(4.8, 7.8, 7.1)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:52.618993,"(2.9, 4.5, 3.875)","(4.8, 7.8, 6.442857142857143)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:53.745289,"(2.9, 4.5, 3.875)","(4.8, 7.6, 6.6)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:54.840293,"(2.9, 4.5, 3.875)","(4.8, 7.6, 6.6)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.371428571428571)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:55.948467,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 11.5, 9.85)","(3.3, 4.6, 4.385714285714285)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:57.010883,"(2.9, 4.7, 3.95)","(4.8, 7.6, 7.283333333333333)","(5.5, 11.5, 9.35)","(3.3, 4.6, 4.385714285714285)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:57.973202,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.283333333333333)","(5.5, 11.5, 9.35)","(3.3, 4.6, 4.385714285714285)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:29:59.019858,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.283333333333333)","(5.5, 11.5, 9.2625)","(3.3, 4.6, 4.385714285714285)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:00.085667,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.6, 4.38125)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:01.094513,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.7, 4.38125)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:02.119939,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.199999999999999)","(5.5, 10.5, 9.2625)","(3.3, 4.7, 4.38125)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:03.223389,"(2.9, 4.6, 4.324999999999999)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 86.375)","(71.0, 570.0, 340.0)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:04.210487,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 512.5)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:05.301113,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 512.5)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:06.408050,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 9.2625)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 512.5)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:07.558436,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 10.5, 7.7)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 512.5)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:08.624479,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 8.16)","(3.3, 4.6, 4.033333333333333)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 505.7142857142858)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:09.719841,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 8.16)","(3.3, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 570.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:10.825783,"(2.9, 4.6, 3.753846153846154)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 7.9)","(3.3, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:11.941350,"(2.9, 4.6, 3.753846153846154)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 7.9)","(3.3, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:13.012919,"(2.9, 4.6, 3.7357142857142858)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 7.9)","(3.4, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:14.141237,"(2.9, 4.6, 3.566)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 8.200000000000001)","(3.4, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:15.254962,"(2.9, 4.6, 3.566)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 8.200000000000001)","(3.4, 4.6, 4.066666666666666)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:16.406188,"(2.9, 4.6, 3.566)","(4.8, 7.6, 6.6)","(5.5, 8.4, 7.816666666666667)","(3.4, 4.6, 4.1)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:17.507716,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.283333333333333)","(5.5, 8.4, 7.933333333333334)","(3.4, 4.6, 4.1)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:18.591029,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.24)","(5.5, 8.4, 8.219354838709677)","(3.4, 4.6, 4.1)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:19.553007,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.24)","(5.5, 8.4, 8.219354838709677)","(3.4, 4.6, 4.1)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 426.6666666666667)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:20.656819,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.24)","(5.5, 8.4, 7.933333333333334)","(3.4, 4.6, 4.084375)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:21.687823,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.24)","(5.5, 8.4, 7.933333333333334)","(3.4, 4.6, 4.084375)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:22.701034,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.388888888888888)","(5.5, 8.4, 7.933333333333334)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:23.816423,"(2.9, 4.4, 3.8375000000000004)","(4.8, 7.6, 7.3)","(5.5, 8.4, 7.933333333333334)","(3.4, 4.5, 3.8045454545454547)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:24.810898,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.0, 9.666666666666666)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:25.777468,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.5, 9.5625)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:26.859296,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.5, 10.1875)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:27.884670,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.5, 10.1875)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:28.882336,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.5, 8.966666666666667)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:29.871728,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 10.5, 8.966666666666667)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:30.859454,"(2.9, 4.6, 3.5825)","(4.8, 7.6, 7.3)","(5.5, 10.5, 8.966666666666667)","(3.4, 4.5, 3.9461538461538463)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:31.888204,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 11.5, 10.122222222222222)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:32.949225,"(2.9, 4.5, 3.875)","(4.8, 7.6, 7.3)","(5.5, 11.5, 10.122222222222222)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.798507462686567)"
05-01-2023 13:30:33.869639,"(2.9, 4.5, 3.730769230769231)","(4.8, 7.6, 7.3)","(5.5, 11.0, 9.844444444444445)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:34.887841,"(2.9, 4.5, 3.5545454545454547)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.504761904761905)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:35.946950,"(2.9, 4.5, 3.5545454545454547)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.504761904761905)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 411.25)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:36.929482,"(2.9, 4.5, 3.5545454545454547)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.504761904761905)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 360.0)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:37.971936,"(2.9, 4.5, 3.56)","(4.8, 7.6, 7.125)","(5.5, 11.0, 10.35)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 316.0)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:38.957943,"(2.9, 4.4, 3.725)","(4.8, 7.6, 7.3)","(5.5, 11.0, 9.933333333333334)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 316.0)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:39.978482,"(2.9, 4.4, 3.725)","(4.8, 7.6, 7.3)","(5.5, 11.0, 9.933333333333334)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 316.0)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:41.079385,"(2.9, 4.4, 3.562790697674419)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.52)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 316.0)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:42.216511,"(2.9, 4.4, 3.562790697674419)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.52)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:43.312969,"(2.9, 4.4, 3.562790697674419)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.52)","(3.4, 4.5, 4.082142857142857)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:44.420782,"(2.9, 4.4, 3.562790697674419)","(4.8, 7.6, 7.3)","(5.5, 11.0, 9.933333333333334)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.76)"
05-01-2023 13:30:45.552461,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.022222222222222)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:46.545159,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.022222222222222)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:47.595531,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.022222222222222)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:48.715644,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.022222222222222)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 470.0)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:49.885526,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.511111111111111)","(3.4, 4.5, 4.017857142857143)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:51.086513,"(2.9, 4.3, 3.8)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.511111111111111)","(3.4, 4.5, 3.9461538461538463)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:52.243786,"(2.9, 4.3, 3.9)","(4.8, 7.6, 7.125)","(5.5, 11.0, 10.11111111111111)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 433.3333333333333)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:53.413381,"(2.9, 4.3, 3.7181818181818183)","(4.8, 7.6, 7.3)","(5.5, 11.0, 10.11111111111111)","(3.4, 4.5, 4.05)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 391.42857142857144)","(4.6, 5.8, 5.75)"
05-01-2023 13:30:54.623077,"(2.9, 4.3, 3.7181818181818183)","(4.8, 7.6, 6.527272727272727)","(5.5, 11.0, 10.3)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.8, 5.699999999999999)"
05-01-2023 13:30:55.781210,"(2.9, 4.3, 3.66)","(4.8, 7.4, 6.527272727272727)","(5.5, 11.0, 10.3)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.8, 5.699999999999999)"
05-01-2023 13:30:56.916232,"(2.9, 4.3, 3.66)","(4.8, 7.4, 6.333333333333333)","(5.5, 11.0, 10.3)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.8, 5.633333333333333)"
05-01-2023 13:30:58.017195,"(2.9, 4.3, 3.555813953488372)","(4.8, 7.0, 6.345454545454546)","(5.5, 11.0, 10.066666666666666)","(3.4, 4.5, 3.7714285714285714)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.8, 5.633333333333333)"
05-01-2023 13:30:59.134171,"(2.9, 4.2, 3.71)","(4.8, 7.0, 5.978571428571429)","(5.5, 11.0, 9.833333333333334)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:00.299466,"(2.9, 4.2, 3.610526315789474)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:01.308222,"(2.9, 4.2, 3.605)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:02.356929,"(2.9, 4.2, 3.605)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:03.537723,"(2.9, 4.2, 3.605)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:04.692392,"(2.9, 4.2, 3.605)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.633333333333333)"
05-01-2023 13:31:05.865970,"(2.9, 4.2, 3.605)","(4.8, 7.0, 6.175)","(5.5, 11.0, 9.95)","(3.4, 4.5, 3.9705882352941178)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:07.044323,"(2.9, 4.1, 3.6636363636363636)","(4.8, 6.8, 6.1125)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 3.9705882352941178)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:08.210019,"(2.9, 4.1, 3.65)","(4.8, 6.8, 6.1125)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 3.9705882352941178)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:09.342190,"(2.9, 4.1, 3.65)","(4.8, 6.8, 6.1125)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 3.9705882352941178)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:10.564291,"(2.9, 4.1, 3.6125)","(4.8, 6.8, 6.1125)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 3.9705882352941178)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 418.75)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:11.780054,"(2.9, 4.1, 3.6125)","(4.8, 6.8, 6.04375)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 3.9000000000000004)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 265.0)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:13.014311,"(2.9, 4.1, 3.552941176470588)","(4.8, 6.8, 6.04375)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 265.0)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:14.258893,"(2.9, 4.0, 3.6363636363636362)","(4.8, 6.8, 6.425)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 265.0)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:15.539338,"(2.9, 4.0, 3.6363636363636362)","(4.8, 6.8, 6.425)","(5.5, 11.0, 10.03076923076923)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 265.0)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:16.812601,"(2.9, 4.0, 3.6363636363636362)","(4.8, 6.8, 6.8)","(5.5, 11.0, 9.757142857142856)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:18.200807,"(2.9, 4.0, 3.6363636363636362)","(4.8, 7.0, 6.8)","(5.5, 10.5, 9.757142857142856)","(3.4, 4.5, 4.0058823529411764)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:19.402189,"(2.9, 4.0, 3.6363636363636362)","(4.8, 7.0, 6.8)","(5.5, 10.5, 9.8)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:20.477452,"(2.9, 3.95, 3.66875)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.8)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:21.568114,"(2.9, 3.95, 3.6227272727272726)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.6)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:22.685073,"(2.9, 3.95, 3.6227272727272726)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.6)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:23.854672,"(2.9, 3.95, 3.6227272727272726)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.6)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:24.906194,"(2.9, 3.95, 3.6227272727272726)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.6)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 422.5)","(4.6, 5.7, 5.628571428571428)"
05-01-2023 13:31:25.946640,"(2.9, 3.95, 3.6227272727272726)","(4.8, 7.0, 6.8)","(5.5, 10.0, 9.6)","(3.4, 4.5, 4.041176470588235)","(21.0, 95.0, 91.16666666666667)","(71.0, 580.0, 328.0)","(4.6, 5.7, 5.628571428571428)"
