,Chip Rock,Arrogant Benji,Spanish Sundance,Five Mile Rose,Sassy Sal,Go Forward Ray,Rutland Georgia,Sketchy Combat
12-01-2023 17:17:06.003485,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.389473684210526)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:07.027250,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.389473684210526)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:08.026776,"(2.7, 4.2, 4.134146341463415)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.5, 3.38125)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:08.993317,"(2.7, 4.2, 4.135714285714286)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.6, 3.5766666666666667)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:10.030966,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.608)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:11.105222,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.608)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:12.148908,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:13.132378,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:14.180511,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.92)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:15.236615,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:16.266022,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.107692307692307)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:17.340418,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.344827586206897)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:18.473237,"(2.7, 4.2, 4.128947368421053)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.344827586206897)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:19.582335,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:20.725937,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.923076923076923)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 11.5, 11.325)","(71.0, 280.0, 180.0)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:21.812600,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 11.5, 11.325)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:22.947012,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 24.176470588235293)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 11.5, 11.494736842105263)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:24.083926,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.288888888888888)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:25.174634,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:26.166763,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:27.163311,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:28.224172,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6171875)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:29.307295,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:30.356770,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:31.443117,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:32.544387,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:33.632594,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 25.153846153846153)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:34.668602,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 24.176470588235293)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:35.664375,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 24.176470588235293)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:36.790877,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.428571428571429)","(17.0, 27.0, 24.176470588235293)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:37.857587,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.38888888888889)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:38.889303,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.38888888888889)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:39.928403,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.38888888888889)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 262.5)","(6.0, 9.2, 9.123809523809523)"
12-01-2023 17:17:41.021127,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 262.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:42.129322,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 262.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:43.231793,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.235294117647058)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 262.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:44.355080,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:45.416472,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:46.569104,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:47.733424,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:48.882316,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:49.895556,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.245714285714286)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:50.924513,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.156756756756756)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:52.007207,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.156756756756756)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:53.114163,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.25)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.156756756756756)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:54.226614,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.6)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 11.178947368421053)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:55.312684,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.5524999999999998)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 280.0, 262.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:56.345290,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.535)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:57.454576,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.535)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 280.0, 177.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:58.577967,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.535)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 280.0, 136.66666666666666)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:17:59.682156,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.535)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 260.0, 133.33333333333334)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:00.748061,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.535)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 250.0, 152.5)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:01.804317,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.5310344827586206)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 230.0, 113.75)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:02.959554,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.42)","(11.0, 11.5, 11.25)","(7.5, 12.0, 11.178947368421053)","(71.0, 230.0, 129.375)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:04.005324,"(2.7, 4.2, 4.115625)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.65, 3.4970588235294118)","(11.0, 11.5, 11.25)","(7.5, 12.0, 10.0)","(71.0, 220.0, 120.0)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:05.065117,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 10.21951219512195)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4970588235294118)","(11.0, 11.5, 11.25)","(7.5, 12.0, 10.0)","(71.0, 200.0, 100.0)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:06.126590,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.475)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 180.0, 100.0)","(6.0, 9.2, 8.879999999999999)"
12-01-2023 17:18:07.274230,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4461538461538463)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 180.0, 100.0)","(6.0, 9.2, 8.742857142857144)"
12-01-2023 17:18:08.370486,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4461538461538463)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 180.0, 100.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:09.416154,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4461538461538463)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 180.0, 100.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:10.428313,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4461538461538463)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 180.0, 96.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:11.474088,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 160.0, 96.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:12.654886,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 160.0, 115.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:13.827762,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 150.0, 115.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:14.955905,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 150.0, 115.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:16.014879,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 150.0, 115.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:17.093154,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.305882352941175)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 11.09090909090909)","(7.5, 12.0, 10.0)","(71.0, 150.0, 92.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:18.146355,"(2.7, 4.2, 4.118181818181818)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 10.375)","(7.5, 12.0, 10.0)","(71.0, 140.0, 88.57142857142857)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:19.216777,"(2.7, 4.2, 4.111764705882353)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.423529411764706)","(11.0, 11.5, 10.357142857142858)","(7.5, 12.0, 9.957142857142857)","(71.0, 140.0, 86.66666666666667)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:20.242667,"(2.7, 4.2, 4.111764705882353)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4333333333333336)","(11.0, 12.5, 10.25)","(7.5, 12.0, 10.0)","(71.0, 140.0, 92.0)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:21.247558,"(2.7, 3.9, 3.8025974025974025)","(6.5, 11.0, 9.3125)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4333333333333336)","(11.0, 12.5, 10.416666666666666)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 93.33333333333333)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:22.414428,"(2.7, 3.85, 3.725)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.75)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:23.520340,"(2.7, 3.85, 3.7071428571428573)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.75)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:24.580456,"(2.7, 3.85, 3.718421052631579)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.75)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:25.624363,"(2.7, 3.85, 3.718421052631579)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.75)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:26.668531,"(2.7, 3.85, 3.7875)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.714285714285714)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:27.797000,"(2.7, 3.85, 3.7875)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.652173913043478)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:28.954735,"(2.7, 3.95, 3.90625)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.652173913043478)","(7.5, 12.0, 10.020000000000001)","(71.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:30.128255,"(2.7, 4.1, 3.8692307692307693)","(6.5, 11.0, 9.319999999999999)","(17.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4362068965517243)","(11.0, 12.5, 10.652173913043478)","(7.5, 12.0, 10.020000000000001)","(81.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:31.233027,"(2.7, 4.1, 3.8499999999999996)","(6.5, 11.0, 9.319999999999999)","(18.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4541666666666666)","(9.0, 12.5, 11.083333333333334)","(7.5, 12.0, 10.020000000000001)","(81.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:32.332994,"(2.7, 4.1, 3.8499999999999996)","(6.5, 11.0, 9.319999999999999)","(18.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4541666666666666)","(9.0, 12.5, 11.083333333333334)","(7.5, 12.0, 10.020000000000001)","(81.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
12-01-2023 17:18:33.494002,"(2.7, 4.1, 3.8499999999999996)","(6.5, 11.0, 9.319999999999999)","(18.0, 27.0, 25.285714285714285)","(3.3, 3.6, 3.4541666666666666)","(9.0, 12.5, 11.083333333333334)","(7.5, 12.0, 10.020000000000001)","(81.0, 140.0, 101.81818181818181)","(6.0, 8.8, 8.742857142857144)"
