,Market Mate,Bring Me Roses,Max Inferno,Trip Me Up,Akuna Street,Mystical Skye,Gunai Redeemer,Mini Mango
12-01-2023 08:12:12.768986,"(5.5, 8.4, 6.45)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.785714285714286)","(61.0, 530.0, 313.52941176470586)","(8.0, 18.0, 17.25)","(8.0, 16.5, 15.7)","(3.0, 3.45, 3.1125)","(4.6, 8.0, 6.95)"
12-01-2023 08:12:13.955257,"(5.5, 8.4, 6.45)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.785714285714286)","(61.0, 530.0, 313.52941176470586)","(8.0, 18.0, 16.5)","(8.0, 16.5, 15.5)","(3.1, 3.45, 3.31875)","(4.6, 8.0, 6.95)"
12-01-2023 08:12:15.132337,"(5.5, 8.4, 7.575)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 313.52941176470586)","(8.0, 17.5, 16.5)","(8.0, 16.5, 15.5)","(3.1, 3.45, 3.31875)","(4.6, 8.0, 6.95)"
12-01-2023 08:12:16.629171,"(5.5, 8.4, 7.283333333333333)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 313.52941176470586)","(8.0, 17.5, 16.5)","(8.0, 16.5, 15.5)","(3.1, 3.45, 3.31875)","(4.6, 8.0, 6.95)"
12-01-2023 08:12:18.505033,"(5.5, 8.8, 7.15)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 371.6666666666667)","(8.0, 17.5, 15.5)","(8.0, 16.5, 14.5)","(3.1, 3.45, 3.31875)","(4.6, 8.0, 7.3)"
12-01-2023 08:12:20.387274,"(5.5, 8.6, 7.3)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.5)","(61.0, 520.0, 371.6666666666667)","(8.0, 17.5, 15.666666666666666)","(8.0, 16.5, 14.666666666666666)","(3.1, 3.45, 3.31875)","(4.6, 8.0, 7.3)"
12-01-2023 08:12:21.940143,"(5.5, 8.6, 6.857142857142858)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 18.0, 17.142857142857142)","(8.0, 17.0, 16.285714285714285)","(3.1, 3.45, 3.35625)","(4.6, 8.0, 7.3)"
12-01-2023 08:12:23.437595,"(5.5, 8.4, 6.857142857142858)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 18.0, 17.142857142857142)","(8.0, 17.0, 16.285714285714285)","(3.1, 3.45, 3.276923076923077)","(4.6, 8.0, 9.2)"
12-01-2023 08:12:25.106837,"(5.5, 8.4, 6.857142857142858)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 166.0)","(8.0, 18.0, 17.142857142857142)","(8.0, 17.0, 16.285714285714285)","(3.1, 3.4, 3.276923076923077)","(4.6, 9.6, 9.2)"
12-01-2023 08:12:26.529103,"(5.5, 8.4, 6.857142857142858)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 530.0, 166.0)","(8.0, 18.0, 17.142857142857142)","(8.0, 17.0, 16.285714285714285)","(3.1, 3.4, 3.338888888888889)","(4.6, 9.6, 8.844444444444445)"
12-01-2023 08:12:27.909338,"(5.5, 8.4, 7.636363636363637)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 530.0, 371.6666666666667)","(8.0, 18.0, 17.285714285714285)","(8.0, 17.0, 15.25)","(3.1, 3.45, 3.1277777777777778)","(4.6, 9.6, 9.175)"
12-01-2023 08:12:29.405100,"(5.5, 8.6, 8.444444444444445)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 18.0, 16.928571428571427)","(8.0, 17.0, 15.785714285714286)","(3.1, 3.4, 3.2576923076923077)","(4.6, 9.6, 9.175)"
12-01-2023 08:12:30.933914,"(5.5, 8.6, 8.444444444444445)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 17.5, 16.928571428571427)","(8.0, 16.5, 15.785714285714286)","(3.1, 3.35, 3.2576923076923077)","(4.6, 9.6, 9.175)"
12-01-2023 08:12:32.351605,"(5.5, 8.6, 8.444444444444445)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 17.5, 16.928571428571427)","(8.0, 16.5, 15.785714285714286)","(3.1, 3.35, 3.3666666666666667)","(4.6, 9.6, 9.225)"
12-01-2023 08:12:33.449200,"(5.5, 8.6, 8.2)","(4.4, 5.9, 5.02)","(8.0, 15.5, 14.1875)","(61.0, 520.0, 371.6666666666667)","(8.0, 17.5, 16.928571428571427)","(8.0, 16.5, 15.785714285714286)","(3.1, 3.4, 3.283333333333333)","(4.6, 9.6, 8.55)"
12-01-2023 08:12:34.611639,"(5.5, 8.6, 7.914285714285715)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.1875)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.0)","(8.0, 16.5, 15.0)","(3.1, 3.4, 3.15)","(4.6, 9.8, 8.55)"
12-01-2023 08:12:35.709734,"(5.5, 8.6, 7.914285714285715)","(4.4, 5.9, 5.075)","(8.0, 15.5, 12.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.642857142857142)","(8.0, 16.5, 15.0)","(3.1, 3.35, 3.2576923076923077)","(4.6, 9.8, 8.244444444444445)"
12-01-2023 08:12:36.872721,"(5.5, 8.6, 7.914285714285715)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.785714285714285)","(8.0, 16.5, 15.0)","(3.1, 3.35, 3.2576923076923077)","(4.6, 9.8, 8.244444444444445)"
12-01-2023 08:12:37.949613,"(5.5, 8.6, 7.914285714285715)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.785714285714285)","(8.0, 16.5, 15.0)","(3.1, 3.35, 3.283333333333333)","(4.6, 9.8, 8.244444444444445)"
12-01-2023 08:12:39.072138,"(5.5, 8.6, 8.085714285714285)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.785714285714285)","(8.0, 16.5, 15.25)","(3.1, 3.4, 3.283333333333333)","(4.6, 9.8, 8.4)"
12-01-2023 08:12:40.120121,"(5.5, 9.0, 8.4375)","(4.4, 5.9, 5.075)","(8.0, 15.5, 14.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.785714285714285)","(8.0, 17.0, 16.571428571428573)","(3.1, 3.4, 3.283333333333333)","(4.6, 9.8, 7.942857142857143)"
12-01-2023 08:12:41.307601,"(5.5, 8.8, 8.133333333333333)","(4.4, 5.9, 5.714285714285714)","(8.0, 15.5, 14.5)","(61.0, 530.0, 166.0)","(8.0, 17.5, 16.0)","(8.0, 17.0, 16.571428571428573)","(3.1, 3.4, 3.283333333333333)","(4.6, 9.8, 8.376470588235295)"
12-01-2023 08:12:42.586560,"(5.5, 8.8, 7.947826086956522)","(4.4, 5.2, 5.16)","(8.0, 15.5, 12.833333333333334)","(61.0, 530.0, 166.0)","(8.0, 17.5, 17.166666666666668)","(8.0, 17.0, 16.571428571428573)","(3.1, 3.4, 3.283333333333333)","(4.6, 9.6, 8.376470588235295)"
12-01-2023 08:12:43.685895,"(5.5, 8.8, 7.947826086956522)","(4.4, 5.2, 5.16)","(8.0, 15.5, 12.166666666666666)","(61.0, 530.0, 230.0)","(8.0, 18.5, 17.333333333333332)","(8.0, 17.0, 17.285714285714285)","(3.1, 3.4, 3.3666666666666667)","(4.6, 9.6, 6.236363636363636)"
12-01-2023 08:12:44.804149,"(5.5, 8.0, 7.466666666666667)","(4.4, 5.2, 5.171428571428572)","(8.0, 11.0, 10.1)","(61.0, 530.0, 318.2352941176471)","(8.0, 19.0, 17.75)","(8.0, 18.0, 17.285714285714285)","(3.1, 3.4, 3.3666666666666667)","(4.6, 9.6, 6.236363636363636)"
12-01-2023 08:12:45.989384,"(5.5, 8.0, 7.466666666666667)","(4.4, 5.2, 5.171428571428572)","(8.0, 11.0, 10.1)","(61.0, 530.0, 318.2352941176471)","(8.0, 19.0, 17.75)","(8.0, 18.0, 17.285714285714285)","(3.1, 3.4, 3.3666666666666667)","(4.6, 9.6, 6.236363636363636)"
12-01-2023 08:12:47.149254,"(5.5, 8.0, 7.2)","(4.4, 5.2, 5.171428571428572)","(8.0, 11.0, 10.444444444444445)","(61.0, 530.0, 302.5)","(8.0, 19.0, 17.75)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.4, 3.2576923076923077)","(4.6, 9.6, 5.872727272727273)"
12-01-2023 08:12:48.322896,"(5.5, 8.0, 7.2)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.0, 10.444444444444445)","(61.0, 520.0, 302.5)","(8.0, 19.0, 18.285714285714285)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.35, 3.3266666666666667)","(4.6, 9.6, 6.116666666666666)"
12-01-2023 08:12:49.474402,"(5.5, 8.0, 7.2)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.5, 11.25)","(61.0, 520.0, 302.5)","(8.0, 19.0, 17.214285714285715)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.35, 3.376470588235294)","(4.6, 9.2, 6.24)"
12-01-2023 08:12:50.620283,"(5.5, 8.0, 7.2)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.5, 11.25)","(61.0, 520.0, 302.5)","(8.0, 17.5, 17.214285714285715)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.4, 3.21)","(4.6, 9.2, 6.0)"
12-01-2023 08:12:51.787455,"(5.5, 8.0, 7.288888888888889)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.5, 11.25)","(61.0, 520.0, 302.5)","(8.0, 17.5, 18.285714285714285)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.35, 3.191176470588235)","(4.6, 9.2, 6.088888888888889)"
12-01-2023 08:12:52.912060,"(5.5, 8.0, 7.199999999999999)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.5, 11.25)","(61.0, 520.0, 375.0)","(8.0, 19.0, 18.285714285714285)","(8.0, 18.0, 17.428571428571427)","(3.1, 3.35, 3.2166666666666663)","(4.6, 9.2, 7.5)"
12-01-2023 08:12:54.053225,"(5.5, 8.0, 7.377777777777777)","(4.4, 5.2, 5.033333333333333)","(8.0, 11.5, 11.25)","(61.0, 520.0, 375.0)","(8.0, 19.0, 17.75)","(8.0, 18.0, 16.5)","(3.1, 3.3, 3.2166666666666663)","(4.6, 9.2, 6.266666666666667)"
12-01-2023 08:12:55.136942,"(5.5, 8.0, 7.377777777777777)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 9.441176470588236)","(61.0, 520.0, 375.0)","(8.0, 19.5, 15.9)","(8.0, 17.5, 16.5)","(3.1, 3.3, 3.2785714285714285)","(4.6, 9.2, 6.266666666666667)"
12-01-2023 08:12:56.268609,"(5.5, 8.0, 7.377777777777777)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 9.441176470588236)","(61.0, 520.0, 375.0)","(8.0, 19.5, 15.9)","(8.0, 17.5, 16.5)","(3.1, 3.35, 3.3026315789473686)","(4.6, 9.2, 7.481818181818182)"
12-01-2023 08:12:57.413351,"(5.5, 8.0, 7.4399999999999995)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 9.64864864864865)","(61.0, 520.0, 375.0)","(8.0, 19.5, 16.5)","(8.0, 17.5, 16.5)","(3.1, 3.35, 3.3421052631578947)","(4.6, 8.8, 7.481818181818182)"
12-01-2023 08:12:58.734022,"(5.5, 8.0, 7.644444444444445)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 9.462499999999999)","(61.0, 520.0, 375.0)","(8.0, 19.5, 18.642857142857142)","(8.0, 17.5, 15.9)","(3.1, 3.35, 3.2517241379310344)","(4.6, 8.8, 7.481818181818182)"
12-01-2023 08:12:59.940635,"(5.5, 8.0, 7.199999999999999)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 10.015789473684212)","(61.0, 520.0, 375.0)","(8.0, 19.5, 18.285714285714285)","(8.0, 17.5, 16.5)","(3.1, 3.3, 3.2517241379310344)","(4.6, 8.8, 7.481818181818182)"
12-01-2023 08:13:01.120501,"(5.5, 8.0, 7.199999999999999)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 10.066666666666666)","(61.0, 520.0, 375.0)","(8.0, 19.0, 18.285714285714285)","(8.0, 17.5, 16.5)","(3.1, 3.3, 3.2517241379310344)","(4.6, 8.8, 7.481818181818182)"
12-01-2023 08:13:02.276013,"(5.5, 8.0, 7.199999999999999)","(4.4, 5.2, 5.033333333333333)","(8.0, 12.0, 10.066666666666666)","(61.0, 520.0, 172.0)","(8.0, 19.0, 18.285714285714285)","(8.0, 17.5, 16.5)","(3.1, 3.3, 3.3200000000000003)","(4.6, 8.8, 7.481818181818182)"
12-01-2023 08:13:03.538340,"(5.5, 8.0, 7.066666666666666)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 10.286363636363637)","(61.0, 530.0, 174.0)","(8.0, 19.0, 16.25)","(8.0, 17.5, 16.5)","(3.1, 3.35, 3.3200000000000003)","(4.6, 8.8, 8.557142857142857)"
12-01-2023 08:13:04.758346,"(5.5, 8.0, 7.466666666666667)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 10.286363636363637)","(61.0, 530.0, 174.0)","(8.0, 19.0, 18.583333333333332)","(8.0, 17.5, 16.5)","(3.1, 3.35, 3.2517241379310344)","(4.6, 9.0, 6.337837837837838)"
12-01-2023 08:13:06.006163,"(5.5, 8.0, 7.466666666666667)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 10.783870967741937)","(61.0, 530.0, 236.66666666666666)","(8.0, 19.0, 17.28125)","(8.0, 17.5, 13.264705882352942)","(3.1, 3.3, 3.2517241379310344)","(4.6, 8.6, 7.180487804878049)"
12-01-2023 08:13:07.233433,"(5.5, 8.0, 7.022222222222222)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 10.783870967741937)","(61.0, 530.0, 320.5882352941177)","(8.0, 19.0, 17.28125)","(8.0, 17.5, 14.833333333333334)","(3.1, 3.3, 3.2257142857142855)","(4.6, 8.4, 7.1)"
12-01-2023 08:13:08.475105,"(5.5, 7.8, 7.216666666666667)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 11.175)","(61.0, 530.0, 275.7142857142857)","(8.0, 19.0, 17.28125)","(8.0, 17.5, 14.833333333333334)","(3.1, 3.3, 3.257142857142857)","(4.6, 8.2, 6.666666666666667)"
12-01-2023 08:13:09.715023,"(5.5, 7.8, 7.216666666666667)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 11.175)","(61.0, 530.0, 210.0)","(8.0, 19.0, 17.392857142857142)","(8.0, 17.5, 14.833333333333334)","(3.1, 3.3, 3.257142857142857)","(4.6, 8.0, 6.333333333333333)"
12-01-2023 08:13:10.953021,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 12.0, 12.214285714285714)","(61.0, 530.0, 210.0)","(8.0, 19.0, 14.416666666666666)","(8.0, 17.5, 14.833333333333334)","(3.1, 3.3, 3.213793103448276)","(4.6, 8.0, 6.333333333333333)"
12-01-2023 08:13:12.115199,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 13.5, 12.807692307692308)","(61.0, 530.0, 210.0)","(8.0, 19.0, 14.416666666666666)","(8.0, 17.5, 14.833333333333334)","(3.1, 3.25, 3.213793103448276)","(4.6, 8.0, 6.333333333333333)"
12-01-2023 08:13:13.286033,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 13.5, 13.227272727272727)","(61.0, 530.0, 210.0)","(8.0, 19.0, 16.428571428571427)","(8.0, 17.5, 13.5)","(3.1, 3.25, 3.2096153846153848)","(4.6, 8.0, 6.9)"
12-01-2023 08:13:14.420981,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 15.5, 14.8)","(61.0, 530.0, 210.0)","(8.0, 19.0, 16.428571428571427)","(8.0, 17.5, 14.741379310344827)","(3.1, 3.25, 3.257142857142857)","(4.6, 7.8, 6.9)"
12-01-2023 08:13:15.547974,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 15.5, 13.75)","(61.0, 530.0, 210.0)","(8.0, 19.0, 17.1875)","(8.0, 17.5, 14.166666666666666)","(3.1, 3.3, 3.3200000000000003)","(4.6, 7.8, 6.9)"
12-01-2023 08:13:16.759564,"(5.5, 7.8, 6.985185185185185)","(4.4, 5.2, 5.116666666666667)","(8.0, 15.5, 13.75)","(61.0, 530.0, 210.0)","(8.0, 18.5, 17.1875)","(8.0, 16.5, 14.5)","(3.1, 3.35, 3.2517241379310344)","(4.6, 7.8, 6.9)"
12-01-2023 08:13:18.024000,"(5.5, 7.6, 6.945454545454545)","(4.4, 5.2, 5.116666666666667)","(8.0, 15.5, 14.357142857142858)","(61.0, 530.0, 449.16666666666663)","(8.0, 18.5, 16.029411764705884)","(8.0, 16.5, 13.583333333333334)","(3.1, 3.3, 3.2517241379310344)","(4.6, 7.8, 7.25)"
12-01-2023 08:13:19.268608,"(5.5, 7.6, 6.752941176470588)","(4.4, 5.2, 5.180769230769231)","(8.0, 15.0, 14.357142857142858)","(61.0, 520.0, 449.16666666666663)","(8.0, 18.5, 12.928571428571429)","(8.0, 16.5, 13.583333333333334)","(3.1, 3.3, 3.2517241379310344)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:20.387803,"(5.5, 7.6, 6.752941176470588)","(4.4, 5.2, 5.180769230769231)","(8.0, 15.0, 13.285714285714285)","(61.0, 520.0, 415.0)","(8.0, 18.5, 17.666666666666668)","(8.0, 16.5, 14.217391304347826)","(3.1, 3.3, 3.3200000000000003)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:21.452686,"(5.5, 7.6, 6.606896551724138)","(4.4, 5.2, 5.180769230769231)","(8.0, 15.0, 11.4)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.666666666666668)","(8.0, 16.5, 14.217391304347826)","(3.1, 3.35, 3.2642857142857142)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:22.587836,"(5.5, 7.6, 6.606896551724138)","(4.4, 5.2, 5.180769230769231)","(8.0, 14.5, 13.09375)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.666666666666668)","(8.0, 16.5, 13.833333333333334)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:23.693341,"(5.5, 7.6, 6.606896551724138)","(4.4, 5.2, 5.180769230769231)","(8.0, 14.5, 13.09375)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.666666666666668)","(8.0, 16.5, 13.833333333333334)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:24.838889,"(5.5, 7.6, 6.772413793103448)","(4.4, 5.2, 5.155555555555556)","(8.0, 14.0, 12.714285714285714)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.666666666666668)","(8.0, 16.5, 13.833333333333334)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:25.978393,"(5.5, 7.6, 6.772413793103448)","(4.4, 5.2, 5.155555555555556)","(8.0, 14.0, 13.4375)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.666666666666668)","(8.0, 16.5, 13.833333333333334)","(3.1, 3.35, 3.1976190476190474)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:27.146996,"(5.5, 7.6, 6.772413793103448)","(4.4, 5.2, 5.155555555555556)","(8.0, 14.0, 13.4375)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.833333333333332)","(8.0, 16.5, 13.131578947368421)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:28.381222,"(5.5, 7.6, 6.772413793103448)","(4.4, 5.2, 5.155555555555556)","(8.0, 14.0, 13.4375)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.833333333333332)","(8.0, 16.5, 15.0)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:29.622247,"(5.5, 7.6, 6.772413793103448)","(4.4, 5.2, 5.155555555555556)","(8.0, 14.5, 13.25)","(61.0, 520.0, 415.0)","(8.0, 18.0, 17.857142857142858)","(8.0, 16.5, 15.136363636363637)","(3.1, 3.4, 3.2227272727272727)","(4.6, 7.6, 7.04)"
12-01-2023 08:13:30.871826,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.25)","(61.0, 520.0, 461.42857142857144)","(8.0, 18.0, 17.166666666666668)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 7.04)"
12-01-2023 08:13:32.135545,"(5.5, 7.6, 6.937931034482759)","(4.4, 5.2, 5.144444444444445)","(8.0, 14.0, 13.25)","(61.0, 520.0, 461.42857142857144)","(8.0, 17.5, 17.166666666666668)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.35, 3.1976190476190474)","(4.6, 7.6, 7.04)"
12-01-2023 08:13:33.455023,"(5.5, 7.6, 6.984615384615385)","(4.4, 5.2, 5.128571428571429)","(8.0, 13.5, 13.625)","(61.0, 520.0, 487.1428571428571)","(8.0, 17.5, 15.605263157894736)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:34.748746,"(5.5, 7.6, 6.4148148148148145)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.5, 15.605263157894736)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.4, 3.2227272727272727)","(4.6, 7.6, 7.5058823529411764)"
12-01-2023 08:13:36.159936,"(5.5, 7.6, 6.4148148148148145)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.5, 15.6)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.35, 3.2981481481481483)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:37.400195,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 15.6)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:38.643458,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.25)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.35, 3.1976190476190474)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:39.915827,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.075)","(8.0, 13.5, 13.875)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.583333333333332)","(8.0, 16.5, 15.277777777777779)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 7.5058823529411764)"
12-01-2023 08:13:41.146645,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.875)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 14.807692307692308)","(3.1, 3.4, 3.2227272727272727)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:42.327473,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.875)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.46875)","(3.1, 3.35, 3.2227272727272727)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:43.505143,"(5.5, 7.6, 6.382608695652174)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.875)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.529411764705882)","(3.1, 3.35, 3.1976190476190474)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:44.607425,"(5.5, 7.6, 6.711111111111111)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.875)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.529411764705882)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:45.769017,"(5.5, 7.6, 6.711111111111111)","(4.4, 5.2, 5.075)","(8.0, 14.0, 13.25)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.529411764705882)","(3.1, 3.4, 3.1976190476190474)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:46.962790,"(5.5, 7.6, 6.711111111111111)","(4.4, 5.2, 5.046153846153846)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.529411764705882)","(3.1, 3.4, 3.2227272727272727)","(4.6, 7.6, 6.9)"
12-01-2023 08:13:48.173270,"(5.5, 7.6, 6.711111111111111)","(4.4, 5.2, 5.046153846153846)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.529411764705882)","(3.1, 3.35, 3.1775862068965517)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:49.337549,"(5.5, 7.6, 6.711111111111111)","(4.4, 5.2, 5.046153846153846)","(8.0, 14.0, 13.625)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.214285714285714)","(3.1, 3.35, 3.19)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:50.514546,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.046153846153846)","(8.0, 14.0, 13.75)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.214285714285714)","(3.1, 3.35, 3.176315789473684)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:51.642032,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.75)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.214285714285714)","(3.1, 3.4, 3.31044776119403)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:52.749293,"(5.5, 7.6, 6.8)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.75)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.214285714285714)","(3.1, 3.4, 3.3644444444444446)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:53.854509,"(5.5, 7.6, 6.523076923076923)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.833333333333334)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.214285714285714)","(3.1, 3.4, 3.3644444444444446)","(4.6, 7.6, 7.25)"
12-01-2023 08:13:55.011982,"(5.5, 7.6, 6.327272727272727)","(4.4, 5.2, 5.128571428571429)","(8.0, 14.0, 13.833333333333334)","(61.0, 550.0, 487.1428571428571)","(8.0, 17.0, 16.5)","(8.0, 16.5, 15.75)","(3.1, 3.4, 3.276923076923077)","(4.6, 7.6, 7.25)"
