,Vintage Fame,Montana Grace,Buckle Up Kenzie,Old News,Thumping,Rojo Diamond,Panama Dance
10-01-2023 12:07:24.547796,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:25.502240,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:26.472741,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:27.569464,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:28.627798,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:29.788075,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:30.847322,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:31.899005,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:33.000581,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:34.015314,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:35.243607,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:36.468451,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:37.552256,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:38.590966,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:39.610400,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:40.597179,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:41.652665,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:42.752685,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:43.978365,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:45.080293,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:46.138388,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:47.141248,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:48.202248,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:49.220006,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:50.377962,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:51.515823,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 20.22608695652174)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:52.630174,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 18.861538461538462)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:53.713218,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 18.861538461538462)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:54.870323,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 18.861538461538462)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:55.977009,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 18.861538461538462)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:56.996372,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 18.861538461538462)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:58.092648,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:07:59.213860,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:00.301820,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.8800000000000001)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:01.299255,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.44, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:02.334752,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:03.295622,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:04.230864,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:05.226012,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:06.294297,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:07.508485,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:08.535326,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 19.356521739130436)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:09.659061,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 16.35)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:10.718489,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 16.35)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:11.703662,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 16.35)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:12.846792,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:14.041344,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:15.284633,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:16.282425,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:17.393698,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:18.421159,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:19.508145,"(3.1, 5.9, 3.758)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:20.538998,"(3.1, 5.9, 3.7125)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.831)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:21.713505,"(3.1, 5.9, 3.7125)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.42, 1.875)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:22.856034,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 1.875)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:23.950151,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 2.0769230769230766)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:25.016085,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 2.0769230769230766)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:26.148346,"(3.1, 5.9, 3.7192307692307693)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 2.0769230769230766)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:27.118418,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 2.0769230769230766)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:28.138838,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 2.0769230769230766)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:29.351613,"(3.1, 5.9, 3.674)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.4, 1.932)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:30.531478,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.46, 1.8965853658536584)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:31.648589,"(3.1, 5.9, 3.625)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.46, 1.8965853658536584)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:32.818059,"(3.1, 5.9, 3.7192307692307693)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.46, 1.8965853658536584)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:34.053131,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 44.09090909090909)","(1.75, 2.46, 1.8965853658536584)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:35.296870,"(3.1, 5.9, 4.01)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.46, 1.8965853658536584)","(51.0, 410.0, 241.77777777777777)"
10-01-2023 12:08:36.443197,"(3.1, 5.9, 4.01)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.46, 1.8965853658536584)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:37.532144,"(3.1, 5.9, 4.01)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.46, 1.8965853658536584)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:38.623568,"(3.1, 5.9, 4.01)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.46, 2.0953846153846154)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:39.613182,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.44, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:40.584730,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:41.595104,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:42.610128,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:43.664083,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:44.692808,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 15.771428571428572)","(21.0, 95.0, 42.5)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 241.77777777777777)"
10-01-2023 12:08:45.788042,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 160.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 21.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 400.0, 227.0)"
10-01-2023 12:08:46.802690,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:47.819724,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:48.830981,"(3.1, 5.9, 3.5717391304347825)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:49.989936,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:51.083368,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:52.211839,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:53.265747,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:54.360008,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:55.446366,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:56.433759,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:57.457083,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:58.444932,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:08:59.513789,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:00.587733,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:01.699388,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:02.751989,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:03.795720,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:05.125993,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:06.325631,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:07.513636,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
10-01-2023 12:09:08.590473,"(3.1, 5.9, 4.01)","(81.0, 610.0, 340.0)","(4.2, 7.2, 5.033333333333333)","(10.0, 22.0, 14.08)","(21.0, 95.0, 51.25)","(1.75, 2.42, 1.9488)","(51.0, 410.0, 227.0)"
