,Elusive Eagle,Swan Island,Arthur In Charge,Turboart,Wait A Minute,Dont Diss Around,The Power Of One,Expensive To Keep,Secret Cash,Got The Lot
05-01-2023 16:53:32.284125,"(10.0, 13.0, 12.75)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.479569892473117)","(3.0, 3.55, 3.4836134453781513)","(61.0, 80.0, 73.52941176470588)","(5.0, 8.8, 8.66)","(21.0, 36.0, 35.888888888888886)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:33.546731,"(10.0, 13.0, 12.825396825396826)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.488888888888889)","(3.0, 3.55, 3.4944444444444445)","(61.0, 80.0, 73.52941176470588)","(5.0, 8.8, 8.66)","(21.0, 36.0, 35.888888888888886)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:34.762891,"(10.0, 13.0, 12.825396825396826)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.488888888888889)","(3.0, 3.55, 3.4944444444444445)","(61.0, 80.0, 71.53846153846153)","(5.0, 8.8, 8.66)","(21.0, 36.0, 35.888888888888886)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:35.989053,"(10.0, 13.5, 12.98)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.488888888888889)","(3.0, 3.55, 3.4944444444444445)","(61.0, 80.0, 71.53846153846153)","(5.0, 8.8, 8.475862068965517)","(21.0, 36.0, 35.888888888888886)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:37.203795,"(10.0, 13.5, 12.98)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.488888888888889)","(3.0, 3.55, 3.4944444444444445)","(61.0, 80.0, 71.53846153846153)","(5.0, 8.6, 8.475862068965517)","(21.0, 36.0, 35.888888888888886)","(11.0, 14.0, 13.95945945945946)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:38.524534,"(10.0, 13.5, 12.9)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.452941176470588)","(3.0, 3.55, 3.4944444444444445)","(61.0, 80.0, 73.33333333333333)","(5.0, 8.6, 8.436363636363637)","(21.0, 36.0, 35.7)","(11.0, 14.0, 13.95890410958904)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:39.835094,"(10.0, 13.5, 12.9)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.372)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.6, 8.5)","(21.0, 36.0, 35.7)","(11.0, 14.0, 13.95890410958904)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:41.166555,"(10.0, 13.5, 12.9)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.372)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.5)","(21.0, 36.0, 35.7)","(11.0, 14.0, 13.95890410958904)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:42.508520,"(10.0, 13.5, 12.9)","(20.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.385714285714286)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.457142857142857)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.95890410958904)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:43.826426,"(10.0, 13.5, 12.9)","(20.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.385714285714286)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.457142857142857)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.978571428571428)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:45.172409,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.385714285714286)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.35)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.978571428571428)","(3.5, 3.9, 3.8800632911392405)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:46.369205,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.385714285714286)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.421052631578947)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.978571428571428)","(3.5, 3.9, 3.894811320754717)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:47.627990,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.42857142857143)","(8.5, 9.4, 9.385714285714286)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.924050632911392)","(3.5, 3.9, 3.894811320754717)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:48.876640,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.885057471264368)","(3.5, 3.9, 3.8932692307692305)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:50.093700,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.885057471264368)","(3.5, 3.9, 3.8932692307692305)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:51.299430,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.4951977401129946)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.885057471264368)","(3.5, 3.9, 3.8932692307692305)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:52.466510,"(10.0, 13.5, 12.879310344827585)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.487037037037037)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.65714285714286)","(11.0, 14.0, 13.885057471264368)","(3.5, 3.9, 3.8932692307692305)","(41.0, 110.0, 100.76923076923077)"
05-01-2023 16:53:53.634508,"(10.0, 13.5, 12.866666666666667)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.487037037037037)","(61.0, 75.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.0)","(11.0, 14.0, 13.297297297297296)","(3.5, 3.95, 3.918181818181818)","(41.0, 110.0, 102.5)"
05-01-2023 16:53:54.813638,"(10.0, 13.5, 12.866666666666667)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.487037037037037)","(61.0, 75.0, 72.85714285714286)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.0)","(11.0, 14.0, 13.297297297297296)","(3.5, 3.95, 3.9208333333333334)","(41.0, 110.0, 102.5)"
05-01-2023 16:53:56.001095,"(10.0, 13.5, 12.866666666666667)","(20.0, 36.0, 33.88235294117647)","(8.5, 9.6, 9.44375)","(3.0, 3.55, 3.487037037037037)","(61.0, 80.0, 73.33333333333333)","(5.5, 8.8, 8.472727272727273)","(21.0, 36.0, 35.0)","(11.0, 14.0, 13.275)","(3.5, 3.95, 3.922549019607843)","(41.0, 110.0, 102.5)"
05-01-2023 16:53:57.619416,"(10.0, 13.5, 12.866666666666667)","(20.0, 36.0, 32.76923076923077)","(8.5, 9.6, 9.461111111111112)","(3.0, 3.55, 3.507843137254902)","(61.0, 80.0, 73.33333333333333)","(5.5, 8.8, 8.222222222222223)","(21.0, 36.0, 35.0)","(11.0, 13.5, 13.275)","(3.5, 3.95, 3.932857142857143)","(41.0, 110.0, 102.5)"
05-01-2023 16:53:58.870174,"(10.0, 13.5, 12.866666666666667)","(20.0, 34.0, 32.76923076923077)","(8.5, 9.6, 9.461111111111112)","(3.0, 3.55, 3.5082191780821916)","(61.0, 80.0, 72.72727272727273)","(5.5, 8.4, 8.10909090909091)","(21.0, 36.0, 35.0)","(11.0, 13.5, 13.275)","(3.5, 3.95, 3.969871794871795)","(41.0, 110.0, 98.125)"
05-01-2023 16:54:00.165450,"(10.0, 13.5, 12.866666666666667)","(20.0, 34.0, 32.31578947368421)","(8.5, 9.6, 9.461111111111112)","(3.0, 3.55, 3.5082191780821916)","(61.0, 80.0, 73.33333333333333)","(5.5, 8.4, 8.008695652173913)","(21.0, 36.0, 35.0)","(11.0, 13.5, 13.229166666666666)","(3.5, 4.0, 3.969871794871795)","(41.0, 100.0, 98.125)"
05-01-2023 16:54:01.362056,"(10.0, 13.5, 12.866666666666667)","(21.0, 34.0, 32.31578947368421)","(8.5, 9.6, 9.461111111111112)","(3.0, 3.55, 3.5082191780821916)","(51.0, 80.0, 73.33333333333333)","(5.5, 8.2, 7.913043478260869)","(21.0, 36.0, 35.0)","(11.0, 13.5, 13.275)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 98.125)"
05-01-2023 16:54:02.634945,"(10.0, 13.5, 12.866666666666667)","(21.0, 34.0, 31.333333333333332)","(8.5, 9.6, 9.461111111111112)","(3.0, 3.55, 3.5082191780821916)","(51.0, 80.0, 73.33333333333333)","(5.5, 8.2, 7.906666666666666)","(21.0, 36.0, 35.0)","(11.0, 13.5, 13.275)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 98.125)"
05-01-2023 16:54:03.899898,"(10.0, 13.5, 12.91304347826087)","(21.0, 34.0, 31.333333333333332)","(8.5, 9.6, 9.481159420289856)","(3.0, 3.55, 3.5082191780821916)","(51.0, 80.0, 72.72727272727273)","(5.5, 8.2, 7.646153846153846)","(21.0, 36.0, 34.666666666666664)","(11.0, 13.5, 13.859154929577464)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 98.125)"
05-01-2023 16:54:05.159937,"(10.0, 13.5, 13.071428571428571)","(21.0, 34.0, 32.5)","(8.5, 9.8, 9.481159420289856)","(3.0, 3.55, 3.5082191780821916)","(51.0, 80.0, 72.72727272727273)","(5.5, 8.0, 7.646153846153846)","(21.0, 36.0, 34.666666666666664)","(11.0, 14.0, 13.859154929577464)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 107.5)"
05-01-2023 16:54:06.468836,"(10.0, 13.5, 13.071428571428571)","(21.0, 34.0, 32.34782608695652)","(8.5, 9.6, 9.44)","(3.0, 3.55, 3.5070422535211265)","(51.0, 80.0, 73.6842105263158)","(5.5, 8.0, 7.638709677419355)","(21.0, 36.0, 34.666666666666664)","(11.0, 14.0, 13.904761904761905)","(3.5, 4.0, 3.967808219178082)","(41.0, 120.0, 104.61538461538461)"
05-01-2023 16:54:07.716187,"(10.0, 13.5, 13.071428571428571)","(21.0, 34.0, 32.34782608695652)","(8.5, 9.6, 9.44)","(3.0, 3.55, 3.5070422535211265)","(51.0, 80.0, 73.6842105263158)","(5.5, 8.0, 7.638709677419355)","(21.0, 36.0, 34.666666666666664)","(11.0, 14.0, 13.904761904761905)","(3.5, 4.0, 3.967808219178082)","(41.0, 120.0, 104.61538461538461)"
05-01-2023 16:54:08.910431,"(10.0, 13.5, 13.071428571428571)","(21.0, 34.0, 32.34782608695652)","(8.5, 9.6, 9.44)","(3.0, 3.55, 3.5070422535211265)","(51.0, 80.0, 73.6842105263158)","(5.5, 8.0, 7.638709677419355)","(21.0, 36.0, 34.666666666666664)","(11.0, 14.0, 13.904761904761905)","(3.5, 4.0, 3.967808219178082)","(41.0, 120.0, 104.61538461538461)"
05-01-2023 16:54:10.067779,"(10.0, 13.5, 13.080645161290322)","(21.0, 34.0, 30.88888888888889)","(8.5, 9.6, 9.475862068965517)","(3.0, 3.55, 3.5070422535211265)","(51.0, 80.0, 73.6842105263158)","(5.5, 7.8, 7.5473684210526315)","(21.0, 36.0, 34.95652173913044)","(11.0, 14.0, 13.904761904761905)","(3.5, 4.0, 3.9643939393939394)","(41.0, 120.0, 104.61538461538461)"
05-01-2023 16:54:11.184872,"(10.0, 13.5, 13.080645161290322)","(21.0, 34.0, 30.88888888888889)","(8.5, 9.6, 9.475862068965517)","(3.0, 3.55, 3.5070422535211265)","(51.0, 80.0, 73.6842105263158)","(5.5, 7.8, 7.5473684210526315)","(21.0, 36.0, 34.95652173913044)","(11.0, 14.0, 13.904761904761905)","(3.5, 4.0, 3.967808219178082)","(41.0, 120.0, 96.42857142857143)"
05-01-2023 16:54:12.359884,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 31.058823529411764)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.509333333333333)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 14.5, 14.075471698113208)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:13.525587,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 31.058823529411764)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.509333333333333)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 14.5, 14.075471698113208)","(3.5, 4.0, 3.967808219178082)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:14.759862,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 31.058823529411764)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.509333333333333)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.956164383561644)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:16.068734,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 31.058823529411764)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.509333333333333)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.956164383561644)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:17.359292,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 31.155555555555555)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.507342657342657)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.963218390804598)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:18.580649,"(10.0, 13.5, 13.153333333333332)","(21.0, 34.0, 32.22222222222222)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.507342657342657)","(51.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.963218390804598)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:19.750916,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.507342657342657)","(61.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:20.892741,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.507342657342657)","(61.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:22.159364,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5)","(3.0, 3.55, 3.507342657342657)","(61.0, 80.0, 77.22222222222223)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.61111111111111)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 89.77272727272727)"
05-01-2023 16:54:23.421776,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.61904761904762)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.4947963800904978)","(61.0, 80.0, 77.36842105263158)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 90.21739130434783)"
05-01-2023 16:54:24.664198,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.55)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.490487804878049)","(61.0, 80.0, 77.36842105263158)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 90.21739130434783)"
05-01-2023 16:54:25.952680,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.55)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.490487804878049)","(61.0, 80.0, 77.36842105263158)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.0, 3.9626373626373628)","(41.0, 100.0, 92.27272727272727)"
05-01-2023 16:54:27.159674,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.473684210526315)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.490487804878049)","(61.0, 80.0, 77.36842105263158)","(5.5, 7.8, 7.59)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.0, 3.9626373626373628)","(41.0, 95.0, 92.27272727272727)"
05-01-2023 16:54:28.452007,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.473684210526315)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.490487804878049)","(61.0, 80.0, 77.36842105263158)","(5.5, 7.8, 7.555102040816327)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.1, 4.001190476190477)","(41.0, 95.0, 91.25)"
05-01-2023 16:54:29.642131,"(10.0, 13.5, 13.153333333333332)","(21.0, 32.0, 30.242424242424242)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.490487804878049)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.8, 7.653333333333333)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.642857142857142)","(3.5, 4.1, 4.001282051282051)","(41.0, 95.0, 91.25)"
05-01-2023 16:54:30.835393,"(10.0, 13.5, 13.059322033898304)","(21.0, 32.0, 31.34090909090909)","(8.5, 9.6, 9.5125)","(3.0, 3.55, 3.490487804878049)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.8, 7.653333333333333)","(21.0, 36.0, 35.07692307692308)","(11.0, 15.0, 14.355263157894736)","(3.5, 4.1, 4.0181818181818185)","(41.0, 95.0, 91.25)"
05-01-2023 16:54:31.988796,"(10.0, 13.5, 12.982142857142858)","(21.0, 32.0, 31.43820224719101)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4957894736842103)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.8, 7.657142857142857)","(21.0, 36.0, 35.07692307692308)","(11.0, 14.5, 14.355263157894736)","(3.5, 4.1, 4.031506849315068)","(41.0, 95.0, 91.25)"
05-01-2023 16:54:33.184629,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.43820224719101)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4957894736842103)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.8, 7.657142857142857)","(21.0, 36.0, 35.07692307692308)","(11.0, 14.5, 14.355263157894736)","(3.5, 4.1, 4.031506849315068)","(41.0, 95.0, 91.25)"
05-01-2023 16:54:34.360457,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.43820224719101)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4957894736842103)","(61.0, 80.0, 77.14285714285714)","(5.5, 7.8, 7.657142857142857)","(21.0, 36.0, 34.857142857142854)","(11.0, 14.5, 14.75)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 91.0)"
05-01-2023 16:54:35.506876,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.88235294117647)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.857142857142854)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 91.42857142857143)"
05-01-2023 16:54:36.678357,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.88235294117647)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.857142857142854)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:37.788857,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.885714285714286)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:38.986959,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.466666666666665)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:40.336276,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.466666666666665)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:41.548346,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4834615384615386)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:42.790701,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4915)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:44.221808,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4915)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.95652173913044)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.029577464788733)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:45.609446,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4915)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 34.90909090909091)","(11.0, 15.0, 14.72972972972973)","(3.5, 4.1, 4.0285714285714285)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:46.871287,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4915)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.714285714285714)","(3.5, 4.1, 4.0285714285714285)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:48.241108,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.5125)","(3.0, 3.5, 3.4915)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.714285714285714)","(3.5, 4.1, 4.0285714285714285)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:49.501040,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.6)","(8.5, 9.6, 9.466666666666667)","(3.0, 3.5, 3.483739837398374)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.743589743589745)","(3.5, 4.1, 4.099145299145299)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:50.730430,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.523809523809526)","(8.5, 9.6, 9.466666666666667)","(3.0, 3.5, 3.483739837398374)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.743589743589745)","(3.5, 4.2, 4.122058823529412)","(41.0, 95.0, 90.29411764705883)"
05-01-2023 16:54:52.045920,"(10.0, 13.5, 13.016666666666666)","(21.0, 32.0, 31.523809523809526)","(8.5, 9.6, 9.46)","(3.0, 3.5, 3.483739837398374)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.743589743589745)","(3.5, 4.2, 4.121739130434783)","(41.0, 95.0, 88.33333333333333)"
05-01-2023 16:54:53.318846,"(10.0, 13.5, 13.043859649122806)","(21.0, 32.0, 31.523809523809526)","(8.5, 9.6, 9.46)","(3.0, 3.5, 3.483739837398374)","(61.0, 80.0, 77.0)","(5.5, 7.8, 7.691891891891892)","(21.0, 36.0, 35.25)","(11.0, 15.0, 14.743589743589745)","(3.5, 4.2, 4.121739130434783)","(41.0, 95.0, 88.33333333333333)"
