,Alta Queen,Moonlightsshadow,Alta Hurrah Nz,Dwayne,Pocket The Change Nz,All Black Rain,Mister Montblanc
10-01-2023 18:17:36.711290,"(3.8, 5.1, 4.745454545454545)","(81.0, 120.0, 100.0)","(8.5, 99999, 99990)","(81.0, 210.0, 155.0)","(2.2, 99999, 99990)","(101.0, 230.0, 225.0)","(2.5, 3.3, 3.232894736842105)"
10-01-2023 18:17:37.789463,"(3.8, 5.1, 4.745454545454545)","(81.0, 120.0, 115.0)","(8.5, 99999, 99990)","(81.0, 190.0, 137.5)","(2.2, 99999, 99990)","(101.0, 230.0, 225.0)","(2.5, 3.3, 3.3203703703703704)"
10-01-2023 18:17:38.807094,"(3.8, 5.1, 4.728571428571429)","(81.0, 130.0, 127.08333333333333)","(8.5, 99999, 99990)","(81.0, 190.0, 171.42857142857144)","(2.2, 99999, 99990)","(101.0, 230.0, 225.0)","(2.5, 3.35, 3.27)"
10-01-2023 18:17:39.880366,"(3.8, 5.1, 4.728571428571429)","(81.0, 130.0, 121.25)","(9.0, 99999, 99990)","(81.0, 180.0, 155.29411764705884)","(2.2, 99999, 99990)","(101.0, 230.0, 225.0)","(2.5, 3.35, 3.3)"
10-01-2023 18:17:40.902273,"(3.8, 5.2, 4.99)","(81.0, 130.0, 119.5)","(9.0, 99999, 99990)","(81.0, 180.0, 146.66666666666666)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.333333333333333)"
10-01-2023 18:17:41.993739,"(3.8, 5.2, 4.99)","(81.0, 130.0, 112.5)","(9.0, 99999, 99990)","(81.0, 180.0, 153.33333333333334)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3545454545454545)"
10-01-2023 18:17:43.073718,"(3.8, 5.2, 5.0285714285714285)","(81.0, 130.0, 112.5)","(9.0, 99999, 99990)","(81.0, 170.0, 134.28571428571428)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.3059322033898306)"
10-01-2023 18:17:44.131503,"(3.8, 5.5, 5.2)","(81.0, 130.0, 119.5)","(9.0, 99999, 99990)","(81.0, 170.0, 140.0)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.3833333333333333)"
10-01-2023 18:17:45.209573,"(3.8, 5.5, 5.1571428571428575)","(81.0, 130.0, 119.5)","(9.0, 99999, 99990)","(81.0, 160.0, 150.0)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.3312500000000003)"
10-01-2023 18:17:46.262192,"(3.8, 5.5, 5.32)","(81.0, 130.0, 119.5)","(9.0, 99999, 99990)","(81.0, 160.0, 197.14285714285714)","(2.2, 99999, 99990)","(101.0, 230.0, 210.9090909090909)","(2.5, 3.35, 3.2772727272727273)"
10-01-2023 18:17:47.308470,"(3.8, 5.4, 5.32)","(81.0, 130.0, 95.71428571428571)","(9.0, 99999, 99990)","(81.0, 210.0, 180.0)","(2.2, 99999, 99990)","(101.0, 220.0, 212.0)","(2.5, 3.45, 3.423684210526316)"
10-01-2023 18:17:48.325943,"(3.8, 5.4, 5.208)","(81.0, 130.0, 95.71428571428571)","(9.0, 99999, 99990)","(81.0, 190.0, 172.5)","(2.2, 99999, 99990)","(101.0, 220.0, 212.0)","(2.5, 3.45, 3.351538461538462)"
10-01-2023 18:17:49.278892,"(3.8, 5.4, 5.208)","(81.0, 130.0, 95.71428571428571)","(9.0, 99999, 99990)","(81.0, 180.0, 165.0)","(2.2, 99999, 99990)","(101.0, 220.0, 212.0)","(2.5, 3.45, 3.3089999999999997)"
10-01-2023 18:17:50.203051,"(3.8, 5.4, 5.184615384615385)","(81.0, 130.0, 95.71428571428571)","(9.0, 99999, 99990)","(81.0, 180.0, 165.0)","(2.2, 99999, 99990)","(101.0, 220.0, 212.0)","(2.5, 3.45, 3.2256)"
10-01-2023 18:17:51.138279,"(3.8, 5.4, 5.1375)","(81.0, 130.0, 95.71428571428571)","(9.0, 99999, 99990)","(81.0, 170.0, 157.5)","(2.2, 99999, 99990)","(101.0, 220.0, 212.0)","(2.5, 3.25, 3.2256)"
10-01-2023 18:17:52.101867,"(3.8, 5.4, 5.1375)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 157.5)","(2.2, 99999, 99990)","(101.0, 220.0, 225.71428571428572)","(2.5, 3.25, 3.3636363636363638)"
10-01-2023 18:17:53.126135,"(3.8, 5.4, 5.1375)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.385294117647059)"
10-01-2023 18:17:54.157052,"(3.8, 5.4, 5.1375)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3621052631578947)"
10-01-2023 18:17:55.181570,"(3.8, 5.4, 5.264516129032258)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.2, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3901234567901235)"
10-01-2023 18:17:56.205209,"(3.8, 5.4, 5.214705882352941)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3901234567901235)"
10-01-2023 18:17:57.258458,"(3.8, 5.4, 5.23421052631579)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3294117647058825)"
10-01-2023 18:17:58.279766,"(3.8, 5.4, 5.126086956521739)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3294117647058825)"
10-01-2023 18:17:59.357743,"(3.8, 5.4, 5.126086956521739)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3294117647058825)"
10-01-2023 18:18:00.429422,"(3.8, 5.4, 5.126086956521739)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.260759493670886)"
10-01-2023 18:18:01.427315,"(3.8, 5.4, 5.126086956521739)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 153.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2370370370370374)"
10-01-2023 18:18:02.466941,"(3.8, 5.4, 5.08)","(81.0, 130.0, 98.0)","(9.0, 99999, 99990)","(81.0, 170.0, 150.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2928571428571427)"
10-01-2023 18:18:03.471677,"(3.8, 5.4, 5.194117647058824)","(81.0, 130.0, 116.0)","(9.0, 99999, 99990)","(81.0, 170.0, 150.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2888888888888888)"
10-01-2023 18:18:04.484573,"(3.8, 5.4, 5.233333333333333)","(81.0, 130.0, 116.0)","(9.0, 99999, 99990)","(81.0, 170.0, 158.57142857142858)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2888888888888888)"
10-01-2023 18:18:05.517245,"(3.8, 5.4, 5.260000000000001)","(81.0, 130.0, 116.0)","(9.0, 99999, 99990)","(81.0, 170.0, 158.57142857142858)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2636363636363637)"
10-01-2023 18:18:06.516752,"(3.8, 5.4, 5.18125)","(81.0, 130.0, 112.5)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2636363636363637)"
10-01-2023 18:18:07.517382,"(3.8, 5.4, 5.18125)","(81.0, 130.0, 112.5)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2636363636363637)"
10-01-2023 18:18:08.535553,"(3.8, 5.4, 5.18125)","(81.0, 130.0, 110.0)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.2548387096774194)"
10-01-2023 18:18:09.523884,"(3.8, 5.4, 5.18125)","(81.0, 130.0, 116.66666666666667)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.303225806451613)"
10-01-2023 18:18:10.514535,"(3.8, 5.4, 5.18125)","(81.0, 130.0, 102.0)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.3022727272727272)"
10-01-2023 18:18:11.529767,"(3.9, 5.4, 5.18125)","(81.0, 130.0, 102.0)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.4, 3.4488805970149254)"
10-01-2023 18:18:12.555573,"(3.9, 5.4, 5.114285714285715)","(81.0, 130.0, 116.66666666666667)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.448571428571429)"
10-01-2023 18:18:13.565070,"(3.9, 5.4, 5.136842105263158)","(81.0, 130.0, 116.66666666666667)","(9.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.4485981308411215)"
10-01-2023 18:18:14.605229,"(3.9, 5.4, 5.15)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.435)"
10-01-2023 18:18:15.768428,"(3.9, 5.4, 5.18125)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.4333333333333336)"
10-01-2023 18:18:16.923672,"(3.9, 5.4, 5.275)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 170.0, 154.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.45, 3.2884615384615383)"
10-01-2023 18:18:18.095970,"(3.9, 5.4, 5.246153846153846)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 170.0, 190.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.317420814479638)"
10-01-2023 18:18:19.434330,"(3.9, 5.4, 5.246153846153846)","(81.0, 130.0, 106.66666666666667)","(10.0, 99999, 99990)","(81.0, 210.0, 172.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.2572727272727273)"
10-01-2023 18:18:20.719611,"(3.9, 5.4, 5.282352941176471)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 200.0, 152.5)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.313725490196078)"
10-01-2023 18:18:21.884160,"(3.9, 5.4, 5.282352941176471)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.313725490196078)"
10-01-2023 18:18:22.934873,"(3.9, 5.4, 5.282352941176471)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.313725490196078)"
10-01-2023 18:18:23.958441,"(3.9, 5.4, 5.282352941176471)","(81.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.3122448979591836)"
10-01-2023 18:18:24.958042,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.32)"
10-01-2023 18:18:25.950371,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.32)"
10-01-2023 18:18:26.884399,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.32)"
10-01-2023 18:18:27.849625,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.32)"
10-01-2023 18:18:28.841193,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.32)"
10-01-2023 18:18:29.875685,"(3.9, 5.4, 5.261111111111111)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 180.0, 160.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335483870967742)"
10-01-2023 18:18:30.908803,"(3.9, 5.4, 5.18)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 210.0, 194.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335483870967742)"
10-01-2023 18:18:31.965225,"(3.9, 5.4, 5.288888888888889)","(81.0, 130.0, 102.0)","(10.0, 99999, 99990)","(81.0, 210.0, 143.33333333333334)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335483870967742)"
10-01-2023 18:18:33.047332,"(3.9, 5.4, 5.288888888888889)","(81.0, 130.0, 106.66666666666667)","(10.0, 99999, 99990)","(81.0, 210.0, 135.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:34.148910,"(3.9, 5.4, 5.33939393939394)","(81.0, 150.0, 136.25)","(10.0, 99999, 99990)","(81.0, 210.0, 135.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:35.158420,"(3.9, 5.4, 5.33939393939394)","(81.0, 150.0, 140.0)","(10.0, 99999, 99990)","(81.0, 210.0, 135.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:36.199838,"(3.9, 5.4, 5.33939393939394)","(81.0, 150.0, 143.75)","(10.0, 99999, 99990)","(81.0, 210.0, 135.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:37.208322,"(3.9, 5.4, 5.302702702702703)","(81.0, 150.0, 143.75)","(10.0, 99999, 99990)","(81.0, 210.0, 165.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:38.230827,"(3.9, 5.4, 5.302702702702703)","(81.0, 150.0, 143.75)","(10.0, 99999, 99990)","(81.0, 210.0, 165.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:39.255035,"(3.9, 5.4, 5.302702702702703)","(81.0, 150.0, 143.75)","(10.0, 99999, 99990)","(81.0, 210.0, 165.0)","(2.1, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(2.5, 3.35, 3.335)"
10-01-2023 18:18:40.212543,"(3.9, 5.4, 5.302702702702703)","(81.0, 150.0, 143.75)","(10.0, 99999, 99990)","(81.0, 200.0, 146.66666666666666)","(2.1, 99999, 99990)","(101.0, 230.0, 268.57142857142856)","(2.5, 3.35, 3.336206896551724)"
10-01-2023 18:18:41.154628,"(3.9, 5.4, 5.32)","(81.0, 150.0, 144.44444444444446)","(10.0, 99999, 99990)","(81.0, 200.0, 146.66666666666666)","(2.1, 99999, 99990)","(101.0, 280.0, 397.1428571428571)","(2.5, 3.35, 3.336206896551724)"
10-01-2023 18:18:42.145268,"(4.0, 5.4, 5.32)","(61.0, 150.0, 144.44444444444446)","(11.0, 99999, 99990)","(71.0, 200.0, 146.66666666666666)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:43.089831,"(4.0, 5.4, 5.306666666666667)","(61.0, 150.0, 144.44444444444446)","(11.0, 99999, 99990)","(71.0, 200.0, 160.0)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:44.120584,"(4.0, 5.4, 5.315151515151515)","(61.0, 150.0, 144.44444444444446)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:45.137543,"(4.0, 5.4, 5.315151515151515)","(61.0, 150.0, 144.44444444444446)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:46.172520,"(4.0, 5.4, 5.315151515151515)","(61.0, 180.0, 151.42857142857144)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:47.196503,"(4.0, 5.4, 5.315151515151515)","(61.0, 200.0, 164.28571428571428)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:48.213845,"(4.0, 5.4, 5.315151515151515)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 397.1428571428571)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:49.235285,"(4.0, 5.4, 5.333333333333334)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 430.0, 380.0)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:50.219584,"(4.0, 5.4, 5.333333333333334)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 410.0, 380.0)","(2.6, 3.35, 3.335964912280702)"
10-01-2023 18:18:51.215885,"(4.0, 5.4, 5.333333333333334)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 186.66666666666669)","(2.1, 99999, 99990)","(101.0, 410.0, 309.0909090909091)","(2.6, 3.35, 3.297881355932203)"
10-01-2023 18:18:52.207524,"(4.0, 5.4, 5.333333333333334)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 400.0, 362.8571428571429)","(2.6, 3.3, 3.29280303030303)"
10-01-2023 18:18:53.186454,"(4.0, 5.4, 5.350877192982456)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 390.0, 354.2857142857143)","(2.6, 3.3, 3.291517857142857)"
10-01-2023 18:18:54.220177,"(4.0, 5.4, 5.37037037037037)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 380.0, 354.2857142857143)","(2.6, 3.3, 3.279166666666667)"
10-01-2023 18:18:55.273420,"(4.0, 5.4, 5.25)","(61.0, 180.0, 172.0)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 380.0, 354.2857142857143)","(2.6, 3.3, 3.279166666666667)"
10-01-2023 18:18:56.236237,"(4.0, 5.4, 5.295)","(61.0, 180.0, 172.0)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 380.0, 327.5)","(2.6, 3.3, 3.267883211678832)"
10-01-2023 18:18:57.233885,"(4.0, 5.4, 5.295)","(61.0, 190.0, 181.0)","(11.0, 99999, 99990)","(71.0, 200.0, 191.66666666666669)","(2.1, 99999, 99990)","(101.0, 370.0, 292.72727272727275)","(2.6, 3.3, 3.267883211678832)"
10-01-2023 18:18:58.205791,"(4.0, 5.5, 5.313793103448276)","(61.0, 190.0, 181.0)","(11.0, 99999, 99990)","(71.0, 230.0, 216.66666666666669)","(2.1, 99999, 99990)","(101.0, 370.0, 287.27272727272725)","(2.6, 3.3, 3.2775147928994084)"
10-01-2023 18:18:59.208391,"(4.0, 5.5, 5.3100000000000005)","(61.0, 220.0, 172.0)","(11.0, 99999, 99990)","(71.0, 230.0, 216.66666666666669)","(2.1, 99999, 99990)","(101.0, 360.0, 328.57142857142856)","(2.6, 3.3, 3.2775147928994084)"
10-01-2023 18:19:00.219509,"(4.0, 5.5, 5.3100000000000005)","(61.0, 210.0, 190.0)","(11.0, 99999, 99990)","(71.0, 230.0, 216.66666666666669)","(2.1, 99999, 99990)","(101.0, 350.0, 328.57142857142856)","(2.6, 3.3, 3.381308411214953)"
10-01-2023 18:19:01.393094,"(4.0, 5.5, 5.283870967741936)","(61.0, 210.0, 190.0)","(11.0, 99999, 99990)","(71.0, 230.0, 216.66666666666669)","(2.1, 99999, 99990)","(101.0, 350.0, 287.27272727272725)","(2.6, 3.4, 3.3779816513761465)"
10-01-2023 18:19:02.407979,"(4.0, 5.4, 5.2615384615384615)","(61.0, 200.0, 190.0)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 360.0, 328.57142857142856)","(2.6, 3.4, 3.3546583850931677)"
10-01-2023 18:19:03.347853,"(4.0, 5.4, 5.019047619047619)","(61.0, 200.0, 181.8181818181818)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 328.57142857142856)","(2.6, 3.4, 3.2963636363636364)"
10-01-2023 18:19:04.366785,"(4.0, 5.4, 5.019047619047619)","(61.0, 200.0, 190.0)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.3, 3.2963636363636364)"
10-01-2023 18:19:05.318494,"(4.0, 5.4, 5.016)","(61.0, 200.0, 190.0)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.3, 3.2727272727272725)"
10-01-2023 18:19:06.293423,"(4.0, 5.4, 5.136842105263158)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 210.0)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.3, 3.229192546583851)"
10-01-2023 18:19:07.266945,"(4.0, 5.4, 5.124137931034483)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 210.0)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.25, 3.2223684210526318)"
10-01-2023 18:19:08.189979,"(4.0, 5.4, 5.124137931034483)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.25, 3.175438596491228)"
10-01-2023 18:19:09.152765,"(4.0, 5.4, 5.094736842105263)","(61.0, 200.0, 197.05882352941177)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.161363636363636)"
10-01-2023 18:19:10.144716,"(4.0, 5.3, 5.15)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.1617021276595745)"
10-01-2023 18:19:11.148857,"(4.0, 5.3, 5.122727272727273)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.1739130434782608)"
10-01-2023 18:19:12.135382,"(4.0, 5.3, 5.122727272727273)","(61.0, 200.0, 196.15384615384616)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.1617021276595745)"
10-01-2023 18:19:13.108819,"(4.0, 5.3, 5.122727272727273)","(61.0, 200.0, 196.42857142857144)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.1545454545454543)"
10-01-2023 18:19:14.041629,"(4.0, 5.0, 4.921794871794872)","(61.0, 200.0, 196.42857142857144)","(11.0, 99999, 99990)","(71.0, 230.0, 207.14285714285714)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.2, 3.1545454545454543)"
10-01-2023 18:19:15.004861,"(4.0, 4.9, 4.792857142857143)","(61.0, 200.0, 196.42857142857144)","(11.0, 99999, 99990)","(71.0, 230.0, 225.71428571428572)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.15, 3.1305882352941174)"
10-01-2023 18:19:16.183910,"(4.0, 4.9, 4.7562500000000005)","(81.0, 200.0, 196.42857142857144)","(11.0, 99999, 99990)","(71.0, 230.0, 227.69230769230768)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.15, 3.1305882352941174)"
10-01-2023 18:19:17.114699,"(4.0, 4.9, 4.7457142857142856)","(81.0, 200.0, 196.42857142857144)","(11.0, 99999, 99990)","(71.0, 230.0, 220.0)","(2.1, 99999, 99990)","(101.0, 350.0, 285.0)","(2.6, 3.15, 3.138059701492537)"
