,Was That Then,Randall,Nitro Beau,Highgate Lass,Our Charlie Boy,Hot Danger,Dewana Gem,Posh Danger
198,"[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 44, 625066), 4.8, 8.6]"
199,"[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 45, 759310), 4.8, 8.6]"
200,"[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 46, 887800), 4.8, 8.6]"
201,"[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 48, 25829), 4.8, 8.6]"
202,"[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 49, 155153), 4.8, 8.6]"
203,"[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 50, 301598), 4.8, 8.6]"
204,"[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 51, 462993), 4.8, 8.6]"
205,"[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 52, 619613), 4.8, 8.6]"
206,"[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 53, 770682), 4.8, 8.6]"
207,"[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 54, 907963), 4.8, 8.6]"
208,"[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 56, 50604), 4.8, 8.6]"
209,"[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 57, 188365), 4.8, 8.6]"
210,"[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 58, 324792), 4.8, 8.6]"
211,"[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 21, 59, 460799), 4.8, 8.6]"
212,"[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 0, 606836), 4.8, 8.6]"
213,"[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 1, 735876), 4.8, 8.6]"
214,"[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 2, 871713), 4.8, 8.6]"
215,"[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 4, 24946), 4.8, 8.6]"
216,"[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 5, 166484), 4.8, 8.6]"
217,"[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 6, 305796), 4.8, 8.6]"
218,"[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 7, 431582), 4.8, 8.6]"
219,"[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 8, 577843), 4.8, 8.6]"
220,"[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 9, 715523), 4.8, 8.6]"
221,"[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 10, 868819), 4.8, 8.6]"
222,"[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 12, 31001), 4.8, 8.6]"
223,"[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 13, 228558), 4.8, 8.6]"
224,"[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 14, 396438), 4.8, 8.6]"
225,"[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 15, 554677), 4.8, 8.6]"
226,"[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 16, 785138), 4.8, 8.6]"
227,"[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 17, 978135), 4.8, 8.6]"
228,"[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 19, 150368), 4.8, 8.6]"
229,"[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 20, 280050), 4.8, 8.6]"
230,"[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 21, 421299), 4.8, 8.6]"
231,"[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 22, 557131), 4.8, 8.6]"
232,"[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 23, 705936), 4.8, 8.6]"
233,"[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 24, 850750), 4.8, 8.6]"
234,"[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 25, 988632), 4.8, 8.6]"
235,"[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 27, 152359), 4.8, 8.6]"
236,"[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 28, 355076), 4.8, 8.6]"
237,"[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 29, 513912), 4.8, 8.6]"
238,"[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 3.6, 6.8]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 4.4, 8.8]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 51.0, 410.0]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 4.4, 8.0]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 18, 22, 30, 661971), 4.8, 8.6]"
