,Aikhal,Keyless Go,Tango And Cash,White Hart Express,Cape Wrath,Kentucky Nick,Prickley Prince,Splendid Chap,Princess Alakhai,Sassolino,Missedthedeel,Poetic Whisper
08-12-2022 13:14:58.791581,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 36.666666666666664)","(4.2, 5.2, 5.055769230769231)","(26.0, 95.0, 81.25)","(101.0, 390.0, 283.3333333333333)","(3.9, 6.2, 6.04)","(41.0, 55.0, 53.9)","(3.5, 4.6, 4.089361702127659)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.32)","(101.0, 180.0, 166.95652173913044)","(14.0, 22.0, 21.75)"
08-12-2022 13:15:00.278697,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 36.666666666666664)","(4.2, 5.2, 5.055769230769231)","(26.0, 95.0, 81.25)","(101.0, 390.0, 283.3333333333333)","(3.9, 6.2, 6.04)","(41.0, 55.0, 53.9)","(3.5, 4.6, 4.089361702127659)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.32)","(101.0, 180.0, 166.95652173913044)","(14.0, 22.0, 21.75)"
08-12-2022 13:15:01.803200,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 36.666666666666664)","(4.2, 5.2, 4.977777777777778)","(26.0, 95.0, 59.66666666666667)","(101.0, 390.0, 315.0)","(3.9, 6.2, 6.066666666666666)","(41.0, 55.0, 53.9)","(3.5, 4.6, 4.08235294117647)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.32)","(101.0, 180.0, 161.8181818181818)","(14.0, 22.0, 21.75)"
08-12-2022 13:15:03.400455,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 41.333333333333336)","(4.2, 5.2, 5.12)","(26.0, 95.0, 61.0)","(101.0, 390.0, 315.0)","(3.9, 6.2, 5.800000000000001)","(41.0, 55.0, 53.9)","(3.5, 4.2, 4.08235294117647)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.32)","(101.0, 170.0, 161.8181818181818)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:05.063411,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 41.333333333333336)","(4.2, 5.2, 5.12)","(26.0, 95.0, 61.0)","(101.0, 390.0, 315.0)","(3.9, 6.2, 5.800000000000001)","(41.0, 55.0, 53.9)","(3.5, 4.2, 4.08235294117647)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.32)","(101.0, 170.0, 149.56521739130434)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:06.622247,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 41.333333333333336)","(4.2, 5.2, 5.12)","(26.0, 95.0, 61.0)","(101.0, 390.0, 315.0)","(3.9, 6.2, 5.800000000000001)","(41.0, 55.0, 53.9)","(3.5, 4.2, 4.08235294117647)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.266666666666667)","(101.0, 150.0, 146.66666666666669)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:08.472753,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 41.333333333333336)","(4.2, 5.2, 5.12)","(26.0, 95.0, 61.0)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.800000000000001)","(41.0, 55.0, 53.9)","(3.5, 4.2, 4.08235294117647)","(101.0, 380.0, 285.0)","(5.5, 6.8, 6.266666666666667)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:10.294277,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.052631578947368)","(26.0, 95.0, 61.0)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7)","(41.0, 55.0, 53.714285714285715)","(3.5, 4.2, 4.08235294117647)","(101.0, 380.0, 285.0)","(5.5, 6.8, 6.3)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:11.969561,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.052631578947368)","(26.0, 95.0, 61.0)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7)","(41.0, 55.0, 53.714285714285715)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:13.637484,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.0600000000000005)","(26.0, 95.0, 61.0)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7)","(41.0, 55.0, 53.714285714285715)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:15.250637,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.0600000000000005)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.85)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:16.697083,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.0600000000000005)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3)","(101.0, 140.0, 134.54545454545453)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:18.264161,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.0600000000000005)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:19.761706,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.0600000000000005)","(26.0, 95.0, 70.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:21.250001,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 70.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:22.662573,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 82.75)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:23.965101,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 82.75)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.139024390243903)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:25.618709,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 82.75)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.140476190476191)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:27.049808,"(8.0, 9.4, 9.31578947368421)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 82.75)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.140476190476191)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:28.630288,"(8.0, 9.4, 8.652631578947368)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.155)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.771428571428571)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.140476190476191)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.42)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:30.033777,"(8.0, 9.0, 8.6)","(21.0, 46.0, 40.0)","(4.2, 5.2, 5.117241379310345)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.853846153846154)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.0625)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.314285714285714)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:31.431264,"(8.0, 8.6, 7.8)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.333333333333333)","(101.0, 140.0, 132.17391304347825)","(14.0, 22.0, 21.8)"
08-12-2022 13:15:33.016807,"(8.0, 8.4, 7.904761904761905)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.866666666666666)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.3538461538461535)","(101.0, 140.0, 107.0)","(14.0, 22.0, 21.80952380952381)"
08-12-2022 13:15:34.472787,"(8.0, 8.4, 7.904761904761905)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.866666666666666)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.3538461538461535)","(101.0, 140.0, 115.0)","(14.0, 22.0, 21.80952380952381)"
08-12-2022 13:15:35.943826,"(8.0, 9.0, 8.385365853658536)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 71.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.866666666666666)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.3538461538461535)","(101.0, 130.0, 115.0)","(14.0, 22.0, 21.142857142857142)"
08-12-2022 13:15:37.412755,"(8.0, 9.0, 7.892307692307692)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 81.57142857142857)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3538461538461535)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:38.828395,"(8.0, 9.0, 8.335384615384616)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 81.57142857142857)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3538461538461535)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:40.104951,"(8.0, 9.0, 8.335384615384616)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3538461538461535)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:41.436046,"(8.0, 9.0, 8.335384615384616)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.3538461538461535)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:15:42.789614,"(8.0, 9.0, 8.052631578947368)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:15:44.150330,"(8.0, 9.0, 8.333333333333334)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.7846153846153845)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 115.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:15:45.719022,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:47.191671,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:48.672201,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:50.302353,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:51.859329,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:53.273054,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:54.752708,"(8.0, 8.8, 8.16)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 83.25)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.4222222222222225)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:56.392280,"(8.0, 8.8, 8.145454545454546)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 79.33333333333333)","(101.0, 390.0, 330.0)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.6, 6.527272727272727)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:57.795932,"(8.0, 8.8, 8.145454545454546)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 81.0)","(101.0, 390.0, 303.3333333333333)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 290.0)","(5.5, 7.0, 6.527272727272727)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.5)"
08-12-2022 13:15:59.361562,"(8.0, 8.8, 8.145454545454546)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.025)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.75)","(41.0, 55.0, 51.5)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 313.33333333333337)","(5.5, 7.0, 6.6)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:00.959931,"(8.0, 8.8, 8.145454545454546)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.008695652173913)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 55.0, 49.57142857142857)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.6)","(101.0, 130.0, 116.66666666666667)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:02.567729,"(8.0, 8.8, 8.034782608695652)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.052631578947368)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 70.0, 52.25)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 313.33333333333337)","(5.5, 6.8, 6.7)","(101.0, 130.0, 110.0)","(14.0, 22.0, 20.125)"
08-12-2022 13:16:04.147031,"(8.0, 7.8, 7.616666666666666)","(21.0, 46.0, 41.2)","(4.2, 5.2, 5.052631578947368)","(26.0, 95.0, 62.33333333333333)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 65.0, 52.25)","(3.5, 4.2, 4.015584415584415)","(101.0, 380.0, 285.0)","(5.5, 6.8, 6.584615384615385)","(101.0, 140.0, 110.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:05.807307,"(8.0, 7.8, 7.616666666666666)","(21.0, 48.0, 46.75)","(4.2, 5.2, 5.052631578947368)","(26.0, 95.0, 70.5)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 65.0, 51.4)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 140.0, 110.0)","(14.0, 22.0, 20.5)"
08-12-2022 13:16:07.409434,"(8.0, 7.8, 7.616666666666666)","(21.0, 48.0, 45.333333333333336)","(4.2, 5.2, 4.825287356321839)","(26.0, 95.0, 75.4)","(101.0, 390.0, 296.6666666666667)","(3.9, 6.2, 5.66)","(41.0, 65.0, 52.25)","(3.5, 4.2, 4.070588235294117)","(101.0, 380.0, 285.0)","(5.5, 7.0, 6.618181818181818)","(101.0, 140.0, 110.0)","(14.0, 22.0, 20.125)"
