,Supasonic Romeo,Marlie On Fire,Bailing Out,Way Too Much,Champaign Dame,Spiteful Miss,Pepperberry
11-01-2023 20:04:05.228753,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 65.0, 50.6)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8455172413793104)"
11-01-2023 20:04:06.493056,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 65.0, 50.6)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.85)"
11-01-2023 20:04:07.664063,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 65.0, 51.5)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8337499999999998)"
11-01-2023 20:04:08.898500,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 65.0, 51.5)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.757142857142857)"
11-01-2023 20:04:10.091859,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 65.0, 55.111111111111114)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8085714285714287)"
11-01-2023 20:04:11.361342,"(10.0, 44.0, 29.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 60.0, 55.111111111111114)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.82)"
11-01-2023 20:04:12.556183,"(10.0, 29.0, 28.5)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 60.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8046153846153845)"
11-01-2023 20:04:13.803592,"(10.0, 42.0, 40.6)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8046153846153845)"
11-01-2023 20:04:15.040339,"(10.0, 40.0, 38.90909090909091)","(2.9, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(14.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.81)"
11-01-2023 20:04:16.305540,"(10.0, 40.0, 38.90909090909091)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.81)"
11-01-2023 20:04:17.542389,"(10.0, 40.0, 38.90909090909091)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.81)"
11-01-2023 20:04:18.731249,"(10.0, 40.0, 38.77777777777778)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.86, 2.8796268656716415)"
11-01-2023 20:04:19.928883,"(10.0, 40.0, 38.77777777777778)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 24.333333333333332)","(2.3, 2.88, 2.87)"
11-01-2023 20:04:21.151841,"(10.0, 40.0, 38.77777777777778)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 20.833333333333336)","(2.3, 2.88, 2.87)"
11-01-2023 20:04:22.376855,"(10.0, 40.0, 38.77777777777778)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 25.0, 21.0)","(2.3, 2.88, 2.87)"
11-01-2023 20:04:23.596249,"(10.0, 40.0, 38.77777777777778)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 24.0, 21.0)","(2.3, 2.88, 2.8789473684210525)"
11-01-2023 20:04:24.829228,"(10.0, 40.0, 37.25)","(3.0, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 24.0, 21.0)","(2.3, 2.9, 2.878823529411765)"
11-01-2023 20:04:26.062935,"(10.0, 40.0, 38.77777777777778)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 24.0, 22.46666666666667)","(2.3, 2.9, 2.8866666666666667)"
11-01-2023 20:04:27.480017,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.46666666666667)","(2.3, 2.92, 2.896470588235294)"
11-01-2023 20:04:29.117189,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.46666666666667)","(2.3, 2.92, 2.896470588235294)"
11-01-2023 20:04:30.483252,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.92, 2.896470588235294)"
11-01-2023 20:04:31.874826,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.92, 2.7316504854368935)"
11-01-2023 20:04:33.254740,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.8, 2.7025)"
11-01-2023 20:04:34.679294,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.8, 2.7916666666666665)"
11-01-2023 20:04:35.970358,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.8, 2.7272727272727275)"
11-01-2023 20:04:37.348306,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.08125)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.8, 2.7272727272727275)"
11-01-2023 20:04:38.690383,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.092857142857143)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 22.5)","(2.3, 2.8, 2.5601470588235293)"
11-01-2023 20:04:39.967779,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.092857142857143)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 23.0, 19.09090909090909)","(2.3, 2.6, 2.54)"
11-01-2023 20:04:41.228066,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.092857142857143)","(4.2, 5.8, 4.84)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 24.0, 19.09090909090909)","(2.3, 2.58, 2.54)"
11-01-2023 20:04:42.468385,"(10.0, 40.0, 38.0)","(3.1, 4.2, 4.041666666666667)","(4.2, 5.8, 5.533333333333333)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 24.0, 20.526315789473685)","(2.3, 2.58, 2.565714285714286)"
11-01-2023 20:04:43.703254,"(10.0, 42.0, 38.0)","(3.1, 4.2, 4.0875)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 20.526315789473685)","(2.3, 2.58, 2.54)"
11-01-2023 20:04:44.980979,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.2, 4.0875)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 20.526315789473685)","(2.3, 2.58, 2.5725000000000002)"
11-01-2023 20:04:46.226821,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.2, 4.071428571428571)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 19.03846153846154)","(2.3, 2.58, 2.56)"
11-01-2023 20:04:47.488389,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.2, 4.107142857142858)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 19.03846153846154)","(2.3, 2.58, 2.56)"
11-01-2023 20:04:48.674984,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.2, 4.107142857142858)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 19.03846153846154)","(2.3, 2.58, 2.56)"
11-01-2023 20:04:49.943532,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 19.03846153846154)","(2.3, 2.58, 2.56)"
11-01-2023 20:04:51.135030,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.114285714285715)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.4857142857142858)"
11-01-2023 20:04:52.321822,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.114285714285715)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.4857142857142858)"
11-01-2023 20:04:53.535764,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.114285714285715)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.55)"
11-01-2023 20:04:54.685653,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.163888888888889)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:04:55.845741,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:04:57.106246,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:04:58.312267,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:04:59.517305,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:05:00.694262,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:05:01.890325,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.411764705882352)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.532)"
11-01-2023 20:05:03.093011,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.556)"
11-01-2023 20:05:04.341518,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.556)"
11-01-2023 20:05:05.506251,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.556)"
11-01-2023 20:05:06.683753,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.0)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.58, 2.4986206896551724)"
11-01-2023 20:05:07.891612,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:09.119775,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:10.335001,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:11.503917,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:12.625718,"(10.0, 38.0, 36.22222222222222)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:13.772754,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:14.996603,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:16.178550,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.4992)"
11-01-2023 20:05:17.329264,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.159375)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:18.433417,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.11875)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.875)","(13.0, 22.0, 16.041666666666668)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:19.632740,"(10.0, 38.0, 37.0)","(3.1, 4.2, 4.055555555555555)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 18.1)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:20.824747,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 17.764705882352942)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:21.958766,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.25)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 18.210526315789473)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:23.121811,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.115384615384616)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 18.11764705882353)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:24.355518,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.115384615384616)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 18.11764705882353)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:25.586305,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.115384615384616)","(13.0, 99999, 99990)","(31.0, 55.0, 52.0)","(13.0, 22.0, 18.11764705882353)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:26.823581,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 18.11764705882353)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:28.070592,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 18.470588235294116)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:29.375633,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 18.470588235294116)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:30.615867,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.876923076923077)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 17.833333333333332)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:31.868644,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9272727272727272)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 17.833333333333332)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:33.114695,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9272727272727272)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 53.125)","(13.0, 22.0, 17.833333333333332)","(2.3, 2.6, 2.516923076923077)"
11-01-2023 20:05:34.325835,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9272727272727272)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:35.436280,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.95)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:36.582135,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9833333333333334)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:37.753370,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9833333333333334)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:38.880370,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9833333333333334)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:40.003393,"(10.0, 38.0, 37.0)","(3.1, 4.2, 3.9833333333333334)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:41.115182,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.2, 3.8363636363636364)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:42.323340,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:43.528774,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:44.737867,"(10.0, 42.0, 39.33333333333333)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.093103448275862)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:45.937473,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.16764705882353)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:47.038935,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.16764705882353)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:48.243381,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.16764705882353)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:49.382493,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.8363636363636364)","(4.2, 5.6, 5.16764705882353)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:50.515102,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.7157894736842105)","(4.2, 5.6, 5.16764705882353)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:51.820564,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.027272727272727)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:53.070329,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.1)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:54.285026,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.1)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:55.474068,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.27741935483871)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:56.728369,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.296428571428571)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:57.965417,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:05:59.161449,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:06:00.389518,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:06:01.686798,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:06:02.875087,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
11-01-2023 20:06:04.097831,"(10.0, 40.0, 37.77777777777778)","(3.1, 4.0, 3.6033898305084744)","(4.2, 5.6, 5.304347826086957)","(13.0, 99999, 99990)","(31.0, 55.0, 52.5)","(13.0, 22.0, 17.90909090909091)","(2.3, 2.6, 2.550909090909091)"
