,Benji Nz,Miss Lamarr,Mandoza Nz,Misstiano,Gee Jay Kay,Christmas Toyboy Nz,Good Times Ahead Nz,Stormyskyes,Gold Horseshoe
422,"[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 6, 680491), 41.0, 120.0]"
423,"[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 8, 7408), 41.0, 120.0]"
424,"[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 9, 367774), 41.0, 120.0]"
425,"[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 10, 676715), 41.0, 120.0]"
426,"[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 11, 996512), 41.0, 120.0]"
427,"[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 13, 298418), 41.0, 120.0]"
428,"[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 14, 612520), 41.0, 120.0]"
429,"[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 15, 938318), 41.0, 120.0]"
430,"[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 17, 224787), 41.0, 120.0]"
431,"[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 18, 526628), 41.0, 120.0]"
432,"[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 19, 879344), 41.0, 120.0]"
433,"[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 21, 159645), 41.0, 120.0]"
434,"[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 22, 445604), 41.0, 120.0]"
435,"[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 23, 757237), 41.0, 120.0]"
436,"[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 25, 30440), 41.0, 120.0]"
437,"[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 26, 311140), 41.0, 120.0]"
438,"[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 27, 603663), 41.0, 120.0]"
439,"[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 28, 878201), 41.0, 120.0]"
440,"[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 30, 227017), 41.0, 120.0]"
441,"[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 31, 521608), 41.0, 120.0]"
442,"[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 32, 796419), 41.0, 120.0]"
443,"[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 34, 57407), 41.0, 120.0]"
444,"[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 35, 334420), 41.0, 120.0]"
445,"[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 36, 646953), 41.0, 120.0]"
446,"[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 37, 913818), 41.0, 120.0]"
447,"[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 39, 220132), 41.0, 120.0]"
448,"[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 40, 512476), 41.0, 120.0]"
449,"[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 41, 792381), 41.0, 120.0]"
450,"[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 43, 145419), 41.0, 120.0]"
451,"[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 44, 498101), 41.0, 120.0]"
452,"[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 45, 812229), 41.0, 120.0]"
453,"[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 47, 70246), 41.0, 120.0]"
454,"[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 48, 307927), 41.0, 120.0]"
455,"[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 49, 537113), 41.0, 120.0]"
456,"[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 50, 772737), 41.0, 120.0]"
457,"[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 1.45, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 41.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 21.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 101.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 11.0, 21.0]","[datetime.datetime(2022, 11, 28, 18, 3, 52, 56550), 41.0, 120.0]"
