,My Mate Phil,Mighty Miners,Stolen Jade,Tony Pepperoni,Red Hill,Hes Got Swagger,Working Bee
251,"[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 12, 718768), 51.0, 510.0]"
252,"[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 13, 852010), 51.0, 510.0]"
253,"[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 14, 972033), 51.0, 510.0]"
254,"[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 16, 89463), 51.0, 510.0]"
255,"[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 17, 208189), 51.0, 510.0]"
256,"[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 18, 331306), 51.0, 510.0]"
257,"[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 19, 447865), 51.0, 510.0]"
258,"[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 20, 565516), 51.0, 510.0]"
259,"[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 21, 678137), 51.0, 510.0]"
260,"[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 22, 798299), 51.0, 510.0]"
261,"[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 23, 912502), 51.0, 510.0]"
262,"[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 25, 31799), 51.0, 510.0]"
263,"[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 26, 152591), 51.0, 510.0]"
264,"[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 27, 305249), 51.0, 510.0]"
265,"[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 28, 421425), 51.0, 510.0]"
266,"[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 29, 601998), 51.0, 510.0]"
267,"[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 30, 732625), 51.0, 510.0]"
268,"[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 31, 861891), 51.0, 510.0]"
269,"[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 32, 981903), 51.0, 510.0]"
270,"[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 34, 100825), 51.0, 510.0]"
271,"[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 35, 228590), 51.0, 510.0]"
272,"[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 36, 348559), 51.0, 510.0]"
273,"[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 37, 476002), 51.0, 510.0]"
274,"[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 38, 598509), 51.0, 510.0]"
275,"[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 39, 763563), 51.0, 510.0]"
276,"[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 40, 910408), 51.0, 500.0]"
277,"[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 42, 60906), 51.0, 500.0]"
278,"[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 43, 190552), 51.0, 500.0]"
279,"[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 44, 327925), 51.0, 500.0]"
280,"[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 45, 462523), 51.0, 490.0]"
281,"[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 46, 605203), 51.0, 490.0]"
282,"[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 47, 751881), 51.0, 490.0]"
283,"[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 48, 918406), 51.0, 490.0]"
284,"[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 50, 61357), 51.0, 490.0]"
285,"[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 51, 210581), 51.0, 490.0]"
286,"[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 52, 347084), 51.0, 490.0]"
287,"[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 53, 498020), 51.0, 490.0]"
288,"[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 54, 790870), 51.0, 490.0]"
289,"[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 55, 984720), 51.0, 490.0]"
290,"[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 57, 136041), 51.0, 490.0]"
291,"[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 58, 288456), 51.0, 490.0]"
292,"[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 35, 59, 430578), 51.0, 490.0]"
293,"[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 36, 0, 551130), 51.0, 490.0]"
294,"[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 36, 1, 673665), 51.0, 490.0]"
295,"[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 36, 2, 783873), 51.0, 490.0]"
296,"[datetime.datetime(2022, 11, 28, 19, 36, 3, 941968), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 941968), 2.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 942968), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 942968), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 942968), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 942968), 1.45, 1.87]","[datetime.datetime(2022, 11, 28, 19, 36, 3, 942968), 51.0, 490.0]"
