,Animal,Victory Medal Nz,Arthur Lowe Nz,Alakazam,Premonition,Clarenden Envoy,Steam Cleaned
07-01-2023 21:19:13.849973,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 16.25)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:14.791556,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 15.3125)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:15.769834,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 15.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:16.698977,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 15.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:17.651497,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:18.600371,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:19.570563,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.642857142857142)"
07-01-2023 21:19:20.506085,"(1.4, 1.64, 1.6307692307692307)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:21.428172,"(1.4, 1.63, 1.6225641025641027)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:22.422423,"(1.4, 1.63, 1.6227500000000001)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:23.395828,"(1.4, 1.63, 1.6227500000000001)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.0)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:24.399878,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:25.419902,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:26.485929,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:27.508116,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:28.525890,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:29.575729,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:30.538088,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 14.666666666666666)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:31.523338,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 17.0, 16.3)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:32.496899,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:33.434854,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.314285714285713)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:34.358831,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:35.273634,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:36.227999,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:37.206613,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:38.218308,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:39.271688,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:40.318777,"(1.4, 1.63, 1.6212121212121213)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:41.299849,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:42.453246,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:43.479424,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 12.333333333333334)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:44.572489,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.0, 13.75)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:45.514719,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 13.75)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:46.472007,"(1.4, 1.63, 1.6203333333333334)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 13.75)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:47.443312,"(1.4, 1.63, 1.6274107142857142)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 12.875)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:48.446539,"(1.4, 1.63, 1.6274887892376682)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:49.477195,"(1.4, 1.63, 1.6215151515151516)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:50.452133,"(1.4, 1.63, 1.6215151515151516)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.7)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:51.432700,"(1.4, 1.63, 1.6215151515151516)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.6)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:52.369288,"(1.4, 1.63, 1.6215151515151516)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.6)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:53.321368,"(1.4, 1.63, 1.6215151515151516)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.5)","(5.0, 9.0, 8.55)","(7.5, 15.5, 12.4375)","(11.0, 19.5, 15.9)"
07-01-2023 21:19:54.267402,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.0)","(5.0, 8.8, 8.094117647058823)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:19:55.209779,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.0)","(5.0, 8.8, 6.966666666666667)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:19:56.173926,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 6.966666666666667)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:19:57.131050,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 6.966666666666667)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:19:58.097340,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.266666666666667)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:19:59.122154,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 6.933333333333333)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:00.088454,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.2)","(7.5, 15.5, 12.875)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:01.108926,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 15.666666666666666)","(5.0, 8.4, 7.333333333333333)","(7.5, 15.5, 13.0)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:02.055151,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 15.666666666666666)","(5.0, 8.4, 7.533333333333333)","(7.5, 15.0, 12.833333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:03.060634,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.533333333333333)","(7.5, 14.5, 13.75)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:04.013002,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.533333333333333)","(7.5, 15.5, 13.75)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:04.963340,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.5)","(7.5, 15.5, 13.75)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:05.957180,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.3999999999999995)","(7.5, 15.5, 13.75)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:06.902783,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.666666666666667)","(7.5, 15.5, 13.5)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:07.796190,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.6, 7.666666666666667)","(7.5, 15.0, 12.833333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:08.788241,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.133333333333333)","(7.5, 14.5, 13.5)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:09.722133,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.133333333333333)","(7.5, 16.5, 13.333333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:10.759941,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.3)","(7.5, 16.0, 13.333333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:11.733745,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.3)","(7.5, 16.0, 13.333333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:12.751361,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.3)","(7.5, 16.0, 13.333333333333334)","(11.0, 19.5, 17.25)"
07-01-2023 21:20:13.752726,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.3)","(7.5, 16.0, 13.333333333333334)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:20:14.750149,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.675000000000001)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:15.721568,"(1.4, 1.63, 1.6236363636363638)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.8, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:16.753687,"(1.4, 1.63, 1.6240425531914895)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:17.667875,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:18.678834,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:19.881695,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:20.891815,"(1.4, 1.65, 1.5907407407407408)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:21.868691,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:22.812949,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:23.750414,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.7)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:24.737222,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 15.833333333333334)"
07-01-2023 21:20:25.755676,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.25)"
07-01-2023 21:20:26.829248,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.7)"
07-01-2023 21:20:27.894476,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.7)"
07-01-2023 21:20:28.962834,"(1.4, 1.65, 1.6388111888111887)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:29.955122,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:30.964517,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:31.943521,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:32.873300,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.933333333333334)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:33.862146,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:34.859366,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:35.871670,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:36.936215,"(1.4, 1.65, 1.6276223776223777)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 7.800000000000001)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:37.888525,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 8.0)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:38.880894,"(1.4, 1.65, 1.620967741935484)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 8.0)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:39.851022,"(1.4, 1.65, 1.620967741935484)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 8.0)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:40.799615,"(1.4, 1.65, 1.620967741935484)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 8.0)","(7.5, 16.0, 14.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:41.725152,"(1.4, 1.65, 1.620967741935484)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 8.0)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:42.681971,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.3)","(5.0, 8.4, 7.9)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:43.694110,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.9)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:44.790197,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.9)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:45.873920,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.9)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:46.992037,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 7.9)","(7.5, 16.0, 13.666666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:47.999291,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 8.1)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:49.138107,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 8.1)","(7.5, 16.0, 13.333333333333334)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:50.203998,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 8.1)","(7.5, 16.0, 13.166666666666666)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:51.338664,"(1.4, 1.65, 1.6204918032786886)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 16.25)","(5.0, 8.4, 8.1)","(7.5, 15.5, 13.0)","(11.0, 17.5, 16.5)"
07-01-2023 21:20:52.482889,"(1.4, 1.65, 1.621)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.125)","(5.0, 8.4, 8.1)","(7.5, 15.0, 13.0)","(11.0, 17.5, 16.75)"
07-01-2023 21:20:53.480224,"(1.4, 1.65, 1.6347868852459015)","(10.0, 99999, 99990)","(81.0, 99999, 99990)","(14.0, 18.0, 17.125)","(5.0, 8.4, 8.1)","(7.5, 15.0, 12.833333333333334)","(11.0, 17.5, 16.75)"
