,Regal Sun,Jimmy Seven,Nitro Lad,Berry Berry Good,Westozi,Peppi Grove,Deuce Afloat,Justa Lil Faith,Schnoots,Tu Tu Won One Too
08-12-2022 14:49:49.828695,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:51.341945,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:52.868802,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:54.416785,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:55.956519,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:57.520147,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:49:59.127472,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:00.668217,"(5.5, 9.4, 7.685714285714286)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:02.167793,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:03.690710,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:05.277057,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:06.826495,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:08.342191,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:09.893097,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:11.375853,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:12.870669,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:14.299500,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:15.813809,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:17.381615,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:19.073306,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:21.196456,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:23.486442,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:25.479813,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 250.0, 133.33333333333334)"
08-12-2022 14:50:27.132150,"(5.5, 9.4, 8.6)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.172727272727273)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 210.0)","(2.8, 3.65, 3.4633333333333334)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:28.681471,"(5.5, 9.4, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 6.0, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 390.0, 250.0)","(2.8, 3.65, 3.4633333333333334)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:30.181744,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4633333333333334)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:31.736233,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:33.305301,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:34.855866,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:36.421661,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:37.963140,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 157.5)"
08-12-2022 14:50:39.454912,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 240.0, 126.66666666666666)"
08-12-2022 14:50:40.946831,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:42.329371,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:43.809670,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:45.216475,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:46.669309,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:48.170575,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:49.679723,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:51.095089,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:52.538781,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:54.011927,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:55.411003,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:56.755356,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:58.037588,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:50:59.356929,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:01.152981,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:02.884949,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:04.468370,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:05.954230,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:07.292815,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:08.654209,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:10.013420,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:11.355309,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:12.724789,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:14.136903,"(5.5, 9.2, 8.466666666666667)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.4785714285714286)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:15.646069,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.66)","(9.0, 12.0, 10.875)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.5966101694915253)","(3.6, 4.2, 4.177777777777778)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:17.090897,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.7)","(9.0, 12.0, 11.0)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.1875)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:18.490889,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.7)","(9.0, 12.0, 11.0)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:19.838653,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.7)","(9.0, 12.0, 11.0)","(14.0, 28.0, 23.8)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:21.199592,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:22.496144,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:24.192748,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:25.803350,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.338888888888889)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:27.373226,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.65, 3.446875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:28.936754,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.6, 3.446875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:30.417889,"(5.5, 9.2, 8.1)","(26.0, 85.0, 78.85714285714286)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.075)","(9.0, 12.0, 11.0)","(14.0, 28.0, 26.333333333333336)","(101.0, 380.0, 250.0)","(2.8, 3.6, 3.446875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:31.881252,"(5.5, 9.2, 8.1)","(26.0, 85.0, 74.25)","(51.0, 150.0, 90.0)","(4.2, 5.9, 5.311111111111111)","(9.0, 12.0, 11.0)","(14.0, 28.0, 23.25)","(101.0, 380.0, 250.0)","(2.8, 3.6, 3.46875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:33.363711,"(5.5, 9.6, 7.52)","(26.0, 85.0, 74.25)","(51.0, 150.0, 90.0)","(4.2, 5.8, 5.311111111111111)","(9.0, 12.0, 11.0)","(14.0, 28.0, 23.25)","(101.0, 380.0, 250.0)","(2.8, 3.6, 3.46875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
08-12-2022 14:51:34.785182,"(5.5, 9.4, 7.48)","(26.0, 85.0, 74.25)","(51.0, 150.0, 90.0)","(4.2, 5.8, 5.311111111111111)","(9.0, 12.0, 11.0)","(14.0, 28.0, 24.2)","(101.0, 380.0, 250.0)","(2.8, 3.6, 3.46875)","(3.6, 4.2, 4.189473684210526)","(71.0, 230.0, 126.66666666666666)"
