,Jess For Kicks,Holy Pink,Supersnake,Ballymena,Ultimate Breeze,Americas Woman,Red Priestess,Mi Yayis,My Bridget Verdot
06-01-2023 10:57:51.182282,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 48.93333333333334)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.4)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.44, 2.423157894736842)","(3.7, 4.1, 4.07391304347826)","(21.0, 90.0, 72.5)"
06-01-2023 10:57:52.330509,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 48.93333333333334)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.4)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.44, 2.423783783783784)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 72.5)"
06-01-2023 10:57:53.390986,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 48.93333333333334)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.4)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.44, 2.4014545454545453)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 72.5)"
06-01-2023 10:57:54.456543,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 48.93333333333334)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.4)","(7.5, 8.6, 8.522222222222222)","(1.9, 2.44, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:57:55.548230,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:57:56.626627,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:57:57.703129,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.522222222222222)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:57:58.748399,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:57:59.824278,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.529411764705882)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.072093023255814)","(21.0, 90.0, 87.33333333333333)"
06-01-2023 10:58:00.926016,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.478571428571428)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.029824561403508)","(21.0, 90.0, 92.0)"
06-01-2023 10:58:01.998594,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 21.25)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.478571428571428)","(1.9, 2.42, 2.3899999999999997)","(3.7, 4.1, 4.029824561403508)","(21.0, 95.0, 106.0)"
06-01-2023 10:58:03.086688,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.045454545454545)","(21.0, 55.0, 49.94444444444444)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.666666666666664)","(7.5, 8.6, 8.478571428571428)","(1.9, 2.42, 2.4042105263157896)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 106.0)"
06-01-2023 10:58:04.228800,"(19.0, 30.0, 26.31578947368421)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 51.04347826086956)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.5)","(7.5, 8.6, 8.836363636363636)","(1.9, 2.42, 2.4042105263157896)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 105.38461538461539)"
06-01-2023 10:58:05.392160,"(19.0, 28.0, 25.789473684210527)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 51.04347826086956)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 42.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.42, 2.4042105263157896)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 105.38461538461539)"
06-01-2023 10:58:06.552470,"(19.0, 28.0, 25.789473684210527)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 51.04347826086956)","(21.0, 30.0, 25.676470588235293)","(21.0, 44.0, 39.46666666666667)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.42, 2.3725)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 105.38461538461539)"
06-01-2023 10:58:07.631453,"(19.0, 28.0, 24.5)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 51.04347826086956)","(21.0, 30.0, 28.25)","(21.0, 40.0, 39.46666666666667)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.42, 2.3458823529411763)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 105.38461538461539)"
06-01-2023 10:58:08.696667,"(19.0, 27.0, 24.6)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 51.04347826086956)","(21.0, 30.0, 25.5)","(21.0, 40.0, 38.0)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.42, 2.3458823529411763)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:09.777641,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.42, 2.354285714285714)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:10.853260,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:11.929603,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:13.012621,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:14.045112,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.5)","(7.5, 9.0, 8.76923076923077)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.963636363636364)","(21.0, 110.0, 91.66666666666666)"
06-01-2023 10:58:15.141295,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.0)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.4)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 89.33333333333334)"
06-01-2023 10:58:16.247729,"(19.0, 27.0, 25.933333333333334)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.4375)","(21.0, 30.0, 27.375)","(21.0, 40.0, 39.0)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 97.2)"
06-01-2023 10:58:17.392099,"(19.0, 27.0, 25.933333333333334)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 44.888888888888886)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.0)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.354285714285714)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:18.527043,"(19.0, 27.0, 25.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 44.888888888888886)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.0)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:19.685106,"(19.0, 26.0, 25.333333333333332)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.0)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:20.848037,"(19.0, 26.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 30.0, 25.5)","(21.0, 40.0, 39.14285714285714)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:21.903269,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 30.0, 27.375)","(21.0, 40.0, 39.14285714285714)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:22.936904,"(19.0, 28.0, 25.333333333333332)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 30.0, 25.26923076923077)","(21.0, 40.0, 39.14285714285714)","(7.5, 9.0, 8.733333333333333)","(1.9, 2.4, 2.344918032786885)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 99.33333333333333)"
06-01-2023 10:58:24.040766,"(19.0, 28.0, 25.714285714285715)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 32.0, 22.666666666666668)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.8)","(1.9, 2.4, 2.3445454545454543)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:25.145345,"(19.0, 28.0, 25.714285714285715)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.625)","(21.0, 32.0, 22.666666666666668)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3445454545454543)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:26.243588,"(19.0, 28.0, 25.714285714285715)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 42.92857142857143)","(21.0, 32.0, 23.444444444444443)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:27.309229,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.733333333333334)","(21.0, 32.0, 23.444444444444443)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:28.403869,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.733333333333334)","(21.0, 32.0, 23.444444444444443)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:29.484308,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.733333333333334)","(21.0, 32.0, 23.444444444444443)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 105.07692307692308)"
06-01-2023 10:58:30.576878,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 43.733333333333334)","(21.0, 32.0, 23.444444444444443)","(21.0, 40.0, 39.625)","(7.5, 9.0, 8.857142857142858)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 102.0)"
06-01-2023 10:58:31.688196,"(19.0, 28.0, 26.0)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 44.166666666666664)","(21.0, 32.0, 21.5)","(21.0, 40.0, 39.625)","(7.5, 9.0, 9.015384615384615)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 102.0)"
06-01-2023 10:58:32.820007,"(19.0, 27.0, 24.6)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 44.166666666666664)","(21.0, 32.0, 21.5)","(21.0, 40.0, 39.625)","(7.5, 9.2, 9.015384615384615)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 98.75)"
06-01-2023 10:58:33.933328,"(19.0, 27.0, 24.73913043478261)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.5)","(21.0, 32.0, 26.944444444444443)","(21.0, 40.0, 39.14285714285714)","(7.5, 9.2, 9.015384615384615)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 98.75)"
06-01-2023 10:58:35.033445,"(19.0, 27.0, 24.73913043478261)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 48.5)","(21.0, 32.0, 26.944444444444443)","(21.0, 40.0, 39.14285714285714)","(7.5, 9.2, 9.015384615384615)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 110.0, 202.77777777777777)"
06-01-2023 10:58:36.091303,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 26.944444444444443)","(21.0, 40.0, 39.5)","(7.5, 9.2, 8.884210526315789)","(1.9, 2.4, 2.3465217391304347)","(3.7, 4.1, 3.9650000000000003)","(21.0, 220.0, 202.77777777777777)"
06-01-2023 10:58:37.155367,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 39.2)","(7.5, 9.2, 8.7875)","(1.9, 2.4, 2.362222222222222)","(3.7, 4.1, 3.9650000000000003)","(21.0, 220.0, 189.0)"
06-01-2023 10:58:38.171497,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 39.2)","(7.5, 9.2, 8.7875)","(1.9, 2.38, 2.362222222222222)","(3.7, 4.1, 3.9650000000000003)","(21.0, 220.0, 189.0)"
06-01-2023 10:58:39.216385,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 39.2)","(7.5, 9.2, 8.7875)","(1.9, 2.38, 2.362222222222222)","(3.7, 4.1, 3.9650000000000003)","(21.0, 220.0, 189.0)"
06-01-2023 10:58:40.279602,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 38.0)","(7.5, 9.2, 8.7875)","(1.9, 2.38, 2.3685714285714283)","(3.7, 4.1, 3.9650000000000003)","(21.0, 220.0, 189.0)"
06-01-2023 10:58:41.316141,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 38.0)","(7.5, 9.2, 8.742857142857142)","(1.9, 2.38, 2.3685714285714283)","(3.7, 4.1, 4.018181818181818)","(21.0, 220.0, 142.5)"
06-01-2023 10:58:42.379733,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.09090909090909)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 38.0)","(7.5, 9.2, 8.7875)","(1.9, 2.38, 2.3685714285714283)","(3.7, 4.1, 4.018181818181818)","(21.0, 220.0, 158.0)"
06-01-2023 10:58:43.477182,"(19.0, 27.0, 24.375)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.5)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 38.0)","(7.5, 9.2, 8.7875)","(1.9, 2.38, 2.3685714285714283)","(3.7, 4.1, 4.018181818181818)","(21.0, 220.0, 158.0)"
06-01-2023 10:58:44.553744,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.5)","(21.0, 32.0, 25.26923076923077)","(21.0, 40.0, 38.0)","(7.5, 9.2, 8.872727272727273)","(1.9, 2.38, 2.3685714285714283)","(3.7, 4.1, 4.018181818181818)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:45.700056,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.5)","(21.0, 32.0, 21.5)","(21.0, 40.0, 39.0)","(7.5, 9.2, 8.872727272727273)","(1.9, 2.38, 2.3491566265060237)","(3.7, 4.1, 4.01304347826087)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:46.820943,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 50.5)","(21.0, 32.0, 23.444444444444443)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.872727272727273)","(1.9, 2.36, 2.338181818181818)","(3.7, 4.1, 4.01304347826087)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:47.927959,"(19.0, 27.0, 24.375)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 49.0)","(21.0, 32.0, 23.444444444444443)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.872727272727273)","(1.9, 2.36, 2.3410526315789473)","(3.7, 4.1, 4.01304347826087)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:49.007476,"(19.0, 27.0, 24.375)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 49.0)","(21.0, 32.0, 23.444444444444443)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.96)","(1.9, 2.36, 2.3433333333333333)","(3.7, 4.1, 4.01304347826087)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:50.131224,"(19.0, 27.0, 24.375)","(8.5, 13.5, 13.03125)","(21.0, 55.0, 49.0)","(21.0, 32.0, 23.25)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.96)","(1.9, 2.36, 2.37375)","(3.7, 4.1, 4.01304347826087)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:51.243021,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 12.483870967741936)","(21.0, 55.0, 46.81818181818182)","(21.0, 32.0, 21.0625)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.96)","(1.9, 2.4, 2.3927272727272726)","(3.7, 4.1, 4.188179669030733)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:52.321452,"(19.0, 27.0, 24.666666666666668)","(8.5, 13.5, 12.483870967741936)","(21.0, 55.0, 46.81818181818182)","(21.0, 32.0, 25.0)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.909677419354837)","(1.9, 2.4, 2.381875)","(3.7, 4.2, 4.188179669030733)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:53.356125,"(19.0, 27.0, 25.666666666666668)","(8.5, 13.0, 12.476190476190476)","(21.0, 55.0, 46.81818181818182)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.857142857142856)","(1.9, 2.42, 2.3826666666666667)","(3.7, 4.2, 4.156626506024097)","(21.0, 220.0, 175.71428571428572)"
06-01-2023 10:58:54.434486,"(20.0, 30.0, 25.413793103448278)","(8.5, 13.0, 12.68421052631579)","(21.0, 55.0, 40.42857142857143)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.68)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.161061946902655)","(26.0, 220.0, 200.625)"
06-01-2023 10:58:55.501972,"(20.0, 28.0, 26.529411764705884)","(8.5, 13.0, 12.5)","(21.0, 50.0, 47.66666666666667)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.68)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.161061946902655)","(26.0, 220.0, 200.625)"
06-01-2023 10:58:56.590062,"(20.0, 28.0, 26.529411764705884)","(8.5, 13.0, 12.5)","(21.0, 50.0, 47.6)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.69230769230769)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.161061946902655)","(26.0, 220.0, 200.625)"
06-01-2023 10:58:57.650548,"(20.0, 26.0, 25.8)","(8.5, 13.0, 12.565217391304348)","(21.0, 50.0, 47.6)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.69230769230769)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.143307086614174)","(26.0, 220.0, 200.625)"
06-01-2023 10:58:58.740120,"(20.0, 26.0, 25.25)","(8.5, 13.0, 12.565217391304348)","(21.0, 50.0, 47.6)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.69230769230769)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.143307086614174)","(26.0, 220.0, 200.625)"
06-01-2023 10:58:59.842556,"(20.0, 26.0, 25.25)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 44.8)","(21.0, 32.0, 28.57142857142857)","(21.0, 42.0, 41.69230769230769)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.143307086614174)","(26.0, 220.0, 200.625)"
06-01-2023 10:59:01.043292,"(20.0, 26.0, 24.5)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 44.8)","(21.0, 32.0, 29.818181818181817)","(21.0, 42.0, 41.69230769230769)","(7.5, 9.2, 8.784615384615384)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.147826086956522)","(26.0, 220.0, 200.625)"
06-01-2023 10:59:02.170304,"(20.0, 26.0, 25.285714285714285)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 44.8)","(21.0, 32.0, 27.875)","(21.0, 42.0, 41.57575757575758)","(7.5, 9.2, 8.814285714285713)","(1.9, 2.42, 2.3824)","(3.6, 4.2, 4.147826086956522)","(26.0, 220.0, 200.625)"
06-01-2023 10:59:03.269790,"(20.0, 26.0, 25.285714285714285)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 44.8)","(21.0, 32.0, 27.875)","(21.0, 44.0, 38.0)","(7.5, 9.2, 8.814285714285713)","(1.9, 2.42, 2.40156862745098)","(3.6, 4.2, 4.147826086956522)","(26.0, 220.0, 200.625)"
06-01-2023 10:59:04.343422,"(20.0, 24.0, 22.0)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 44.8)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.0)","(7.5, 9.2, 8.814285714285713)","(1.9, 2.42, 2.40156862745098)","(3.6, 4.2, 4.147826086956522)","(26.0, 220.0, 201.76470588235293)"
06-01-2023 10:59:05.404157,"(20.0, 24.0, 22.0)","(8.5, 13.0, 12.565217391304348)","(21.0, 55.0, 48.2)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.714285714285715)","(7.5, 9.2, 8.954545454545453)","(1.9, 2.42, 2.40156862745098)","(3.6, 4.2, 4.147826086956522)","(26.0, 220.0, 177.14285714285714)"
06-01-2023 10:59:06.514040,"(20.0, 24.0, 22.434782608695652)","(8.5, 13.0, 12.594594594594595)","(21.0, 55.0, 48.2)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.2, 8.83076923076923)","(1.9, 2.42, 2.4118518518518517)","(3.6, 4.2, 4.143307086614174)","(26.0, 220.0, 177.14285714285714)"
06-01-2023 10:59:07.589843,"(20.0, 24.0, 21.571428571428573)","(8.5, 13.0, 12.594594594594595)","(21.0, 55.0, 48.2)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.2, 8.83076923076923)","(1.9, 2.48, 2.424)","(3.6, 4.2, 4.143307086614174)","(26.0, 220.0, 177.14285714285714)"
06-01-2023 10:59:08.647960,"(20.0, 24.0, 21.571428571428573)","(8.5, 13.0, 12.594594594594595)","(26.0, 55.0, 48.2)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.2, 8.83076923076923)","(1.9, 2.46, 2.424)","(3.4, 4.2, 4.143307086614174)","(26.0, 220.0, 177.14285714285714)"
06-01-2023 10:59:09.696778,"(20.0, 24.0, 21.571428571428573)","(8.5, 13.0, 12.594594594594595)","(26.0, 55.0, 45.72727272727273)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.2, 8.83076923076923)","(1.9, 2.46, 2.424)","(3.4, 4.2, 4.143307086614174)","(26.0, 220.0, 177.14285714285714)"
06-01-2023 10:59:10.715823,"(20.0, 24.0, 21.571428571428573)","(8.5, 13.0, 12.594594594594595)","(26.0, 55.0, 45.72727272727273)","(21.0, 32.0, 27.875)","(21.0, 42.0, 39.333333333333336)","(7.5, 9.2, 8.635294117647058)","(1.9, 2.46, 2.424)","(3.4, 4.2, 4.143307086614174)","(26.0, 220.0, 177.14285714285714)"
