,Jess For Kicks,Holy Pink,Supersnake,Ballymena,Ultimate Breeze,Americas Woman,Red Priestess,Mi Yayis,My Bridget Verdot
06-01-2023 10:34:59.872572,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 175.875)","(8.5, 25.0, 13.0)","(2.0, 2.06, 1.862857142857143)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:00.955484,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 175.875)","(8.5, 25.0, 13.0)","(2.0, 2.06, 1.862857142857143)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:02.039431,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 175.875)","(8.5, 25.0, 13.0)","(2.0, 2.06, 1.862857142857143)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:03.121814,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 175.875)","(8.5, 25.0, 13.0)","(2.0, 2.06, 1.7983333333333333)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:04.211238,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 175.875)","(8.5, 25.0, 13.0)","(2.0, 2.04, 1.8246153846153845)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:05.300433,"(15.0, 180.0, 137.75)","(9.0, 23.0, 21.05)","(15.0, 230.0, 175.875)","(15.0, 190.0, 146.25)","(14.0, 230.0, 158.0)","(8.5, 25.0, 13.0)","(2.0, 2.04, 1.8246153846153845)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:06.416927,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.7945454545454547)","(4.4, 9.8, 7.6)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:07.543777,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.86)","(4.4, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:08.678396,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.84)","(4.4, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:09.844584,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.8127272727272727)","(4.4, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:11.024695,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.8127272727272727)","(4.4, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:12.632290,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.5, 25.0, 21.4)","(2.0, 2.04, 1.8127272727272727)","(4.4, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:14.011136,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 21.4)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:15.327265,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 21.4)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:16.612369,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:17.849290,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:19.069549,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:20.244052,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:21.413485,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8127272727272727)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:22.600156,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8733333333333333)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:23.775134,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8553846153846154)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:24.943051,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.8553846153846154)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:26.126794,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:27.296264,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:28.510905,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:29.655760,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:30.793907,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:31.994247,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.9, 2.04, 1.830909090909091)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:33.132652,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.04, 1.8483333333333334)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:34.249623,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.04, 1.8416666666666668)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:35.411064,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8416666666666668)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:36.751333,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8333333333333335)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:38.090668,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8944444444444444)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:39.508793,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:40.842509,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:42.210450,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:43.422914,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:44.660981,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:45.876687,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:47.076625,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:48.289865,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:49.559143,"(15.0, 180.0, 137.875)","(9.0, 23.0, 21.05)","(15.0, 230.0, 158.0)","(15.0, 190.0, 131.83333333333331)","(14.0, 230.0, 158.0)","(8.0, 25.0, 22.23076923076923)","(1.8, 2.0, 1.8875)","(4.2, 9.8, 7.76)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:50.844821,"(15.0, 180.0, 137.875)","(9.0, 23.0, 20.045454545454547)","(15.0, 230.0, 158.0)","(15.0, 190.0, 138.5)","(14.0, 230.0, 124.66666666666667)","(8.0, 25.0, 14.333333333333332)","(1.8, 2.0, 1.8583333333333334)","(4.2, 9.8, 6.4399999999999995)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:52.064035,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.8583333333333334)","(4.2, 10.5, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:53.303785,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.9055555555555557)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:54.546653,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:55.805893,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:57.049428,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:58.212979,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:35:59.365588,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:00.491434,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 124.66666666666667)","(8.0, 17.0, 14.333333333333332)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:01.631455,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 180.0, 158.0)","(8.0, 17.0, 15.066666666666666)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:02.764294,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:03.965295,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 2.0, 1.92)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:05.197062,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 2.0, 1.8900000000000001)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:06.497279,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.8900000000000001)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:07.730847,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.8627272727272728)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:08.900376,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.8966666666666667)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:10.075735,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.8900000000000001)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:11.191695,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:12.367011,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:13.549844,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:14.705199,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:15.873235,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:17.067847,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.8, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(19.0, 230.0, 203.0625)"
06-01-2023 10:36:18.269173,"(15.0, 190.0, 145.375)","(9.0, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(15.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:19.430800,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:20.601104,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:21.822283,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:23.060920,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.880909090909091)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:24.271729,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.9042857142857144)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:25.377590,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.9042857142857144)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:26.505370,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 15.066666666666666)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:27.606589,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 11.82857142857143)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:28.724604,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 13.28888888888889)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:29.815375,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 14.466666666666667)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:30.929769,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 14.466666666666667)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:32.084007,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 14.466666666666667)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
06-01-2023 10:36:33.280426,"(15.0, 190.0, 145.375)","(8.5, 24.0, 20.81818181818182)","(15.0, 230.0, 158.0)","(14.0, 200.0, 138.5)","(14.0, 230.0, 158.0)","(8.0, 18.0, 14.466666666666667)","(1.75, 1.99, 1.899090909090909)","(4.2, 10.0, 7.880000000000001)","(18.0, 230.0, 203.0625)"
