,Invincible Bay,Always Hapi,Sebastian The Fox,Sachem,Savvy Sovereign,Le Messager,Mr Invincible,Stelvio,Top Arctic,Mortar,Demando,Oamanikka,Friday At Five,Zazster
04-01-2023 15:27:54.324546,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.372222222222223)","(3.1, 3.4, 3.416265060240964)","(15.0, 22.0, 21.285714285714285)","(15.0, 17.5, 16.785714285714285)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.666666666666664)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 57.5)","(51.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:27:55.822891,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.372222222222223)","(3.0, 3.45, 3.416265060240964)","(15.0, 22.0, 21.285714285714285)","(15.0, 17.5, 16.970588235294116)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(51.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:27:57.384126,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.416265060240964)","(15.0, 22.0, 21.285714285714285)","(15.0, 17.5, 16.970588235294116)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(51.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:27:58.861769,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.416265060240964)","(15.0, 22.0, 21.285714285714285)","(15.0, 17.5, 16.970588235294116)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(51.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:00.380575,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.434090909090909)","(15.0, 22.0, 21.285714285714285)","(15.0, 17.5, 16.970588235294116)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(51.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:01.935780,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.434090909090909)","(15.0, 22.0, 21.285714285714285)","(17.0, 17.5, 16.970588235294116)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:03.532793,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4394736842105265)","(15.0, 22.0, 21.285714285714285)","(17.0, 17.5, 16.785714285714285)","(21.0, 25.0, 22.105263157894736)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:05.074973,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4394736842105265)","(15.0, 22.0, 21.285714285714285)","(17.0, 17.5, 16.785714285714285)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:06.680536,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4394736842105265)","(15.0, 22.0, 21.285714285714285)","(17.0, 17.5, 16.634615384615383)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.01)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:08.191260,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 17.5, 17.363636363636363)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.903478260869566)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:09.783098,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 18.5, 17.363636363636363)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.903478260869566)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:11.300377,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 18.5, 17.363636363636363)","(21.0, 25.0, 22.25)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.903478260869566)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:12.864164,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.710526315789474)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 18.0, 16.875)","(21.0, 25.0, 21.956521739130434)","(31.0, 50.0, 48.90909090909091)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.903478260869566)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:14.397528,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 18.0, 17.25)","(21.0, 25.0, 21.705882352941178)","(31.0, 50.0, 43.333333333333336)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:15.939981,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(17.0, 18.0, 17.25)","(21.0, 25.0, 22.647058823529413)","(31.0, 50.0, 43.333333333333336)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:17.443137,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(16.0, 18.0, 17.833333333333332)","(21.0, 25.0, 22.333333333333332)","(31.0, 50.0, 43.333333333333336)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:19.010909,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(16.0, 18.5, 17.423076923076923)","(21.0, 25.0, 22.333333333333332)","(31.0, 50.0, 46.25)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:20.461275,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4372727272727275)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.423076923076923)","(19.0, 25.0, 22.333333333333332)","(31.0, 65.0, 46.25)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:21.971288,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4364077669902913)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.423076923076923)","(19.0, 25.0, 20.625)","(31.0, 65.0, 46.666666666666664)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:23.512180,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4364077669902913)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.423076923076923)","(19.0, 25.0, 20.444444444444443)","(31.0, 60.0, 46.666666666666664)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:25.048423,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4364077669902913)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.444444444444443)","(31.0, 60.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 61.666666666666664)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 404.0)"
04-01-2023 15:28:26.654528,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.727272727272727)","(31.0, 55.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:28.161188,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.727272727272727)","(31.0, 55.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:29.740781,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.7)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.727272727272727)","(31.0, 55.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 9.864814814814816)","(51.0, 65.0, 62.5)","(41.0, 60.0, 56.92307692307692)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:31.288599,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.571428571428571)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.727272727272727)","(31.0, 55.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.157894736842104)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:32.869740,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.571428571428571)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 20.727272727272727)","(31.0, 55.0, 45.625)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:34.473471,"(7.5, 11.0, 10.633333333333333)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.571428571428571)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4388)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 24.0, 21.0)","(31.0, 55.0, 47.5)","(51.0, 80.0, 75.0)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 320.0)"
04-01-2023 15:28:36.007833,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 17.566666666666666)","(19.0, 23.0, 22.0)","(31.0, 50.0, 55.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.157894736842104)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:37.524661,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 24.0, 20.85)","(31.0, 60.0, 55.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:39.125202,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 24.0, 21.6)","(31.0, 60.0, 55.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:40.602067,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.541666666666668)","(31.0, 60.0, 50.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:42.100664,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.541666666666668)","(31.0, 60.0, 50.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:43.673719,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.609756097560975)","(4.4, 5.4, 5.358333333333333)","(3.0, 3.45, 3.4470873786407767)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.541666666666668)","(31.0, 60.0, 50.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:45.190334,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.208333333333334)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.472108843537415)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.5)","(31.0, 60.0, 49.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:46.713957,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.208333333333334)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4715277777777778)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.5)","(31.0, 55.0, 49.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:48.210928,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4715277777777778)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.333333333333332)","(19.0, 23.0, 21.5)","(31.0, 55.0, 47.5)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:49.782584,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4741007194244604)","(15.0, 22.0, 21.285714285714285)","(15.0, 18.5, 18.927083333333332)","(19.0, 23.0, 21.5)","(31.0, 55.0, 47.5)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:51.273453,"(7.5, 11.0, 10.6)","(31.0, 50.0, 48.0)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.472535211267606)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.927083333333332)","(19.0, 23.0, 21.5)","(31.0, 55.0, 47.5)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:52.748710,"(7.5, 11.0, 10.6)","(31.0, 50.0, 50.5)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.442553191489362)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.931372549019606)","(19.0, 23.0, 21.5)","(31.0, 55.0, 43.75)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:54.263595,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.442553191489362)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.931372549019606)","(19.0, 23.0, 21.846153846153847)","(31.0, 55.0, 43.75)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:55.848899,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.4691666666666667)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.931372549019606)","(19.0, 23.0, 21.846153846153847)","(31.0, 55.0, 43.75)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 293.3333333333333)"
04-01-2023 15:28:57.362291,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4669354838709676)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.931372549019606)","(19.0, 23.0, 21.846153846153847)","(31.0, 55.0, 41.666666666666664)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:28:58.877109,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 13.0, 12.080645161290322)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4669354838709676)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 18.931372549019606)","(19.0, 23.0, 21.846153846153847)","(31.0, 50.0, 41.666666666666664)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:00.394356,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 13.0, 12.071428571428571)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.44625)","(15.0, 22.0, 21.285714285714285)","(15.0, 19.0, 19.875)","(19.0, 23.0, 23.333333333333332)","(31.0, 50.0, 41.666666666666664)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:01.895922,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.5, 12.071428571428571)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.44625)","(15.0, 22.0, 21.285714285714285)","(15.0, 21.0, 19.875)","(19.0, 25.0, 23.333333333333332)","(31.0, 50.0, 41.111111111111114)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:03.471919,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.5, 12.071428571428571)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.44625)","(15.0, 22.0, 21.285714285714285)","(15.0, 21.0, 19.875)","(19.0, 25.0, 23.333333333333332)","(31.0, 50.0, 41.111111111111114)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:05.068724,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.5, 12.071428571428571)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.45, 3.47109375)","(15.0, 22.0, 21.285714285714285)","(15.0, 21.0, 19.875)","(19.0, 25.0, 22.666666666666668)","(31.0, 50.0, 41.111111111111114)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:06.522475,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.5, 11.923076923076923)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4643478260869567)","(15.0, 22.0, 21.258064516129032)","(15.0, 21.0, 19.875)","(19.0, 26.0, 23.333333333333332)","(31.0, 50.0, 41.111111111111114)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:08.096583,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.0, 11.923076923076923)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.4643478260869567)","(15.0, 22.0, 21.258064516129032)","(15.0, 21.0, 19.875)","(19.0, 25.0, 23.333333333333332)","(31.0, 50.0, 44.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
04-01-2023 15:29:09.575558,"(7.5, 11.0, 10.6)","(31.0, 55.0, 50.5)","(8.0, 12.0, 11.923076923076923)","(4.4, 5.4, 5.358333333333333)","(3.1, 3.5, 3.442045454545455)","(15.0, 22.0, 21.258064516129032)","(15.0, 21.0, 19.782608695652172)","(19.0, 25.0, 23.2)","(31.0, 48.0, 44.0)","(51.0, 80.0, 72.5)","(7.5, 10.5, 10.130434782608695)","(51.0, 65.0, 62.5)","(41.0, 60.0, 55.294117647058826)","(101.0, 540.0, 350.0)"
