,Rocky Banner,Wham Bam Kent,Nobu Lad,Aeroplane Wish,Ebby Justice,Mr Sizzler,Misled,Black Onyx Mae
09-01-2023 16:22:11.775791,"(2.15, 2.32, 2.2479999999999998)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.85714285714286)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:12.923049,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.85714285714286)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:14.077193,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:15.234414,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:16.406688,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:17.574185,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.23076923076923)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:18.772869,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.23076923076923)","(41.0, 250.0, 214.66666666666669)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:19.962478,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 250.0, 198.0)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 13.5)"
09-01-2023 16:22:21.209141,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 230.0, 181.33333333333334)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:22.427167,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.23076923076923)","(41.0, 210.0, 164.66666666666666)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:23.600498,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.23076923076923)","(41.0, 190.0, 164.66666666666666)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:24.804222,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 180.0, 109.0)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:25.934813,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 180.0, 139.66666666666666)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:27.020614,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 160.0, 78.66666666666666)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:28.170752,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 160.0, 114.66666666666667)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:29.327883,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 130.0, 98.0)","(5.0, 7.2, 6.818181818181818)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:30.522945,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 32.0, 17.77777777777778)","(41.0, 110.0, 63.714285714285715)","(5.0, 7.2, 6.7846153846153845)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:31.736559,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 110.0, 59.17647058823529)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.25)"
09-01-2023 16:22:32.855075,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 110.0, 59.17647058823529)","(5.0, 7.4, 6.6)","(7.5, 18.0, 13.833333333333334)"
09-01-2023 16:22:33.963566,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 110.0, 72.44444444444444)","(5.0, 7.4, 6.6)","(7.5, 18.0, 13.833333333333334)"
09-01-2023 16:22:35.003471,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 100.0, 73.625)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:36.031956,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 73.625)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:37.162955,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:38.355585,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:39.551343,"(2.15, 2.32, 2.256)","(9.0, 14.5, 11.381818181818181)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:40.747325,"(2.15, 2.32, 2.2479999999999998)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:41.884037,"(2.15, 2.32, 2.2479999999999998)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:43.042138,"(2.15, 2.32, 2.2479999999999998)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 14.666666666666666)"
09-01-2023 16:22:44.228223,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.0, 15.75)"
09-01-2023 16:22:45.326394,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:46.438145,"(2.15, 2.32, 2.256)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:47.500643,"(2.15, 2.32, 2.256)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:48.550353,"(2.15, 2.32, 2.256)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:49.629977,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.6)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:50.737238,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.768421052631579)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:51.823092,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.768421052631579)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:52.928278,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.768421052631579)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:54.056178,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.594444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.800000000000001)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:55.113484,"(2.15, 2.32, 2.261052631578947)","(9.0, 14.5, 12.594444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.878260869565218)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:56.119604,"(2.15, 2.32, 2.230909090909091)","(9.0, 14.5, 12.594444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.878260869565218)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:57.158569,"(2.15, 2.32, 2.230909090909091)","(9.0, 14.5, 12.594444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 6.878260869565218)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:58.233344,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:22:59.283153,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:00.424573,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:01.492659,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:02.602684,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 12.866666666666667)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:03.641386,"(2.15, 2.32, 2.2181818181818183)","(9.0, 14.5, 12.594444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:04.669473,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:05.700246,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.23076923076923)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:06.757826,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:08.134703,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 20.666666666666668)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:09.447960,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 20.666666666666668)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:10.681379,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:11.818377,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:12.954356,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:14.033529,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:15.144216,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:16.252698,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:17.360732,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 66.5)","(5.0, 7.4, 7.025)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:18.500437,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.4, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:19.624469,"(2.15, 2.32, 2.230909090909091)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:20.746896,"(2.15, 2.32, 2.2553846153846155)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:21.783402,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:22.798058,"(2.15, 2.32, 2.256)","(9.0, 14.5, 10.844444444444445)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:23.854012,"(2.15, 2.32, 2.256)","(9.0, 14.0, 11.48)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:24.964127,"(2.15, 2.32, 2.261052631578947)","(9.0, 13.5, 10.511111111111111)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.8)","(14.0, 32.0, 17.77777777777778)","(41.0, 95.0, 69.66666666666666)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:26.099857,"(2.15, 2.32, 2.261052631578947)","(9.0, 13.0, 10.511111111111111)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.8)","(14.0, 32.0, 19.0)","(41.0, 95.0, 69.66666666666666)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:27.235460,"(2.15, 2.32, 2.261052631578947)","(9.0, 12.5, 10.571428571428571)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 34.0, 19.0)","(41.0, 95.0, 69.66666666666666)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:28.342012,"(2.15, 2.32, 2.261052631578947)","(9.0, 12.5, 10.475000000000001)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 34.0, 19.0)","(41.0, 95.0, 69.66666666666666)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:29.416158,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.5, 10.475000000000001)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 34.0, 19.0)","(41.0, 95.0, 69.66666666666666)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 14.375)"
09-01-2023 16:23:30.414551,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.5, 10.475000000000001)","(18.0, 60.0, 38.23529411764706)","(4.0, 7.6, 5.8)","(14.0, 34.0, 19.0)","(41.0, 95.0, 148.0)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:31.434074,"(2.15, 2.32, 2.2594594594594595)","(9.0, 12.0, 11.2)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 170.0, 125.14285714285714)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:32.419576,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 160.0, 67.47368421052632)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:33.451896,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 150.0, 67.47368421052632)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:34.507782,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 150.0, 67.47368421052632)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:35.600188,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 150.0, 79.81818181818181)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:36.658989,"(2.15, 2.32, 2.204705882352941)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 130.0, 98.0)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:37.738242,"(2.15, 2.32, 2.204705882352941)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:38.832184,"(2.15, 2.32, 2.230909090909091)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:39.955761,"(2.15, 2.32, 2.2702222222222224)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 13.916666666666666)"
09-01-2023 16:23:41.088740,"(2.15, 2.32, 2.2702222222222224)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 15.75)"
09-01-2023 16:23:42.187568,"(2.15, 2.32, 2.2702222222222224)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 15.75)"
09-01-2023 16:23:43.253175,"(2.15, 2.32, 2.2702222222222224)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.926315789473684)","(7.5, 18.5, 15.75)"
09-01-2023 16:23:44.360618,"(2.15, 2.32, 2.2702222222222224)","(9.0, 12.0, 10.707692307692307)","(18.0, 60.0, 40.266666666666666)","(4.0, 7.6, 5.98)","(14.0, 34.0, 18.0)","(41.0, 110.0, 89.42857142857143)","(5.0, 7.2, 6.828571428571429)","(7.5, 18.5, 15.75)"
