,Knight Walker,Yarraman Markle,Nightwatch Star,Gemmas Express,Lexy Can Bern,Beatboxer,Blissfull Donna,Caesars Rockstar,Neville Shannon
15-12-2022 14:41:57.006627,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.463636363636364)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 14.857142857142858)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.444444444444443)","(21.0, 50.0, 37.5)"
15-12-2022 14:41:58.094474,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.463636363636364)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 14.857142857142858)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.444444444444443)","(21.0, 50.0, 37.5)"
15-12-2022 14:41:59.147725,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.463636363636364)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 14.857142857142858)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.444444444444443)","(21.0, 50.0, 37.5)"
15-12-2022 14:42:00.182006,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.463636363636364)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 14.857142857142858)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.444444444444443)","(21.0, 50.0, 37.5)"
15-12-2022 14:42:01.218203,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.463636363636364)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 17.81818181818182)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.8)","(21.0, 50.0, 37.5)"
15-12-2022 14:42:02.249105,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.623809523809523)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 17.81818181818182)","(5.0, 7.6, 7.025925925925925)","(15.0, 30.0, 26.8)","(21.0, 50.0, 37.5)"
15-12-2022 14:42:03.281445,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.086666666666667)","(41.0, 110.0, 73.0)","(4.6, 8.0, 7.42)","(11.0, 23.0, 18.22222222222222)","(5.0, 7.6, 7.273913043478261)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:04.310449,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.5, 5.246551724137931)","(41.0, 110.0, 54.5)","(4.6, 8.0, 7.42)","(11.0, 22.0, 18.857142857142858)","(5.0, 7.4, 6.7)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:05.344766,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.5, 4.87)","(41.0, 110.0, 54.5)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 7.2, 6.891304347826087)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:06.366161,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.5, 4.87)","(41.0, 110.0, 54.5)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 7.0, 6.891304347826087)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:07.358201,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.5, 4.53139534883721)","(41.0, 110.0, 54.5)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 7.0, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:08.565840,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 95.0, 75.33333333333334)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:09.613598,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 95.0, 75.33333333333334)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:10.622381,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:11.674868,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:12.717394,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:13.762197,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:14.783511,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:15.937859,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:16.991170,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 63.0)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.608333333333333)","(15.0, 30.0, 26.8)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:18.218342,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 72.66666666666666)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 27.866666666666667)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:19.264138,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 72.66666666666666)","(4.6, 8.0, 7.42)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:20.306935,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.171428571428571)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:21.302105,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.171428571428571)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:22.410269,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.171428571428571)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:23.412940,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.171428571428571)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:24.452484,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.466666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:25.565903,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.466666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:26.647667,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.08)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 7.466666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:27.686006,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.721739130434782)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.966666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:28.714809,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.3428571428571425)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:29.788514,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.0)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:30.861170,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.0)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:31.881208,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.0)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:32.985071,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:34.015544,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:35.019868,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:36.065282,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:37.095577,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:38.171784,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.333333333333333)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:39.233593,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 78.44444444444444)","(4.6, 8.0, 6.5)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 5.966666666666667)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:40.365416,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 5.232142857142858)","(41.0, 90.0, 79.6)","(4.6, 8.0, 6.0)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.6, 5.75)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:41.429562,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.8, 5.05)","(2.9, 5.4, 4.25)","(41.0, 90.0, 79.6)","(4.6, 8.0, 6.0)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.257142857142857)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:42.429687,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.2, 4.6)","(2.9, 5.3, 3.588888888888889)","(41.0, 90.0, 79.6)","(4.6, 7.6, 7.1)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.257142857142857)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:43.551841,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.1, 3.7666666666666666)","(41.0, 90.0, 80.0)","(4.6, 8.0, 7.1571428571428575)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:44.744181,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.1, 3.7666666666666666)","(41.0, 90.0, 75.71428571428572)","(4.6, 8.4, 6.308333333333334)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:45.780786,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.1, 4.1)","(41.0, 90.0, 75.71428571428572)","(4.6, 8.0, 6.308333333333334)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:46.851373,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 8.0, 7.366666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 22.25)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:47.941321,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 7.8, 7.366666666666667)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 27.0)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:49.268912,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 27.0)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:50.392042,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 27.0)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:51.501180,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 27.0)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:52.616777,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 4.833333333333333)","(2.9, 5.2, 3.8000000000000003)","(41.0, 90.0, 75.71428571428572)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.666666666666668)","(5.0, 6.8, 6.285714285714286)","(15.0, 30.0, 27.0)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:53.777081,"(15.0, 30.0, 25.166666666666664)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.8500000000000005)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 6.6)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:54.964784,"(15.0, 30.0, 24.4)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.8500000000000005)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:56.096536,"(15.0, 30.0, 24.4)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 3.8333333333333335)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:57.387864,"(15.0, 30.0, 24.4)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 3.8333333333333335)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:58.504837,"(15.0, 30.0, 24.4)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:42:59.597355,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:00.715925,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:01.863639,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:03.080383,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 5.046666666666666)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.949999999999999)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:04.252755,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 6.233333333333333)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:05.403918,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 6.233333333333333)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:06.544074,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:07.710315,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:08.859510,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:09.953681,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.914285714285715)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:11.121198,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 7.133333333333333)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:12.391102,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.8)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:13.678453,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.8)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:15.089144,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.8)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:16.491472,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 6.8)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.272727272727273)","(21.0, 50.0, 33.333333333333336)"
15-12-2022 14:43:17.744765,"(15.0, 30.0, 26.88888888888889)","(3.8, 5.1, 4.766666666666667)","(2.9, 5.2, 4.569230769230769)","(41.0, 90.0, 58.0)","(4.6, 7.6, 7.09090909090909)","(11.0, 21.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(15.0, 30.0, 27.5)","(21.0, 50.0, 33.333333333333336)"
