,Knight Walker,Yarraman Markle,Nightwatch Star,Gemmas Express,Lexy Can Bern,Beatboxer,Blissfull Donna,Caesars Rockstar,Neville Shannon
15-12-2022 14:36:06.465772,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 160.0, 58.54545454545455)","(4.6, 5.8, 5.75)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.2, 6.3)","(15.0, 40.0, 21.090909090909093)","(21.0, 65.0, 47.8)"
15-12-2022 14:36:07.591522,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 160.0, 58.54545454545455)","(4.6, 5.8, 5.652631578947368)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.2, 6.3)","(15.0, 40.0, 21.090909090909093)","(21.0, 65.0, 47.8)"
15-12-2022 14:36:08.753004,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 160.0, 58.54545454545455)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.2, 6.3)","(15.0, 40.0, 21.090909090909093)","(21.0, 65.0, 47.8)"
15-12-2022 14:36:09.893432,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 160.0, 58.54545454545455)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.2, 6.3)","(15.0, 40.0, 21.090909090909093)","(21.0, 65.0, 47.8)"
15-12-2022 14:36:11.055345,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 160.0, 68.57142857142857)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.2, 5.0)","(15.0, 40.0, 28.4)","(21.0, 65.0, 44.8)"
15-12-2022 14:36:12.239715,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 5.0)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:13.357897,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 5.0)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:14.504323,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 4.91578947368421)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 5.0)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:15.628242,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 5.0)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:16.738563,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 5.0)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:17.798433,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 6.875)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:18.849640,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 6.875)","(15.0, 38.0, 24.285714285714285)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:19.902096,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 6.875)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:20.929170,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 6.875)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:22.006696,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:23.072381,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.8, 5.041666666666667)","(11.0, 23.0, 15.666666666666668)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:24.180929,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.7, 5.0)","(11.0, 23.0, 19.700000000000003)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:25.185727,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 4.916666666666667)","(11.0, 23.0, 19.700000000000003)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:26.218326,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 4.875)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:27.291426,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.300000000000001)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:28.422197,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.241666666666667)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:29.487110,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.3, 4.833333333333333)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:30.574958,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.3, 5.0040000000000004)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:31.686423,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.2, 4.976)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:32.806914,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.2, 5.026315789473684)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:33.930407,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.1, 5.026315789473684)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:35.128063,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 3.4166666666666665)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.1, 4.976)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:36.283296,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.8, 3.8333333333333335)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.2, 5.048)","(11.0, 23.0, 15.125)","(5.0, 8.0, 7.640000000000001)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:37.405078,"(15.0, 34.0, 17.285714285714285)","(3.8, 5.8, 5.604761904761904)","(2.9, 5.5, 4.2)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.3, 4.6)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:38.580257,"(15.0, 34.0, 22.3)","(3.8, 5.8, 5.0)","(2.9, 5.7, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.3, 4.6125)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:39.711856,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.334883720930232)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:40.816066,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.334883720930232)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:41.961821,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.3, 4.6125)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:43.044432,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 4.6125)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:44.137069,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 4.6125)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:45.209040,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 4.625)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:46.275416,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.35)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:47.387450,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.4, 5.15)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:48.440912,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 5.15)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:49.485909,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 5.15)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 5.8125)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:50.601032,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 5.15)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:51.695958,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.742857142857143)","(41.0, 150.0, 68.57142857142857)","(4.6, 5.5, 7.640000000000001)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:52.810224,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 4.733333333333333)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.4, 7.15)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:54.000530,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.5, 4.666666666666667)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.0, 8.5875)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:55.107135,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.5, 4.666666666666667)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.0, 8.6125)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:56.248383,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.5, 4.666666666666667)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.0, 6.05)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.409090909090909)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:57.423733,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.5, 4.666666666666667)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.4, 6.05)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.0)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:58.654330,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.6933333333333334)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.4, 8.33157894736842)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.5)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:36:59.875586,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.6933333333333334)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.2, 8.644444444444446)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.5)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:01.017012,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.6933333333333334)","(41.0, 150.0, 68.57142857142857)","(4.6, 9.4, 8.644444444444446)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.5)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:02.129555,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.6933333333333334)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.4, 6.76)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 6.5)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:03.301929,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.6933333333333334)","(41.0, 150.0, 68.57142857142857)","(4.6, 7.0, 6.76)","(11.0, 23.0, 17.272727272727273)","(5.0, 8.0, 7.375)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:04.378373,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.611764705882353)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.6, 6.4)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.8, 7.375)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:05.495516,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.611764705882353)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.6, 6.5)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.8, 6.266666666666667)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:06.572552,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.611764705882353)","(41.0, 150.0, 68.57142857142857)","(4.6, 7.0, 6.76)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 6.266666666666667)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:07.674355,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.611764705882353)","(41.0, 150.0, 68.57142857142857)","(4.6, 6.4, 6.34)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 6.266666666666667)","(15.0, 38.0, 23.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:08.745024,"(15.0, 34.0, 25.0)","(3.8, 5.8, 5.0)","(2.9, 5.6, 3.611764705882353)","(41.0, 150.0, 68.57142857142857)","(4.6, 7.0, 6.67)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 38.0, 27.200000000000003)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:09.814295,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.5, 4.666666666666667)","(41.0, 140.0, 65.71428571428572)","(4.6, 6.4, 6.1)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 36.0, 23.42857142857143)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:10.866647,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 130.0, 83.0)","(4.6, 6.2, 6.050000000000001)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 36.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:11.935751,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:13.010381,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 5.9)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:14.062873,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.0, 5.9)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:15.136170,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.0, 6.25)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:16.220296,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:17.329363,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 22.57142857142857)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:18.434847,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:19.593740,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:20.753956,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:21.928240,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.4, 6.19)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:23.164855,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 5.9, 5.847368421052632)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:24.340110,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 5.9, 5.847368421052632)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:25.515908,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 5.9, 5.794736842105263)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:26.648060,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 5.9, 5.36)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:27.775533,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 6.2, 5.21)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
15-12-2022 14:37:28.872255,"(15.0, 34.0, 25.0)","(3.8, 5.8, 4.825)","(2.9, 5.4, 4.2)","(41.0, 120.0, 78.0)","(4.6, 5.7, 5.21)","(11.0, 23.0, 17.272727272727273)","(5.0, 7.6, 5.385714285714285)","(15.0, 34.0, 26.0)","(21.0, 60.0, 38.285714285714285)"
