,Fools Mirage,Cat Named Hercules,Homegrown Legend,Prince Carolina J,Forever Indian,Eura Bunny Boy,Charm The Ladies
08-12-2022 12:48:57.418372,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.33333333333333)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:48:58.802189,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.33333333333333)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:00.110595,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.33333333333333)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:01.390548,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:02.500444,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:03.768470,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:05.018301,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:06.288495,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.64)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:07.454594,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 19.17142857142857)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:08.680468,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 50.75)","(4.2, 4.8, 4.55)","(10.0, 23.0, 19.17142857142857)","(21.0, 40.0, 35.5)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:09.958775,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 65.42857142857143)","(4.2, 4.8, 4.55)","(10.0, 23.0, 19.7)","(21.0, 40.0, 37.75)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:11.193983,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 19.17142857142857)","(21.0, 40.0, 38.0)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:12.383164,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 19.17142857142857)","(21.0, 40.0, 38.0)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:13.413106,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.8)","(21.0, 40.0, 38.0)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:14.479946,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 17.8)","(21.0, 40.0, 38.0)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:15.653875,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 16.75)","(21.0, 40.0, 38.0)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:17.580799,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 39.66666666666667)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.22222222222222)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:18.842348,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:20.058251,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2199999999999998)"
08-12-2022 12:49:21.291910,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:22.426101,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:23.647673,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:24.831392,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.2114285714285713)"
08-12-2022 12:49:26.092323,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.4)","(2.9, 3.4, 3.205)"
08-12-2022 12:49:27.603755,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:28.948450,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:30.191924,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:31.499357,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:32.776513,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.55)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:34.012563,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.215)"
08-12-2022 12:49:35.211316,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.215)"
08-12-2022 12:49:36.448340,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.215)"
08-12-2022 12:49:37.666787,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.215)"
08-12-2022 12:49:38.837399,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.0)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:40.104599,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:41.216337,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:42.411974,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6571428571428575)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:43.567713,"(2.35, 3.0, 2.9485714285714284)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.2, 4.8, 4.6)","(10.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(2.9, 3.45, 3.205)"
08-12-2022 12:49:45.096589,"(2.35, 3.0, 2.9175)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.6)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(3.0, 3.45, 3.205)"
08-12-2022 12:49:46.469631,"(2.35, 3.0, 2.9175)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.6)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(3.0, 3.45, 3.205)"
08-12-2022 12:49:47.727589,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.6)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(3.0, 3.45, 3.205)"
08-12-2022 12:49:49.112551,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.6)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(3.0, 3.45, 3.205)"
08-12-2022 12:49:50.225738,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.569230769230769)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 34.333333333333336)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:51.485608,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:52.932633,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:54.057914,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:55.200878,"(2.35, 3.0, 2.88)","(41.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:56.264409,"(2.35, 3.0, 2.88)","(41.0, 980.0, 514.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.205)"
08-12-2022 12:49:57.481744,"(2.35, 3.0, 2.88)","(41.0, 980.0, 514.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:49:58.735933,"(2.35, 3.0, 2.88)","(41.0, 980.0, 514.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.205)"
08-12-2022 12:50:00.002090,"(2.35, 3.0, 2.88)","(41.0, 980.0, 514.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.205)"
08-12-2022 12:50:01.126870,"(2.4, 3.0, 2.88)","(41.0, 980.0, 514.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.205)"
08-12-2022 12:50:02.286549,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:03.511311,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:04.699356,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 31.0)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:06.203029,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.442857142857143)","(11.0, 23.0, 20.916666666666668)","(21.0, 40.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:07.397364,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.607692307692307)","(11.0, 23.0, 19.42857142857143)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:08.574875,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 17.72)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:09.818064,"(2.4, 3.0, 2.835)","(41.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:11.100949,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:12.386330,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:13.744619,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:15.183066,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:16.506104,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:17.901246,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:19.292536,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:20.715030,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:22.232351,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:23.642590,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.621428571428571)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:25.142133,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.8, 4.489473684210527)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:26.538490,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.7, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:27.714410,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:28.974018,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:30.266715,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:31.564591,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:32.823478,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:34.084666,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.507692307692308)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:35.344730,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 16.5)","(21.0, 50.0, 36.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:36.652370,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 16.5)","(21.0, 50.0, 49.8)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:37.997063,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 16.5)","(21.0, 90.0, 49.8)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:39.383091,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 18.53333333333333)","(21.0, 90.0, 49.8)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:40.711274,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 17.72)","(21.0, 90.0, 49.8)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:42.083947,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 17.72)","(21.0, 90.0, 56.5)","(3.0, 3.45, 3.215)"
08-12-2022 12:50:43.375381,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 17.72)","(21.0, 90.0, 56.5)","(3.0, 3.45, 3.2214285714285715)"
08-12-2022 12:50:44.653410,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 17.8)","(21.0, 90.0, 56.5)","(3.0, 3.45, 3.2214285714285715)"
08-12-2022 12:50:45.995818,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 90.0, 54.0)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:47.338416,"(2.45, 3.0, 2.835)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 85.0, 54.0)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:48.506806,"(2.45, 3.2, 2.7927272727272725)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 85.0, 51.5)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:49.603104,"(2.45, 3.2, 2.7927272727272725)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:50.889776,"(2.45, 3.15, 2.8169999999999997)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:52.164569,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.25)"
08-12-2022 12:50:53.518974,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.119565217391304)"
08-12-2022 12:50:54.970683,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.119565217391304)"
08-12-2022 12:50:56.309973,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.119565217391304)"
08-12-2022 12:50:57.765287,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.45, 3.2249999999999996)"
08-12-2022 12:50:59.299986,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:00.889882,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:02.326705,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 360.0)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
