,Fools Mirage,Cat Named Hercules,Homegrown Legend,Prince Carolina J,Forever Indian,Eura Bunny Boy,Charm The Ladies
08-12-2022 12:51:03.721990,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:05.216958,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:06.628072,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:08.020443,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:09.385155,"(2.45, 3.15, 2.8136363636363635)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:10.682853,"(2.45, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:11.948532,"(2.45, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:13.178717,"(2.45, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:14.603403,"(2.45, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:15.940584,"(2.45, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(11.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:17.265308,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.0)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 19.75)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:18.568562,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.0)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:19.804864,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.0)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:21.021316,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:22.268149,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:23.530455,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:24.740993,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:25.897273,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 41.33333333333333)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:27.139045,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:28.354909,"(2.5, 3.15, 2.965)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 51.5)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:29.639749,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:30.839141,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:32.106493,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:33.357402,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:34.581417,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:35.829789,"(2.5, 3.1, 2.844)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:37.033814,"(2.5, 3.05, 2.8699999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:38.213122,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:39.393953,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:40.574746,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:41.816604,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:43.119340,"(2.5, 3.0, 2.8899999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:44.396348,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:45.656499,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:46.932848,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 42.66666666666667)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:48.167746,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:49.568725,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:51.041832,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:52.427756,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:53.771710,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:55.153262,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:56.436644,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:57.598540,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.2)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:51:58.898246,"(2.5, 2.98, 2.794285714285714)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:00.216255,"(2.5, 2.98, 2.88)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:01.540238,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:02.900148,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:04.325356,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:05.692730,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:06.987950,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:08.868023,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:10.308976,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:11.803640,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:13.321384,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:14.675473,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:16.039546,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:17.583294,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:18.971717,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:20.295608,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:21.561434,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:22.815116,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:24.119347,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 17.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:25.619136,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.2)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:26.918626,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:28.199163,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:29.782061,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:31.343498,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:32.744926,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:35.107259,"(2.5, 3.05, 2.915)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:36.601621,"(2.5, 3.05, 2.7958823529411765)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:37.962150,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:39.312069,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:40.707158,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:42.035885,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:43.334435,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:44.711927,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:46.147968,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:47.527097,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:48.863220,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:50.397889,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:51.733879,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:53.144624,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:54.449785,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:55.718087,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:57.047593,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 58.400000000000006)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:58.238144,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 51.75)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(21.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:52:59.467881,"(2.5, 2.98, 2.7917647058823527)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 51.75)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:00.692478,"(2.5, 2.96, 2.8)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:01.965061,"(2.5, 2.96, 2.8)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:03.228225,"(2.5, 2.96, 2.8)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:04.497410,"(2.5, 2.96, 2.8)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:05.774359,"(2.5, 2.96, 2.8)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
08-12-2022 12:53:07.075535,"(2.5, 3.0, 2.8899999999999997)","(31.0, 980.0, 358.6666666666667)","(21.0, 85.0, 40.66666666666667)","(4.0, 4.6, 4.49090909090909)","(10.0, 23.0, 18.0)","(26.0, 80.0, 52.0)","(3.0, 3.4, 3.2249999999999996)"
