,Hes Blazing,Ebony Princess,What A Stunner,On Any Day,Love Letter,Here He Comes,Tuta Panda
215,"[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 5, 241689), 6.0, 14.5]"
216,"[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 6, 393630), 6.0, 14.5]"
217,"[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 7, 528209), 6.0, 14.5]"
218,"[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 8, 672637), 6.0, 14.5]"
219,"[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 9, 840057), 6.0, 14.5]"
220,"[datetime.datetime(2022, 11, 28, 10, 32, 11, 2524), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 2524), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 3522), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 3522), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 3522), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 3522), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 11, 3522), 6.0, 14.5]"
221,"[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 12, 149759), 6.0, 14.5]"
222,"[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 13, 307530), 6.0, 14.5]"
223,"[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 14, 508478), 6.0, 14.5]"
224,"[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 15, 617929), 6.0, 14.5]"
225,"[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 3.6, 6.2]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 16, 730968), 6.0, 14.5]"
226,"[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 17, 852448), 6.0, 14.5]"
227,"[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 18, 963365), 6.0, 14.5]"
228,"[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 20, 62364), 6.0, 14.5]"
229,"[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 21, 171645), 6.0, 14.5]"
230,"[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 22, 292441), 6.0, 14.5]"
231,"[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 23, 402607), 6.0, 14.5]"
232,"[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 24, 522455), 6.0, 14.5]"
233,"[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 25, 642803), 6.0, 14.5]"
234,"[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 26, 787743), 6.0, 14.5]"
235,"[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 27, 916855), 6.0, 14.5]"
236,"[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 29, 46062), 6.0, 14.5]"
237,"[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 30, 179127), 6.0, 14.5]"
238,"[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 31, 283028), 6.0, 14.5]"
239,"[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 32, 434793), 6.0, 14.5]"
240,"[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 33, 560065), 6.0, 14.5]"
241,"[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 34, 680112), 6.0, 14.5]"
242,"[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 35, 790610), 6.0, 14.5]"
243,"[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 36, 909542), 6.0, 14.5]"
244,"[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 38, 30689), 6.0, 14.5]"
245,"[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 39, 138849), 6.0, 14.5]"
246,"[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 40, 259493), 6.0, 14.5]"
247,"[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 41, 371217), 6.0, 14.5]"
248,"[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 42, 483442), 6.0, 14.5]"
249,"[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 43, 599196), 6.0, 14.5]"
250,"[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 44, 694927), 6.0, 14.5]"
251,"[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 45, 810952), 6.0, 14.5]"
252,"[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 46, 940533), 6.0, 14.5]"
253,"[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 48, 47599), 6.0, 14.5]"
254,"[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 49, 148254), 6.0, 14.5]"
255,"[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 50, 302495), 6.0, 14.5]"
256,"[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 51, 419476), 6.0, 14.5]"
257,"[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 52, 521992), 6.0, 14.5]"
258,"[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 53, 638360), 6.0, 14.5]"
259,"[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 54, 748141), 6.0, 14.5]"
260,"[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 3.5, 6.8]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 20.0, 75.0]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 3.6, 5.4]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 10, 32, 55, 867181), 6.0, 14.5]"
