,Cawbourne Roses,We Back,Zipping Abigail,Battle Born,Coco Model,Magic Flame,Here Comes Buddy,You Know Tree
10-01-2023 19:02:56.417198,"(3.4, 4.3, 4.252631578947368)","(11.0, 14.5, 13.625)","(9.0, 12.0, 11.643835616438356)","(4.4, 6.6, 6.574999999999999)","(6.0, 7.2, 6.955555555555556)","(4.8, 5.3, 5.066666666666666)","(14.0, 25.0, 24.307692307692307)","(8.0, 17.0, 15.875)"
10-01-2023 19:02:57.610112,"(3.4, 4.3, 4.252631578947368)","(11.0, 14.5, 13.625)","(9.0, 12.0, 11.643835616438356)","(4.4, 6.6, 6.574999999999999)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.1)","(14.0, 25.0, 24.307692307692307)","(8.0, 17.0, 15.875)"
10-01-2023 19:02:58.850273,"(3.4, 4.3, 4.235714285714286)","(11.0, 14.5, 13.619047619047619)","(9.0, 12.0, 11.643835616438356)","(4.4, 6.6, 6.568421052631579)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.072727272727273)","(14.0, 25.0, 24.307692307692307)","(8.0, 16.5, 16.22222222222222)"
10-01-2023 19:03:00.135719,"(3.4, 4.3, 4.2555555555555555)","(11.0, 14.5, 13.619047619047619)","(9.0, 12.0, 11.643835616438356)","(4.4, 6.6, 6.568421052631579)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.025)","(14.0, 25.0, 24.307692307692307)","(8.0, 16.5, 16.272727272727273)"
10-01-2023 19:03:01.386483,"(3.4, 4.3, 4.271428571428571)","(11.0, 14.5, 14.178571428571429)","(9.0, 12.0, 11.71875)","(4.4, 6.6, 6.661538461538461)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.050000000000001)","(14.0, 25.0, 24.307692307692307)","(8.0, 16.5, 16.642857142857142)"
10-01-2023 19:03:02.533568,"(3.4, 4.3, 4.235714285714286)","(11.0, 14.5, 14.125)","(9.0, 12.0, 11.71875)","(4.4, 6.8, 6.661538461538461)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.188235294117647)","(14.0, 25.0, 24.307692307692307)","(8.0, 17.5, 16.547619047619047)"
10-01-2023 19:03:03.724798,"(3.4, 4.2, 4.171875)","(11.0, 14.5, 14.125)","(9.0, 12.5, 12.428571428571429)","(4.4, 6.8, 6.666666666666666)","(6.0, 7.2, 6.9)","(4.8, 5.2, 5.0200000000000005)","(14.0, 25.0, 24.307692307692307)","(8.0, 17.5, 16.547619047619047)"
10-01-2023 19:03:05.012323,"(3.4, 4.2, 4.166666666666667)","(11.0, 14.5, 14.125)","(9.0, 13.0, 12.521739130434783)","(4.4, 6.8, 6.888888888888888)","(6.0, 7.2, 6.610526315789474)","(4.8, 5.2, 5.0)","(14.0, 25.0, 24.25)","(8.0, 17.5, 17.03125)"
10-01-2023 19:03:06.296093,"(3.4, 4.2, 4.187878787878788)","(11.0, 14.5, 14.178571428571429)","(9.0, 13.0, 12.695652173913043)","(4.4, 7.2, 7.090909090909091)","(6.0, 6.8, 6.630769230769231)","(4.8, 5.1, 5.218181818181818)","(14.0, 25.0, 27.25)","(8.0, 17.5, 13.7)"
10-01-2023 19:03:07.705990,"(3.4, 4.3, 4.2375)","(11.0, 14.5, 14.178571428571429)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.090909090909091)","(6.0, 6.8, 6.606896551724138)","(4.8, 5.3, 5.183333333333334)","(14.0, 29.0, 26.909090909090907)","(8.0, 14.0, 13.3)"
10-01-2023 19:03:09.264473,"(3.4, 4.3, 4.25)","(11.0, 14.5, 14.125)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.05)","(6.0, 6.8, 6.606896551724138)","(4.8, 5.3, 5.183333333333334)","(14.0, 28.0, 24.647058823529413)","(8.0, 14.0, 14.5)"
10-01-2023 19:03:10.745338,"(3.4, 4.3, 4.252631578947368)","(11.0, 14.5, 14.155172413793103)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.133333333333334)","(6.0, 6.8, 6.606896551724138)","(4.8, 5.3, 5.1)","(14.0, 27.0, 24.647058823529413)","(8.5, 15.5, 14.078947368421053)"
10-01-2023 19:03:12.053844,"(3.4, 4.3, 4.252631578947368)","(11.0, 14.5, 14.1)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.133333333333334)","(6.0, 6.8, 6.630769230769231)","(4.8, 5.3, 5.14)","(14.0, 27.0, 24.647058823529413)","(8.5, 15.5, 14.642857142857142)"
10-01-2023 19:03:13.373858,"(3.4, 4.3, 4.252631578947368)","(11.0, 14.5, 14.375)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.1571428571428575)","(6.0, 6.8, 6.630769230769231)","(4.8, 5.3, 5.14)","(14.0, 27.0, 23.42105263157895)","(8.5, 15.5, 14.078947368421053)"
10-01-2023 19:03:14.691957,"(3.4, 4.3, 4.252631578947368)","(11.0, 15.0, 14.23076923076923)","(9.0, 13.0, 12.681818181818182)","(4.4, 7.2, 7.1571428571428575)","(6.0, 6.8, 6.630769230769231)","(4.8, 5.3, 5.00909090909091)","(14.0, 25.0, 23.42105263157895)","(8.5, 15.5, 14.568965517241379)"
10-01-2023 19:03:16.005841,"(3.4, 4.3, 4.252631578947368)","(11.0, 15.0, 14.375)","(9.0, 13.0, 11.416666666666666)","(4.4, 7.2, 7.125)","(6.0, 6.8, 6.606896551724138)","(4.8, 5.3, 5.0)","(14.0, 25.0, 23.227272727272727)","(8.5, 15.5, 15.0)"
10-01-2023 19:03:17.468633,"(3.5, 4.3, 4.28)","(11.0, 15.0, 14.428571428571429)","(8.5, 11.5, 11.406976744186046)","(4.6, 7.2, 7.266666666666667)","(6.0, 6.8, 6.614285714285715)","(4.4, 5.3, 5.129411764705883)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.5, 15.0)"
10-01-2023 19:03:18.944652,"(3.5, 4.3, 4.28)","(11.0, 15.0, 14.428571428571429)","(8.5, 11.5, 11.454545454545455)","(4.6, 7.4, 7.4)","(6.0, 6.8, 6.614285714285715)","(4.4, 5.2, 5.054545454545455)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.5, 14.435483870967742)"
10-01-2023 19:03:20.165704,"(3.5, 4.3, 4.264)","(11.0, 15.0, 13.76086956521739)","(8.5, 11.5, 11.454545454545455)","(4.6, 7.6, 7.5)","(6.0, 6.8, 6.769230769230769)","(4.4, 5.2, 4.933333333333334)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.5, 13.90909090909091)"
10-01-2023 19:03:21.349108,"(3.5, 4.3, 4.242222222222222)","(11.0, 15.0, 13.767857142857142)","(8.5, 12.0, 11.181818181818182)","(4.6, 7.6, 7.5600000000000005)","(6.0, 7.0, 6.742857142857143)","(4.4, 5.2, 4.933333333333334)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.0, 14.444444444444445)"
10-01-2023 19:03:22.623020,"(3.5, 4.2, 4.141935483870968)","(11.0, 15.0, 13.8)","(8.5, 11.5, 11.181818181818182)","(4.6, 7.8, 7.711111111111111)","(6.0, 7.0, 6.781818181818181)","(4.4, 5.2, 4.953846153846154)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.0, 14.473684210526315)"
10-01-2023 19:03:23.950285,"(3.5, 4.2, 4.1923076923076925)","(11.0, 15.0, 13.8)","(8.5, 11.0, 10.681818181818182)","(4.6, 7.8, 7.666666666666667)","(6.0, 7.0, 6.781818181818181)","(4.4, 5.2, 4.953846153846154)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 19:03:25.249307,"(3.5, 4.2, 4.1923076923076925)","(11.0, 15.0, 13.571428571428571)","(8.5, 11.0, 10.708333333333334)","(4.6, 7.8, 7.633333333333334)","(6.0, 7.0, 6.84)","(4.4, 5.2, 4.844444444444444)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 19:03:26.527415,"(3.5, 4.2, 4.15)","(11.0, 15.0, 13.571428571428571)","(8.5, 11.0, 11.23469387755102)","(4.6, 7.8, 7.72)","(6.0, 7.0, 6.8769230769230765)","(4.4, 5.2, 4.953846153846154)","(15.0, 25.0, 23.42105263157895)","(9.0, 15.0, 14.3125)"
10-01-2023 19:03:27.720004,"(3.5, 4.2, 4.183333333333334)","(11.0, 15.0, 13.8)","(8.5, 11.5, 11.23469387755102)","(4.6, 7.8, 7.763636363636364)","(6.0, 7.0, 6.8)","(4.4, 5.2, 4.933333333333334)","(15.0, 25.0, 23.42105263157895)","(9.0, 14.5, 14.161290322580644)"
10-01-2023 19:03:28.968601,"(3.5, 4.3, 4.231034482758621)","(11.0, 15.0, 13.8)","(8.5, 11.5, 11.254716981132075)","(4.6, 7.8, 7.725925925925926)","(6.0, 7.0, 6.8769230769230765)","(4.4, 5.2, 4.844444444444444)","(15.0, 25.0, 23.42105263157895)","(9.0, 14.5, 14.384615384615385)"
10-01-2023 19:03:30.223188,"(3.5, 4.3, 4.227777777777778)","(11.0, 15.0, 14.333333333333334)","(8.5, 11.5, 11.254716981132075)","(4.6, 7.8, 7.725925925925926)","(6.0, 7.0, 6.8769230769230765)","(4.4, 5.2, 5.04)","(15.0, 25.0, 23.42105263157895)","(9.0, 14.5, 14.548387096774194)"
10-01-2023 19:03:31.483603,"(3.5, 4.3, 4.227777777777778)","(11.0, 14.0, 13.714285714285714)","(8.5, 11.5, 11.254716981132075)","(4.6, 7.8, 7.766666666666667)","(6.0, 7.0, 6.8)","(4.4, 5.2, 4.822222222222222)","(15.0, 25.0, 23.307692307692307)","(9.0, 15.0, 14.655172413793103)"
10-01-2023 19:03:32.771767,"(3.5, 4.3, 4.239393939393939)","(11.0, 14.5, 14.4)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.766666666666667)","(6.0, 7.0, 6.8)","(4.4, 5.2, 4.981081081081081)","(15.0, 25.0, 24.333333333333332)","(9.0, 15.0, 14.655172413793103)"
10-01-2023 19:03:34.047009,"(3.5, 4.3, 4.239393939393939)","(11.0, 14.5, 14.4)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.725925925925926)","(6.0, 7.0, 6.8769230769230765)","(4.4, 5.1, 4.951612903225806)","(15.0, 25.0, 23.166666666666668)","(9.0, 15.0, 14.411764705882353)"
10-01-2023 19:03:35.247607,"(3.5, 4.3, 4.239393939393939)","(11.0, 14.5, 14.4)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.725925925925926)","(6.0, 7.0, 6.8769230769230765)","(4.4, 5.0, 4.88)","(15.0, 24.0, 23.166666666666668)","(9.0, 15.0, 14.411764705882353)"
10-01-2023 19:03:36.356940,"(3.5, 4.3, 4.25)","(11.0, 14.5, 13.735294117647058)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.766666666666667)","(6.0, 7.0, 6.8)","(4.4, 5.0, 4.82)","(15.0, 24.0, 23.166666666666668)","(9.0, 15.0, 14.655172413793103)"
10-01-2023 19:03:37.531164,"(3.5, 4.3, 4.238095238095238)","(11.0, 14.5, 13.785714285714286)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.766666666666667)","(6.0, 7.0, 6.808)","(4.4, 5.0, 4.82)","(15.0, 24.0, 23.166666666666668)","(9.0, 15.0, 14.2)"
10-01-2023 19:03:38.714193,"(3.5, 4.3, 4.22)","(11.0, 14.5, 13.75)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.6571428571428575)","(6.0, 7.0, 6.84)","(4.4, 5.0, 4.82)","(15.0, 24.0, 23.166666666666668)","(9.0, 14.5, 14.028571428571428)"
10-01-2023 19:03:39.923376,"(3.5, 4.3, 4.238095238095238)","(11.0, 14.5, 13.75)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.728571428571429)","(6.0, 7.0, 6.84)","(4.4, 5.0, 4.82)","(15.0, 24.0, 23.166666666666668)","(9.0, 14.5, 14.1)"
10-01-2023 19:03:41.157787,"(3.5, 4.3, 4.234999999999999)","(11.0, 14.5, 14.3)","(8.5, 11.5, 11.254716981132075)","(4.8, 7.8, 7.773333333333333)","(6.0, 7.0, 6.936)","(4.4, 5.0, 4.877777777777778)","(15.0, 24.0, 23.166666666666668)","(9.0, 14.5, 14.033333333333333)"
10-01-2023 19:03:42.560613,"(3.5, 4.3, 4.231428571428571)","(11.0, 14.5, 14.166666666666666)","(8.5, 11.5, 11.23469387755102)","(4.8, 7.8, 7.728571428571429)","(6.0, 7.0, 6.936)","(4.4, 4.9, 4.938095238095238)","(15.0, 24.0, 23.047619047619047)","(9.0, 14.5, 14.033333333333333)"
10-01-2023 19:03:44.428594,"(3.5, 4.3, 4.212195121951219)","(11.0, 14.5, 14.357142857142858)","(8.5, 11.5, 11.23469387755102)","(4.8, 7.8, 7.758333333333333)","(6.0, 7.0, 6.9)","(4.4, 5.0, 5.071428571428571)","(15.0, 24.0, 23.047619047619047)","(9.0, 14.5, 14.3)"
10-01-2023 19:03:45.643625,"(3.5, 4.3, 4.212195121951219)","(11.0, 14.5, 14.357142857142858)","(8.5, 11.5, 11.26595744680851)","(4.8, 7.8, 7.75)","(6.0, 7.0, 6.859999999999999)","(4.4, 5.2, 5.12)","(15.0, 24.0, 23.047619047619047)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:46.906735,"(3.5, 4.3, 4.212195121951219)","(11.0, 14.5, 14.071428571428571)","(8.5, 11.5, 11.25)","(4.8, 7.8, 7.776470588235294)","(6.0, 7.0, 6.859999999999999)","(4.4, 5.2, 5.12)","(15.0, 24.0, 23.047619047619047)","(9.0, 14.5, 14.22)"
10-01-2023 19:03:48.178600,"(3.5, 4.3, 4.211627906976744)","(11.0, 14.5, 14.3)","(8.5, 11.5, 11.25)","(4.8, 7.8, 7.778947368421052)","(6.0, 7.0, 6.847619047619047)","(4.4, 5.2, 5.12)","(15.0, 24.0, 22.75)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:49.455699,"(3.5, 4.3, 4.211627906976744)","(11.0, 14.5, 14.318181818181818)","(8.5, 11.5, 11.233333333333334)","(4.8, 7.8, 7.754545454545454)","(6.0, 7.0, 6.847619047619047)","(4.4, 5.2, 5.109090909090909)","(15.0, 23.0, 22.636363636363637)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:50.706919,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.1)","(8.5, 11.5, 11.233333333333334)","(4.8, 7.8, 7.883333333333333)","(6.0, 7.0, 6.888888888888888)","(4.4, 5.2, 5.15)","(15.0, 23.0, 21.666666666666668)","(9.0, 14.5, 14.22)"
10-01-2023 19:03:51.979254,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.1)","(8.5, 11.5, 11.233333333333334)","(4.8, 8.0, 7.883333333333333)","(6.0, 7.0, 6.925)","(4.4, 5.2, 5.133333333333334)","(15.0, 23.0, 20.9)","(9.0, 14.5, 14.22)"
10-01-2023 19:03:53.226311,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.25)","(8.5, 11.5, 11.281818181818181)","(4.8, 8.0, 7.79047619047619)","(6.0, 7.0, 6.925)","(4.4, 5.2, 5.171428571428572)","(15.0, 23.0, 21.5)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:54.500999,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.25)","(8.5, 11.5, 11.281818181818181)","(4.8, 7.8, 7.892307692307692)","(6.0, 7.0, 6.873684210526315)","(4.4, 5.2, 5.171428571428572)","(15.0, 23.0, 21.555555555555557)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:55.797461,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.0625)","(8.5, 11.5, 11.281818181818181)","(4.8, 8.0, 7.892307692307692)","(6.0, 7.0, 6.873684210526315)","(4.4, 5.2, 5.171428571428572)","(15.0, 23.0, 21.555555555555557)","(9.0, 14.5, 14.22)"
10-01-2023 19:03:57.218507,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.25)","(8.5, 11.5, 11.186274509803921)","(4.8, 8.0, 7.892307692307692)","(6.0, 7.0, 6.873684210526315)","(4.4, 5.2, 5.171428571428572)","(15.0, 23.0, 21.555555555555557)","(9.0, 14.5, 14.4)"
10-01-2023 19:03:58.818863,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.25)","(8.5, 11.5, 10.869565217391305)","(4.8, 8.0, 7.892307692307692)","(6.0, 7.0, 6.873684210526315)","(4.4, 5.2, 5.171428571428572)","(15.0, 23.0, 22.1875)","(9.0, 14.5, 14.4)"
10-01-2023 19:04:00.132609,"(3.5, 4.3, 4.205)","(11.0, 14.5, 14.5)","(8.5, 11.0, 11.055555555555555)","(5.0, 8.0, 6.5)","(6.0, 7.0, 6.944)","(4.2, 5.2, 5.142857142857142)","(15.0, 23.0, 22.285714285714285)","(9.0, 14.5, 15.394736842105264)"
10-01-2023 19:04:01.433429,"(3.5, 4.4, 4.324324324324325)","(11.0, 15.0, 14.7)","(8.5, 11.5, 11.342105263157894)","(5.0, 6.6, 6.281481481481482)","(6.0, 7.2, 6.892307692307692)","(4.2, 5.3, 5.142857142857142)","(15.0, 23.0, 22.333333333333332)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:02.709712,"(3.5, 4.4, 4.359375)","(11.0, 15.5, 14.7)","(8.5, 11.5, 11.3)","(5.0, 6.4, 6.242857142857143)","(6.0, 7.2, 6.977777777777778)","(4.2, 5.3, 5.216666666666667)","(15.0, 23.0, 22.333333333333332)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:03.928504,"(3.5, 4.4, 4.380769230769231)","(11.0, 15.5, 14.7)","(8.5, 11.5, 11.3)","(5.0, 6.4, 5.9375)","(6.0, 7.2, 6.977777777777778)","(4.2, 5.3, 5.121739130434783)","(15.0, 23.0, 22.333333333333332)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:05.173032,"(3.5, 4.4, 4.380769230769231)","(11.0, 15.5, 15.237704918032787)","(8.5, 11.5, 11.342105263157894)","(5.0, 6.2, 5.85)","(6.0, 7.2, 7.316666666666666)","(4.2, 5.2, 5.0285714285714285)","(15.0, 23.0, 22.684210526315788)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:06.379679,"(3.5, 4.4, 4.391304347826087)","(11.0, 15.5, 15.30952380952381)","(8.5, 11.5, 11.342105263157894)","(5.0, 6.0, 5.862500000000001)","(6.0, 7.6, 7.392)","(4.2, 5.2, 5.0125)","(15.0, 23.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:07.613268,"(3.5, 4.4, 4.391304347826087)","(11.0, 15.5, 15.30952380952381)","(8.5, 11.5, 11.342105263157894)","(5.0, 5.9, 5.836)","(6.0, 7.6, 7.27741935483871)","(4.2, 5.1, 4.942857142857143)","(15.0, 27.0, 25.875)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:08.886598,"(3.5, 4.4, 4.3909090909090915)","(11.0, 15.5, 15.125)","(8.5, 11.5, 11.342105263157894)","(5.0, 5.9, 5.86923076923077)","(6.0, 7.8, 7.367213114754099)","(4.2, 5.0, 4.918181818181818)","(15.0, 27.0, 25.875)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:10.164433,"(3.5, 4.5, 4.425000000000001)","(11.0, 15.5, 15.5625)","(8.5, 11.5, 11.3)","(5.0, 5.9, 6.0600000000000005)","(6.0, 7.4, 7.266666666666667)","(4.2, 5.1, 4.947368421052632)","(15.0, 27.0, 25.875)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:11.490330,"(3.5, 4.4, 4.365217391304348)","(11.0, 16.5, 15.9)","(8.5, 11.5, 11.3)","(5.0, 6.4, 6.2153846153846155)","(6.0, 7.4, 7.221052631578948)","(4.2, 5.0, 4.859999999999999)","(15.0, 27.0, 25.666666666666668)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:12.758732,"(3.5, 4.4, 4.352)","(11.0, 16.0, 16.142857142857142)","(8.5, 11.5, 11.3)","(5.0, 6.4, 6.220000000000001)","(6.0, 7.4, 7.221052631578948)","(4.2, 5.0, 4.84)","(16.0, 27.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:13.980042,"(3.5, 4.4, 4.329411764705883)","(11.0, 16.5, 16.142857142857142)","(8.5, 11.5, 11.3)","(5.0, 6.4, 6.220000000000001)","(6.0, 7.4, 7.252173913043478)","(4.2, 4.9, 4.84)","(16.0, 27.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:15.130661,"(3.5, 4.4, 4.329411764705883)","(11.0, 16.5, 16.142857142857142)","(8.5, 11.5, 11.3)","(5.0, 6.4, 6.220000000000001)","(6.0, 7.4, 7.252173913043478)","(4.2, 4.9, 4.84)","(16.0, 27.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:16.284968,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.065217391304348)","(8.5, 11.5, 11.257575757575758)","(5.0, 6.4, 6.256)","(6.0, 7.4, 7.2956521739130435)","(4.2, 4.9, 4.718181818181819)","(16.0, 27.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:17.446582,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.065217391304348)","(8.5, 11.5, 11.257575757575758)","(5.0, 6.4, 6.256)","(6.0, 7.4, 7.2956521739130435)","(4.2, 4.9, 4.718181818181819)","(16.0, 27.0, 25.5)","(9.0, 15.5, 15.394736842105264)"
10-01-2023 19:04:18.694272,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.065217391304348)","(8.5, 11.0, 10.6)","(5.0, 6.4, 6.276923076923077)","(6.0, 7.4, 7.2956521739130435)","(4.2, 4.9, 4.723529411764706)","(16.0, 27.0, 26.25)","(9.0, 15.5, 14.25)"
10-01-2023 19:04:19.956361,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.0)","(8.5, 11.0, 10.666666666666666)","(5.0, 6.4, 6.222222222222222)","(6.0, 7.4, 7.40952380952381)","(4.2, 4.9, 4.733333333333333)","(16.0, 27.0, 26.25)","(9.0, 15.5, 14.916666666666666)"
10-01-2023 19:04:21.216401,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.333333333333332)","(8.5, 11.0, 10.6)","(5.0, 6.4, 6.222222222222222)","(6.0, 7.6, 7.48)","(4.2, 4.9, 4.723529411764706)","(16.0, 27.0, 26.11111111111111)","(9.0, 15.0, 13.75)"
10-01-2023 19:04:22.555177,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.333333333333332)","(8.5, 11.0, 10.555555555555555)","(5.0, 6.4, 6.222222222222222)","(6.0, 7.6, 7.536363636363636)","(4.0, 4.9, 4.739285714285714)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.0, 14.4)"
10-01-2023 19:04:23.817256,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.428571428571427)","(8.5, 11.0, 10.555555555555555)","(5.0, 6.4, 6.222222222222222)","(6.0, 7.6, 7.623529411764705)","(4.0, 4.9, 4.754054054054054)","(16.0, 27.0, 26.11111111111111)","(9.0, 15.0, 14.25)"
10-01-2023 19:04:25.073208,"(3.5, 4.4, 4.329411764705883)","(12.0, 16.5, 16.375)","(8.5, 11.0, 10.555555555555555)","(5.0, 6.4, 6.105882352941177)","(6.0, 7.8, 7.742857142857143)","(4.0, 4.9, 4.7125)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:26.410170,"(3.5, 4.4, 4.318918918918919)","(12.0, 16.5, 16.289473684210527)","(8.5, 11.0, 10.590909090909092)","(5.0, 6.2, 6.103703703703704)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.9, 4.7625)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:27.600914,"(3.5, 4.4, 4.318918918918919)","(12.0, 16.5, 16.289473684210527)","(8.5, 11.0, 10.590909090909092)","(5.0, 6.2, 6.103703703703704)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.7625)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:29.019325,"(3.5, 4.4, 4.318918918918919)","(12.0, 16.5, 16.366666666666667)","(8.0, 11.0, 10.55)","(5.0, 6.2, 6.113333333333333)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.76)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:30.232149,"(3.5, 4.4, 4.318918918918919)","(12.0, 16.5, 16.366666666666667)","(8.0, 11.0, 10.55)","(5.0, 6.2, 5.908888888888889)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.682608695652174)","(16.0, 27.0, 26.11111111111111)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:31.473116,"(3.5, 4.4, 4.311764705882353)","(12.0, 16.5, 16.45)","(8.0, 11.0, 10.55)","(5.0, 6.0, 5.908888888888889)","(6.0, 7.8, 7.752941176470588)","(4.0, 4.7, 4.733333333333333)","(16.0, 27.0, 28.428571428571427)","(9.0, 14.5, 14.25)"
10-01-2023 19:04:32.771580,"(3.5, 4.4, 4.381481481481481)","(12.0, 16.5, 16.28125)","(8.0, 11.0, 10.475)","(5.0, 6.0, 5.8506024096385545)","(6.0, 7.8, 7.752941176470588)","(4.0, 4.8, 4.76)","(16.0, 29.0, 28.4)","(9.0, 14.5, 14.375)"
10-01-2023 19:04:34.008716,"(3.5, 4.4, 4.381481481481481)","(12.0, 16.5, 16.375)","(8.0, 10.5, 10.481481481481481)","(5.0, 6.0, 5.845569620253165)","(6.0, 7.8, 7.752941176470588)","(4.0, 4.8, 4.768421052631579)","(16.0, 29.0, 28.4)","(9.0, 14.5, 14.375)"
10-01-2023 19:04:35.185146,"(3.5, 4.4, 4.384375)","(12.0, 16.5, 16.375)","(8.0, 10.5, 10.39655172413793)","(5.0, 6.0, 6.035294117647059)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.74)","(16.0, 29.0, 27.666666666666668)","(9.0, 14.5, 14.375)"
10-01-2023 19:04:36.336974,"(3.5, 4.4, 4.364285714285715)","(12.0, 16.5, 16.264705882352942)","(8.0, 10.5, 10.481481481481481)","(5.0, 6.2, 6.016)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.74)","(16.0, 29.0, 26.5)","(9.0, 14.5, 14.375)"
10-01-2023 19:04:37.461111,"(3.5, 4.4, 4.363157894736842)","(12.0, 16.5, 16.264705882352942)","(8.0, 10.5, 10.481481481481481)","(5.0, 6.2, 6.016)","(6.0, 7.8, 7.699999999999999)","(4.0, 4.8, 4.74)","(17.0, 28.0, 26.5)","(9.0, 14.5, 14.375)"
10-01-2023 19:04:38.609566,"(3.5, 4.4, 4.363157894736842)","(12.0, 17.0, 16.647058823529413)","(8.0, 10.5, 10.481481481481481)","(5.0, 6.2, 6.023076923076923)","(6.0, 7.8, 7.6625)","(4.0, 4.8, 4.725)","(17.0, 28.0, 26.5)","(9.0, 14.5, 13.911764705882353)"
10-01-2023 19:04:39.753314,"(3.5, 4.4, 4.36923076923077)","(12.0, 17.0, 16.875)","(8.0, 10.5, 10.45)","(5.0, 6.2, 5.9944444444444445)","(6.0, 7.8, 7.6625)","(4.0, 4.8, 4.699999999999999)","(17.0, 28.0, 27.476190476190474)","(9.0, 14.5, 13.863636363636363)"
