,Aston Hamrun,Fletcher Flash,Molly Cruiser,Drop Fifty,Grumpy Sailor,Osprey Warrior,Ibrox Goram
12-01-2023 17:16:53.260389,"(10.0, 18.5, 17.184210526315788)","(6.0, 9.2, 8.8)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 28.0, 26.333333333333332)","(2.15, 2.58, 2.5644444444444443)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:54.322909,"(10.0, 18.5, 17.184210526315788)","(6.0, 9.2, 8.863157894736842)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 28.0, 26.2)","(2.15, 2.58, 2.5644444444444443)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:55.328000,"(10.0, 18.5, 17.184210526315788)","(6.0, 9.2, 8.709090909090909)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 28.0, 26.363636363636363)","(2.15, 2.58, 2.5644444444444443)","(2.6, 3.1, 3.0575757575757576)"
12-01-2023 17:16:56.372586,"(10.0, 18.5, 17.184210526315788)","(6.0, 9.2, 8.725)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.933333333333334)","(15.0, 28.0, 26.5)","(2.15, 2.58, 2.5644444444444443)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:57.429022,"(10.0, 18.0, 17.5)","(6.0, 9.2, 8.742857142857142)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.90909090909091)","(15.0, 28.0, 26.636363636363637)","(2.15, 2.58, 2.5644444444444443)","(2.6, 3.1, 3.07)"
12-01-2023 17:16:58.528898,"(10.0, 17.0, 16.75)","(6.0, 9.0, 8.8)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.90909090909091)","(15.0, 28.0, 25.923076923076923)","(2.15, 2.58, 2.5745454545454547)","(2.6, 3.1, 3.13)"
12-01-2023 17:16:59.590481,"(10.0, 17.0, 16.636363636363637)","(6.0, 9.0, 8.9)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 29.0, 25.75)","(2.15, 2.58, 2.5745454545454547)","(2.6, 3.15, 3.13)"
12-01-2023 17:17:00.579995,"(10.0, 17.0, 16.285714285714285)","(6.0, 9.0, 8.9)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.75)","(2.15, 2.58, 2.5745454545454547)","(2.6, 3.15, 3.13125)"
12-01-2023 17:17:01.567344,"(10.0, 17.0, 16.285714285714285)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.75)","(2.15, 2.58, 2.558095238095238)","(2.6, 3.2, 3.12)"
12-01-2023 17:17:02.562846,"(10.0, 16.5, 16.03846153846154)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.5)","(2.15, 2.56, 2.5566666666666666)","(2.6, 3.2, 3.125)"
12-01-2023 17:17:03.481082,"(10.0, 16.5, 15.964285714285714)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.5)","(2.15, 2.56, 2.5542857142857143)","(2.6, 3.2, 3.125)"
12-01-2023 17:17:04.485781,"(10.0, 16.5, 15.9)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.5)","(2.15, 2.56, 2.533333333333333)","(2.6, 3.2, 3.125)"
12-01-2023 17:17:05.540352,"(10.0, 16.5, 15.9)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.54, 2.54)","(2.6, 3.2, 3.158823529411765)"
12-01-2023 17:17:06.513673,"(10.0, 16.5, 15.954545454545455)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.54)","(2.6, 3.2, 3.166666666666667)"
12-01-2023 17:17:07.472176,"(10.0, 16.5, 15.954545454545455)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.54)","(2.6, 3.2, 3.166666666666667)"
12-01-2023 17:17:08.528412,"(10.0, 16.5, 15.954545454545455)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.533333333333333)","(2.6, 3.2, 3.166666666666667)"
12-01-2023 17:17:09.550672,"(10.0, 16.5, 15.954545454545455)","(6.0, 8.8, 8.72)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.54, 2.536)","(2.6, 3.2, 3.177777777777778)"
12-01-2023 17:17:10.489613,"(10.0, 16.0, 15.933333333333334)","(6.0, 8.8, 8.733333333333334)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.54, 2.536)","(2.6, 3.2, 3.1695652173913045)"
12-01-2023 17:17:11.524379,"(10.0, 16.0, 15.933333333333334)","(6.0, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.536)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:12.567543,"(10.0, 16.0, 15.933333333333334)","(6.0, 9.0, 8.76923076923077)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.536)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:13.593549,"(10.0, 16.0, 15.933333333333334)","(6.0, 9.0, 8.76923076923077)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.535555555555556)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:14.637347,"(10.0, 16.5, 16.071428571428573)","(6.0, 9.0, 8.76923076923077)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.54)","(2.6, 3.2, 3.161538461538462)"
12-01-2023 17:17:15.662812,"(10.0, 16.0, 15.933333333333334)","(6.0, 8.8, 8.666666666666668)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.5363636363636366)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:16.699770,"(10.0, 16.0, 15.923076923076923)","(6.0, 8.8, 8.577777777777778)","(41.0, 95.0, 78.33333333333333)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.54, 2.54)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:17.584776,"(10.0, 16.0, 15.923076923076923)","(6.0, 8.8, 8.577777777777778)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.833333333333332)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.54)","(2.6, 3.2, 3.172727272727273)"
12-01-2023 17:17:18.609032,"(10.0, 16.0, 15.90909090909091)","(6.0, 8.8, 8.577777777777778)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.666666666666668)","(2.15, 2.56, 2.5233333333333334)","(2.6, 3.2, 3.178571428571429)"
12-01-2023 17:17:19.623857,"(10.0, 16.0, 15.90909090909091)","(6.0, 8.8, 8.577777777777778)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5233333333333334)","(2.6, 3.2, 3.185)"
12-01-2023 17:17:20.717936,"(10.0, 16.0, 15.875)","(6.0, 9.0, 8.657142857142857)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5335483870967743)","(2.6, 3.2, 3.1868421052631577)"
12-01-2023 17:17:21.725079,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.8, 8.72)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5215384615384617)","(2.6, 3.25, 3.1804347826086956)"
12-01-2023 17:17:22.833485,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.8, 8.714285714285715)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5215384615384617)","(2.6, 3.25, 3.1907407407407407)"
12-01-2023 17:17:23.893404,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.8, 8.714285714285715)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5314285714285716)","(2.6, 3.25, 3.1907407407407407)"
12-01-2023 17:17:24.918018,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.8, 8.714285714285715)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.818181818181817)","(15.0, 26.0, 25.8)","(2.15, 2.54, 2.5433333333333334)","(2.6, 3.25, 3.175)"
12-01-2023 17:17:25.858513,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.8, 8.62857142857143)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 17.9)","(15.0, 26.0, 27.4)","(2.15, 2.56, 2.5753846153846154)","(2.6, 3.2, 3.175)"
12-01-2023 17:17:26.876077,"(10.0, 16.0, 15.285714285714286)","(6.0, 8.2, 8.00952380952381)","(41.0, 95.0, 67.3076923076923)","(11.0, 18.0, 18.071428571428573)","(15.0, 28.0, 27.5)","(2.15, 2.58, 2.575)","(2.6, 3.2, 3.17)"
12-01-2023 17:17:27.973881,"(10.0, 16.0, 15.5)","(6.0, 8.0, 7.9)","(41.0, 95.0, 68.0)","(11.0, 18.5, 18.071428571428573)","(15.0, 28.0, 27.5)","(2.15, 2.58, 2.5764705882352943)","(2.6, 3.2, 3.18125)"
12-01-2023 17:17:28.959310,"(10.0, 16.0, 15.5)","(6.0, 8.2, 7.937931034482759)","(41.0, 95.0, 68.0)","(11.0, 18.5, 18.071428571428573)","(15.0, 28.0, 27.5)","(2.15, 2.58, 2.5764705882352943)","(2.6, 3.2, 3.18125)"
12-01-2023 17:17:30.003067,"(10.0, 16.0, 15.5)","(6.0, 8.4, 8.15)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 28.0, 27.4)","(2.15, 2.58, 2.5636363636363635)","(2.6, 3.2, 3.19)"
12-01-2023 17:17:31.088946,"(10.0, 16.0, 15.5)","(6.0, 8.4, 8.329411764705883)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 28.0, 26.333333333333332)","(2.15, 2.58, 2.5733333333333333)","(2.6, 3.2, 3.188888888888889)"
12-01-2023 17:17:32.115193,"(10.0, 16.0, 15.5)","(6.0, 8.6, 8.433333333333334)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 27.0, 26.0)","(2.15, 2.58, 2.572)","(2.6, 3.2, 3.188888888888889)"
12-01-2023 17:17:33.053898,"(10.0, 16.0, 15.166666666666666)","(6.0, 8.8, 8.64)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 27.0, 25.846153846153847)","(2.15, 2.58, 2.5633333333333335)","(2.6, 3.2, 3.185714285714286)"
12-01-2023 17:17:34.042439,"(10.0, 15.5, 15.357142857142858)","(6.0, 8.8, 8.571428571428571)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 27.0, 25.5)","(2.15, 2.58, 2.5633333333333335)","(2.6, 3.2, 3.183333333333333)"
12-01-2023 17:17:35.091840,"(10.0, 15.5, 15.25)","(6.0, 8.8, 8.571428571428571)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 27.0, 25.5)","(2.15, 2.58, 2.5494117647058823)","(2.6, 3.25, 3.21)"
12-01-2023 17:17:36.115951,"(10.0, 15.5, 15.25)","(6.0, 8.8, 8.622222222222224)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(15.0, 27.0, 25.5)","(2.15, 2.56, 2.5494117647058823)","(2.6, 3.25, 3.2333333333333334)"
12-01-2023 17:17:37.153253,"(10.0, 15.5, 15.25)","(6.0, 8.8, 8.622222222222224)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.833333333333332)","(15.0, 27.0, 25.5)","(2.15, 2.56, 2.5494117647058823)","(2.6, 3.25, 3.2363636363636363)"
12-01-2023 17:17:38.178977,"(11.0, 15.5, 15.25)","(6.5, 8.8, 8.672)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.90909090909091)","(17.0, 27.0, 25.5)","(2.15, 2.56, 2.5505263157894738)","(2.7, 3.25, 3.232608695652174)"
12-01-2023 17:17:39.212654,"(11.0, 15.5, 15.0)","(6.5, 8.8, 8.74)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.9)","(17.0, 27.0, 25.5)","(2.15, 2.56, 2.5505263157894738)","(2.7, 3.25, 3.232608695652174)"
12-01-2023 17:17:40.157666,"(11.0, 15.5, 15.0)","(6.5, 8.8, 8.74)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.9)","(17.0, 27.0, 25.5)","(2.15, 2.56, 2.5428571428571427)","(2.7, 3.25, 3.2192307692307693)"
12-01-2023 17:17:41.138218,"(11.0, 15.5, 15.0)","(6.5, 9.2, 8.892307692307693)","(41.0, 95.0, 68.0)","(11.0, 18.0, 17.818181818181817)","(17.0, 27.0, 25.5)","(2.15, 2.56, 2.5428571428571427)","(2.7, 3.25, 3.2112903225806453)"
12-01-2023 17:17:42.191327,"(11.0, 15.5, 15.0)","(6.5, 9.0, 8.966666666666667)","(41.0, 95.0, 68.0)","(11.0, 18.0, 15.833333333333334)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.56, 2.5)","(2.7, 3.25, 3.3351351351351353)"
12-01-2023 17:17:43.229793,"(11.0, 15.5, 14.875)","(6.5, 9.0, 8.933333333333334)","(41.0, 95.0, 89.6)","(11.0, 17.0, 15.625)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.52, 2.49)","(2.7, 3.35, 3.335714285714286)"
12-01-2023 17:17:44.296969,"(11.0, 15.5, 15.0)","(6.5, 9.0, 8.933333333333334)","(41.0, 95.0, 89.6)","(11.0, 17.0, 15.625)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.52, 2.491111111111111)","(2.7, 3.35, 3.335714285714286)"
12-01-2023 17:17:45.335615,"(11.0, 15.5, 15.088235294117647)","(6.5, 9.0, 8.933333333333334)","(41.0, 95.0, 89.6)","(11.0, 17.0, 15.73076923076923)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.5, 2.4494736842105262)","(2.7, 3.35, 3.2973684210526315)"
12-01-2023 17:17:46.466580,"(11.0, 15.5, 15.26923076923077)","(6.5, 9.0, 8.95)","(41.0, 95.0, 90.0)","(11.0, 17.0, 15.73076923076923)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4523076923076923)","(2.7, 3.3, 3.292307692307692)"
12-01-2023 17:17:47.621421,"(11.0, 15.5, 15.26923076923077)","(6.5, 9.0, 8.942857142857143)","(41.0, 95.0, 90.0)","(11.0, 17.0, 16.192307692307693)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4523076923076923)","(2.7, 3.3, 3.292307692307692)"
12-01-2023 17:17:48.713063,"(11.0, 15.5, 15.3)","(6.5, 9.0, 8.942857142857143)","(41.0, 95.0, 90.0)","(11.0, 17.0, 16.333333333333332)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4536)","(2.7, 3.3, 3.2937499999999997)"
12-01-2023 17:17:49.677340,"(11.0, 15.5, 15.147058823529411)","(6.5, 9.0, 8.963636363636363)","(41.0, 95.0, 90.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4536)","(2.7, 3.3, 3.2937499999999997)"
12-01-2023 17:17:50.666749,"(11.0, 15.5, 15.233333333333333)","(6.5, 9.0, 8.963636363636363)","(41.0, 95.0, 90.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4476923076923076)","(2.7, 3.35, 3.3108695652173914)"
12-01-2023 17:17:51.619024,"(11.0, 15.5, 15.233333333333333)","(6.5, 9.0, 9.03076923076923)","(41.0, 95.0, 90.0)","(11.0, 17.0, 16.066666666666666)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.4476923076923076)","(2.7, 3.3, 3.2937499999999997)"
12-01-2023 17:17:52.580182,"(11.0, 15.5, 15.233333333333333)","(6.5, 9.2, 9.03076923076923)","(41.0, 95.0, 90.0)","(11.0, 17.0, 16.066666666666666)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.45)","(2.7, 3.3, 3.3911764705882352)"
12-01-2023 17:17:53.495699,"(11.0, 15.5, 15.233333333333333)","(6.5, 9.2, 9.03076923076923)","(41.0, 95.0, 90.0)","(11.0, 17.0, 16.066666666666666)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.46, 2.45)","(2.7, 3.45, 3.3911764705882352)"
12-01-2023 17:17:54.512567,"(11.0, 15.5, 15.214285714285714)","(6.5, 9.2, 9.026666666666666)","(41.0, 95.0, 88.57142857142857)","(11.0, 17.0, 16.75)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.48, 2.4901123595505616)","(2.7, 3.4, 3.3291666666666666)"
12-01-2023 17:17:55.525366,"(11.0, 15.5, 15.214285714285714)","(6.5, 9.2, 9.03076923076923)","(41.0, 95.0, 88.57142857142857)","(11.0, 17.5, 17.25)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.5, 2.49)","(2.7, 3.35, 3.3023809523809526)"
12-01-2023 17:17:56.483860,"(11.0, 15.5, 15.214285714285714)","(6.5, 8.8, 8.673684210526316)","(41.0, 95.0, 88.57142857142857)","(11.0, 18.0, 17.25)","(17.0, 27.0, 25.333333333333332)","(2.15, 2.52, 2.491764705882353)","(2.7, 3.35, 3.3023809523809526)"
12-01-2023 17:17:57.518096,"(11.0, 15.5, 15.214285714285714)","(6.5, 8.4, 8.353846153846154)","(41.0, 95.0, 88.57142857142857)","(11.0, 18.0, 16.727272727272727)","(17.0, 27.0, 25.09090909090909)","(2.15, 2.52, 2.5016666666666665)","(2.7, 3.35, 3.211320754716981)"
12-01-2023 17:17:58.591965,"(11.0, 15.5, 15.192307692307692)","(6.5, 8.8, 8.648275862068965)","(41.0, 95.0, 88.57142857142857)","(11.0, 18.0, 16.75)","(17.0, 27.0, 25.09090909090909)","(2.15, 2.52, 2.51)","(2.7, 3.3, 3.24375)"
12-01-2023 17:17:59.641155,"(11.0, 15.5, 15.192307692307692)","(6.5, 8.8, 8.692682926829269)","(41.0, 95.0, 88.57142857142857)","(11.0, 18.0, 16.75)","(17.0, 27.0, 25.09090909090909)","(2.15, 2.52, 2.5225)","(2.7, 3.25, 3.194)"
12-01-2023 17:18:00.619369,"(11.0, 15.5, 15.029411764705882)","(6.5, 8.8, 8.747368421052633)","(41.0, 120.0, 111.42857142857143)","(11.0, 18.0, 16.82608695652174)","(17.0, 27.0, 25.666666666666668)","(2.15, 2.54, 2.535)","(2.7, 3.25, 3.176)"
12-01-2023 17:18:01.665733,"(11.0, 15.5, 15.1875)","(6.5, 8.8, 8.733333333333334)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.181818181818183)","(17.0, 27.0, 25.666666666666668)","(2.15, 2.54, 2.5342857142857143)","(2.7, 3.2, 3.1933333333333334)"
12-01-2023 17:18:02.729246,"(11.0, 15.5, 15.023809523809524)","(6.5, 8.8, 8.733333333333334)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.058823529411764)","(17.0, 27.0, 26.11111111111111)","(2.15, 2.54, 2.527142857142857)","(2.7, 3.2, 3.191666666666667)"
12-01-2023 17:18:03.755368,"(11.0, 15.5, 15.192307692307692)","(6.5, 8.8, 8.690909090909091)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.058823529411764)","(17.0, 27.0, 26.333333333333332)","(2.15, 2.54, 2.525762711864407)","(2.7, 3.2, 3.185)"
12-01-2023 17:18:04.682472,"(11.0, 15.5, 15.22972972972973)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.058823529411764)","(17.0, 27.0, 26.333333333333332)","(2.15, 2.54, 2.525762711864407)","(2.7, 3.2, 3.191176470588235)"
12-01-2023 17:18:05.704562,"(11.0, 15.5, 15.166666666666666)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.05263157894737)","(17.0, 27.0, 26.2)","(2.15, 2.54, 2.5238095238095237)","(2.7, 3.25, 3.1715686274509802)"
12-01-2023 17:18:06.762115,"(11.0, 15.5, 15.266666666666667)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 115.88235294117646)","(11.0, 18.0, 17.25)","(17.0, 27.0, 25.666666666666668)","(2.15, 2.54, 2.515)","(2.7, 3.25, 3.1715686274509802)"
12-01-2023 17:18:07.641521,"(11.0, 16.5, 16.25)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 115.88235294117646)","(11.0, 18.0, 17.25)","(17.0, 27.0, 25.666666666666668)","(2.15, 2.52, 2.5)","(2.7, 3.25, 3.1988095238095235)"
12-01-2023 17:18:08.647481,"(11.0, 16.5, 15.970588235294118)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 115.88235294117646)","(11.0, 18.0, 17.296296296296298)","(17.0, 28.0, 27.5)","(2.15, 2.5, 2.4784347826086957)","(2.7, 3.25, 3.1989361702127663)"
12-01-2023 17:18:09.647070,"(11.0, 16.5, 16.035714285714285)","(6.5, 8.8, 8.70188679245283)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.526315789473685)","(17.0, 28.0, 26.428571428571427)","(2.15, 2.48, 2.477906976744186)","(2.7, 3.2, 3.198611111111111)"
12-01-2023 17:18:10.622753,"(11.0, 16.5, 16.20967741935484)","(6.5, 9.0, 8.904761904761905)","(41.0, 120.0, 116.0)","(11.0, 18.0, 17.526315789473685)","(17.0, 29.0, 26.576923076923077)","(2.15, 2.48, 2.478315789473684)","(2.7, 3.2, 3.1989583333333336)"
12-01-2023 17:18:11.611638,"(11.0, 16.5, 16.0)","(6.5, 9.0, 8.853333333333333)","(41.0, 120.0, 106.66666666666667)","(11.0, 18.5, 17.807692307692307)","(17.0, 29.0, 26.576923076923077)","(2.15, 2.48, 2.483050847457627)","(2.7, 3.2, 3.1989583333333336)"
12-01-2023 17:18:12.732894,"(11.0, 16.5, 15.951612903225806)","(6.5, 9.0, 8.83030303030303)","(41.0, 120.0, 106.66666666666667)","(11.0, 18.5, 17.789473684210527)","(17.0, 29.0, 26.12)","(2.15, 2.5, 2.4884745762711864)","(2.7, 3.2, 3.1989583333333336)"
12-01-2023 17:18:13.875761,"(11.0, 16.5, 15.76086956521739)","(6.5, 9.0, 8.79)","(41.0, 120.0, 106.66666666666667)","(11.0, 18.0, 17.615384615384617)","(17.0, 29.0, 26.12)","(2.15, 2.5, 2.51)","(2.7, 3.2, 3.1732142857142858)"
12-01-2023 17:18:14.949904,"(11.0, 15.0, 14.923076923076923)","(6.5, 9.0, 8.794285714285714)","(41.0, 120.0, 106.66666666666667)","(11.0, 18.0, 17.615384615384617)","(17.0, 29.0, 26.12)","(2.15, 2.52, 2.53625)","(2.7, 3.2, 3.157142857142857)"
12-01-2023 17:18:15.927836,"(11.0, 15.0, 14.642857142857142)","(6.5, 9.0, 8.82)","(41.0, 85.0, 81.66666666666667)","(11.0, 18.0, 17.571428571428573)","(17.0, 29.0, 26.767441860465116)","(2.15, 2.54, 2.5323809523809526)","(2.7, 3.2, 3.157142857142857)"
12-01-2023 17:18:16.935142,"(11.0, 15.0, 14.693877551020408)","(6.5, 9.0, 8.82)","(41.0, 85.0, 83.0)","(11.0, 18.0, 16.75)","(17.0, 29.0, 26.517241379310345)","(2.15, 2.54, 2.5352941176470587)","(2.7, 3.2, 3.165909090909091)"
12-01-2023 17:18:17.932055,"(11.0, 15.0, 14.790697674418604)","(6.5, 9.0, 8.846808510638297)","(41.0, 85.0, 83.0)","(11.0, 17.0, 16.75)","(17.0, 29.0, 26.576923076923077)","(2.15, 2.54, 2.5352380952380953)","(2.7, 3.2, 3.165909090909091)"
12-01-2023 17:18:18.898445,"(11.0, 15.0, 14.755555555555556)","(6.5, 9.0, 8.846808510638297)","(41.0, 85.0, 83.0)","(11.0, 17.0, 16.75)","(17.0, 29.0, 26.576923076923077)","(2.15, 2.56, 2.555890410958904)","(2.7, 3.2, 3.1166666666666667)"
12-01-2023 17:18:19.836148,"(11.0, 15.0, 14.676470588235293)","(6.5, 9.0, 8.846808510638297)","(41.0, 85.0, 82.77777777777777)","(11.0, 17.0, 16.75)","(17.0, 29.0, 26.576923076923077)","(2.15, 2.56, 2.5484615384615386)","(2.7, 3.15, 3.1637254901960783)"
12-01-2023 17:18:20.828199,"(11.0, 15.0, 14.64516129032258)","(6.5, 9.0, 8.882926829268293)","(41.0, 85.0, 82.77777777777777)","(11.0, 17.0, 16.75)","(17.0, 29.0, 26.666666666666668)","(2.15, 2.56, 2.5431884057971015)","(2.7, 3.2, 3.1544444444444446)"
12-01-2023 17:18:21.778859,"(11.0, 15.0, 14.76923076923077)","(6.5, 9.0, 8.863636363636363)","(41.0, 85.0, 82.77777777777777)","(11.0, 17.0, 16.452830188679247)","(17.0, 29.0, 26.666666666666668)","(2.15, 2.56, 2.547027027027027)","(2.7, 3.2, 3.1790000000000003)"
12-01-2023 17:18:22.731151,"(11.0, 15.0, 14.854166666666666)","(6.5, 9.0, 8.863636363636363)","(41.0, 85.0, 81.66666666666667)","(11.0, 16.5, 16.47826086956522)","(17.0, 29.0, 26.82758620689655)","(2.15, 2.56, 2.547027027027027)","(2.7, 3.2, 3.1790000000000003)"
12-01-2023 17:18:23.742499,"(11.0, 15.0, 14.854166666666666)","(6.5, 9.0, 8.863636363636363)","(41.0, 85.0, 77.5)","(11.0, 16.5, 16.47222222222222)","(17.0, 29.0, 26.82758620689655)","(2.15, 2.56, 2.5565591397849463)","(2.7, 3.2, 3.1703389830508475)"
12-01-2023 17:18:24.762100,"(11.0, 15.0, 14.840909090909092)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.5)","(11.0, 16.5, 16.41025641025641)","(17.0, 29.0, 26.82758620689655)","(2.15, 2.56, 2.5760544217687076)","(2.7, 3.2, 3.171774193548387)"
12-01-2023 17:18:25.816660,"(11.0, 15.0, 14.840909090909092)","(6.5, 9.0, 8.837837837837837)","(41.0, 85.0, 77.5)","(11.0, 16.5, 15.4375)","(17.0, 29.0, 26.483870967741936)","(2.15, 2.58, 2.5884536082474225)","(2.7, 3.2, 3.1644444444444444)"
