,Aston Hamrun,Fletcher Flash,Molly Cruiser,Drop Fifty,Grumpy Sailor,Osprey Warrior,Ibrox Goram
12-01-2023 17:15:20.262584,"(8.0, 15.0, 14.5625)","(5.5, 8.8, 8.64)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.44, 2.4373684210526316)","(3.0, 3.4, 3.3499999999999996)"
12-01-2023 17:15:21.270041,"(8.0, 15.0, 14.5625)","(5.5, 8.8, 8.64)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.44, 2.4566666666666666)","(3.0, 3.4, 3.3499999999999996)"
12-01-2023 17:15:22.338766,"(8.0, 15.0, 14.761904761904763)","(5.5, 8.8, 8.64)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.46, 2.4566666666666666)","(3.0, 3.4, 3.3499999999999996)"
12-01-2023 17:15:23.390890,"(8.0, 15.0, 14.805555555555555)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.46, 2.457391304347826)","(3.0, 3.4, 3.3499999999999996)"
12-01-2023 17:15:24.433280,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.46, 2.457391304347826)","(3.0, 3.4, 3.3642857142857143)"
12-01-2023 17:15:25.527902,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 21.0, 20.6)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.46, 2.4681395348837207)","(3.0, 3.4, 3.3642857142857143)"
12-01-2023 17:15:26.565000,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 21.0, 20.666666666666668)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.48, 2.4681395348837207)","(3.0, 3.4, 3.3642857142857143)"
12-01-2023 17:15:27.595963,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 21.0, 20.666666666666668)","(11.0, 30.0, 27.272727272727273)","(2.2, 2.48, 2.4681395348837207)","(3.0, 3.4, 3.3642857142857143)"
12-01-2023 17:15:28.622254,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.391304347826086)","(2.2, 2.48, 2.4681395348837207)","(3.0, 3.4, 3.3642857142857143)"
12-01-2023 17:15:29.626710,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.391304347826086)","(2.2, 2.48, 2.4681395348837207)","(3.0, 3.4, 3.3270833333333334)"
12-01-2023 17:15:30.566308,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 30.0, 27.391304347826086)","(2.2, 2.44, 2.4386486486486487)","(3.0, 3.4, 3.3270833333333334)"
12-01-2023 17:15:31.550178,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.9375)","(11.0, 28.0, 27.666666666666668)","(2.2, 2.44, 2.4391666666666665)","(3.0, 3.4, 3.279310344827586)"
12-01-2023 17:15:32.552614,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.923076923076923)","(11.0, 28.0, 27.666666666666668)","(2.2, 2.44, 2.439090909090909)","(3.0, 3.4, 3.305405405405405)"
12-01-2023 17:15:33.565480,"(8.0, 15.0, 14.766666666666667)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 20.0, 19.8)","(11.0, 28.0, 27.666666666666668)","(2.2, 2.44, 2.4391666666666665)","(3.0, 3.4, 3.305405405405405)"
12-01-2023 17:15:34.592319,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 76.53846153846153)","(11.0, 21.0, 20.6)","(11.0, 28.0, 26.5)","(2.2, 2.44, 2.4391666666666665)","(3.0, 3.4, 3.29375)"
12-01-2023 17:15:35.592312,"(8.0, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(31.0, 95.0, 67.3076923076923)","(11.0, 21.0, 20.6)","(11.0, 28.0, 26.5)","(2.2, 2.44, 2.4391666666666665)","(3.0, 3.35, 3.29375)"
12-01-2023 17:15:36.512284,"(8.5, 15.0, 14.73076923076923)","(5.5, 8.8, 8.304761904761905)","(41.0, 95.0, 67.3076923076923)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 26.5)","(2.2, 2.44, 2.468607594936709)","(3.1, 3.35, 3.275)"
12-01-2023 17:15:37.556718,"(8.5, 15.0, 14.766666666666667)","(5.5, 8.8, 8.376470588235295)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.48, 2.468607594936709)","(3.1, 3.35, 3.26875)"
12-01-2023 17:15:38.615512,"(8.5, 15.0, 14.766666666666667)","(5.5, 8.8, 9.066666666666666)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.48, 2.468607594936709)","(3.1, 3.35, 3.246153846153846)"
12-01-2023 17:15:39.698503,"(8.5, 15.0, 14.766666666666667)","(5.5, 9.2, 9.066666666666666)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.48, 2.468607594936709)","(3.1, 3.35, 3.234848484848485)"
12-01-2023 17:15:40.715853,"(8.5, 15.0, 14.766666666666667)","(5.5, 9.2, 8.6)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.48, 2.4072727272727272)","(3.1, 3.35, 3.29)"
12-01-2023 17:15:41.703011,"(8.5, 17.5, 16.954545454545453)","(5.5, 9.2, 8.485714285714286)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.48, 2.42)","(3.1, 3.3, 3.28)"
12-01-2023 17:15:42.690918,"(8.5, 17.5, 15.476190476190476)","(5.5, 9.0, 8.7)","(41.0, 95.0, 71.0)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.414285714285714)","(3.1, 3.3, 3.28)"
12-01-2023 17:15:43.707898,"(8.5, 17.5, 15.568181818181818)","(5.5, 9.0, 8.7)","(41.0, 95.0, 72.5)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4405405405405407)","(3.1, 3.3, 3.28)"
12-01-2023 17:15:44.651627,"(8.5, 17.5, 15.48076923076923)","(5.5, 9.0, 8.7)","(41.0, 95.0, 72.5)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4415384615384617)","(3.1, 3.3, 3.223529411764706)"
12-01-2023 17:15:44.520561,"(8.5, 17.5, 15.48076923076923)","(5.5, 9.0, 8.88)","(41.0, 95.0, 72.5)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4415384615384617)","(3.1, 3.3, 3.24)"
12-01-2023 17:15:45.518675,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 73.82352941176471)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4415384615384617)","(3.1, 3.25, 3.24)"
12-01-2023 17:15:46.479174,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 73.82352941176471)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4466666666666668)","(3.1, 3.25, 3.2285714285714286)"
12-01-2023 17:15:47.466269,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.6)","(12.0, 28.0, 27.25)","(2.2, 2.46, 2.4475)","(3.1, 3.25, 3.14)"
12-01-2023 17:15:48.453894,"(8.5, 17.5, 16.05263157894737)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.666666666666668)","(12.0, 28.0, 26.5)","(2.2, 2.46, 2.464)","(3.1, 3.15, 3.1375)"
12-01-2023 17:15:49.513312,"(8.5, 17.5, 16.05263157894737)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.6)","(12.0, 28.0, 26.5)","(2.2, 2.5, 2.5)","(3.1, 3.15, 3.1029411764705883)"
12-01-2023 17:15:50.456771,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.6)","(12.0, 28.0, 26.5)","(2.2, 2.54, 2.4890909090909092)","(3.1, 3.15, 3.1029411764705883)"
12-01-2023 17:15:51.458206,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 19.90909090909091)","(12.0, 28.0, 26.5)","(2.2, 2.54, 2.4875)","(3.1, 3.15, 3.1029411764705883)"
12-01-2023 17:15:52.449215,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 19.77777777777778)","(12.0, 28.0, 27.0)","(2.2, 2.54, 2.503076923076923)","(3.1, 3.15, 3.083333333333333)"
12-01-2023 17:15:53.520794,"(8.5, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 19.77777777777778)","(13.0, 28.0, 27.0)","(2.2, 2.54, 2.504)","(3.1, 3.15, 3.083333333333333)"
12-01-2023 17:15:54.550697,"(9.0, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 19.77777777777778)","(13.0, 28.0, 27.0)","(2.2, 2.54, 2.5331034482758623)","(3.1, 3.15, 3.083333333333333)"
12-01-2023 17:15:55.539784,"(9.0, 17.5, 15.78125)","(5.5, 9.0, 8.88)","(41.0, 95.0, 79.21052631578948)","(10.0, 21.0, 19.050847457627118)","(13.0, 28.0, 26.142857142857142)","(2.2, 2.54, 2.548)","(3.1, 3.15, 3.0717391304347825)"
12-01-2023 17:15:56.477687,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 79.21052631578948)","(10.0, 22.0, 20.033898305084747)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.58, 2.56)","(3.1, 3.15, 3.0727272727272728)"
12-01-2023 17:15:57.387618,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 73.82352941176471)","(10.0, 22.0, 19.57936507936508)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.58, 2.56)","(3.1, 3.1, 3.06)"
12-01-2023 17:15:58.450303,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.58, 2.5446153846153847)","(3.1, 3.1, 3.06)"
12-01-2023 17:15:59.576526,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.56, 2.5446153846153847)","(3.1, 3.1, 3.06)"
12-01-2023 17:16:00.517585,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.56, 2.5446153846153847)","(3.1, 3.1, 3.06)"
12-01-2023 17:16:01.484672,"(9.0, 17.5, 15.384615384615385)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 25.727272727272727)","(2.2, 2.56, 2.5433333333333334)","(3.1, 3.1, 3.06)"
12-01-2023 17:16:02.503394,"(9.0, 17.0, 15.75)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 26.23076923076923)","(2.2, 2.56, 2.5446153846153847)","(3.1, 3.1, 3.06)"
12-01-2023 17:16:03.496090,"(9.0, 17.0, 15.363636363636363)","(5.5, 9.0, 8.88)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 26.23076923076923)","(2.2, 2.56, 2.546666666666667)","(3.1, 3.1, 3.06)"
12-01-2023 17:16:04.491872,"(9.0, 17.0, 15.363636363636363)","(5.5, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 26.23076923076923)","(2.2, 2.56, 2.546666666666667)","(3.1, 3.1, 3.068)"
12-01-2023 17:16:05.540129,"(9.0, 17.0, 15.363636363636363)","(5.5, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(10.0, 21.0, 20.363636363636363)","(13.0, 29.0, 26.23076923076923)","(2.2, 2.56, 2.5446153846153847)","(3.1, 3.1, 3.068)"
12-01-2023 17:16:06.560797,"(10.0, 17.0, 15.545454545454545)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.363636363636363)","(15.0, 29.0, 26.23076923076923)","(2.15, 2.56, 2.5446153846153847)","(2.8, 3.1, 3.068)"
12-01-2023 17:16:07.540813,"(10.0, 17.0, 15.72)","(6.0, 9.2, 8.646153846153846)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.363636363636363)","(15.0, 29.0, 26.23076923076923)","(2.15, 2.56, 2.5446153846153847)","(2.8, 3.1, 3.068)"
12-01-2023 17:16:08.508826,"(10.0, 17.0, 15.72)","(6.0, 9.2, 8.8)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.363636363636363)","(15.0, 29.0, 26.23076923076923)","(2.15, 2.56, 2.5446153846153847)","(2.8, 3.1, 3.068)"
12-01-2023 17:16:09.515037,"(10.0, 17.0, 15.72)","(6.0, 9.2, 8.8)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.363636363636363)","(15.0, 29.0, 26.23076923076923)","(2.15, 2.56, 2.5446153846153847)","(2.8, 3.1, 3.075)"
12-01-2023 17:16:10.484331,"(10.0, 17.0, 15.72)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.125)","(15.0, 29.0, 26.23076923076923)","(2.15, 2.56, 2.5415384615384617)","(2.8, 3.1, 3.075)"
12-01-2023 17:16:11.383586,"(10.0, 17.0, 16.0)","(6.0, 9.2, 8.933333333333334)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.125)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.5415384615384617)","(2.8, 3.1, 3.075)"
12-01-2023 17:16:12.595171,"(10.0, 17.0, 16.0)","(6.0, 9.2, 8.933333333333334)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.333333333333332)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.6, 2.550909090909091)","(2.8, 3.1, 3.0318181818181817)"
12-01-2023 17:16:13.625310,"(10.0, 17.0, 16.0)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 22.416666666666668)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.550909090909091)","(2.8, 3.1, 3.011764705882353)"
12-01-2023 17:16:14.622577,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 23.0, 22.416666666666668)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.550909090909091)","(2.8, 3.1, 3.0318181818181817)"
12-01-2023 17:16:15.604662,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 21.107142857142858)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.550909090909091)","(2.8, 3.1, 3.0464285714285713)"
12-01-2023 17:16:16.674726,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.690909090909091)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 21.107142857142858)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.545714285714286)","(2.8, 3.1, 3.042307692307692)"
12-01-2023 17:16:17.790737,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.90625)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.5485714285714285)","(2.8, 3.1, 3.0565217391304347)"
12-01-2023 17:16:18.827704,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.90625)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.553939393939394)","(2.8, 3.1, 3.0615384615384618)"
12-01-2023 17:16:19.935572,"(10.0, 17.0, 16.05263157894737)","(6.0, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 21.0)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.5433333333333334)","(2.8, 3.1, 3.0391304347826087)"
12-01-2023 17:16:21.046337,"(10.0, 17.0, 16.357142857142858)","(6.0, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 21.0)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.551111111111111)","(2.8, 3.1, 3.0714285714285716)"
12-01-2023 17:16:22.013748,"(10.0, 17.0, 16.15625)","(6.0, 9.2, 8.588235294117647)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 21.0)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.551111111111111)","(2.8, 3.1, 3.0714285714285716)"
12-01-2023 17:16:23.011198,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.618181818181819)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.5)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.5508571428571427)","(2.8, 3.1, 3.0844827586206893)"
12-01-2023 17:16:24.053498,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.618181818181819)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.875)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.5375)","(2.8, 3.15, 3.0906249999999997)"
12-01-2023 17:16:25.114421,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.584615384615384)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.875)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.54, 2.537)","(2.8, 3.15, 3.0549999999999997)"
12-01-2023 17:16:26.100393,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.584615384615384)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.894736842105264)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.54, 2.5525925925925925)","(2.8, 3.15, 3.0541666666666667)"
12-01-2023 17:16:27.040061,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.8)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.894736842105264)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.56, 2.58)","(2.8, 3.15, 3.0555555555555554)"
12-01-2023 17:16:27.930645,"(10.0, 17.0, 16.15625)","(6.0, 9.0, 8.742857142857144)","(41.0, 95.0, 71.92307692307692)","(11.0, 21.0, 20.866666666666667)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.6, 2.59)","(2.8, 3.1, 3.06969696969697)"
12-01-2023 17:16:28.916863,"(10.0, 17.0, 15.8)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.68)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.58, 2.570909090909091)","(2.8, 3.1, 3.06969696969697)"
12-01-2023 17:16:29.893636,"(10.0, 17.0, 15.8)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.68)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.6, 2.576923076923077)","(2.8, 3.1, 3.034090909090909)"
12-01-2023 17:16:30.886438,"(10.0, 17.0, 15.95)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.615384615384617)","(15.0, 29.0, 25.727272727272727)","(2.15, 2.6, 2.5812500000000003)","(2.8, 3.05, 3.0294117647058822)"
12-01-2023 17:16:31.901337,"(10.0, 17.0, 16.55)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.666666666666668)","(15.0, 29.0, 25.266666666666666)","(2.15, 2.6, 2.568235294117647)","(2.8, 3.05, 3.06875)"
12-01-2023 17:16:33.123763,"(10.0, 17.0, 16.55)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 20.956521739130434)","(15.0, 29.0, 25.266666666666666)","(2.15, 2.6, 2.572)","(2.8, 3.1, 3.066666666666667)"
12-01-2023 17:16:34.206734,"(10.0, 17.0, 16.55)","(6.0, 9.0, 8.76)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 19.77777777777778)","(15.0, 29.0, 25.25)","(2.15, 2.58, 2.56)","(2.8, 3.1, 3.06969696969697)"
12-01-2023 17:16:35.322080,"(10.0, 17.0, 16.55)","(6.0, 9.0, 8.727272727272727)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 19.77777777777778)","(15.0, 29.0, 26.4)","(2.15, 2.58, 2.5780000000000003)","(2.8, 3.1, 3.03)"
12-01-2023 17:16:36.371645,"(10.0, 18.5, 18.4)","(6.0, 9.0, 8.727272727272727)","(41.0, 95.0, 71.92307692307692)","(11.0, 22.0, 17.22222222222222)","(15.0, 29.0, 26.647058823529413)","(2.15, 2.58, 2.566666666666667)","(2.8, 3.05, 3.0409090909090906)"
12-01-2023 17:16:37.511190,"(10.0, 18.5, 17.07894736842105)","(6.0, 9.0, 8.727272727272727)","(41.0, 95.0, 71.92307692307692)","(11.0, 19.0, 17.818181818181817)","(15.0, 29.0, 27.333333333333332)","(2.15, 2.58, 2.566666666666667)","(2.8, 3.05, 3.067741935483871)"
12-01-2023 17:16:38.717043,"(10.0, 18.5, 17.07894736842105)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.772727272727273)","(15.0, 29.0, 27.545454545454547)","(2.15, 2.58, 2.566666666666667)","(2.8, 3.1, 3.0615384615384618)"
12-01-2023 17:16:39.811322,"(10.0, 18.5, 17.07894736842105)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.647058823529413)","(2.15, 2.58, 2.5742857142857143)","(2.8, 3.1, 3.070588235294118)"
12-01-2023 17:16:40.976367,"(10.0, 18.5, 16.25)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.5)","(2.15, 2.58, 2.5742857142857143)","(2.8, 3.1, 3.070588235294118)"
12-01-2023 17:16:42.024997,"(10.0, 18.5, 16.227272727272727)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.5)","(2.15, 2.58, 2.5742857142857143)","(2.8, 3.1, 3.070588235294118)"
12-01-2023 17:16:43.040034,"(10.0, 18.5, 16.227272727272727)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.272727272727273)","(2.15, 2.58, 2.5742857142857143)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:44.052270,"(10.0, 18.5, 16.227272727272727)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.142857142857142)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:45.017279,"(10.0, 18.5, 16.227272727272727)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 27.0)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:45.991542,"(10.0, 18.5, 17.5)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 28.0, 27.0)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:46.975678,"(10.0, 18.5, 17.6)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 28.0, 27.0)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:47.945873,"(10.0, 18.5, 17.818181818181817)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 28.0, 27.0)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:49.112319,"(10.0, 18.5, 17.818181818181817)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 28.0, 27.0)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:50.149891,"(10.0, 18.5, 17.818181818181817)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 28.0, 26.142857142857142)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:51.148931,"(10.0, 18.5, 17.136363636363637)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.72222222222222)","(15.0, 29.0, 26.142857142857142)","(2.15, 2.58, 2.563846153846154)","(2.6, 3.1, 3.0655172413793106)"
12-01-2023 17:16:52.196598,"(10.0, 18.5, 17.184210526315788)","(6.0, 9.2, 8.866666666666667)","(41.0, 95.0, 71.92307692307692)","(11.0, 18.0, 17.736842105263158)","(15.0, 29.0, 26.333333333333332)","(2.15, 2.58, 2.5632)","(2.6, 3.1, 3.0655172413793106)"
