,A Fighting Fury,Kings County,Louis January,Demurral,The Driller,Zipspur,Magnetic Drive
06-01-2023 14:47:57.283429,"(4.4, 5.2, 5.096551724137931)","(7.5, 15.5, 15.084905660377359)","(2.9, 2.92, 2.9408536585365854)","(15.0, 19.0, 18.6)","(17.0, 27.0, 26.333333333333332)","(9.0, 13.0, 12.819672131147541)","(3.7, 4.5, 4.470149253731344)"
06-01-2023 14:47:58.488750,"(4.4, 5.1, 5.0777777777777775)","(7.5, 15.5, 15.084905660377359)","(2.9, 2.96, 2.9407909604519773)","(15.0, 19.0, 18.333333333333332)","(17.0, 27.0, 26.333333333333332)","(9.0, 13.0, 12.69620253164557)","(3.7, 4.5, 4.478494623655914)"
06-01-2023 14:47:59.654654,"(4.4, 5.1, 5.0777777777777775)","(7.5, 15.5, 15.127118644067796)","(2.9, 2.96, 2.9406060606060604)","(15.0, 19.0, 18.333333333333332)","(17.0, 27.0, 25.666666666666668)","(9.0, 13.0, 12.766990291262136)","(3.7, 4.5, 4.4598360655737705)"
06-01-2023 14:48:00.889478,"(4.4, 5.1, 5.029545454545454)","(7.5, 15.5, 15.127118644067796)","(2.9, 2.98, 2.9727797833935017)","(15.0, 19.0, 18.333333333333332)","(17.0, 27.0, 25.22222222222222)","(9.0, 13.0, 12.766990291262136)","(3.7, 4.5, 4.461344537815126)"
06-01-2023 14:48:02.106136,"(4.4, 5.1, 5.0633333333333335)","(7.5, 15.5, 15.127118644067796)","(2.9, 2.98, 2.96943661971831)","(15.0, 19.0, 18.333333333333332)","(17.0, 27.0, 25.22222222222222)","(9.0, 13.0, 12.680672268907562)","(3.7, 4.5, 4.457798165137615)"
06-01-2023 14:48:03.202513,"(4.4, 5.1, 5.0473684210526315)","(7.5, 15.5, 15.127118644067796)","(2.9, 3.0, 2.96943661971831)","(15.0, 19.0, 18.333333333333332)","(17.0, 27.0, 25.22222222222222)","(9.0, 13.0, 12.709923664122137)","(3.7, 4.5, 4.457798165137615)"
06-01-2023 14:48:04.363460,"(4.4, 5.1, 5.055555555555555)","(7.5, 15.5, 15.127118644067796)","(2.9, 2.98, 2.963125)","(15.0, 19.0, 18.1875)","(17.0, 27.0, 25.22222222222222)","(9.0, 13.0, 12.680672268907562)","(3.7, 4.5, 4.446153846153846)"
06-01-2023 14:48:05.501535,"(4.4, 5.2, 5.183710407239819)","(7.5, 15.5, 15.147058823529411)","(2.9, 2.96, 2.9325)","(15.0, 18.5, 18.014285714285712)","(17.0, 27.0, 25.03448275862069)","(9.0, 13.0, 12.698412698412698)","(3.7, 4.5, 4.367123287671233)"
06-01-2023 14:48:07.273944,"(4.4, 5.4, 5.3307692307692305)","(7.5, 15.5, 15.147058823529411)","(2.9, 2.94, 2.9216666666666664)","(15.0, 18.5, 18.014285714285712)","(17.0, 26.0, 25.03448275862069)","(9.0, 13.0, 12.698412698412698)","(3.7, 4.3, 4.286170212765957)"
06-01-2023 14:48:08.779100,"(4.4, 5.5, 5.328571428571428)","(7.5, 15.5, 15.18421052631579)","(2.9, 2.94, 2.9208695652173913)","(15.0, 18.5, 18.04054054054054)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.709677419354838)","(3.7, 4.3, 4.287)"
06-01-2023 14:48:09.982718,"(4.4, 5.5, 5.368493150684931)","(7.5, 15.5, 15.18421052631579)","(2.9, 2.94, 2.92)","(15.0, 18.5, 17.717391304347824)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.709677419354838)","(3.7, 4.3, 4.29264705882353)"
06-01-2023 14:48:11.284283,"(4.4, 5.5, 5.368493150684931)","(7.5, 15.5, 15.277777777777779)","(2.9, 2.94, 2.929642857142857)","(15.0, 18.5, 17.55263157894737)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.730088495575222)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:12.563554,"(4.4, 5.5, 5.368493150684931)","(7.5, 15.5, 15.277777777777779)","(2.9, 2.96, 2.9299999999999997)","(15.0, 18.5, 17.5625)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.730088495575222)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:13.834222,"(4.4, 5.5, 5.4165217391304346)","(7.5, 15.5, 15.277777777777779)","(2.9, 2.96, 2.9299999999999997)","(15.0, 18.0, 17.45)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.730088495575222)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:15.095575,"(4.4, 5.5, 5.4165217391304346)","(7.5, 15.5, 15.214285714285714)","(2.9, 2.96, 2.9299999999999997)","(15.0, 17.5, 17.462962962962962)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.730088495575222)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:16.336271,"(4.4, 5.5, 5.419327731092437)","(8.0, 15.5, 15.214285714285714)","(2.9, 2.96, 2.931020408163265)","(15.0, 17.5, 17.462962962962962)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.730088495575222)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:17.539397,"(4.4, 5.5, 5.419327731092437)","(8.0, 15.5, 15.214285714285714)","(2.9, 2.96, 2.9246511627906977)","(15.0, 17.5, 17.462962962962962)","(17.0, 26.0, 25.06451612903226)","(9.0, 13.0, 12.739316239316238)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:18.786490,"(4.4, 5.6, 5.454098360655738)","(8.0, 15.5, 15.125)","(2.9, 2.94, 2.9346666666666668)","(15.0, 17.5, 17.45)","(17.0, 26.0, 25.043478260869566)","(9.0, 13.0, 12.739316239316238)","(3.7, 4.3, 4.29438202247191)"
06-01-2023 14:48:20.097765,"(4.4, 5.5, 5.458108108108108)","(8.0, 15.5, 15.227272727272727)","(2.9, 2.94, 2.933109243697479)","(15.0, 17.5, 17.474358974358974)","(17.0, 26.0, 25.043478260869566)","(9.0, 13.0, 12.739316239316238)","(3.7, 4.3, 4.314285714285715)"
06-01-2023 14:48:21.428551,"(4.4, 5.5, 5.43921568627451)","(8.0, 15.5, 15.227272727272727)","(2.9, 2.96, 2.9304)","(15.0, 17.5, 17.472972972972972)","(17.0, 26.0, 25.043478260869566)","(9.0, 13.0, 12.739316239316238)","(3.7, 4.4, 4.314285714285715)"
06-01-2023 14:48:22.797372,"(4.4, 5.5, 5.43921568627451)","(8.0, 15.5, 15.220930232558139)","(2.8, 2.96, 2.9315555555555557)","(16.0, 17.5, 17.472972972972972)","(18.0, 26.0, 25.043478260869566)","(10.0, 13.0, 12.747787610619469)","(3.8, 4.4, 4.300000000000001)"
06-01-2023 14:48:24.260248,"(4.4, 5.5, 5.43921568627451)","(8.0, 15.5, 15.220930232558139)","(2.8, 2.96, 2.9315555555555557)","(16.0, 17.5, 17.472972972972972)","(18.0, 26.0, 25.043478260869566)","(10.0, 13.0, 12.747787610619469)","(3.8, 4.4, 4.306666666666667)"
06-01-2023 14:48:25.704041,"(4.4, 5.5, 5.430555555555555)","(8.0, 15.5, 15.220930232558139)","(2.8, 2.96, 2.930758620689655)","(16.0, 17.5, 17.36842105263158)","(18.0, 26.0, 25.043478260869566)","(10.0, 13.0, 12.739316239316238)","(3.8, 4.4, 4.3812500000000005)"
06-01-2023 14:48:27.212598,"(4.4, 5.5, 5.3872340425531915)","(8.0, 15.5, 14.9375)","(2.8, 2.96, 2.9331034482758622)","(16.0, 17.5, 17.36842105263158)","(18.0, 26.0, 25.043478260869566)","(10.0, 13.0, 12.739316239316238)","(3.8, 4.4, 4.355421686746988)"
06-01-2023 14:48:28.517795,"(4.4, 5.4, 5.417142857142857)","(8.0, 15.0, 14.88888888888889)","(2.8, 2.94, 2.929934640522876)","(16.0, 17.5, 17.40740740740741)","(18.0, 26.0, 25.11111111111111)","(10.0, 13.0, 12.739316239316238)","(3.8, 4.4, 4.283333333333333)"
06-01-2023 14:48:29.855751,"(4.4, 5.5, 5.429268292682927)","(8.5, 15.0, 14.791666666666666)","(2.8, 2.96, 2.946138613861386)","(15.0, 17.5, 17.433333333333334)","(18.0, 26.0, 25.11111111111111)","(10.0, 13.0, 12.739316239316238)","(3.8, 4.3, 4.176415094339623)"
06-01-2023 14:48:31.084035,"(4.4, 5.6, 5.510714285714286)","(8.5, 15.5, 15.065217391304348)","(2.8, 2.96, 2.9478378378378376)","(15.0, 17.5, 17.44736842105263)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.74793388429752)","(3.8, 4.2, 4.167857142857143)"
06-01-2023 14:48:32.531354,"(4.4, 5.6, 5.5525)","(8.5, 15.5, 15.05)","(2.8, 2.96, 2.9846153846153847)","(15.0, 18.0, 17.36111111111111)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.74793388429752)","(3.8, 4.2, 4.114516129032258)"
06-01-2023 14:48:33.892877,"(4.4, 5.6, 5.503125)","(8.5, 15.5, 15.05)","(2.8, 3.0, 2.9998275862068966)","(15.0, 17.5, 17.192307692307693)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.74793388429752)","(3.8, 4.2, 4.164864864864865)"
06-01-2023 14:48:35.318426,"(4.4, 5.5, 5.43125)","(8.5, 15.5, 15.908)","(2.8, 3.05, 2.9855855855855857)","(15.0, 18.0, 17.263157894736842)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.74793388429752)","(3.8, 4.2, 4.127586206896551)"
06-01-2023 14:48:36.823239,"(4.4, 5.5, 5.415625)","(8.5, 16.0, 15.956140350877194)","(2.8, 3.0, 2.971)","(15.0, 18.0, 17.833333333333332)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.756410256410257)","(3.8, 4.2, 4.123170731707317)"
06-01-2023 14:48:38.164583,"(4.4, 5.5, 5.446000000000001)","(8.5, 16.0, 15.99056603773585)","(2.8, 2.98, 2.9688)","(15.0, 18.0, 17.833333333333332)","(18.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.725961538461538)","(3.8, 4.2, 4.131521739130434)"
06-01-2023 14:48:39.502227,"(4.4, 5.5, 5.52)","(8.5, 16.0, 16.033333333333335)","(2.8, 2.98, 2.884043956043956)","(15.0, 18.0, 17.833333333333332)","(18.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.637931034482758)","(3.8, 4.2, 4.205607476635514)"
06-01-2023 14:48:40.794025,"(4.4, 5.6, 5.52)","(8.5, 16.5, 15.964285714285714)","(2.8, 2.9, 2.873131313131313)","(15.0, 18.0, 17.92105263157895)","(18.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.416666666666666)","(3.8, 4.3, 4.246728971962617)"
06-01-2023 14:48:42.086115,"(4.2, 5.6, 5.5928571428571425)","(8.5, 16.0, 16.32278481012658)","(2.8, 2.88, 2.8147402597402595)","(15.0, 18.0, 17.88095238095238)","(17.0, 26.0, 25.333333333333332)","(10.0, 12.5, 12.5078125)","(3.8, 4.3, 4.283333333333333)"
06-01-2023 14:48:43.349081,"(4.2, 5.7, 5.633333333333333)","(8.5, 16.5, 16.32278481012658)","(2.8, 2.82, 2.8081057268722467)","(15.0, 18.5, 17.88095238095238)","(17.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.5078125)","(3.8, 4.3, 4.336363636363636)"
06-01-2023 14:48:44.572568,"(4.2, 5.7, 5.618367346938776)","(8.5, 16.5, 16.32278481012658)","(2.8, 2.82, 2.710588235294118)","(15.0, 18.5, 17.6875)","(17.0, 26.0, 25.157894736842106)","(10.0, 13.0, 12.596153846153847)","(3.8, 4.4, 4.412605042016807)"
06-01-2023 14:48:45.868612,"(4.2, 5.8, 5.67027027027027)","(8.5, 16.5, 16.32278481012658)","(2.8, 2.72, 2.7125000000000004)","(15.0, 18.5, 17.678571428571427)","(17.0, 26.0, 25.238095238095237)","(10.0, 13.0, 12.77972027972028)","(3.8, 4.5, 4.431707317073171)"
06-01-2023 14:48:47.256708,"(4.2, 5.8, 5.7272727272727275)","(8.5, 16.5, 16.32278481012658)","(2.8, 2.74, 2.7273015873015876)","(15.0, 18.0, 17.735294117647058)","(17.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.787162162162161)","(3.8, 4.5, 4.4585585585585585)"
06-01-2023 14:48:48.550225,"(4.2, 5.8, 5.748936170212766)","(8.5, 16.5, 16.08823529411765)","(2.8, 2.74, 2.7134375000000004)","(15.0, 18.0, 17.833333333333332)","(17.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.775974025974026)","(3.8, 4.5, 4.504587155963303)"
06-01-2023 14:48:50.216324,"(4.2, 5.6, 5.565384615384615)","(8.5, 16.5, 16.274193548387096)","(2.8, 2.72, 2.7004291845493564)","(15.0, 18.0, 17.833333333333332)","(17.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.78523489932886)","(3.8, 4.6, 4.501282051282051)"
06-01-2023 14:48:51.583956,"(4.2, 5.6, 5.565384615384615)","(8.5, 16.5, 16.28787878787879)","(2.8, 2.72, 2.7011111111111115)","(15.0, 18.0, 17.763157894736842)","(17.0, 26.0, 25.333333333333332)","(10.0, 13.0, 12.762345679012345)","(3.8, 4.6, 4.495238095238095)"
06-01-2023 14:48:52.848671,"(4.2, 5.7, 5.6191489361702125)","(8.5, 16.5, 16.264705882352942)","(2.8, 2.72, 2.6978494623655918)","(15.0, 18.0, 17.764705882352942)","(17.0, 26.0, 25.666666666666668)","(10.0, 13.0, 12.757575757575758)","(3.8, 4.6, 4.5320987654320986)"
06-01-2023 14:48:54.032150,"(4.2, 5.7, 5.65)","(8.5, 16.5, 16.264705882352942)","(2.8, 2.7, 2.6853818181818183)","(15.0, 18.0, 17.951612903225808)","(17.0, 26.0, 25.714285714285715)","(10.0, 13.0, 12.764705882352942)","(3.8, 4.6, 4.526262626262626)"
06-01-2023 14:48:55.261707,"(4.2, 5.7, 5.623404255319149)","(8.5, 16.5, 16.264705882352942)","(2.8, 2.72, 2.6808)","(15.0, 18.0, 17.972727272727273)","(17.0, 26.0, 26.666666666666668)","(10.0, 13.0, 12.776536312849162)","(3.8, 4.6, 4.542622950819672)"
06-01-2023 14:48:56.498270,"(4.2, 5.7, 5.581159420289855)","(8.5, 16.5, 16.322222222222223)","(2.8, 2.7, 2.6608333333333336)","(15.0, 18.0, 18.076923076923077)","(17.0, 28.0, 27.4)","(10.0, 13.0, 12.776536312849162)","(3.8, 4.6, 4.563106796116505)"
06-01-2023 14:48:57.784636,"(4.2, 5.7, 5.581159420289855)","(8.5, 16.5, 16.467741935483872)","(2.8, 2.68, 2.6202380952380953)","(15.0, 18.5, 18.153846153846153)","(17.0, 28.0, 28.0)","(10.0, 13.0, 13.154545454545454)","(3.8, 4.6, 4.5864864864864865)"
06-01-2023 14:48:58.974529,"(4.2, 5.7, 5.581159420289855)","(8.5, 16.5, 16.333333333333332)","(2.8, 2.64, 2.6093103448275863)","(15.0, 18.5, 18.22222222222222)","(17.0, 29.0, 27.857142857142858)","(10.0, 13.5, 13.25)","(3.8, 4.7, 4.6066666666666665)"
06-01-2023 14:49:00.196101,"(4.2, 5.7, 5.586111111111111)","(8.5, 16.5, 16.333333333333332)","(2.8, 2.62, 2.6040601503759397)","(15.0, 18.5, 18.228571428571428)","(17.0, 29.0, 27.857142857142858)","(10.0, 13.5, 13.25)","(3.7, 4.7, 4.6066666666666665)"
06-01-2023 14:49:01.464359,"(4.2, 5.7, 5.572093023255814)","(8.5, 16.5, 16.333333333333332)","(2.8, 2.62, 2.5976344086021506)","(15.0, 19.0, 18.25)","(17.0, 29.0, 28.555555555555557)","(10.0, 13.5, 13.3828125)","(3.7, 4.7, 4.683333333333334)"
06-01-2023 14:49:02.615628,"(4.2, 5.6, 5.538541666666666)","(8.5, 16.5, 16.32608695652174)","(2.8, 2.6, 2.5724742268041236)","(15.0, 19.0, 18.325)","(17.0, 29.0, 28.555555555555557)","(10.0, 13.5, 13.6015625)","(3.7, 4.7, 4.750980392156863)"
06-01-2023 14:49:03.763532,"(4.2, 5.5, 5.486111111111111)","(8.5, 16.5, 16.34090909090909)","(2.8, 2.58, 2.5881250000000002)","(15.0, 19.0, 18.341463414634145)","(17.0, 29.0, 28.6)","(10.0, 14.0, 13.643939393939394)","(3.7, 4.8, 4.757718120805369)"
06-01-2023 14:49:05.007863,"(4.2, 5.5, 5.485106382978723)","(8.5, 16.5, 16.208333333333332)","(2.8, 2.6, 2.598181818181818)","(15.0, 19.0, 18.27027027027027)","(17.0, 29.0, 28.6)","(10.0, 14.0, 13.643939393939394)","(3.7, 4.9, 4.787603305785124)"
06-01-2023 14:49:06.203678,"(4.2, 5.5, 5.4731707317073175)","(8.5, 16.5, 16.264705882352942)","(2.8, 2.6, 2.651648351648352)","(15.0, 19.0, 18.28125)","(17.0, 29.0, 28.6)","(10.0, 14.0, 13.584745762711865)","(3.7, 4.9, 4.6737373737373735)"
06-01-2023 14:49:07.380239,"(4.2, 5.4, 5.372413793103449)","(8.5, 16.5, 16.39189189189189)","(2.8, 2.66, 2.6602484472049692)","(15.0, 19.0, 18.25)","(17.0, 29.0, 28.68)","(10.0, 14.0, 13.584745762711865)","(3.7, 4.7, 4.672043010752688)"
06-01-2023 14:49:08.549997,"(4.2, 5.4, 5.364444444444445)","(8.5, 16.5, 16.346153846153847)","(2.8, 2.68, 2.664179104477612)","(15.0, 19.0, 18.25)","(17.0, 29.0, 28.68)","(10.0, 14.0, 13.566666666666666)","(3.7, 4.7, 4.670454545454546)"
06-01-2023 14:49:09.687202,"(4.4, 5.4, 5.360975609756098)","(10.0, 16.5, 16.346153846153847)","(2.7, 2.7, 2.7067857142857146)","(15.0, 18.5, 17.954545454545453)","(19.0, 29.0, 28.68)","(10.0, 14.0, 13.566666666666666)","(3.8, 4.7, 4.675862068965517)"
06-01-2023 14:49:10.761212,"(4.4, 5.5, 5.398076923076923)","(10.0, 16.0, 15.9625)","(2.7, 2.72, 2.7067857142857146)","(15.0, 18.0, 17.954545454545453)","(19.0, 29.0, 28.68)","(10.0, 14.0, 13.718390804597702)","(3.8, 4.7, 4.627777777777777)"
06-01-2023 14:49:11.881915,"(4.4, 5.4, 5.328)","(10.0, 16.0, 15.9625)","(2.7, 2.72, 2.717886178861789)","(15.0, 18.0, 17.951923076923077)","(19.0, 29.0, 26.8)","(10.0, 14.0, 13.740506329113924)","(3.8, 4.7, 4.5964285714285715)"
06-01-2023 14:49:13.022860,"(4.4, 5.4, 5.3238095238095235)","(10.0, 16.5, 16.402439024390244)","(2.6, 2.74, 2.717886178861789)","(15.0, 18.0, 17.951923076923077)","(19.0, 27.0, 27.125)","(10.0, 14.0, 13.93)","(3.7, 4.6, 4.581818181818181)"
06-01-2023 14:49:14.147768,"(4.4, 5.4, 5.343859649122807)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.74, 2.720754716981132)","(15.0, 18.0, 17.951923076923077)","(19.0, 29.0, 27.125)","(10.0, 14.0, 13.93)","(3.7, 4.6, 4.581818181818181)"
06-01-2023 14:49:15.268512,"(4.4, 5.4, 5.3238095238095235)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.74, 2.7180645161290324)","(15.0, 18.0, 17.951923076923077)","(19.0, 29.0, 27.02857142857143)","(10.0, 14.0, 13.93)","(3.7, 4.6, 4.581818181818181)"
06-01-2023 14:49:16.330223,"(4.4, 5.4, 5.3238095238095235)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.74, 2.7290322580645165)","(15.0, 18.0, 17.951923076923077)","(19.0, 29.0, 26.457142857142856)","(10.0, 14.0, 13.862903225806452)","(3.7, 4.6, 4.569879518072289)"
06-01-2023 14:49:17.304420,"(4.4, 5.4, 5.31639344262295)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.76, 2.7466666666666666)","(15.0, 18.0, 17.951923076923077)","(19.0, 28.0, 26.444444444444443)","(10.0, 14.0, 13.808219178082192)","(3.7, 4.6, 4.546808510638297)"
06-01-2023 14:49:18.322969,"(4.4, 5.4, 5.31639344262295)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.76, 2.7473529411764708)","(15.0, 18.0, 17.94)","(19.0, 28.0, 26.666666666666668)","(10.0, 14.0, 13.808219178082192)","(3.7, 4.6, 4.544)"
06-01-2023 14:49:19.384069,"(4.4, 5.4, 5.31639344262295)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.76, 2.745945945945946)","(15.0, 18.0, 17.948979591836736)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.8)","(3.7, 4.6, 4.553333333333333)"
06-01-2023 14:49:20.481038,"(4.4, 5.4, 5.317241379310345)","(10.0, 16.5, 16.36046511627907)","(2.6, 2.76, 2.745945945945946)","(15.0, 18.0, 17.948979591836736)","(19.0, 27.0, 26.615384615384617)","(10.0, 14.0, 13.863636363636363)","(3.7, 4.6, 4.553333333333333)"
06-01-2023 14:49:21.559707,"(4.4, 5.4, 5.317241379310345)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.76, 2.731219512195122)","(15.0, 18.0, 18.15671641791045)","(19.0, 27.0, 26.541666666666668)","(10.0, 14.0, 13.75)","(3.7, 4.6, 4.556140350877193)"
06-01-2023 14:49:22.644461,"(4.4, 5.4, 5.333333333333333)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.74, 2.729397590361446)","(15.0, 18.5, 18.151515151515152)","(19.0, 28.0, 26.541666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.551923076923076)"
06-01-2023 14:49:23.674495,"(4.4, 5.4, 5.333333333333333)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.74, 2.729397590361446)","(15.0, 18.5, 18.151515151515152)","(19.0, 28.0, 26.666666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.549090909090909)"
06-01-2023 14:49:25.007900,"(4.4, 5.4, 5.333333333333333)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.74, 2.7281081081081084)","(15.0, 18.5, 18.151515151515152)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.549090909090909)"
06-01-2023 14:49:26.364646,"(4.4, 5.4, 5.317241379310345)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.74, 2.744666666666667)","(15.0, 18.5, 18.193548387096776)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.536363636363636)"
06-01-2023 14:49:27.658667,"(4.4, 5.4, 5.317241379310345)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.76, 2.75258064516129)","(15.0, 18.5, 18.193548387096776)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.536363636363636)"
06-01-2023 14:49:28.983334,"(4.4, 5.3, 5.283098591549296)","(10.0, 16.5, 16.28723404255319)","(2.6, 2.76, 2.7532203389830507)","(15.0, 18.5, 18.193548387096776)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.725)","(3.7, 4.6, 4.536363636363636)"
06-01-2023 14:49:30.183573,"(4.4, 5.3, 5.283098591549296)","(10.0, 16.5, 16.322222222222223)","(2.6, 2.76, 2.7549367088607597)","(15.0, 18.5, 18.188524590163933)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.736842105263158)","(3.7, 4.6, 4.522222222222222)"
06-01-2023 14:49:31.350517,"(4.4, 5.3, 5.27515923566879)","(10.0, 16.5, 16.322222222222223)","(2.5, 2.78, 2.767222222222222)","(15.0, 18.5, 18.188524590163933)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.736842105263158)","(3.7, 4.6, 4.522222222222222)"
06-01-2023 14:49:32.342744,"(4.4, 5.3, 5.27515923566879)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.78, 2.767222222222222)","(15.0, 18.5, 18.188524590163933)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.736842105263158)","(3.7, 4.6, 4.522222222222222)"
06-01-2023 14:49:33.343113,"(4.4, 5.3, 5.27515923566879)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.78, 2.767222222222222)","(15.0, 18.5, 18.188524590163933)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.736842105263158)","(3.7, 4.6, 4.522222222222222)"
06-01-2023 14:49:34.400060,"(4.4, 5.3, 5.27515923566879)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.78, 2.767222222222222)","(15.0, 18.5, 18.188524590163933)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.73076923076923)","(3.7, 4.6, 4.533962264150944)"
06-01-2023 14:49:35.491892,"(4.4, 5.3, 5.275)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.78, 2.7668571428571425)","(15.0, 18.5, 18.160714285714285)","(19.0, 27.0, 26.666666666666668)","(10.0, 14.0, 13.73076923076923)","(3.7, 4.6, 4.527083333333334)"
06-01-2023 14:49:36.599316,"(4.4, 5.3, 5.275)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.78, 2.7749523809523806)","(15.0, 18.5, 18.160714285714285)","(19.0, 27.0, 26.470588235294116)","(10.0, 14.0, 13.73076923076923)","(3.7, 4.6, 4.527083333333334)"
06-01-2023 14:49:37.687371,"(4.4, 5.3, 5.273825503355704)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.8, 2.7749523809523806)","(15.0, 18.5, 17.920454545454547)","(19.0, 27.0, 26.058823529411764)","(10.0, 14.0, 13.666666666666666)","(3.7, 4.6, 4.464864864864865)"
06-01-2023 14:49:38.779216,"(4.4, 5.3, 5.23739837398374)","(10.0, 16.5, 16.262886597938145)","(2.5, 2.82, 2.804235294117647)","(15.0, 18.0, 18.19811320754717)","(19.0, 27.0, 26.1)","(10.0, 14.0, 13.676470588235293)","(3.7, 4.5, 4.4593750000000005)"
06-01-2023 14:49:39.783369,"(4.4, 5.3, 5.240625)","(10.0, 16.5, 16.28723404255319)","(2.5, 2.8, 2.7870588235294114)","(15.0, 18.5, 18.19811320754717)","(19.0, 27.0, 26.1)","(10.0, 14.0, 13.858490566037736)","(3.7, 4.5, 4.336226415094339)"
06-01-2023 14:49:40.855714,"(4.4, 5.3, 5.266995073891626)","(10.0, 16.5, 16.241935483870968)","(2.45, 2.82, 2.8139534883720927)","(15.0, 18.5, 18.21698113207547)","(19.0, 27.0, 26.714285714285715)","(10.0, 14.0, 13.86111111111111)","(3.7, 4.4, 4.321551724137931)"
06-01-2023 14:49:41.885987,"(4.4, 5.3, 5.265104166666666)","(10.0, 16.5, 16.241935483870968)","(2.45, 2.84, 2.820350877192982)","(15.0, 18.5, 18.425925925925927)","(19.0, 27.0, 26.789473684210527)","(10.0, 14.0, 13.953703703703704)","(3.7, 4.4, 4.326907630522088)"
06-01-2023 14:49:42.973099,"(4.4, 5.3, 5.269124423963134)","(10.0, 16.5, 16.264705882352942)","(2.45, 2.84, 2.8111304347826085)","(15.0, 18.5, 18.462962962962962)","(19.0, 27.0, 26.789473684210527)","(10.0, 14.0, 14.071428571428571)","(3.7, 4.4, 4.326907630522088)"
06-01-2023 14:49:43.988717,"(4.4, 5.3, 5.269124423963134)","(10.0, 16.5, 16.333333333333332)","(2.45, 2.84, 2.8111304347826085)","(15.0, 18.5, 18.462962962962962)","(19.0, 27.0, 26.789473684210527)","(10.0, 14.5, 14.135714285714286)","(3.7, 4.4, 4.3218884120171674)"
06-01-2023 14:49:44.975578,"(4.4, 5.3, 5.269124423963134)","(10.0, 16.5, 16.333333333333332)","(2.45, 2.82, 2.810566037735849)","(15.0, 18.5, 18.462962962962962)","(19.0, 27.0, 26.789473684210527)","(10.0, 14.5, 14.135714285714286)","(3.7, 4.4, 4.3218884120171674)"
