,Amuri Andy,Its Better,Anna Jem,Money Bags,Taieri Missile,Miss Adobe,Opawa Barns
05-01-2023 15:39:14.906379,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:15.956577,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:16.993356,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:17.914860,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.5875)"
05-01-2023 15:39:18.878905,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:19.899106,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:20.987876,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:22.123346,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:23.219272,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:24.295297,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:25.346035,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:26.350356,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:27.335483,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.65)"
05-01-2023 15:39:28.322129,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:39:29.385587,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:30.391700,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:31.397762,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:32.344642,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:33.298364,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:34.305613,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:35.352617,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:36.432763,"(3.4, 5.0, 4.093333333333334)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:37.520149,"(3.4, 5.0, 4.0)","(3.4, 5.1, 4.086666666666667)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:38.588100,"(3.4, 4.9, 4.0)","(3.4, 5.1, 4.086666666666667)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:39.607681,"(3.4, 4.9, 4.0)","(3.4, 5.1, 4.086666666666667)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:40.622133,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:41.534258,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 21.0, 12.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:42.526909,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:43.582591,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:44.682509,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:45.679681,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:46.732031,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:47.727975,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:48.679767,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 10.5875)"
05-01-2023 15:39:49.731885,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:50.804124,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:51.936834,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:52.967000,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:53.931956,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:54.907521,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:55.889365,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:56.900332,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:57.965158,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:39:59.133591,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.675)"
05-01-2023 15:40:00.202139,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:01.158954,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.0200000000000005)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:02.165714,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:03.115918,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:04.244357,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:05.332509,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:06.355173,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:07.340834,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(16.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.7, 11.5, 9.6)"
05-01-2023 15:40:08.337843,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:09.326610,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:10.382431,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:11.433067,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:12.519955,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:13.570976,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:14.620705,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:15.592365,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:16.543059,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:17.514114,"(3.4, 4.8, 3.95625)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:18.491623,"(3.4, 4.8, 3.95625)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.625)"
05-01-2023 15:40:19.478493,"(3.4, 4.8, 3.95625)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 11.278571428571428)"
05-01-2023 15:40:20.482452,"(3.4, 4.7, 3.9125)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 110.0, 67.025)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 11.278571428571428)"
05-01-2023 15:40:21.459172,"(3.4, 4.7, 3.9125)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 85.0, 73.25)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:22.420831,"(3.4, 4.7, 3.9125)","(3.4, 5.0, 4.04)","(4.2, 7.4, 4.985)","(17.0, 85.0, 73.25)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:23.361171,"(3.4, 4.7, 4.389285714285714)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.729166666666667)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:24.501942,"(3.4, 4.7, 4.389285714285714)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.729166666666667)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:25.560980,"(3.4, 4.7, 4.389285714285714)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.058333333333334)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:26.649631,"(3.4, 4.7, 3.9125)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:27.693990,"(3.4, 4.8, 3.95625)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:28.687449,"(3.4, 4.8, 3.95625)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:29.632811,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:30.597778,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:31.594816,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:32.649402,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:33.717489,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:34.763157,"(3.4, 4.9, 4.0)","(3.4, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:35.855002,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:36.863010,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:37.773428,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.6)"
05-01-2023 15:40:38.788535,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 10.543750000000001)"
05-01-2023 15:40:39.742090,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:40.771994,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:41.784929,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:42.766345,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:43.755736,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:44.700739,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.575)"
05-01-2023 15:40:45.738395,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:46.743403,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:47.785406,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:48.761135,"(3.4, 4.9, 4.0)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 79.125)","(9.0, 22.0, 13.066666666666666)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:49.766241,"(3.4, 4.8, 3.95625)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 73.25)","(9.0, 22.0, 19.723076923076924)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:50.687787,"(3.4, 4.8, 3.95625)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 73.25)","(9.0, 22.0, 19.723076923076924)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:51.631126,"(3.4, 4.8, 3.95625)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 73.25)","(9.0, 22.0, 19.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:52.659573,"(3.4, 4.8, 3.95625)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 73.41666666666667)","(9.0, 22.0, 19.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
05-01-2023 15:40:53.754336,"(3.4, 4.8, 3.95625)","(3.3, 5.0, 4.04)","(4.2, 7.4, 6.3)","(17.0, 85.0, 73.41666666666667)","(9.0, 22.0, 19.733333333333334)","(21.0, 220.0, 92.71428571428571)","(3.8, 11.5, 9.65)"
