,Whata Journey,Tracer Bullet,Vanity Bay,Baileys With Legs,Misstrepo,Chainlinc,Johnrod,Onlysbest,Allambie
07-12-2022 18:53:50.996415,"(4.6, 6.4, 5.694117647058823)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.0, 6.8)"
07-12-2022 18:53:52.263483,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 6.8)"
07-12-2022 18:53:53.546021,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 6.8)"
07-12-2022 18:53:54.828323,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 6.8)"
07-12-2022 18:53:56.137185,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.079999999999999)"
07-12-2022 18:53:57.455982,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.079999999999999)"
07-12-2022 18:53:58.808275,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 6.8)"
07-12-2022 18:54:00.180817,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 6.8)"
07-12-2022 18:54:01.504624,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:02.886718,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:04.267615,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.55)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:05.657541,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:07.115027,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:08.539511,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:09.892531,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:11.188993,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.583333333333332)","(6.0, 8.2, 7.111111111111111)"
07-12-2022 18:54:12.574293,"(4.6, 6.4, 5.733333333333333)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.905263157894737)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 16.75)","(6.0, 8.2, 7.04)"
07-12-2022 18:54:13.902315,"(4.6, 6.4, 6.133333333333334)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.466666666666667)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:15.246231,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.65)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.9818181818181815)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:16.642798,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.72)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:17.999692,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 13.833333333333334)","(7.0, 9.0, 8.82857142857143)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 20.142857142857142)","(14.0, 19.5, 18.666666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:19.351852,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.82857142857143)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.666666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:20.765227,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.933333333333334)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:22.187758,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:23.536671,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 19.5, 19.083333333333336)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:24.915378,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 19.5, 19.083333333333336)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:26.248088,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:27.674777,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:29.072318,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:30.448349,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:31.863776,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.9375)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:33.173298,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:34.597996,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.7749999999999995)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:35.999578,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.7749999999999995)","(14.0, 22.0, 18.0)","(14.0, 19.5, 19.083333333333336)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:37.295386,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.7749999999999995)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:38.602969,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:39.938009,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:41.296307,"(4.6, 6.0, 5.714285714285714)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.683333333333334)","(14.0, 22.0, 18.0)","(14.0, 19.5, 17.0)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:42.723415,"(4.6, 6.0, 5.866666666666666)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 5.800000000000001)","(3.6, 5.1, 4.585714285714285)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.785714285714285)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:44.024701,"(4.6, 6.4, 5.777777777777778)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.2, 6.1)","(3.6, 5.1, 4.2375)","(14.0, 22.0, 18.0)","(14.0, 19.5, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:45.353483,"(4.6, 6.6, 5.822222222222222)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 3.9428571428571426)","(14.0, 22.0, 18.0)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:46.681901,"(4.6, 6.6, 5.822222222222222)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.907142857142857)","(14.0, 22.0, 18.0)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:48.007136,"(4.6, 6.6, 5.822222222222222)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.666666666666666)","(14.0, 22.0, 18.0)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:49.388511,"(4.6, 6.6, 5.822222222222222)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:50.905701,"(4.6, 6.6, 5.822222222222222)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:52.439552,"(4.6, 6.6, 5.753846153846154)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:53.953142,"(4.6, 6.6, 5.753846153846154)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:55.606534,"(4.6, 6.6, 5.753846153846154)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:57.140865,"(4.6, 6.6, 5.781818181818181)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 18.0)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:54:58.955822,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 20.375)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:00.438224,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 23.666666666666668)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 20.375)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:01.972842,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 20.375)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:03.714988,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.84)","(5.0, 6.8, 6.1)","(3.6, 5.1, 4.425)","(14.0, 22.0, 20.375)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:05.317950,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 24.285714285714285)","(10.0, 18.0, 14.25)","(7.0, 9.0, 8.84)","(5.0, 6.8, 5.542857142857144)","(3.6, 5.1, 4.875)","(14.0, 22.0, 20.375)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:06.816328,"(4.6, 6.4, 5.771428571428571)","(18.0, 27.0, 24.0)","(10.0, 18.0, 14.25)","(7.0, 9.0, 8.84)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.908333333333333)","(14.0, 22.0, 19.6)","(14.0, 20.0, 17.5)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:08.328085,"(4.6, 6.2, 5.771428571428571)","(18.0, 27.0, 24.0)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.84)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 17.5)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:09.755943,"(4.6, 6.2, 5.745454545454545)","(18.0, 27.0, 25.1)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.84)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 17.5)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:11.124248,"(4.6, 6.4, 5.771428571428571)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.84)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 15.875)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:12.596440,"(4.6, 6.2, 5.771428571428571)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.84)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:14.016162,"(4.6, 6.2, 5.771428571428571)","(18.0, 27.0, 25.2)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 18.82142857142857)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:15.451849,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 25.1)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 20.0, 20.25)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:16.826158,"(4.6, 6.4, 5.771428571428571)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.55)","(14.0, 22.0, 19.6)","(14.0, 22.0, 18.6)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:18.166178,"(4.6, 6.2, 5.771428571428571)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.183333333333334)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.6)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:19.423216,"(4.6, 6.2, 5.771428571428571)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.183333333333334)","(14.0, 22.0, 19.6)","(14.0, 21.0, 16.666666666666668)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:20.686153,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 25.1)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.183333333333334)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:21.973533,"(4.6, 6.4, 5.745454545454545)","(18.0, 27.0, 25.1)","(10.0, 18.0, 16.333333333333332)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.1, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:23.323164,"(4.6, 6.2, 5.685714285714285)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.0, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:24.689709,"(4.6, 6.2, 5.685714285714285)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.0, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:26.088476,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 25.1)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.542857142857144)","(3.6, 5.0, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:27.437334,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.4, 5.5)","(3.6, 5.0, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:28.845781,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 25.615384615384613)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.0, 4.2)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:30.344143,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 24.75)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.0, 4.9624999999999995)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:31.683370,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 25.1)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.1, 4.85)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:32.926279,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.1, 4.65)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.04)"
07-12-2022 18:55:34.150433,"(4.6, 6.2, 5.733333333333333)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.1, 4.65)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 8.0, 7.085714285714285)"
07-12-2022 18:55:35.416236,"(4.6, 6.8, 5.699999999999999)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.1, 4.1625)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 7.8, 7.085714285714285)"
07-12-2022 18:55:36.741278,"(4.6, 6.6, 5.885714285714285)","(18.0, 27.0, 24.42857142857143)","(10.0, 18.0, 17.285714285714285)","(7.0, 9.0, 8.866666666666667)","(5.0, 6.2, 5.5)","(3.6, 5.1, 4.1625)","(14.0, 22.0, 19.6)","(14.0, 21.0, 18.833333333333332)","(6.0, 7.8, 7.085714285714285)"
