,Solar Space,Infiltrate,Bald Head Sally,Turbo Tuxedo,Slingshot Marley,Oscar Ruth,Snowys Lad,Slingshot Puzzle
11-01-2023 16:18:26.800455,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 290.0, 205.88235294117646)","(6.5, 19.5, 18.08695652173913)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 37.09090909090909)"
11-01-2023 16:18:28.019347,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 280.0, 215.0)","(6.5, 19.5, 18.08695652173913)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 37.09090909090909)"
11-01-2023 16:18:29.269704,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 280.0, 260.0)","(7.0, 19.5, 18.08695652173913)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 36.38709677419355)"
11-01-2023 16:18:30.587052,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 270.0, 254.76190476190476)","(7.0, 19.5, 17.9)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 36.666666666666664)"
11-01-2023 16:18:31.712070,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 260.0, 254.76190476190476)","(7.0, 18.0, 17.45)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 46.0, 35.62162162162162)"
11-01-2023 16:18:32.860078,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 260.0, 205.0)","(7.0, 17.5, 17.45)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 46.0, 35.62162162162162)"
11-01-2023 16:18:34.068100,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 250.0, 205.0)","(7.0, 17.5, 17.45)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 46.0, 35.62162162162162)"
11-01-2023 16:18:35.260624,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 250.0, 205.0)","(7.0, 17.5, 17.45)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 46.0, 35.62162162162162)"
11-01-2023 16:18:36.400542,"(6.5, 8.2, 7.88)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 250.0, 202.0)","(7.0, 17.5, 17.818181818181817)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.94736842105263)","(31.0, 46.0, 35.62162162162162)"
11-01-2023 16:18:37.625691,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.179487179487179)","(4.2, 5.1, 4.86)","(91.0, 250.0, 202.0)","(7.0, 18.0, 17.4375)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.73170731707317)","(31.0, 46.0, 37.829787234042556)"
11-01-2023 16:18:38.833088,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.179487179487179)","(4.2, 5.1, 4.86)","(91.0, 250.0, 202.0)","(7.0, 17.5, 17.037037037037038)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 46.0, 39.26315789473684)"
11-01-2023 16:18:40.133350,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.179487179487179)","(4.2, 5.1, 4.86)","(91.0, 250.0, 202.0)","(7.0, 18.0, 17.037037037037038)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.94736842105263)","(31.0, 46.0, 39.76923076923077)"
11-01-2023 16:18:41.352508,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.179487179487179)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 202.0)","(7.5, 18.0, 17.037037037037038)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.027027027027025)","(31.0, 46.0, 37.7037037037037)"
11-01-2023 16:18:42.527028,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.205882352941176)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 202.0)","(7.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 46.0, 37.7037037037037)"
11-01-2023 16:18:43.694211,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.205882352941176)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 202.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 46.0, 41.14285714285714)"
11-01-2023 16:18:44.924276,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 202.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.3859649122807)"
11-01-2023 16:18:46.198736,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 202.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.3859649122807)"
11-01-2023 16:18:47.358812,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 190.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.3859649122807)"
11-01-2023 16:18:48.497653,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 190.0)","(7.5, 18.0, 17.473684210526315)","(1.9, 2.24, 2.234)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.3859649122807)"
11-01-2023 16:18:49.855980,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 192.72727272727272)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.90196078431373)"
11-01-2023 16:18:51.067952,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 250.0, 230.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 38.90196078431373)"
11-01-2023 16:18:52.209587,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 240.0, 230.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 39.0)"
11-01-2023 16:18:53.497733,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 240.0, 230.0)","(7.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.235918367346939)","(26.0, 38.0, 33.51219512195122)","(31.0, 44.0, 39.0)"
11-01-2023 16:18:54.743231,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 240.0, 230.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 38.0, 34.90909090909091)","(31.0, 44.0, 38.583333333333336)"
11-01-2023 16:18:55.968546,"(6.5, 8.2, 7.88)","(6.5, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(91.0, 240.0, 230.0)","(7.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 36.0, 34.90909090909091)","(31.0, 44.0, 38.583333333333336)"
11-01-2023 16:18:57.077364,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.235918367346939)","(26.0, 36.0, 33.375)","(31.0, 44.0, 38.583333333333336)"
11-01-2023 16:18:58.217174,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.865853658536586)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.235918367346939)","(26.0, 36.0, 32.34782608695652)","(31.0, 44.0, 39.81818181818182)"
11-01-2023 16:18:59.520399,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.871428571428571)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.333333333333332)","(1.9, 2.24, 2.235918367346939)","(26.0, 36.0, 32.34782608695652)","(31.0, 42.0, 39.0)"
11-01-2023 16:19:00.730229,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.871428571428571)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.235918367346939)","(26.0, 36.0, 32.34782608695652)","(31.0, 42.0, 38.8)"
11-01-2023 16:19:01.873648,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.871428571428571)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.2362962962962967)","(26.0, 36.0, 31.82608695652174)","(31.0, 42.0, 38.8)"
11-01-2023 16:19:03.094308,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.872972972972973)","(101.0, 240.0, 224.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.24, 2.255348837209302)","(26.0, 36.0, 31.82608695652174)","(31.0, 42.0, 38.8)"
11-01-2023 16:19:04.313353,"(6.0, 8.2, 7.88)","(7.0, 10.5, 10.1875)","(4.2, 5.1, 4.776923076923077)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.176470588235293)","(1.9, 2.26, 2.2685714285714282)","(26.0, 36.0, 31.666666666666668)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:05.571453,"(6.0, 8.2, 7.836363636363636)","(7.0, 10.5, 10.193548387096774)","(4.2, 5.1, 4.938461538461539)","(101.0, 240.0, 230.0)","(8.5, 18.0, 16.952380952380953)","(1.9, 2.28, 2.2577777777777777)","(26.0, 32.0, 31.8)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:06.758843,"(6.0, 8.2, 7.857142857142857)","(7.0, 10.5, 10.193548387096774)","(4.2, 5.1, 4.933333333333334)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.05263157894737)","(1.9, 2.26, 2.2577777777777777)","(26.0, 32.0, 31.666666666666668)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:07.924077,"(6.0, 8.2, 7.857142857142857)","(7.0, 10.5, 10.08695652173913)","(4.2, 5.1, 4.8619047619047615)","(101.0, 240.0, 230.0)","(8.5, 18.0, 17.05263157894737)","(1.9, 2.26, 2.3065217391304347)","(26.0, 32.0, 31.666666666666668)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:09.144357,"(6.0, 8.2, 7.88695652173913)","(7.5, 10.0, 9.914285714285715)","(4.2, 5.1, 4.88)","(101.0, 240.0, 195.0)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.34, 2.265)","(26.0, 32.0, 31.666666666666668)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:10.336064,"(6.0, 8.2, 7.857142857142857)","(7.5, 10.0, 9.94)","(4.2, 5.0, 4.907692307692308)","(101.0, 240.0, 221.25)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.34, 2.2615384615384615)","(26.0, 32.0, 31.57894736842105)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:11.503041,"(6.0, 8.2, 7.857142857142857)","(7.5, 10.0, 9.8)","(4.2, 5.0, 4.907692307692308)","(101.0, 230.0, 214.44444444444446)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.34, 2.315384615384615)","(26.0, 36.0, 31.0)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:12.639903,"(6.0, 8.2, 7.857142857142857)","(7.5, 10.0, 9.492307692307692)","(4.2, 5.0, 4.821428571428571)","(101.0, 230.0, 187.22222222222223)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.32, 2.315384615384615)","(26.0, 32.0, 31.2)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:13.733645,"(6.0, 8.2, 7.88695652173913)","(7.5, 10.0, 9.511111111111111)","(4.2, 5.0, 4.838709677419355)","(101.0, 230.0, 187.22222222222223)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.32, 2.24)","(26.0, 32.0, 31.2)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:15.000463,"(6.0, 8.2, 7.88695652173913)","(7.5, 10.0, 9.536842105263158)","(4.2, 5.0, 4.838709677419355)","(101.0, 230.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.9, 2.26, 2.24)","(26.0, 32.0, 31.2)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:16.214205,"(6.0, 8.2, 7.895238095238095)","(7.5, 10.0, 9.559999999999999)","(4.2, 5.0, 4.838709677419355)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.26, 2.24)","(26.0, 32.0, 31.2)","(31.0, 42.0, 38.30769230769231)"
11-01-2023 16:19:17.439493,"(6.0, 8.2, 7.895238095238095)","(7.5, 10.0, 9.559999999999999)","(4.2, 5.0, 4.838709677419355)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.26, 2.27)","(26.0, 32.0, 31.2)","(31.0, 42.0, 39.0)"
11-01-2023 16:19:18.664396,"(6.0, 8.2, 8.066666666666666)","(7.5, 10.0, 9.36)","(4.2, 5.0, 4.825581395348837)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.28, 2.27)","(26.0, 32.0, 39.6875)","(31.0, 42.0, 39.0)"
11-01-2023 16:19:19.918743,"(6.0, 8.2, 8.066666666666666)","(7.5, 10.0, 9.36)","(4.2, 5.0, 4.825581395348837)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.28, 2.27)","(26.0, 40.0, 36.31578947368421)","(31.0, 42.0, 41.2)"
11-01-2023 16:19:21.195276,"(6.0, 8.2, 8.096296296296297)","(7.5, 10.0, 9.36)","(4.2, 5.0, 4.838709677419355)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.28, 2.2768421052631576)","(26.0, 38.0, 33.529411764705884)","(31.0, 42.0, 41.04)"
11-01-2023 16:19:22.385603,"(6.0, 8.6, 8.333333333333334)","(7.5, 10.0, 9.36)","(4.2, 5.0, 4.838709677419355)","(101.0, 220.0, 190.0)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.28, 2.2669565217391305)","(26.0, 34.0, 33.42857142857143)","(31.0, 42.0, 41.04)"
11-01-2023 16:19:23.470131,"(6.0, 8.6, 8.342857142857143)","(7.5, 10.0, 9.326315789473684)","(4.2, 5.0, 4.838709677419355)","(101.0, 190.0, 183.33333333333334)","(10.0, 18.0, 17.05263157894737)","(1.85, 2.28, 2.276470588235294)","(26.0, 34.0, 33.07692307692308)","(31.0, 42.0, 41.04)"
11-01-2023 16:19:24.638581,"(6.0, 8.6, 8.48)","(7.5, 10.0, 9.326315789473684)","(4.2, 5.0, 4.827586206896552)","(101.0, 190.0, 175.0)","(10.0, 18.0, 16.88888888888889)","(1.85, 2.28, 2.2666666666666666)","(26.0, 34.0, 33.027027027027025)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:25.880827,"(6.0, 8.6, 8.45)","(7.5, 9.4, 9.35)","(4.2, 5.0, 4.825)","(101.0, 190.0, 175.0)","(10.0, 18.0, 16.88888888888889)","(1.85, 2.28, 2.2666666666666666)","(26.0, 34.0, 33.027027027027025)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:27.045380,"(6.0, 8.6, 8.533333333333333)","(7.5, 10.0, 9.326315789473684)","(4.2, 5.0, 4.933333333333334)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.39393939393939)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:28.289919,"(6.0, 8.6, 8.461538461538462)","(7.5, 9.8, 9.363636363636363)","(4.2, 4.9, 4.877777777777778)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.39393939393939)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:29.498945,"(6.0, 8.6, 8.461538461538462)","(7.5, 9.8, 9.363636363636363)","(4.2, 4.9, 4.83030303030303)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.39393939393939)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:30.781967,"(6.0, 8.6, 8.333333333333332)","(7.5, 9.8, 9.363636363636363)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2617391304347825)","(26.0, 34.0, 33.39393939393939)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:32.052226,"(6.0, 8.6, 8.333333333333332)","(7.5, 9.8, 9.363636363636363)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.39393939393939)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:33.206972,"(6.0, 8.6, 8.333333333333332)","(7.5, 9.8, 9.363636363636363)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:34.291553,"(6.0, 8.6, 8.333333333333332)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:35.526632,"(6.0, 8.6, 8.333333333333332)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.817391304347826)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2617391304347825)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:36.744350,"(6.0, 8.6, 8.24705882352941)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.817391304347826)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2617391304347825)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:37.933608,"(6.0, 8.6, 8.221052631578948)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:39.080834,"(6.0, 8.6, 8.317647058823528)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2705263157894735)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:40.233910,"(6.0, 8.6, 8.317647058823528)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.8352941176470585)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2584)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:41.450057,"(6.0, 8.6, 8.342857142857142)","(7.5, 9.8, 9.285714285714285)","(4.2, 5.0, 4.8133333333333335)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.2448)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:42.615454,"(6.0, 9.0, 8.533333333333333)","(7.5, 9.8, 9.23157894736842)","(4.2, 5.0, 4.8133333333333335)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.28, 2.236666666666667)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:43.695696,"(6.0, 9.0, 8.45)","(7.5, 9.8, 9.23157894736842)","(4.2, 5.0, 4.872727272727273)","(101.0, 190.0, 180.0)","(10.0, 18.0, 17.0)","(1.85, 2.26, 2.2338461538461543)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:44.897836,"(6.0, 9.0, 8.323076923076922)","(7.5, 9.8, 9.233333333333333)","(4.2, 5.0, 4.8090909090909095)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.24, 2.2338461538461543)","(26.0, 34.0, 33.2)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:46.036403,"(6.0, 9.0, 8.323076923076922)","(7.5, 9.8, 9.233333333333333)","(4.2, 5.0, 4.8090909090909095)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.24, 2.2439999999999998)","(26.0, 34.0, 36.0)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:47.294664,"(6.0, 9.0, 8.725)","(7.5, 9.8, 9.23157894736842)","(4.2, 5.0, 4.83030303030303)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.0)","(1.85, 2.26, 2.216923076923077)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:48.602170,"(6.0, 9.0, 8.676923076923076)","(7.5, 9.8, 9.299999999999999)","(4.2, 5.0, 4.83030303030303)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.6)","(1.85, 2.22, 2.20875)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:49.713683,"(6.0, 9.0, 8.676923076923076)","(7.5, 9.6, 9.299999999999999)","(4.2, 5.0, 4.833333333333333)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.6)","(1.85, 2.22, 2.201739130434783)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:50.884996,"(6.0, 9.0, 8.676923076923076)","(7.5, 9.6, 9.299999999999999)","(4.2, 5.0, 4.833333333333333)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.6)","(1.85, 2.22, 2.213793103448276)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:51.990899,"(6.0, 9.0, 8.676923076923076)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.833333333333333)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.904761904761905)","(1.85, 2.22, 2.213793103448276)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:53.052353,"(6.0, 9.0, 8.314285714285713)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.817073170731708)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.36111111111111)","(1.85, 2.22, 2.217777777777778)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:54.087884,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.817073170731708)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.27777777777778)","(1.85, 2.22, 2.217692307692308)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:55.145220,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.817073170731708)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.27777777777778)","(1.85, 2.22, 2.2055172413793107)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:56.246285,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.833333333333333)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.366666666666667)","(1.85, 2.22, 2.198823529411765)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:57.376783,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.833333333333333)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.366666666666667)","(1.85, 2.22, 2.198823529411765)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:58.548898,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.832258064516129)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.366666666666667)","(1.85, 2.22, 2.198823529411765)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:19:59.674178,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.832258064516129)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 18.366666666666667)","(1.85, 2.22, 2.198823529411765)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:20:00.822707,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.23076923076923)","(4.2, 5.0, 4.8882352941176475)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.5, 17.892857142857142)","(1.85, 2.22, 2.198823529411765)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:20:01.956754,"(6.0, 9.0, 8.314285714285713)","(7.5, 9.4, 9.242857142857142)","(4.2, 4.9, 4.85)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.5)","(1.85, 2.22, 2.204)","(26.0, 40.0, 35.6)","(31.0, 42.0, 40.95652173913044)"
11-01-2023 16:20:03.077579,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.4, 9.242857142857142)","(4.2, 5.0, 4.728571428571429)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.5)","(1.85, 2.22, 2.1950000000000003)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:04.225778,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.4, 9.233333333333333)","(4.2, 5.0, 4.835714285714285)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 17.25)","(1.85, 2.24, 2.1833333333333336)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
