,Willsintown,Destiny Blues,Fortyfive Rock,Handsome Harry Nz,Tulhurst Cuddles,Taleggio,Jaydes Terror,Darby Brights,Whata Reactor
12-01-2023 15:08:23.812087,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:25.073876,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:26.247852,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:27.466668,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:28.752366,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:30.019975,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:31.312503,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:32.605538,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.492857142857143)","(7.5, 12.5, 10.15)","(6.0, 9.6, 9.149999999999999)","(4.4, 6.6, 6.074999999999999)","(8.5, 15.0, 12.933333333333334)"
12-01-2023 15:08:33.914021,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.5825)","(7.5, 12.5, 9.15)","(6.0, 9.6, 8.1)","(4.4, 6.6, 5.25)","(8.5, 15.0, 10.9)"
12-01-2023 15:08:35.105480,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.572857142857143)","(7.5, 10.5, 8.9)","(6.0, 9.0, 8.177777777777777)","(4.4, 6.0, 5.34)","(8.5, 13.0, 10.65)"
12-01-2023 15:08:36.224622,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 10.0, 9.4)","(6.0, 8.8, 8.625)","(4.4, 5.9, 5.625)","(8.5, 12.5, 11.15)"
12-01-2023 15:08:37.425657,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 102.5)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:38.741394,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 135.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:40.211405,"(101.0, 190.0, 172.72727272727275)","(61.0, 150.0, 133.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:41.446983,"(101.0, 190.0, 172.72727272727275)","(61.0, 150.0, 133.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:42.734619,"(101.0, 190.0, 172.72727272727275)","(61.0, 150.0, 133.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:44.015453,"(101.0, 190.0, 130.0)","(61.0, 150.0, 107.5)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:45.218798,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:46.496216,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:47.776464,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:49.017319,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:50.257725,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:51.463608,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:52.718083,"(101.0, 190.0, 130.0)","(61.0, 150.0, 110.0)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:53.970020,"(101.0, 190.0, 130.0)","(61.0, 150.0, 135.83333333333331)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:55.304434,"(101.0, 190.0, 130.0)","(61.0, 150.0, 135.83333333333331)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:56.630198,"(101.0, 190.0, 130.0)","(61.0, 150.0, 135.83333333333331)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:57.946696,"(101.0, 190.0, 130.0)","(61.0, 150.0, 135.83333333333331)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:08:59.186102,"(101.0, 190.0, 130.0)","(61.0, 150.0, 135.83333333333331)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:00.239774,"(101.0, 190.0, 130.0)","(61.0, 150.0, 118.125)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:01.501321,"(101.0, 190.0, 130.0)","(61.0, 150.0, 118.125)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:02.754471,"(101.0, 190.0, 130.0)","(61.0, 150.0, 118.125)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:04.013624,"(101.0, 190.0, 130.0)","(61.0, 150.0, 118.125)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:05.228525,"(101.0, 190.0, 130.0)","(61.0, 150.0, 118.125)","(17.0, 36.0, 29.833333333333336)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.625)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:06.456358,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:08.039784,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:09.256591,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:10.491196,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:12.226949,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:13.721571,"(101.0, 190.0, 130.0)","(61.0, 150.0, 90.0)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.68888888888889)","(4.4, 6.0, 5.625)","(8.5, 13.5, 11.15)"
12-01-2023 15:09:15.082161,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:16.385609,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:17.809214,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:19.210307,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:20.603381,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:21.836271,"(101.0, 190.0, 130.0)","(61.0, 150.0, 112.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:23.114916,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:24.595959,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:25.823093,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:27.072395,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:28.393365,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:29.900838,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:31.273249,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:32.820863,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:34.223125,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:35.949470,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:37.607600,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:39.005203,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:40.304983,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:41.650159,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:42.813374,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:44.240569,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:45.511951,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:46.830824,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:48.264460,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:49.675206,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:51.067091,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:52.398746,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:53.767362,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:55.145152,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:56.611607,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:57.843269,"(101.0, 190.0, 130.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:09:59.006316,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:00.270377,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:01.615337,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:02.909473,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:04.152937,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:05.371400,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:06.622387,"(101.0, 190.0, 174.0)","(61.0, 150.0, 117.85714285714286)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
12-01-2023 15:10:07.874626,"(101.0, 190.0, 174.0)","(61.0, 150.0, 97.5)","(17.0, 36.0, 24.0)","(5.0, 99999, 99990)","(2.6, 3.85, 3.203333333333333)","(7.5, 11.0, 9.4)","(6.0, 9.0, 8.628571428571428)","(4.4, 6.0, 5.625)","(8.5, 13.5, 12.455555555555556)"
