,Willsintown,Destiny Blues,Fortyfive Rock,Handsome Harry Nz,Tulhurst Cuddles,Taleggio,Jaydes Terror,Darby Brights,Whata Reactor
12-01-2023 14:59:45.749765,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:47.152697,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:48.508989,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:49.853448,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:51.175510,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:52.333831,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:53.528790,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:54.809282,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:56.095875,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.8)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:57.412879,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:58.625920,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 14:59:59.769078,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:00.952425,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:02.237783,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:03.515773,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:04.793176,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:06.042100,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:07.271424,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:08.532858,"(101.0, 190.0, 158.33333333333334)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:09.854998,"(101.0, 190.0, 158.33333333333334)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:11.116590,"(101.0, 190.0, 158.33333333333334)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:12.397243,"(101.0, 190.0, 158.33333333333334)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:13.674170,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:14.931299,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:16.349338,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:17.705855,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:19.040560,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:20.370334,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:21.631790,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:22.932921,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:24.222691,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:25.532665,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:26.814537,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:28.097125,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:29.372121,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:30.666270,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:32.017099,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:33.388352,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:34.692929,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:36.058185,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:37.489702,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:38.738940,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:39.960282,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:41.193315,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:42.449984,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:43.727923,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:45.031066,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:46.353354,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:47.713744,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:49.099221,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:50.418471,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:51.734086,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:53.004472,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:54.250127,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:55.612372,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:56.920477,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:58.288991,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:00:59.635131,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:00.975705,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:02.279537,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:03.593655,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:05.017284,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:06.401519,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:07.703920,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:09.008171,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:10.340110,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:11.764482,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:13.191506,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:14.600444,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 10.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:16.001767,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:17.319954,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:18.574472,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:20.019120,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:21.477933,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:22.910663,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:24.696906,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:26.291796,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:27.734247,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:29.135630,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
12-01-2023 15:01:30.619645,"(101.0, 190.0, 162.85714285714286)","(61.0, 150.0, 133.33333333333334)","(17.0, 36.0, 23.666666666666668)","(5.0, 99999, 99990)","(2.6, 3.95, 3.44375)","(7.5, 12.0, 9.9)","(6.0, 9.6, 8.52)","(4.4, 6.6, 5.55)","(8.5, 15.5, 12.15)"
