,Towering Star,Finniss Blossom,Velocity Cleo,Highly Praised,Pure By Design,Easy Street,Didelis,Irish Brandy
10-01-2023 14:12:17.631398,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 46.0, 21.0)"
10-01-2023 14:12:18.783099,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 46.0, 21.0)"
10-01-2023 14:12:20.030441,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 46.0, 21.333333333333332)"
10-01-2023 14:12:21.209691,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:22.339052,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:23.482920,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:24.638258,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:25.788500,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:26.956957,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:28.072495,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:29.128033,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:30.173608,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:31.356574,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:32.576241,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:33.800728,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:34.971109,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:36.180185,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:37.445813,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:38.561693,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:39.719183,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:40.849278,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:42.147780,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:43.386104,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:44.780857,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:46.110172,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:47.372827,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:48.557215,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:49.725125,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.4749999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:50.879175,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.65, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:52.049067,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:53.253459,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:54.679895,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:55.950394,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 18.25)","(11.0, 22.0, 14.0)","(9.0, 16.5, 14.066666666666666)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 19.916666666666668)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 21.333333333333332)"
10-01-2023 14:12:57.409439,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 18.25)","(11.0, 22.0, 14.0)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:12:58.924320,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.0)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:00.310957,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 17.555555555555557)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:01.666105,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 17.555555555555557)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:03.035324,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:04.365570,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:05.631707,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:06.927578,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:08.201326,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:09.490049,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:10.814007,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:12.078887,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:13.361351,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:14.632200,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:16.168847,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:17.420511,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 16.0)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:18.732211,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:20.161944,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:21.572870,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:23.029318,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:24.278067,"(2.8, 3.65, 2.99375)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:25.501265,"(2.8, 3.9, 3.1)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:26.556442,"(2.8, 3.9, 3.1)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:27.711842,"(2.8, 3.9, 3.165)","(10.0, 19.5, 15.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:29.028860,"(2.8, 3.9, 3.165)","(10.0, 19.5, 18.25)","(11.0, 22.0, 14.4)","(9.0, 16.5, 11.766666666666667)","(2.7, 3.7, 3.3499999999999996)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.0)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:30.250637,"(2.8, 3.9, 3.132)","(10.0, 19.5, 18.25)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.88888888888889)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:31.555060,"(2.8, 3.9, 3.1386206896551725)","(10.0, 19.5, 18.5)","(11.0, 22.0, 18.923076923076923)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 8.988235294117647)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:32.869382,"(2.8, 3.9, 3.0992592592592594)","(10.0, 19.5, 18.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 20.333333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:34.246411,"(2.8, 3.9, 3.1663414634146343)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:35.598648,"(2.8, 3.9, 3.1252631578947367)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:36.833212,"(2.8, 3.9, 3.18)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:38.085018,"(2.8, 3.9, 3.2600000000000002)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:39.383024,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:40.721556,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:42.033717,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:43.340039,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:44.598191,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:46.141378,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:47.611739,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:49.084483,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:50.445269,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:51.803144,"(2.8, 3.9, 3.2684210526315787)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:53.254237,"(2.8, 3.9, 3.3705882352941177)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 23.42857142857143)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:54.548521,"(2.8, 3.8, 3.2660714285714283)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 42.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:56.004627,"(2.8, 3.8, 3.225)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:57.405873,"(2.8, 3.8, 3.2181818181818183)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:13:58.744531,"(2.8, 3.8, 3.2181818181818183)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:00.048319,"(2.8, 3.8, 3.2181818181818183)","(10.0, 19.5, 16.75)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3307692307692305)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:01.420845,"(2.8, 3.8, 3.2181818181818183)","(10.0, 19.5, 15.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
10-01-2023 14:14:02.633656,"(2.8, 3.8, 3.235526315789474)","(10.0, 19.5, 15.5)","(11.0, 22.0, 14.4)","(9.0, 16.5, 10.82)","(2.7, 3.7, 3.3285714285714283)","(15.0, 44.0, 21.083333333333332)","(6.5, 11.0, 7.760000000000001)","(16.0, 48.0, 25.142857142857142)"
