,Bel Song,Body And Soul,Doublern,Equatori,Prancing Queen,Ravera,Scuderia,Three Grand
16-12-2022 12:06:35.947952,"(6.5, 8.2, 8.154838709677419)","(26.0, 34.0, 33.0)","(3.0, 3.1, 3.0556016597510376)","(13.0, 23.0, 21.21097046413502)","(7.0, 8.6, 8.566666666666666)","(6.5, 8.8, 8.688)","(5.0, 7.4, 7.378571428571429)","(8.0, 9.6, 9.422580645161291)"
16-12-2022 12:06:37.084714,"(6.5, 8.2, 8.152941176470588)","(26.0, 34.0, 32.11764705882353)","(3.0, 3.1, 3.051778656126482)","(13.0, 23.0, 21.21097046413502)","(7.0, 8.6, 8.605263157894736)","(6.5, 8.8, 8.688)","(5.0, 7.4, 7.378571428571429)","(8.0, 9.6, 9.422580645161291)"
16-12-2022 12:06:38.220147,"(6.5, 8.2, 8.152941176470588)","(26.0, 34.0, 32.11764705882353)","(3.0, 3.1, 3.051778656126482)","(13.0, 23.0, 21.21097046413502)","(7.0, 8.8, 8.605263157894736)","(6.5, 8.8, 8.688)","(5.0, 7.4, 7.359574468085107)","(8.0, 9.6, 9.422580645161291)"
16-12-2022 12:06:39.335795,"(6.5, 8.2, 8.139784946236558)","(26.0, 36.0, 33.86666666666667)","(3.0, 3.1, 3.051778656126482)","(13.0, 23.0, 21.21097046413502)","(7.0, 8.8, 8.605263157894736)","(6.5, 8.8, 8.688)","(5.0, 7.4, 7.359574468085107)","(8.0, 9.6, 9.334939759036144)"
16-12-2022 12:06:40.508353,"(6.5, 8.2, 8.139784946236558)","(26.0, 36.0, 33.86666666666667)","(3.0, 3.1, 3.0316425120772945)","(13.0, 23.0, 21.21097046413502)","(7.0, 8.8, 8.605263157894736)","(6.5, 8.8, 8.688)","(5.0, 7.4, 7.438805970149254)","(8.0, 9.6, 9.328735632183907)"
16-12-2022 12:06:41.671254,"(6.5, 8.2, 8.139784946236558)","(26.0, 36.0, 33.86666666666667)","(3.0, 3.05, 3.0246666666666666)","(13.0, 23.0, 21.892857142857142)","(7.0, 8.8, 8.702564102564104)","(6.5, 8.8, 8.688)","(5.0, 7.6, 7.46890756302521)","(8.0, 9.6, 9.328735632183907)"
16-12-2022 12:06:42.827306,"(6.5, 8.2, 8.139784946236558)","(26.0, 36.0, 33.86666666666667)","(3.0, 3.05, 3.0384615384615383)","(13.0, 22.0, 19.290697674418606)","(7.0, 8.8, 8.72)","(6.5, 8.8, 8.789473684210526)","(5.0, 7.6, 7.43404255319149)","(8.0, 9.6, 9.328735632183907)"
16-12-2022 12:06:44.006730,"(6.5, 8.2, 8.171764705882353)","(26.0, 36.0, 34.11764705882353)","(3.0, 3.1, 3.0256830601092894)","(13.0, 19.5, 20.066666666666666)","(7.0, 8.8, 8.72)","(6.5, 9.0, 8.768749999999999)","(5.0, 7.6, 7.467857142857143)","(8.0, 9.6, 9.346236559139784)"
16-12-2022 12:06:45.221790,"(6.5, 8.2, 8.15531914893617)","(26.0, 36.0, 34.0)","(3.0, 3.1, 3.052317880794702)","(13.0, 21.0, 19.804878048780488)","(7.0, 8.8, 8.72)","(6.5, 9.0, 8.777049180327868)","(5.0, 7.6, 7.462295081967214)","(8.0, 9.6, 9.181249999999999)"
16-12-2022 12:06:46.483873,"(6.5, 8.2, 8.15531914893617)","(26.0, 36.0, 34.0)","(3.0, 3.1, 3.058659217877095)","(13.0, 20.0, 20.26530612244898)","(7.0, 8.8, 8.72)","(6.5, 9.0, 8.774193548387096)","(5.0, 7.6, 7.377777777777777)","(8.0, 9.2, 9.236363636363636)"
16-12-2022 12:06:47.674027,"(6.5, 8.2, 8.1825)","(26.0, 36.0, 34.0)","(3.0, 3.1, 3.0614583333333334)","(13.0, 21.0, 20.384615384615383)","(7.0, 8.8, 8.72)","(6.5, 9.0, 8.774193548387096)","(5.0, 7.6, 7.347368421052632)","(8.0, 9.4, 9.274418604651162)"
16-12-2022 12:06:48.914192,"(6.5, 8.2, 8.148387096774194)","(26.0, 34.0, 32.78048780487805)","(2.9, 3.1, 3.107936507936508)","(13.0, 21.0, 20.267857142857142)","(7.0, 8.8, 8.686315789473685)","(6.5, 9.0, 8.721052631578948)","(5.0, 7.4, 7.301639344262296)","(8.0, 9.4, 9.222222222222221)"
16-12-2022 12:06:50.177337,"(6.5, 8.2, 8.05)","(26.0, 34.0, 32.717948717948715)","(2.9, 3.15, 3.1053370786516856)","(13.0, 21.0, 20.267857142857142)","(7.0, 8.8, 8.686315789473685)","(6.5, 8.8, 8.709090909090909)","(5.0, 7.4, 7.301639344262296)","(8.0, 9.4, 9.222222222222221)"
16-12-2022 12:06:51.369339,"(6.5, 8.2, 8.05)","(26.0, 34.0, 32.717948717948715)","(2.9, 3.15, 3.1053370786516856)","(13.0, 21.0, 20.267857142857142)","(7.0, 8.8, 8.686315789473685)","(6.5, 8.8, 8.702857142857143)","(5.0, 7.4, 7.3072463768115945)","(8.0, 9.4, 9.10344827586207)"
16-12-2022 12:06:52.599920,"(6.5, 8.4, 8.327272727272728)","(26.0, 34.0, 32.717948717948715)","(2.9, 3.15, 3.1053370786516856)","(13.0, 21.0, 20.267857142857142)","(7.0, 8.8, 8.668292682926829)","(6.5, 8.8, 8.674074074074074)","(5.0, 7.4, 7.3072463768115945)","(8.0, 9.2, 9.10344827586207)"
16-12-2022 12:06:53.807293,"(6.5, 8.4, 8.327272727272728)","(26.0, 34.0, 32.717948717948715)","(2.9, 3.15, 3.1053370786516856)","(13.0, 21.0, 20.416666666666668)","(7.0, 8.8, 8.668292682926829)","(6.5, 8.8, 8.674074074074074)","(5.0, 7.4, 7.3072463768115945)","(8.0, 9.2, 9.10344827586207)"
16-12-2022 12:06:55.027260,"(6.5, 8.4, 8.327272727272728)","(26.0, 34.0, 32.75)","(2.9, 3.15, 3.117982456140351)","(13.0, 21.0, 20.608695652173914)","(7.0, 8.8, 8.668292682926829)","(6.5, 8.8, 8.674074074074074)","(5.0, 7.4, 7.253846153846154)","(8.0, 9.2, 8.941666666666666)"
16-12-2022 12:06:56.312412,"(6.5, 8.4, 8.327272727272728)","(26.0, 34.0, 32.75)","(2.9, 3.15, 3.1241176470588234)","(13.0, 21.0, 20.33108108108108)","(7.0, 8.8, 8.668292682926829)","(6.5, 8.8, 8.674074074074074)","(5.0, 7.4, 7.26078431372549)","(8.0, 9.0, 8.933333333333334)"
16-12-2022 12:06:57.523992,"(6.5, 8.4, 8.356896551724137)","(26.0, 34.0, 32.75)","(2.9, 3.15, 3.1615384615384614)","(13.0, 21.0, 19.25609756097561)","(7.0, 8.8, 8.668292682926829)","(6.5, 8.8, 8.674074074074074)","(5.0, 7.4, 7.101612903225806)","(8.0, 9.0, 8.90967741935484)"
16-12-2022 12:06:58.709213,"(6.5, 8.4, 8.36124031007752)","(26.0, 34.0, 32.75)","(2.9, 3.2, 3.1615384615384614)","(13.0, 19.5, 19.0)","(7.0, 8.8, 8.762264150943397)","(6.5, 8.8, 8.711111111111112)","(5.0, 7.2, 7.088073394495413)","(8.0, 9.0, 8.90967741935484)"
16-12-2022 12:06:59.872878,"(6.5, 8.4, 8.377777777777778)","(26.0, 34.0, 32.857142857142854)","(2.9, 3.2, 3.1923076923076925)","(13.0, 19.0, 17.804347826086957)","(7.0, 8.8, 8.570491803278689)","(6.5, 8.8, 8.82857142857143)","(5.0, 7.2, 6.9714285714285715)","(8.0, 9.0, 8.936363636363637)"
16-12-2022 12:07:01.051628,"(6.5, 8.6, 8.512280701754387)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.2, 3.21390243902439)","(13.0, 18.0, 18.178571428571427)","(7.0, 8.6, 8.605555555555556)","(6.5, 9.0, 8.75593220338983)","(5.0, 7.0, 6.836065573770492)","(8.0, 9.0, 8.952941176470588)"
16-12-2022 12:07:02.216664,"(6.5, 8.6, 8.473684210526315)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.25, 3.2304635761589404)","(13.0, 18.5, 18.178571428571427)","(7.0, 8.8, 8.580487804878048)","(6.5, 9.0, 8.764285714285714)","(5.0, 7.0, 6.741666666666666)","(8.0, 9.0, 8.967741935483872)"
16-12-2022 12:07:03.351077,"(6.5, 8.6, 8.473684210526315)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.3, 3.2304635761589404)","(13.0, 18.5, 18.178571428571427)","(7.0, 8.6, 8.568181818181818)","(6.5, 8.8, 8.770588235294118)","(5.0, 6.8, 6.6927536231884055)","(8.0, 9.0, 8.972972972972974)"
16-12-2022 12:07:04.459391,"(6.5, 8.6, 8.473684210526315)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.3, 3.262272727272727)","(13.0, 18.5, 18.125)","(7.0, 8.6, 8.568181818181818)","(6.5, 8.8, 8.770588235294118)","(5.0, 6.8, 6.688888888888888)","(8.0, 9.0, 8.891666666666667)"
16-12-2022 12:07:05.720164,"(6.5, 8.6, 8.456)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.3, 3.292)","(13.0, 18.0, 17.833333333333332)","(7.0, 8.6, 8.57090909090909)","(6.5, 8.8, 8.722033898305085)","(5.0, 6.8, 6.669918699186992)","(8.0, 9.0, 8.889795918367348)"
16-12-2022 12:07:06.887249,"(6.5, 8.6, 8.436363636363637)","(26.0, 34.0, 32.666666666666664)","(2.9, 3.35, 3.3117283950617282)","(13.0, 18.0, 17.833333333333332)","(7.0, 8.6, 8.57090909090909)","(6.5, 9.0, 8.722033898305085)","(5.0, 6.8, 6.669918699186992)","(8.0, 9.0, 8.877272727272727)"
16-12-2022 12:07:08.070448,"(7.0, 8.4, 8.380952380952381)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.35, 3.327142857142857)","(15.0, 18.0, 17.55)","(7.0, 8.6, 8.57090909090909)","(7.0, 9.0, 8.89)","(5.5, 6.8, 6.585263157894737)","(8.0, 9.0, 8.972815533980583)"
16-12-2022 12:07:09.284444,"(7.0, 8.4, 8.382608695652173)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.4, 3.3255319148936167)","(15.0, 17.5, 17.25)","(7.0, 8.6, 8.57090909090909)","(7.0, 9.0, 8.930769230769231)","(5.5, 6.6, 6.726923076923077)","(8.0, 9.0, 8.359183673469389)"
16-12-2022 12:07:10.551759,"(7.0, 8.6, 8.464150943396225)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.4, 3.3432)","(15.0, 17.5, 17.305555555555557)","(7.0, 8.8, 8.661111111111111)","(7.0, 9.0, 8.97)","(5.5, 6.8, 6.726923076923077)","(8.0, 8.4, 8.294736842105262)"
16-12-2022 12:07:11.698859,"(7.0, 8.6, 8.464150943396225)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.4, 3.353896103896104)","(15.0, 17.5, 17.305555555555557)","(7.0, 8.8, 8.661111111111111)","(7.0, 9.0, 8.97)","(5.5, 6.8, 6.66734693877551)","(8.0, 8.4, 8.342857142857143)"
16-12-2022 12:07:12.938436,"(7.0, 8.6, 8.464150943396225)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.4, 3.36)","(15.0, 17.5, 17.423076923076923)","(7.0, 8.8, 8.661111111111111)","(7.0, 9.0, 8.97)","(5.5, 6.8, 6.628947368421052)","(8.0, 8.4, 8.138028169014085)"
16-12-2022 12:07:14.079115,"(7.0, 8.6, 8.457894736842105)","(31.0, 34.0, 32.666666666666664)","(2.9, 3.4, 3.36)","(15.0, 17.5, 17.424242424242426)","(7.0, 8.8, 8.661111111111111)","(7.0, 9.0, 8.97)","(5.5, 6.8, 6.652272727272727)","(8.0, 8.2, 8.138028169014085)"
16-12-2022 12:07:15.286685,"(7.0, 8.6, 8.457894736842105)","(31.0, 34.0, 32.266666666666666)","(2.9, 3.4, 3.3513333333333333)","(14.0, 18.0, 17.424242424242426)","(7.5, 8.8, 8.661111111111111)","(7.0, 9.0, 8.97)","(5.5, 6.8, 6.652272727272727)","(8.0, 8.2, 8.138028169014085)"
16-12-2022 12:07:16.563196,"(7.0, 8.6, 8.457894736842105)","(31.0, 34.0, 32.21917808219178)","(2.9, 3.4, 3.3386138613861385)","(14.0, 18.0, 18.175)","(7.5, 8.8, 8.72)","(7.0, 9.0, 9.071428571428571)","(5.5, 6.8, 6.568292682926829)","(8.0, 8.2, 8.155555555555555)"
16-12-2022 12:07:17.790170,"(7.0, 8.6, 8.46987951807229)","(31.0, 34.0, 32.266666666666666)","(2.9, 3.35, 3.3293893129770993)","(14.0, 18.5, 18.203703703703702)","(7.5, 8.8, 8.73939393939394)","(7.0, 9.2, 9.113043478260868)","(5.5, 6.6, 6.593650793650793)","(8.0, 8.2, 8.178181818181818)"
16-12-2022 12:07:18.987900,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.266666666666666)","(2.9, 3.35, 3.3293893129770993)","(14.0, 18.5, 18.0625)","(7.5, 8.8, 8.73939393939394)","(7.0, 9.2, 9.113043478260868)","(5.5, 6.8, 6.576811594202899)","(8.0, 8.2, 8.178181818181818)"
16-12-2022 12:07:20.249941,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.35, 3.2883838383838384)","(14.0, 18.5, 18.0625)","(7.0, 8.8, 8.735483870967743)","(7.0, 9.2, 9.136842105263158)","(5.5, 6.8, 6.59047619047619)","(7.5, 8.2, 8.208)"
16-12-2022 12:07:21.538099,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.3, 3.2883838383838384)","(15.0, 18.5, 18.8)","(7.5, 8.8, 8.761538461538462)","(7.0, 9.2, 9.072222222222223)","(5.5, 6.8, 6.576811594202899)","(7.5, 8.4, 8.152941176470588)"
16-12-2022 12:07:23.120061,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.3, 3.2858024691358025)","(15.0, 19.0, 19.175)","(7.5, 8.8, 8.7)","(7.0, 9.2, 9.05531914893617)","(5.5, 6.6, 6.475776397515528)","(7.5, 8.4, 8.271428571428572)"
16-12-2022 12:07:24.461020,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.3, 3.2858024691358025)","(15.0, 19.5, 19.166666666666668)","(7.5, 9.0, 8.7)","(7.0, 9.2, 9.05531914893617)","(5.5, 6.6, 6.453631284916201)","(7.5, 8.4, 8.31)"
16-12-2022 12:07:25.859267,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.3, 3.2858024691358025)","(15.0, 19.5, 19.166666666666668)","(7.5, 9.0, 8.727272727272728)","(7.0, 9.2, 9.05531914893617)","(5.5, 6.6, 6.441420118343196)","(7.5, 8.4, 8.266666666666666)"
16-12-2022 12:07:27.263413,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.142857142857146)","(2.9, 3.3, 3.278)","(15.0, 19.5, 19.14)","(7.5, 8.8, 8.727272727272728)","(7.0, 9.2, 9.106666666666666)","(5.5, 6.6, 6.441420118343196)","(8.0, 8.4, 8.266666666666666)"
16-12-2022 12:07:28.583630,"(7.0, 8.6, 8.482608695652173)","(31.0, 34.0, 32.1)","(2.9, 3.3, 3.2818681318681318)","(15.0, 19.5, 19.74)","(7.5, 8.8, 8.568932038834951)","(7.0, 9.2, 9.104347826086956)","(5.5, 6.6, 6.447619047619048)","(8.0, 8.4, 8.248780487804877)"
16-12-2022 12:07:30.024425,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2818681318681318)","(15.0, 20.0, 19.863636363636363)","(7.5, 8.6, 8.568932038834951)","(7.0, 9.2, 9.113725490196078)","(5.5, 6.6, 6.46)","(8.0, 8.4, 8.264285714285714)"
16-12-2022 12:07:31.401628,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2816666666666667)","(15.0, 20.0, 19.863636363636363)","(7.5, 8.6, 8.581395348837209)","(7.0, 9.2, 9.113725490196078)","(5.5, 6.6, 6.46)","(8.0, 8.4, 8.250980392156862)"
16-12-2022 12:07:32.730416,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2816666666666667)","(15.0, 20.0, 19.863636363636363)","(7.5, 8.6, 8.590243902439024)","(7.0, 9.2, 9.113725490196078)","(5.5, 6.6, 6.46)","(8.0, 8.4, 8.302564102564103)"
16-12-2022 12:07:34.119249,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2816666666666667)","(15.0, 20.0, 19.863636363636363)","(7.5, 8.6, 8.77829457364341)","(7.0, 9.2, 9.113725490196078)","(5.5, 6.6, 6.46)","(7.5, 8.4, 8.320833333333333)"
16-12-2022 12:07:35.530618,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2816666666666667)","(15.0, 20.0, 19.863636363636363)","(7.5, 8.8, 8.797014925373135)","(7.0, 9.2, 9.095238095238095)","(5.5, 6.6, 6.428368794326241)","(7.5, 8.4, 8.303571428571429)"
16-12-2022 12:07:37.083383,"(7.0, 8.6, 8.5)","(31.0, 34.0, 32.416666666666664)","(2.9, 3.3, 3.2816666666666667)","(15.0, 20.0, 17.928571428571427)","(7.5, 8.8, 8.81904761904762)","(7.0, 9.2, 9.095238095238095)","(5.5, 6.6, 6.42054794520548)","(7.5, 8.4, 8.439024390243903)"
16-12-2022 12:07:38.473994,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.07142857142857)","(2.9, 3.3, 3.2816666666666667)","(15.0, 18.5, 18.772727272727273)","(7.5, 9.0, 8.828985507246378)","(7.0, 9.2, 9.077777777777778)","(5.5, 6.6, 6.4192307692307695)","(7.5, 8.6, 8.390476190476189)"
16-12-2022 12:07:39.962129,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.07142857142857)","(2.9, 3.3, 3.2803571428571425)","(15.0, 19.0, 18.285714285714285)","(7.0, 9.0, 8.82777777777778)","(7.0, 9.2, 9.077777777777778)","(5.5, 6.6, 6.4192307692307695)","(7.5, 8.6, 8.390476190476189)"
16-12-2022 12:07:41.275930,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.07142857142857)","(2.9, 3.3, 3.2803571428571425)","(15.0, 19.0, 18.285714285714285)","(7.0, 9.0, 8.82777777777778)","(7.0, 9.2, 9.077777777777778)","(5.5, 6.6, 6.4192307692307695)","(7.5, 8.6, 8.390476190476189)"
16-12-2022 12:07:42.636649,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.07142857142857)","(2.9, 3.3, 3.2803571428571425)","(15.0, 19.0, 17.8)","(7.0, 9.0, 8.82777777777778)","(7.0, 9.2, 9.077777777777778)","(5.5, 6.6, 6.4388571428571435)","(7.5, 8.6, 8.37910447761194)"
16-12-2022 12:07:43.985600,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.21212121212121)","(2.7, 3.3, 3.2803571428571425)","(15.0, 18.0, 17.789473684210527)","(7.5, 9.0, 8.82777777777778)","(7.0, 9.2, 9.077777777777778)","(5.5, 6.6, 6.4388571428571435)","(7.5, 8.6, 8.435)"
16-12-2022 12:07:45.333659,"(7.0, 8.6, 8.5)","(31.0, 34.0, 33.21212121212121)","(2.7, 3.3, 3.2796296296296297)","(15.0, 18.0, 17.789473684210527)","(7.5, 9.0, 8.82777777777778)","(7.0, 9.2, 9.046666666666667)","(5.5, 6.6, 6.4388571428571435)","(7.5, 8.6, 8.435)"
16-12-2022 12:07:46.670189,"(7.0, 8.6, 8.492957746478874)","(31.0, 34.0, 33.03448275862069)","(2.7, 3.3, 3.279569892473118)","(15.0, 18.0, 17.857142857142858)","(7.5, 9.0, 8.82777777777778)","(7.0, 9.2, 9.046666666666667)","(5.5, 6.6, 6.44)","(7.5, 8.6, 8.452173913043477)"
16-12-2022 12:07:47.923757,"(7.0, 8.6, 8.492957746478874)","(31.0, 34.0, 33.03448275862069)","(2.7, 3.3, 3.279569892473118)","(15.0, 18.0, 17.88235294117647)","(7.5, 9.0, 8.691428571428572)","(7.0, 9.2, 9.09047619047619)","(5.5, 6.6, 6.4560846560846565)","(7.5, 8.6, 8.56)"
16-12-2022 12:07:49.226476,"(7.0, 8.6, 8.492957746478874)","(31.0, 34.0, 33.03448275862069)","(2.7, 3.3, 3.28125)","(15.0, 18.0, 17.91304347826087)","(7.5, 8.8, 8.434146341463414)","(7.0, 9.2, 9.086363636363636)","(5.5, 6.6, 6.433128834355829)","(7.5, 8.8, 8.619354838709677)"
16-12-2022 12:07:50.518686,"(7.0, 8.6, 8.50379746835443)","(31.0, 34.0, 33.111111111111114)","(2.7, 3.35, 3.287219730941704)","(15.0, 18.0, 17.833333333333332)","(7.5, 8.6, 8.464)","(7.0, 9.2, 9.105882352941176)","(5.5, 6.6, 6.425641025641026)","(7.5, 8.8, 8.66)"
16-12-2022 12:07:51.786841,"(7.0, 8.6, 8.50379746835443)","(31.0, 34.0, 33.111111111111114)","(2.7, 3.35, 3.287219730941704)","(15.0, 18.5, 18.0)","(7.5, 8.6, 8.495384615384616)","(7.0, 9.2, 9.105882352941176)","(5.5, 6.6, 6.44)","(7.5, 8.8, 8.66)"
16-12-2022 12:07:52.996021,"(7.0, 8.6, 8.50379746835443)","(31.0, 34.0, 33.111111111111114)","(2.7, 3.35, 3.2871308016877636)","(15.0, 18.5, 18.233333333333334)","(7.5, 8.6, 8.491176470588236)","(7.0, 9.2, 9.266666666666666)","(5.5, 6.6, 6.4351515151515155)","(7.5, 8.8, 8.66)"
16-12-2022 12:07:54.227683,"(7.0, 8.6, 8.50379746835443)","(31.0, 34.0, 33.142857142857146)","(2.7, 3.35, 3.3025477707006368)","(15.0, 18.5, 17.94)","(7.5, 8.6, 8.395555555555555)","(7.0, 9.4, 9.270967741935484)","(5.5, 6.6, 6.4289308176100635)","(7.5, 8.8, 8.66)"
16-12-2022 12:07:55.352121,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 33.142857142857146)","(2.7, 3.35, 3.3025477707006368)","(15.0, 18.5, 17.916666666666668)","(7.5, 8.4, 8.71089108910891)","(7.0, 9.4, 9.17142857142857)","(5.5, 6.6, 6.448314606741573)","(7.5, 8.8, 8.643636363636363)"
16-12-2022 12:07:56.537661,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 33.142857142857146)","(2.7, 3.35, 3.3056962025316454)","(15.0, 18.5, 17.916666666666668)","(7.5, 8.8, 8.465454545454545)","(7.0, 9.4, 9.162162162162161)","(5.5, 6.6, 6.44393063583815)","(7.5, 8.8, 8.643636363636363)"
16-12-2022 12:07:57.864436,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 33.142857142857146)","(2.7, 3.35, 3.3056962025316454)","(15.0, 18.5, 17.916666666666668)","(7.0, 8.6, 8.419512195121952)","(7.0, 9.2, 9.162162162162161)","(5.5, 6.6, 6.44393063583815)","(7.5, 8.8, 8.643636363636363)"
16-12-2022 12:07:59.150930,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 33.142857142857146)","(2.7, 3.35, 3.3091216216216215)","(15.0, 18.5, 17.916666666666668)","(7.0, 8.6, 8.249206349206348)","(7.0, 9.2, 9.164383561643836)","(5.5, 6.6, 6.44393063583815)","(7.5, 8.8, 8.654054054054054)"
16-12-2022 12:08:00.385636,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 32.95652173913044)","(2.7, 3.35, 3.3091216216216215)","(15.0, 18.5, 17.857142857142858)","(7.0, 8.4, 8.228828828828828)","(7.0, 9.4, 9.164383561643836)","(5.5, 6.6, 6.44393063583815)","(7.5, 8.8, 8.654054054054054)"
16-12-2022 12:08:01.605889,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 32.95652173913044)","(2.7, 3.35, 3.302734375)","(15.0, 18.5, 17.857142857142858)","(7.0, 8.4, 8.179381443298968)","(7.0, 9.4, 9.5)","(5.5, 6.6, 6.441142857142857)","(7.5, 8.8, 8.640816326530611)"
16-12-2022 12:08:02.836348,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 32.95652173913044)","(2.7, 3.35, 3.3027559055118108)","(15.0, 18.5, 17.879310344827587)","(7.0, 8.2, 8.164615384615384)","(7.0, 9.6, 9.523529411764706)","(5.5, 6.6, 6.441142857142857)","(7.5, 8.8, 8.640816326530611)"
16-12-2022 12:08:04.139402,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 32.95652173913044)","(2.7, 3.35, 3.3024590163934424)","(15.0, 18.5, 17.879310344827587)","(7.0, 8.2, 8.164615384615384)","(7.0, 9.6, 9.523529411764706)","(5.5, 6.6, 6.438372093023256)","(7.5, 8.8, 8.580281690140845)"
16-12-2022 12:08:05.364602,"(7.0, 8.6, 8.493181818181819)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.35, 3.303225806451613)","(15.0, 18.5, 17.879310344827587)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.6, 9.616901408450705)","(5.5, 6.6, 6.462376237623762)","(7.5, 8.8, 8.612048192771084)"
16-12-2022 12:08:06.578576,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.35, 3.2878995433789955)","(15.0, 18.5, 17.879310344827587)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.635820895522388)","(5.5, 6.6, 6.438372093023256)","(7.5, 8.8, 8.612048192771084)"
16-12-2022 12:08:07.830159,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.35, 3.2946236559139783)","(15.0, 18.5, 18.125)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.633333333333333)","(5.5, 6.6, 6.438372093023256)","(7.5, 8.8, 8.595555555555555)"
16-12-2022 12:08:09.055988,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.3, 3.286086956521739)","(15.0, 18.5, 18.125)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.709090909090909)","(5.5, 6.6, 6.466346153846154)","(7.5, 8.6, 8.595555555555555)"
16-12-2022 12:08:10.324967,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.3, 3.286086956521739)","(15.0, 18.5, 18.153846153846153)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.709090909090909)","(5.5, 6.6, 6.466346153846154)","(7.5, 8.6, 8.569230769230769)"
16-12-2022 12:08:11.499475,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.3, 3.286086956521739)","(15.0, 18.5, 18.125)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.709090909090909)","(5.5, 6.6, 6.466346153846154)","(7.5, 8.6, 8.566037735849056)"
16-12-2022 12:08:12.800418,"(7.0, 8.6, 8.502564102564103)","(31.0, 34.0, 32.95652173913044)","(2.8, 3.3, 3.2946236559139783)","(15.0, 18.5, 18.125)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.68235294117647)","(5.5, 6.6, 6.466346153846154)","(7.5, 8.6, 8.566037735849056)"
16-12-2022 12:08:14.036217,"(7.0, 8.6, 8.52962962962963)","(31.0, 34.0, 32.8235294117647)","(2.8, 3.3, 3.285775862068965)","(15.0, 18.5, 18.108695652173914)","(7.0, 8.2, 8.165891472868216)","(7.5, 9.8, 9.68235294117647)","(5.5, 6.6, 6.483928571428572)","(7.5, 8.6, 8.566037735849056)"
