,On Pursuit,Get A Shout,Xavien Bale,Dr Archer,Aunt Bee,Aussie Axle,Raw Eleven,Velocity Tori
11-01-2023 19:27:15.193643,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.12, 2.1103703703703705)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:16.449326,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.1103703703703705)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:17.730348,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.14, 2.1103703703703705)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:19.015677,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.14, 2.1)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:20.334725,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.14, 2.0823529411764707)","(4.0, 5.6, 5.199999999999999)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:21.567468,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.1, 2.0727272727272728)","(4.0, 5.6, 5.199999999999999)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:22.903923,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 42.0)","(1.65, 2.1, 2.0727272727272728)","(4.0, 5.6, 5.138461538461538)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:24.269573,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 42.0)","(1.65, 2.1, 2.0727272727272728)","(4.0, 5.6, 5.138461538461538)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:25.687762,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.1, 2.0727272727272728)","(4.0, 5.6, 5.199999999999999)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:27.090718,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.1, 2.1085714285714285)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:28.439182,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.12, 2.08)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:29.781675,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.12, 2.1152380952380954)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:31.139124,"(6.5, 8.2, 7.623076923076923)","(26.0, 55.0, 42.0)","(1.65, 2.12, 2.1158333333333332)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:32.512856,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.12, 2.1158333333333332)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:33.871859,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.12, 2.101904761904762)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:35.231223,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.106666666666667)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 20.571428571428573)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:36.550668,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.106666666666667)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 21.5)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:37.913406,"(6.5, 8.2, 7.699999999999999)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.106666666666667)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 21.5)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.357142857142858)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:39.335201,"(6.5, 8.2, 7.676190476190476)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.106315789473684)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 21.5)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.588235294117647)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:40.683623,"(6.5, 8.2, 7.6)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.1121739130434785)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 21.5)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.588235294117647)","(91.0, 140.0, 121.81818181818181)"
11-01-2023 19:27:42.035321,"(6.5, 8.2, 7.547826086956522)","(26.0, 55.0, 51.14285714285714)","(1.65, 2.14, 2.1121739130434785)","(4.0, 5.6, 5.133333333333334)","(17.0, 28.0, 21.5)","(11.0, 18.0, 16.5)","(12.0, 13.0, 11.588235294117647)","(91.0, 140.0, 120.0)"
11-01-2023 19:27:43.382028,"(6.5, 8.2, 7.733333333333333)","(26.0, 55.0, 41.5)","(1.65, 2.14, 2.1389473684210527)","(4.0, 5.6, 5.416666666666667)","(17.0, 28.0, 24.857142857142858)","(11.0, 18.0, 16.568181818181817)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:44.599000,"(6.5, 8.2, 7.8315789473684205)","(26.0, 55.0, 41.5)","(1.65, 2.16, 2.1389473684210527)","(4.0, 5.5, 5.3)","(17.0, 28.0, 25.0)","(11.0, 18.5, 16.61111111111111)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:45.859789,"(6.5, 8.2, 7.8315789473684205)","(26.0, 55.0, 39.04545454545455)","(1.65, 2.16, 2.112)","(4.0, 5.5, 5.385714285714285)","(17.0, 28.0, 25.0)","(11.0, 18.5, 16.61111111111111)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:47.061650,"(6.5, 8.2, 7.745454545454545)","(26.0, 55.0, 52.3)","(1.65, 2.16, 2.121904761904762)","(4.0, 5.5, 5.1923076923076925)","(17.0, 28.0, 25.0)","(11.0, 18.5, 16.61111111111111)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:48.309586,"(6.5, 8.2, 7.745454545454545)","(26.0, 50.0, 47.900000000000006)","(1.65, 2.16, 2.1364705882352943)","(4.0, 5.5, 4.935714285714286)","(17.0, 28.0, 23.416666666666668)","(11.0, 18.5, 16.61111111111111)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:49.590333,"(6.5, 8.2, 7.745454545454545)","(26.0, 50.0, 39.5)","(1.65, 2.16, 2.1364705882352943)","(4.0, 5.4, 5.036363636363637)","(17.0, 28.0, 27.11111111111111)","(11.0, 18.5, 16.954545454545453)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:50.907851,"(6.5, 8.2, 7.8315789473684205)","(26.0, 50.0, 37.59090909090909)","(1.65, 2.16, 2.0933333333333333)","(4.0, 5.4, 5.050000000000001)","(17.0, 28.0, 27.1)","(11.0, 18.5, 16.954545454545453)","(12.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:52.299191,"(6.5, 8.2, 7.8315789473684205)","(31.0, 50.0, 36.77272727272727)","(1.65, 2.16, 2.0933333333333333)","(4.0, 5.4, 4.932258064516129)","(17.0, 28.0, 24.53846153846154)","(11.0, 18.5, 17.083333333333332)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:53.754254,"(6.5, 8.2, 7.745454545454545)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.1100000000000003)","(4.0, 5.4, 4.863636363636363)","(17.0, 28.0, 24.53846153846154)","(11.0, 18.5, 17.083333333333332)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:55.118953,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.1364705882352943)","(4.0, 5.3, 5.081818181818182)","(17.0, 28.0, 27.384615384615383)","(11.0, 18.5, 17.083333333333332)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:56.512287,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.0933333333333333)","(4.0, 5.3, 5.0600000000000005)","(17.0, 28.0, 27.5)","(11.0, 18.5, 18.113636363636363)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:57.948332,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.0933333333333333)","(4.0, 5.3, 5.0600000000000005)","(17.0, 28.0, 27.5)","(11.0, 18.5, 18.113636363636363)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:27:59.266633,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.0933333333333333)","(4.0, 5.3, 4.992307692307692)","(17.0, 28.0, 27.5)","(11.0, 18.5, 15.777777777777779)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:00.533521,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.16, 2.1095238095238096)","(4.0, 5.3, 4.833333333333333)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 15.777777777777779)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:01.796770,"(6.5, 8.2, 7.644444444444444)","(31.0, 48.0, 36.77272727272727)","(1.65, 2.14, 2.1095238095238096)","(4.0, 5.3, 4.857142857142857)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.685185185185183)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:03.305916,"(6.5, 8.2, 7.745454545454545)","(31.0, 48.0, 43.875)","(1.65, 2.14, 2.1095238095238096)","(4.0, 5.2, 4.857142857142857)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.685185185185183)","(11.0, 13.0, 11.533333333333333)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:04.572212,"(6.5, 8.2, 7.745454545454545)","(31.0, 46.0, 43.875)","(1.65, 2.14, 2.1095238095238096)","(4.0, 5.2, 4.857142857142857)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.685185185185183)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:05.806804,"(6.5, 8.2, 7.745454545454545)","(31.0, 46.0, 43.875)","(1.65, 2.14, 2.1095238095238096)","(4.0, 5.2, 4.857142857142857)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.685185185185183)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:07.205131,"(6.5, 8.2, 7.771428571428571)","(31.0, 46.0, 35.333333333333336)","(1.65, 2.14, 2.1364705882352943)","(4.0, 5.2, 4.72)","(17.0, 28.0, 25.6)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:08.574973,"(6.5, 8.2, 7.866666666666666)","(31.0, 48.0, 36.4375)","(1.65, 2.16, 2.1095238095238096)","(4.0, 5.2, 5.0285714285714285)","(17.0, 28.0, 25.6)","(11.0, 18.5, 16.333333333333332)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:09.847769,"(6.5, 8.2, 7.866666666666666)","(31.0, 46.0, 36.4375)","(1.65, 2.14, 2.118181818181818)","(4.0, 5.2, 4.771428571428571)","(17.0, 28.0, 25.6)","(11.0, 18.5, 16.875)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:11.203092,"(6.5, 8.2, 7.8999999999999995)","(31.0, 46.0, 36.0)","(1.65, 2.14, 2.118181818181818)","(4.0, 5.2, 4.771428571428571)","(17.0, 28.0, 25.6)","(11.0, 18.5, 16.875)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:12.557180,"(6.5, 8.2, 7.8999999999999995)","(31.0, 46.0, 36.0)","(1.65, 2.14, 2.118181818181818)","(4.0, 5.2, 4.771428571428571)","(17.0, 28.0, 25.6)","(11.0, 18.5, 16.875)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:13.865703,"(6.5, 8.2, 7.8999999999999995)","(31.0, 46.0, 36.0)","(1.65, 2.14, 2.118181818181818)","(4.0, 5.2, 4.771428571428571)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.875)","(11.0, 13.0, 11.666666666666666)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:15.086335,"(6.5, 8.2, 7.8999999999999995)","(31.0, 46.0, 36.0)","(1.65, 2.14, 2.1242105263157898)","(4.0, 5.2, 4.95)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.44736842105263)","(11.0, 13.0, 11.625)","(91.0, 140.0, 127.6923076923077)"
11-01-2023 19:28:16.335336,"(6.5, 8.2, 7.942857142857142)","(31.0, 46.0, 37.61904761904762)","(1.65, 2.18, 2.1633333333333336)","(4.0, 5.2, 4.927272727272728)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.77777777777778)","(11.0, 13.0, 11.526315789473685)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:17.866022,"(6.5, 8.2, 7.84)","(31.0, 46.0, 38.72727272727273)","(1.65, 2.18, 2.1633333333333336)","(4.0, 5.2, 4.927272727272728)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.77777777777778)","(11.0, 13.0, 11.526315789473685)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:19.300565,"(6.5, 8.2, 7.84)","(31.0, 46.0, 38.72727272727273)","(1.65, 2.18, 2.1422222222222222)","(4.0, 5.2, 4.927272727272728)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.44736842105263)","(11.0, 13.0, 11.526315789473685)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:20.619069,"(6.5, 8.2, 7.84)","(31.0, 46.0, 38.72727272727273)","(1.65, 2.18, 2.14421052631579)","(4.0, 5.2, 4.792592592592593)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.4)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:21.906061,"(6.5, 8.2, 7.999999999999999)","(31.0, 46.0, 35.23076923076923)","(1.65, 2.18, 2.14421052631579)","(4.0, 5.2, 5.033333333333333)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.90909090909091)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:23.103431,"(6.5, 8.2, 7.959999999999999)","(31.0, 46.0, 40.0)","(1.65, 2.18, 2.14421052631579)","(4.0, 5.1, 4.78)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.90909090909091)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:24.630652,"(6.5, 8.2, 7.959999999999999)","(31.0, 46.0, 40.0)","(1.65, 2.18, 2.14421052631579)","(4.0, 5.1, 4.7625)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.90909090909091)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 128.57142857142858)"
11-01-2023 19:28:25.955335,"(6.5, 8.2, 7.999999999999999)","(31.0, 46.0, 42.44444444444444)","(1.65, 2.18, 2.138787878787879)","(4.0, 5.1, 4.7823529411764705)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.90909090909091)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 126.66666666666667)"
11-01-2023 19:28:27.206859,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 42.44444444444444)","(1.65, 2.18, 2.138787878787879)","(4.0, 5.1, 4.759574468085106)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.441176470588236)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:28.503734,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 37.0)","(1.65, 2.18, 2.138787878787879)","(4.0, 5.1, 4.655555555555556)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.763157894736842)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:29.984641,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 35.47826086956522)","(1.65, 2.18, 2.138787878787879)","(4.0, 5.1, 4.66)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.441176470588236)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:31.419232,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.1314285714285717)","(4.0, 5.1, 4.766666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.434782608695652)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:32.684002,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.1314285714285717)","(4.0, 5.0, 4.735294117647059)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.625)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:34.102990,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.1208695652173915)","(4.0, 5.0, 4.735294117647059)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.625)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:35.439638,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.1208695652173915)","(4.0, 5.0, 4.843478260869565)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.705882352941176)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:36.729232,"(6.5, 8.2, 7.999999999999999)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.12)","(4.0, 5.0, 4.552631578947368)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.625)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:38.053407,"(6.5, 8.2, 8.04)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.18, 2.1180000000000003)","(4.0, 5.0, 4.54)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.777777777777779)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:39.399256,"(6.5, 8.8, 8.357894736842105)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.16, 2.1156521739130434)","(4.0, 5.0, 4.54)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.777777777777779)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:40.720772,"(6.5, 8.8, 8.357894736842105)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.16, 2.1156521739130434)","(4.0, 5.0, 4.54)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.777777777777779)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:41.898132,"(6.5, 8.8, 8.153846153846153)","(31.0, 44.0, 33.68421052631579)","(1.65, 2.16, 2.1156521739130434)","(4.0, 5.0, 4.819607843137255)","(17.0, 28.0, 25.272727272727273)","(11.0, 18.5, 16.441176470588236)","(11.0, 13.0, 11.777777777777779)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:43.207264,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 40.0)","(1.65, 2.16, 2.105)","(4.0, 5.0, 4.816)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.631578947368421)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:44.622759,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.16, 2.1312)","(4.0, 5.0, 4.816)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.555555555555555)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:45.964392,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.16, 2.1312)","(4.0, 5.0, 4.816)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.555555555555555)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:47.269279,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.16, 2.1312)","(4.0, 5.0, 4.812244897959183)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.441176470588236)","(11.0, 13.0, 11.555555555555555)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:48.572558,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.18, 2.1344444444444446)","(4.0, 5.0, 4.7272727272727275)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.555555555555555)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:49.885624,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.14, 2.1344444444444446)","(4.0, 5.0, 4.729411764705882)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.75)","(11.0, 13.0, 11.555555555555555)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:51.286359,"(6.5, 8.8, 8.063157894736841)","(31.0, 42.0, 33.0)","(1.65, 2.14, 2.1350000000000002)","(4.0, 5.0, 4.75)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 16.681818181818183)","(11.0, 13.0, 11.869565217391305)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:52.603283,"(6.5, 8.8, 8.22857142857143)","(31.0, 42.0, 34.0)","(1.65, 2.18, 2.140625)","(4.0, 5.0, 4.75)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.869565217391305)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:53.968272,"(6.5, 8.8, 8.0)","(31.0, 42.0, 34.0)","(1.65, 2.18, 2.1315789473684212)","(4.0, 5.0, 4.75)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.96)","(91.0, 140.0, 124.0)"
11-01-2023 19:28:55.269275,"(6.5, 8.8, 8.0)","(31.0, 40.0, 38.333333333333336)","(1.65, 2.14, 2.1315789473684212)","(3.9, 5.0, 4.916666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.631578947368421)","(101.0, 140.0, 124.0)"
11-01-2023 19:28:56.574497,"(6.5, 8.8, 8.382608695652173)","(31.0, 40.0, 38.333333333333336)","(1.65, 2.14, 2.13304347826087)","(3.9, 5.0, 4.916666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.555555555555555)","(101.0, 140.0, 124.0)"
11-01-2023 19:28:57.982533,"(6.5, 8.8, 8.342857142857143)","(31.0, 40.0, 38.333333333333336)","(1.65, 2.14, 2.13304347826087)","(3.9, 5.0, 4.916666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 12.22)","(101.0, 140.0, 124.0)"
11-01-2023 19:28:59.651570,"(6.5, 8.6, 8.461538461538462)","(31.0, 40.0, 33.125)","(1.65, 2.14, 2.135294117647059)","(3.9, 5.0, 4.916666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 12.22)","(101.0, 140.0, 124.0)"
11-01-2023 19:29:01.199559,"(6.5, 8.8, 8.4)","(31.0, 40.0, 34.54545454545455)","(1.65, 2.14, 2.1293333333333333)","(3.9, 5.0, 4.916666666666667)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.75)","(101.0, 140.0, 124.0)"
11-01-2023 19:29:02.623553,"(6.5, 8.8, 8.4)","(31.0, 40.0, 33.125)","(1.65, 2.14, 2.146857142857143)","(3.9, 5.0, 4.697560975609756)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.071428571428573)","(11.0, 13.0, 11.695652173913043)","(101.0, 140.0, 154.0)"
11-01-2023 19:29:04.047182,"(6.5, 8.8, 8.704347826086957)","(31.0, 40.0, 33.125)","(1.65, 2.16, 2.1390825688073396)","(3.9, 5.0, 4.7125)","(17.0, 28.0, 24.57142857142857)","(11.0, 18.5, 17.2)","(11.0, 13.0, 12.166666666666666)","(101.0, 290.0, 148.57142857142858)"
