,Big Time Faye,Opawa Meg,Adobe Poppets,Allegro Tori,Eytukan,Love Race
16-12-2022 13:06:34.939761,"(7.0, 12.5, 11.683333333333334)","(10.0, 28.0, 15.625)","(7.0, 14.5, 11.25)","(7.5, 22.0, 12.8)","(1.45, 1.84, 1.6946153846153846)","(13.0, 34.0, 27.0)"
16-12-2022 13:06:35.963612,"(7.0, 12.5, 11.683333333333334)","(10.0, 28.0, 15.625)","(7.0, 14.5, 11.25)","(7.5, 22.0, 12.8)","(1.45, 1.84, 1.6946153846153846)","(13.0, 34.0, 27.0)"
16-12-2022 13:06:37.085262,"(7.0, 12.5, 11.683333333333334)","(10.0, 28.0, 15.625)","(7.0, 14.5, 11.25)","(7.5, 22.0, 12.8)","(1.45, 1.84, 1.6946153846153846)","(13.0, 34.0, 27.0)"
16-12-2022 13:06:38.155508,"(7.0, 12.5, 11.683333333333334)","(10.0, 28.0, 15.625)","(7.0, 14.5, 11.25)","(7.5, 22.0, 12.8)","(1.45, 1.84, 1.6566666666666667)","(13.0, 34.0, 29.666666666666668)"
16-12-2022 13:06:39.149191,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 18.333333333333332)","(7.0, 14.5, 11.25)","(7.5, 23.0, 11.899999999999999)","(1.45, 1.83, 1.6566666666666667)","(13.0, 38.0, 29.666666666666668)"
16-12-2022 13:06:40.186693,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 25.166666666666664)","(7.0, 14.5, 11.25)","(7.5, 25.0, 11.0)","(1.45, 1.81, 1.6660000000000001)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:41.188584,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 25.166666666666664)","(7.0, 14.5, 11.25)","(7.5, 25.0, 11.0)","(1.45, 1.81, 1.6660000000000001)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:42.201528,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 25.166666666666664)","(7.0, 14.5, 11.25)","(7.5, 25.0, 11.0)","(1.45, 1.81, 1.6660000000000001)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:43.259773,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 29.588235294117645)","(7.0, 14.5, 11.25)","(7.5, 25.0, 11.0)","(1.45, 1.81, 1.6660000000000001)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:44.104220,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 29.588235294117645)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.81, 1.6660000000000001)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:45.082994,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 29.588235294117645)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.79, 1.7275)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:46.085896,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 28.363636363636363)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:47.033791,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 28.363636363636363)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:48.013872,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 24.2)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 22.81818181818182)"
16-12-2022 13:06:49.057978,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 24.2)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:50.190798,"(7.0, 12.5, 11.683333333333334)","(10.0, 32.0, 24.2)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:51.235313,"(7.0, 12.5, 11.683333333333334)","(10.0, 40.0, 22.8125)","(7.0, 14.5, 11.25)","(7.5, 29.0, 15.133333333333333)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 18.4)"
16-12-2022 13:06:52.225563,"(7.0, 17.5, 15.85)","(10.0, 40.0, 22.8125)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7275)","(13.0, 40.0, 18.4)"
16-12-2022 13:06:53.282933,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 22.8125)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7228571428571429)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:54.257773,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 27.727272727272727)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7228571428571429)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:55.249105,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 23.4375)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:56.172685,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 23.4375)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:57.224664,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 23.4375)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:58.222240,"(7.0, 17.5, 13.7875)","(10.0, 40.0, 23.4375)","(7.0, 14.5, 11.25)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 40.0, 17.5)"
16-12-2022 13:06:59.250867,"(7.0, 17.5, 13.7875)","(10.0, 42.0, 24.1875)","(7.0, 14.5, 10.85)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 40.0, 19.25)"
16-12-2022 13:07:00.247624,"(7.0, 17.5, 8.5)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 10.85)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 38.0, 19.25)"
16-12-2022 13:07:01.344471,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 38.0, 19.25)"
16-12-2022 13:07:02.397302,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 13.399999999999999)","(1.45, 1.78, 1.7514285714285713)","(13.0, 38.0, 19.25)"
16-12-2022 13:07:03.453598,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 16.64)","(1.45, 1.78, 1.7514285714285713)","(13.0, 38.0, 19.25)"
16-12-2022 13:07:04.366587,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 16.64)","(1.45, 1.78, 1.7514285714285713)","(13.0, 38.0, 17.5)"
16-12-2022 13:07:05.356664,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 13.7)","(1.45, 1.78, 1.5466666666666666)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:06.339276,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 13.7)","(1.45, 1.78, 1.5466666666666666)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:07.324571,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 13.7)","(1.45, 1.77, 1.518)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:08.379362,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 29.0, 11.274999999999999)","(1.45, 1.77, 1.518)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:09.412836,"(7.0, 17.5, 14.0)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 11.274999999999999)","(1.45, 1.77, 1.518)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:10.480823,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 12.625)","(7.5, 30.0, 11.274999999999999)","(1.45, 1.77, 1.518)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:11.566307,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 11.274999999999999)","(1.45, 1.77, 1.5833333333333333)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:12.566804,"(7.0, 17.5, 9.775)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 11.274999999999999)","(1.45, 1.75, 1.5833333333333333)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:13.645922,"(7.0, 17.5, 12.25)","(10.0, 42.0, 16.583333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.5833333333333333)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:14.712395,"(7.0, 17.5, 9.775)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.6814285714285715)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:15.673577,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.6814285714285715)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:16.590889,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:17.532891,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:18.555869,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:19.571237,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 12.925)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:20.579651,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 12.725)","(7.5, 30.0, 15.733333333333333)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:21.643996,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 24.55)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:22.737880,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:23.759892,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:24.730867,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:25.764553,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 24.55)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:26.718613,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 24.6)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:27.685511,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:28.632487,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:29.651862,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:30.707523,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 24.65)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:31.722805,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 13.457142857142859)","(7.5, 30.0, 24.6)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:32.762155,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 24.6)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:33.809236,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 24.6)","(1.45, 1.75, 1.7042857142857144)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:34.837771,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.600000000000001)","(1.45, 1.75, 1.6814285714285715)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:35.927386,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.75, 1.6814285714285715)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:37.107865,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.75, 1.5705263157894738)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:38.200321,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.6099999999999999)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:39.288927,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.6099999999999999)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:40.235952,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.6099999999999999)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:41.297726,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.64)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:42.546974,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.64)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:43.647189,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.64)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:44.684463,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.64)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:45.765130,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.73, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:46.812575,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:47.985235,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:48.967718,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:50.067945,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:51.123973,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.15)","(7.5, 30.0, 19.1)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:52.366715,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 10.95)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:53.651347,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.25)","(7.5, 30.0, 26.885714285714286)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:54.739733,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.25)","(7.5, 30.0, 26.885714285714286)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:55.758339,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.25)","(7.5, 30.0, 26.885714285714286)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:56.770603,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.25)","(7.5, 30.0, 26.885714285714286)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:57.779998,"(7.0, 17.5, 12.25)","(10.0, 46.0, 17.25)","(7.0, 14.5, 11.25)","(7.5, 30.0, 26.885714285714286)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:58.773165,"(7.0, 17.5, 12.25)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.25)","(7.5, 30.0, 24.6)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:07:59.917321,"(7.0, 17.5, 14.0)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.25)","(7.5, 30.0, 24.6)","(1.45, 1.71, 1.596)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:01.079030,"(7.0, 17.5, 14.0)","(10.0, 46.0, 31.625)","(7.0, 14.5, 13.485714285714286)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.71, 1.6)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:02.301363,"(7.0, 17.5, 14.0)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.25)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.74, 1.6)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:03.469970,"(7.0, 17.5, 14.0)","(10.0, 46.0, 31.625)","(7.0, 14.5, 11.25)","(7.5, 30.0, 19.299999999999997)","(1.45, 1.74, 1.62)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:04.663976,"(7.0, 17.5, 14.0)","(10.0, 46.0, 30.545454545454547)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.62)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:05.675664,"(7.0, 17.5, 14.0)","(10.0, 46.0, 30.545454545454547)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:06.858402,"(7.0, 17.5, 14.0)","(10.0, 46.0, 30.545454545454547)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:07.967401,"(7.0, 17.5, 14.0)","(10.0, 46.0, 30.545454545454547)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:09.033928,"(7.0, 17.5, 14.0)","(10.0, 50.0, 31.0)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:10.080605,"(7.0, 17.5, 14.0)","(10.0, 50.0, 31.0)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:11.079000,"(7.0, 17.5, 14.0)","(10.0, 50.0, 31.0)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:11.960756,"(7.0, 17.5, 14.0)","(10.0, 50.0, 31.0)","(7.0, 14.5, 12.625)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:13.065448,"(7.0, 17.5, 14.0)","(10.0, 50.0, 31.0)","(7.0, 14.5, 12.625)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:14.016349,"(7.0, 17.5, 14.0)","(10.0, 50.0, 29.0)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:15.058997,"(7.0, 17.5, 14.0)","(10.0, 50.0, 33.5)","(7.0, 14.5, 11.25)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:16.112489,"(6.5, 17.5, 14.0)","(10.0, 50.0, 33.5)","(7.0, 14.5, 11.25)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:17.353159,"(6.5, 17.5, 14.0)","(10.0, 50.0, 33.5)","(7.0, 14.5, 11.25)","(7.5, 30.0, 25.155555555555555)","(1.45, 1.72, 1.6186666666666667)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:18.526960,"(6.5, 17.5, 14.0)","(10.0, 50.0, 33.5)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.72, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:19.521948,"(6.5, 17.5, 14.0)","(10.0, 50.0, 33.5)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:20.824628,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.0)","(7.0, 14.5, 11.25)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:21.937322,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.0)","(7.0, 14.5, 10.85)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:22.912180,"(6.5, 17.5, 14.0)","(10.0, 50.0, 36.58823529411765)","(7.0, 14.5, 10.85)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:23.969297,"(6.5, 17.5, 14.0)","(10.0, 50.0, 36.58823529411765)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.466666666666665)","(1.45, 1.74, 1.621875)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:24.985617,"(6.5, 17.5, 14.0)","(10.0, 50.0, 36.58823529411765)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.74, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:26.070270,"(6.5, 17.5, 14.0)","(10.0, 50.0, 31.25)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:27.162723,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:28.208701,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:29.269974,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:30.219358,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:31.216445,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.613125)","(13.0, 40.0, 17.5)"
16-12-2022 13:08:32.210732,"(6.5, 17.5, 14.0)","(10.0, 50.0, 25.333333333333332)","(7.0, 14.5, 11.35)","(7.5, 30.0, 15.333333333333332)","(1.45, 1.72, 1.5953846153846154)","(13.0, 40.0, 17.5)"
