,Blackpool Homer,Hazelnut,Slippery Swan,Island Chief,Cool Militant,Perfect Goddess,Devils Water,Way Up North
11-01-2023 16:07:05.414135,"(9.0, 19.0, 17.88888888888889)","(6.5, 12.5, 11.879999999999999)","(12.0, 50.0, 43.45454545454545)","(10.0, 21.0, 18.555555555555557)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 21.0, 14.333333333333334)","(10.0, 14.5, 13.3)"
11-01-2023 16:07:06.647550,"(9.0, 19.0, 17.88888888888889)","(6.5, 12.5, 11.879999999999999)","(12.0, 50.0, 42.0)","(10.0, 23.0, 18.555555555555557)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 21.0, 14.333333333333334)","(10.0, 14.5, 13.3)"
11-01-2023 16:07:08.035063,"(9.0, 19.0, 17.88888888888889)","(6.5, 12.5, 11.879999999999999)","(12.0, 50.0, 42.0)","(10.0, 23.0, 18.555555555555557)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 21.0, 14.333333333333334)","(10.0, 14.5, 13.3)"
11-01-2023 16:07:09.289260,"(9.0, 19.0, 17.88888888888889)","(6.5, 12.5, 11.879999999999999)","(12.0, 50.0, 42.0)","(10.0, 23.0, 15.625)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 21.0, 16.5)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:10.656706,"(9.0, 18.5, 17.0)","(6.5, 12.5, 11.72857142857143)","(12.0, 50.0, 42.0)","(10.0, 22.0, 17.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 20.0, 16.5)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:11.912493,"(9.0, 18.0, 17.0)","(6.5, 12.5, 11.72857142857143)","(12.0, 50.0, 40.18181818181818)","(10.0, 21.0, 13.941176470588236)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 20.0, 13.823529411764707)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:13.221556,"(9.0, 18.0, 14.711538461538462)","(6.5, 12.5, 11.72857142857143)","(12.0, 50.0, 40.18181818181818)","(10.0, 21.0, 15.666666666666666)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 20.0, 15.166666666666666)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:14.504800,"(9.0, 18.0, 14.711538461538462)","(6.5, 12.5, 11.72857142857143)","(12.0, 50.0, 40.18181818181818)","(10.0, 20.0, 16.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 19.5, 15.166666666666666)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:15.748302,"(9.0, 17.5, 16.61111111111111)","(6.5, 12.5, 11.26)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.5, 16.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 19.5, 17.0)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:17.067182,"(9.0, 17.0, 16.22222222222222)","(6.5, 12.5, 10.514285714285714)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.0, 16.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 19.0, 14.714285714285714)","(10.0, 14.5, 12.538461538461538)"
11-01-2023 16:07:18.393394,"(9.0, 17.0, 15.25)","(6.5, 12.0, 10.266666666666667)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.0, 16.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 19.0, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:19.680343,"(9.0, 16.5, 15.375)","(6.5, 12.0, 10.266666666666667)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.0, 16.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:20.928697,"(9.0, 16.5, 15.375)","(6.5, 12.0, 10.266666666666667)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.0, 16.25)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:22.117598,"(9.0, 16.5, 14.142857142857142)","(6.5, 12.0, 11.127272727272727)","(12.0, 50.0, 40.18181818181818)","(10.0, 19.0, 16.0)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:23.438381,"(9.0, 16.0, 12.9375)","(6.5, 12.0, 10.246153846153845)","(12.0, 50.0, 40.18181818181818)","(10.0, 18.5, 13.763157894736842)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.8000000000000003)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:24.717108,"(9.0, 16.0, 14.384615384615385)","(6.5, 12.0, 10.272)","(12.0, 50.0, 36.285714285714285)","(10.0, 18.5, 15.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.95)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:25.969373,"(9.0, 16.0, 12.818181818181818)","(6.5, 12.0, 10.3)","(12.0, 50.0, 40.18181818181818)","(10.0, 18.0, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:27.171039,"(9.0, 15.5, 12.933333333333334)","(6.5, 11.5, 10.154166666666667)","(12.0, 50.0, 42.8)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:28.433429,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.154166666666667)","(12.0, 50.0, 42.8)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:29.741087,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.317391304347826)","(12.0, 50.0, 42.8)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:30.968820,"(9.0, 15.5, 12.75)","(6.5, 11.5, 9.988888888888889)","(12.0, 50.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:32.264666,"(9.0, 15.5, 12.75)","(6.5, 11.5, 9.988888888888889)","(12.0, 44.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:33.595884,"(9.0, 15.5, 12.75)","(6.5, 11.5, 9.988888888888889)","(12.0, 44.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:35.062105,"(9.0, 15.5, 12.75)","(6.5, 11.5, 9.988888888888889)","(12.0, 44.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:36.520850,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.6)","(12.0, 44.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:37.930942,"(9.0, 15.5, 12.75)","(6.5, 11.0, 10.6)","(12.0, 44.0, 40.57142857142857)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:39.473569,"(9.0, 15.5, 12.75)","(6.5, 11.0, 10.6)","(12.0, 42.0, 42.285714285714285)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9454545454545453)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:41.291916,"(9.0, 15.5, 12.75)","(6.5, 11.0, 10.10909090909091)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:42.973344,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.061538461538461)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:44.238776,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.061538461538461)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.9)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:45.548554,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.061538461538461)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:46.890810,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.061538461538461)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:48.207541,"(9.0, 15.5, 12.75)","(6.5, 11.5, 10.061538461538461)","(12.0, 44.0, 40.666666666666664)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.571428571428571)"
11-01-2023 16:07:49.551047,"(9.0, 15.5, 12.75)","(6.5, 11.5, 11.153846153846153)","(12.0, 44.0, 40.666666666666664)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.5, 12.88888888888889)"
11-01-2023 16:07:50.855633,"(9.0, 15.0, 13.4375)","(6.5, 11.5, 11.153846153846153)","(12.0, 44.0, 40.666666666666664)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.88888888888889)"
11-01-2023 16:07:52.193328,"(9.0, 15.0, 12.741935483870968)","(6.5, 11.5, 11.125)","(12.0, 44.0, 40.666666666666664)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:53.470955,"(9.0, 15.0, 12.741935483870968)","(6.5, 11.5, 11.125)","(12.0, 44.0, 40.666666666666664)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:54.739459,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.944444444444444)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:55.989610,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.013333333333333)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:57.304412,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.966666666666667)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:58.576637,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 2.966666666666667)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:07:59.812415,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.056)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:00.969336,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0545454545454547)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:02.164327,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0545454545454547)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:03.391620,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.073684210526316)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:04.520040,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0455882352941175)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:05.722744,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.05, 3.036764705882353)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:06.988411,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.05, 3.037142857142857)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:08.248925,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.05, 3.036363636363636)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.362068965517242)"
11-01-2023 16:08:09.588081,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.05, 3.0354838709677416)","(10.0, 18.5, 16.666666666666668)","(10.0, 14.0, 12.38888888888889)"
11-01-2023 16:08:10.771342,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.05, 3.086666666666667)","(10.0, 18.5, 16.666666666666668)","(10.0, 13.5, 12.25)"
11-01-2023 16:08:11.889188,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0856)","(10.0, 18.5, 16.666666666666668)","(10.0, 13.5, 11.863636363636363)"
11-01-2023 16:08:13.111107,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.070909090909091)","(10.0, 18.5, 16.666666666666668)","(10.0, 13.5, 12.5)"
11-01-2023 16:08:14.207439,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.084)","(10.0, 18.5, 16.666666666666668)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:15.342690,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 15.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.084761904761905)","(10.0, 18.5, 16.666666666666668)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:16.435263,"(9.0, 14.5, 12.6875)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 18.5, 14.666666666666666)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:17.537909,"(9.0, 14.5, 12.681818181818182)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 18.0, 14.666666666666666)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:18.691425,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 18.0, 13.588235294117647)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:19.848654,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 18.0, 13.476190476190476)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:21.014258,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 18.0, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:22.082703,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:23.158804,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:24.362996,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:25.539666,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:26.633372,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.0)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:27.719866,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:28.861868,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:29.996420,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.5)"
11-01-2023 16:08:31.057810,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 12.785714285714285)"
11-01-2023 16:08:32.119711,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.875)"
11-01-2023 16:08:33.268979,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 16.75)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.875)"
11-01-2023 16:08:34.389172,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 14.5)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.091111111111111)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:35.532805,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 14.40625)","(3.6, 4.2, 3.975)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:36.649878,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 14.40625)","(3.6, 4.2, 3.9)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:37.783527,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:38.945471,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:40.171922,"(9.0, 14.5, 12.74)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 42.666666666666664)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.714285714285714)"
11-01-2023 16:08:41.434527,"(9.0, 14.5, 12.3)","(6.5, 11.5, 10.528571428571428)","(12.0, 44.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(10.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:42.557708,"(9.0, 14.0, 13.285714285714286)","(6.5, 11.5, 10.528571428571428)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:43.684342,"(9.0, 14.0, 12.75)","(6.5, 11.5, 10.528571428571428)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:44.887719,"(9.0, 14.0, 12.333333333333334)","(6.5, 11.5, 10.366666666666667)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:46.038816,"(9.0, 14.0, 12.333333333333334)","(6.5, 11.5, 10.366666666666667)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:47.114149,"(9.0, 14.0, 11.717391304347826)","(6.5, 11.5, 10.366666666666667)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
11-01-2023 16:08:48.229464,"(9.0, 14.0, 11.717391304347826)","(6.5, 11.5, 10.366666666666667)","(13.0, 46.0, 44.333333333333336)","(10.0, 17.5, 13.661764705882353)","(3.6, 4.2, 3.8142857142857145)","(2.6, 3.1, 3.0913513513513515)","(11.0, 17.5, 16.0)","(10.0, 13.0, 11.833333333333334)"
