,Alternate Shot,Sour Lemon,Epic Rooster,Adobe Derulo,Goldstar Tookie,Sugar Time
05-01-2023 16:19:54.100261,"(1.5, 1.89, 1.7530434782608695)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:55.150680,"(1.5, 1.89, 1.7530434782608695)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:56.022253,"(1.5, 1.89, 1.7530434782608695)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:57.040661,"(1.5, 1.89, 1.7530434782608695)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:58.051926,"(1.5, 1.89, 1.7530434782608695)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:58.939190,"(1.5, 1.89, 1.7536363636363637)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:19:59.983029,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:01.049277,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.6, 4.6325)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:02.172307,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 38.84615384615385)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:03.146344,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 27.25)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:04.101275,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 35.5)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:05.217387,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 35.5)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:06.266177,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 35.5)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:07.232534,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 35.5)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:08.158012,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:09.059789,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:09.951265,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:10.837894,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:11.817403,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.953333333333333)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:12.828605,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:13.765512,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:14.699514,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:15.601212,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 20.755555555555556)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:16.526260,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 21.6)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:17.565231,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:18.532883,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:19.475122,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:20.385293,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 32.66666666666667)"
05-01-2023 16:20:21.255049,"(1.5, 1.89, 1.765)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:22.191868,"(1.5, 1.89, 1.765)","(21.0, 190.0, 53.36363636363636)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:23.138074,"(1.5, 1.89, 1.765)","(21.0, 190.0, 53.36363636363636)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:24.093372,"(1.5, 1.89, 1.765)","(21.0, 190.0, 53.36363636363636)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:25.086433,"(1.5, 1.89, 1.765)","(21.0, 190.0, 53.36363636363636)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:26.046018,"(1.5, 1.89, 1.765)","(21.0, 190.0, 78.66666666666666)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:26.971343,"(1.5, 1.89, 1.765)","(21.0, 190.0, 78.66666666666666)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(14.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:27.869886,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:28.878064,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:29.867776,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.5, 4.588888888888889)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:30.851195,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:31.746503,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:32.606565,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:33.511020,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:34.487753,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:35.393905,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:36.370582,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:37.385657,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:38.291174,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:39.193241,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:40.151391,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 24.0, 14.533333333333335)","(10.0, 44.0, 34.285714285714285)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:41.137504,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:42.115734,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:43.052193,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:43.915651,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.533333333333333)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:44.812731,"(1.5, 1.89, 1.765)","(21.0, 200.0, 82.0)","(3.4, 5.4, 3.8)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:45.723043,"(1.5, 1.9, 1.879)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.654545454545454)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:46.602250,"(1.5, 1.77, 1.72)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.654545454545454)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:47.591557,"(1.5, 1.9, 1.76)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.654545454545454)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:48.548949,"(1.5, 1.9, 1.76)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.654545454545454)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:49.513241,"(1.5, 1.9, 1.76)","(21.0, 200.0, 82.0)","(3.4, 5.4, 4.2)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:50.425117,"(1.5, 1.9, 1.76)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:51.284599,"(1.5, 1.9, 1.7375)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:52.243087,"(1.5, 1.89, 1.8628571428571428)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:53.222159,"(1.5, 1.89, 1.8628571428571428)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:54.218507,"(1.5, 1.89, 1.8628571428571428)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:55.130053,"(1.5, 1.89, 1.8628571428571428)","(21.0, 200.0, 82.0)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 32.857142857142854)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:56.114182,"(1.5, 1.89, 1.8628571428571428)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.8454545454545452)","(10.0, 23.0, 14.2)","(10.0, 42.0, 20.666666666666664)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:57.049479,"(1.5, 1.89, 1.8628571428571428)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.157142857142857)","(10.0, 23.0, 14.2)","(10.0, 42.0, 20.666666666666664)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:57.945997,"(1.5, 1.89, 1.8628571428571428)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.157142857142857)","(10.0, 23.0, 19.7)","(10.0, 42.0, 35.6)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:58.865466,"(1.5, 1.89, 1.7814285714285714)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.157142857142857)","(10.0, 23.0, 17.64)","(10.0, 42.0, 35.6)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:20:59.750385,"(1.5, 1.89, 1.7814285714285714)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.157142857142857)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 35.6)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:00.717348,"(1.5, 1.89, 1.7814285714285714)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.157142857142857)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 35.6)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:01.723996,"(1.5, 1.88, 1.783076923076923)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.5)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 38.95238095238095)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:02.670726,"(1.5, 1.88, 1.7771428571428571)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 4.5)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:03.573927,"(1.5, 1.88, 1.7771428571428571)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:04.549675,"(1.5, 1.88, 1.7771428571428571)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:05.527182,"(1.5, 1.88, 1.7771428571428571)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:06.426043,"(1.5, 1.88, 1.854285714285714)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:07.292390,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:08.311782,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 23.666666666666664)"
05-01-2023 16:21:09.322786,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:10.327196,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:11.242536,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:12.122534,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:13.083543,"(1.5, 1.88, 1.861)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:13.979123,"(1.5, 1.9, 1.879)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 14.666666666666668)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:14.889880,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 21.214285714285715)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:15.796222,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.3, 3.918181818181818)","(10.0, 23.0, 17.0)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:16.787802,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.171428571428572)","(10.0, 23.0, 17.0)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:17.772787,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.171428571428572)","(10.0, 23.0, 17.0)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:18.652407,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.171428571428572)","(10.0, 23.0, 17.0)","(10.0, 42.0, 26.5)","(15.0, 42.0, 32.83333333333333)"
05-01-2023 16:21:19.621799,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.325)","(10.0, 23.0, 17.0)","(10.0, 42.0, 26.5)","(15.0, 42.0, 36.6)"
05-01-2023 16:21:20.603241,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.35)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:21.659987,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:22.590176,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:23.502864,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:24.389844,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:25.308525,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.4)"
05-01-2023 16:21:26.240625,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 31.200000000000003)"
05-01-2023 16:21:27.220598,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 17.0)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:28.170396,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.214285714285715)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:29.102284,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.214285714285715)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:30.012325,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.214285714285715)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:30.866581,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.333333333333336)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:31.784929,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.333333333333336)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:32.801222,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.333333333333336)","(11.0, 42.0, 26.5)","(16.0, 42.0, 33.0)"
05-01-2023 16:21:33.847186,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.333333333333336)","(11.0, 42.0, 26.5)","(16.0, 42.0, 37.18181818181819)"
05-01-2023 16:21:34.837915,"(1.5, 1.91, 1.8423076923076922)","(21.0, 190.0, 70.71428571428572)","(3.4, 5.2, 4.746666666666667)","(11.0, 23.0, 21.333333333333336)","(11.0, 42.0, 26.5)","(16.0, 42.0, 37.18181818181819)"
