,Similar Features,Swift Choice,Metro Mike,Davettes Diva,World Gone Mad,Federal Ranger
203,"[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 35, 232289), 3.3, 6.2]"
204,"[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 36, 401134), 3.3, 6.2]"
205,"[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 37, 526056), 3.3, 6.2]"
206,"[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 2.25, 3.2]","[datetime.datetime(2022, 11, 28, 20, 24, 38, 656258), 3.3, 6.2]"
207,"[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 39, 789665), 3.3, 6.2]"
208,"[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 40, 901329), 3.3, 6.2]"
209,"[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 42, 16820), 3.3, 6.2]"
210,"[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 43, 127292), 3.3, 6.2]"
211,"[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 44, 236132), 3.3, 6.2]"
212,"[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 45, 339527), 3.3, 6.2]"
213,"[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 46, 447685), 3.3, 6.2]"
214,"[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 47, 567080), 3.3, 6.2]"
215,"[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 48, 669726), 3.3, 6.2]"
216,"[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 49, 772066), 3.3, 6.2]"
217,"[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 50, 869128), 3.3, 6.2]"
218,"[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 51, 968135), 3.3, 6.2]"
219,"[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 53, 77559), 3.3, 6.2]"
220,"[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 54, 173718), 3.3, 6.2]"
221,"[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 55, 281700), 3.3, 6.2]"
222,"[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 56, 379081), 3.3, 6.2]"
223,"[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 57, 476037), 3.3, 6.2]"
224,"[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 58, 589223), 3.3, 6.2]"
225,"[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 24, 59, 687524), 3.3, 6.2]"
226,"[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 0, 790845), 3.3, 6.2]"
227,"[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 2.25, 3.2]","[datetime.datetime(2022, 11, 28, 20, 25, 1, 888716), 3.3, 6.2]"
228,"[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 2, 996455), 3.3, 6.2]"
229,"[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 2.25, 3.2]","[datetime.datetime(2022, 11, 28, 20, 25, 4, 108542), 3.3, 6.2]"
230,"[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 5, 221354), 3.3, 6.2]"
231,"[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 6, 331388), 3.3, 6.2]"
232,"[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 7, 433979), 3.3, 6.2]"
233,"[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 8, 543753), 3.3, 6.2]"
234,"[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 9, 648001), 3.3, 6.2]"
235,"[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 10, 747480), 3.3, 6.2]"
236,"[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 11, 850570), 3.3, 6.2]"
237,"[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 12, 949719), 3.3, 6.2]"
238,"[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 41.0, 380.0]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 14, 50716), 3.3, 6.2]"
239,"[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 15, 158607), 3.3, 6.2]"
240,"[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 16, 260514), 3.3, 6.2]"
241,"[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 17, 367488), 3.3, 6.2]"
242,"[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 18, 474663), 3.3, 6.2]"
243,"[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 19, 587771), 3.3, 6.2]"
244,"[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 20, 686451), 3.3, 5.9]"
245,"[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 21, 784111), 3.3, 5.9]"
246,"[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 41.0, 330.0]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 22, 894300), 3.3, 5.9]"
247,"[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 23, 990102), 3.3, 5.9]"
248,"[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 25, 94361), 3.3, 5.9]"
249,"[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 26, 195986), 3.3, 5.9]"
250,"[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 27, 298759), 3.3, 5.9]"
251,"[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 28, 402426), 3.3, 5.9]"
252,"[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 29, 499584), 3.3, 5.9]"
253,"[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 30, 606117), 3.3, 5.9]"
254,"[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 31, 704689), 3.3, 5.9]"
255,"[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 32, 802540), 3.3, 5.9]"
256,"[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 4.4, 5.9]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 4.4, 6.8]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 20, 25, 33, 909947), 3.3, 5.9]"
