,Prominent Henny,Warrior Empress,Awesome Evil,Can She Scoot,Tel Aviv
15-12-2022 11:18:34.824393,"(4.4, 5.5, 5.33739837398374)","(4.6, 5.3, 5.023076923076923)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.3862921348314607)"
15-12-2022 11:18:35.791705,"(4.4, 5.5, 5.33739837398374)","(4.6, 5.3, 5.023076923076923)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.3825)"
15-12-2022 11:18:36.836587,"(4.4, 5.5, 5.166666666666666)","(4.6, 5.3, 5.023076923076923)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.343076923076923)"
15-12-2022 11:18:37.917649,"(4.4, 5.5, 5.166666666666666)","(4.6, 5.3, 5.166666666666667)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.343076923076923)"
15-12-2022 11:18:39.046468,"(4.4, 5.5, 5.166666666666666)","(4.6, 5.3, 5.1571428571428575)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.343076923076923)"
15-12-2022 11:18:39.917136,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.3, 5.1571428571428575)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.831428571428572)","(2.1, 2.42, 2.343076923076923)"
15-12-2022 11:18:40.757791,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.3, 5.1571428571428575)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:41.687758,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.3, 5.1571428571428575)","(41.0, 140.0, 139.53125)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:42.656938,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.4, 5.176595744680851)","(41.0, 140.0, 139.06976744186045)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:43.724975,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.4, 5.176595744680851)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:44.722440,"(4.4, 5.5, 5.338709677419355)","(4.6, 5.4, 5.176595744680851)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:45.694018,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.176595744680851)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:46.661631,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.182608695652174)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:47.503533,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.182608695652174)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.3587755102040817)"
15-12-2022 11:18:48.470412,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.182608695652174)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.37)"
15-12-2022 11:18:49.519735,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.182608695652174)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.37)"
15-12-2022 11:18:50.384335,"(4.4, 5.5, 5.329059829059829)","(4.6, 5.4, 5.182608695652174)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.811111111111111)","(2.1, 2.42, 2.37)"
15-12-2022 11:18:51.291644,"(4.4, 5.5, 5.315573770491803)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.609375)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.37)"
15-12-2022 11:18:52.219256,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.37)"
15-12-2022 11:18:53.044278,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:53.958296,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:54.998968,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:55.999867,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:56.897781,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.4, 5.124137931034483)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:57.729101,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.3, 5.15)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:58.527631,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.3, 5.15)","(41.0, 130.0, 129.60629921259843)","(5.0, 5.9, 5.817241379310345)","(2.1, 2.42, 2.377894736842105)"
15-12-2022 11:18:59.359201,"(4.4, 5.5, 5.302631578947368)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:00.332101,"(4.4, 5.5, 5.265625)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:01.308636,"(4.4, 5.5, 5.083333333333333)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:02.172982,"(4.4, 5.4, 5.057142857142857)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:03.011877,"(4.4, 5.4, 5.057142857142857)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.833333333333334)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:03.906958,"(4.4, 5.4, 5.057142857142857)","(4.6, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.9, 5.821052631578947)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:04.702572,"(4.4, 5.4, 5.2)","(4.4, 5.3, 5.056521739130435)","(41.0, 130.0, 128.8372093023256)","(5.0, 6.0, 5.875)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:05.553426,"(4.4, 5.4, 5.3090909090909095)","(4.4, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:06.537330,"(4.4, 5.4, 5.3090909090909095)","(4.4, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:07.473478,"(4.4, 5.4, 5.3090909090909095)","(4.4, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:08.336023,"(4.4, 5.4, 5.3090909090909095)","(4.4, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.4114285714285715)"
15-12-2022 11:19:09.219056,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.119354838709677)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.414418604651163)"
15-12-2022 11:19:10.084362,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.414418604651163)"
15-12-2022 11:19:10.938000,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.414418604651163)"
15-12-2022 11:19:11.799247,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.42, 2.4182608695652172)"
15-12-2022 11:19:12.686757,"(4.4, 5.4, 5.31891891891892)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.756756756756756)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:13.623099,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:14.466082,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:15.281786,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:16.192570,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:17.045443,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:17.861673,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:18.843653,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:19.793934,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:20.607578,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.44, 2.4182608695652172)"
15-12-2022 11:19:21.450923,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.3991780821917805)"
15-12-2022 11:19:22.357180,"(4.4, 5.4, 5.334782608695653)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.4002597402597403)"
15-12-2022 11:19:23.227390,"(4.4, 5.5, 5.2)","(4.4, 5.3, 5.166666666666667)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.4002597402597403)"
15-12-2022 11:19:24.105961,"(4.4, 5.5, 5.2)","(4.4, 5.3, 5.166666666666667)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.4002597402597403)"
15-12-2022 11:19:25.074847,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.166666666666667)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.4002597402597403)"
15-12-2022 11:19:26.056515,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.4002597402597403)"
15-12-2022 11:19:26.944788,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:27.755842,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 130.0, 128.84615384615384)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:28.572039,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:29.491931,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:30.357643,"(4.4, 5.4, 5.217460317460318)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:31.240147,"(4.4, 5.4, 5.1702702702702705)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:32.203761,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:33.063700,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:33.886768,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.711111111111111)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:34.720136,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(5.0, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:35.657119,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:36.515111,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:37.412296,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.64)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:38.300454,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.666666666666667)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:39.169215,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:40.016408,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:40.884894,"(4.4, 5.4, 5.250877192982457)","(4.4, 5.3, 5.125)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.695652173913043)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:41.844272,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.056521739130435)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:42.754462,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.1292682926829265)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:43.655383,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.1292682926829265)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:44.543862,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.1292682926829265)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:45.438308,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:46.259171,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:47.110471,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:47.999451,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:48.900141,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.72258064516129)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:49.845871,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:50.712656,"(4.4, 5.4, 5.128)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:51.555611,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.392857142857143)"
15-12-2022 11:19:52.428617,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:53.336861,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:54.246856,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:55.171046,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:56.057766,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:56.997871,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:57.890595,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:58.743901,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.6875)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:19:59.693031,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:20:00.608107,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:20:01.580138,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:20:02.498810,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.363)"
15-12-2022 11:20:03.339414,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:04.199637,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:05.083777,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:05.993901,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:06.906157,"(4.4, 5.4, 5.193939393939394)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:07.868836,"(4.4, 5.5, 5.239130434782608)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:08.724281,"(4.4, 5.5, 5.239130434782608)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:09.608190,"(4.4, 5.5, 5.239130434782608)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.8, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:10.535805,"(4.4, 5.5, 5.239130434782608)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:11.480881,"(4.4, 5.5, 5.224489795918367)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68253968253968)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:12.518156,"(4.4, 5.5, 5.224489795918367)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68503937007874)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:13.503516,"(4.4, 5.5, 5.224489795918367)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68503937007874)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:14.462676,"(4.4, 5.5, 5.224489795918367)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68503937007874)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:15.372185,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.68503937007874)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:16.274495,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.362068965517241)"
15-12-2022 11:20:17.207906,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.42, 2.4132142857142855)"
15-12-2022 11:20:18.162649,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:19.160453,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:20.135916,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:21.071249,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:21.966175,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:22.874890,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
15-12-2022 11:20:23.816505,"(4.4, 5.4, 5.32)","(4.4, 5.3, 5.167924528301887)","(41.0, 120.0, 119.375)","(4.6, 5.8, 5.7368421052631575)","(2.1, 2.44, 2.4132142857142855)"
