,Whiskey Business,Amber Days,Have A Heart,Dream Dancer,Godges,Cheeky Willow,Cake Is Good,Dayseas Rikki
06-01-2023 16:10:44.424174,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:45.450661,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:46.489840,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:47.515041,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:48.556167,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:49.621425,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:50.698762,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:51.802076,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:52.976308,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:54.135618,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:55.299947,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:56.487033,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:57.723205,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:58.854127,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:10:59.961993,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:01.084331,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:02.154260,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:03.163444,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:04.161211,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:05.221429,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:06.319601,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:07.486263,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:08.615448,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:09.779844,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:10.966347,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:12.066175,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:13.189714,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:14.282427,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:15.309633,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:16.306958,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:17.351494,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:18.448958,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:19.582937,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:20.728660,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:21.852494,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:23.024705,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:24.142791,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:25.164068,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:26.126661,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:27.196045,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:28.207857,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:29.286150,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:30.405532,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:31.445394,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:32.539951,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:33.532546,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:34.569287,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 8.92)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:35.738432,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 9.7)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:36.834251,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 9.7)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:37.953088,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 10.05)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 20.61111111111111)","(7.5, 11.5, 9.7)","(10.0, 19.0, 17.08)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:39.167111,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:40.304039,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:41.360208,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:42.402183,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:43.397305,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:44.415160,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:45.501019,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:46.573078,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:47.666581,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:48.857298,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:50.020735,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:51.203666,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:52.369789,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:53.546503,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:54.637060,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:55.740218,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:56.794689,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:57.801361,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:58.812467,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:11:59.897969,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:00.984221,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:02.094805,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:03.262278,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:04.388901,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:05.504567,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:06.622788,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:07.781395,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:08.847601,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:09.898789,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:10.948583,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:12.008692,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:13.115327,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
06-01-2023 16:12:14.217048,"(2.3, 3.1, 2.476)","(7.0, 12.0, 11.325)","(31.0, 210.0, 120.0)","(11.0, 32.0, 25.4375)","(7.5, 11.5, 9.16)","(10.0, 19.0, 18.78695652173913)","(3.6, 5.7, 4.6230769230769235)","(11.0, 22.0, 21.076923076923077)"
