,Whiskey Business,Amber Days,Have A Heart,Dream Dancer,Godges,Cheeky Willow,Cake Is Good,Dayseas Rikki
06-01-2023 16:15:49.580770,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:50.640624,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:51.626461,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:52.656771,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:53.822965,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:54.981556,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:56.076987,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:57.092746,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:58.214067,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:15:59.396636,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:00.602445,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:01.685738,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:02.762611,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:03.870901,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:04.977227,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:06.130898,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:07.239295,"(2.3, 3.1, 2.3470588235294114)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:08.406542,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:09.608974,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:10.748507,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:11.795963,"(2.3, 3.1, 2.518181818181818)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:12.930119,"(2.3, 3.1, 2.518181818181818)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:14.058976,"(2.3, 3.1, 2.518181818181818)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:15.174593,"(2.3, 3.1, 2.518181818181818)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:16.308559,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:17.506680,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:18.795044,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:19.939378,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:21.098145,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:22.306165,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:23.485439,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:24.598496,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:25.710830,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:26.723543,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:27.831439,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:29.033883,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:30.178755,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:31.344859,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:32.484844,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:33.658277,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:34.778271,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:35.874407,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:36.880808,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:38.005272,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:39.160232,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:40.302012,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:41.485089,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 120.0)","(11.0, 32.0, 14.916666666666666)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:42.610432,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 17.12)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.25)"
06-01-2023 16:16:43.779414,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 16.25)"
06-01-2023 16:16:44.902121,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 22.0, 16.75)"
06-01-2023 16:16:45.975624,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:47.010033,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:48.126718,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:49.293677,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:50.478825,"(2.3, 3.1, 2.476)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:51.640661,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:52.748914,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:53.847338,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:54.962745,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.5)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:56.027772,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 17.12)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:57.133398,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:58.224341,"(2.3, 3.1, 2.46)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:16:59.377005,"(2.3, 3.1, 2.4936842105263155)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:00.594947,"(2.3, 3.1, 2.4936842105263155)","(7.0, 12.0, 9.0)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:01.780025,"(2.3, 3.1, 2.4936842105263155)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:02.963534,"(2.3, 3.1, 2.5472727272727274)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:04.117450,"(2.3, 3.1, 2.5472727272727274)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:05.240822,"(2.3, 3.1, 2.5472727272727274)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:06.597438,"(2.3, 3.1, 2.5472727272727274)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:07.935152,"(2.3, 3.1, 2.5472727272727274)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:09.177830,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:10.487912,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:11.811942,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:13.039619,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:14.152355,"(2.3, 3.1, 2.505714285714286)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:15.282439,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:16.415183,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.9222222222222225)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:17.579868,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:18.576728,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:19.698821,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:20.903538,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.75)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:22.144505,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 14.4)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:23.322945,"(2.3, 3.1, 2.46)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 15.0)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:24.441863,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 15.0)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:25.646100,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 15.0)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
06-01-2023 16:17:26.856759,"(2.3, 3.1, 2.388888888888889)","(7.0, 12.0, 10.620000000000001)","(31.0, 210.0, 114.70588235294117)","(11.0, 32.0, 21.75)","(7.5, 11.5, 9.033333333333333)","(10.0, 19.0, 15.0)","(3.6, 5.7, 4.6230769230769235)","(11.0, 23.0, 16.75)"
