,Smash Ready,Its Better,Diamond Harmony,Money Bags,Jocelyn,Edge Of Reason,Sadiki Bale,Taieri Missile
12-01-2023 15:55:27.089412,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 39.36363636363636)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:28.110291,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 39.36363636363636)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:29.118481,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:30.272368,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:31.251723,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:32.368761,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:33.373847,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:34.339969,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:35.361188,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:36.429353,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:37.683520,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:38.745311,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:39.837028,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:40.880494,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:41.912387,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:42.972720,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 11.0, 9.4)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:44.042637,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.136363636363637)","(4.6, 12.0, 8.3)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:45.024978,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:46.066811,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 18.333333333333332)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:47.109835,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:48.139795,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:49.218216,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:50.199962,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:51.197450,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:52.458126,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:53.518392,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:54.557013,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 10.733333333333334)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:55.712612,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:56.804778,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:57.784953,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:58.799093,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:55:59.782764,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:00.774943,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:01.826175,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:03.055579,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:04.030010,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:05.109709,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 74.88235294117646)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:06.254981,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:07.319191,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:08.375958,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:09.438496,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:10.470105,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:11.625221,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:12.746375,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:13.843644,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:14.865604,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:15.826942,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 61.25)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:16.827192,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 81.5)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:17.894390,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 81.5)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:18.922435,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 81.5)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:19.994832,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 81.5)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:21.094717,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:22.064850,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:23.372608,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:24.558923,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:25.671700,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:26.899943,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:28.090129,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:29.148770,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:30.265410,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:31.314127,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:32.309179,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:33.339120,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:34.271362,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:35.312128,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:36.360097,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:37.386257,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 24.875)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:38.357903,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:39.365573,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.171428571428572)","(11.0, 23.0, 14.2)"
12-01-2023 15:56:40.473573,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.2, 4.214285714285714)","(11.0, 23.0, 14.533333333333335)"
12-01-2023 15:56:41.559514,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:42.638671,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.949999999999999)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:43.736820,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.0, 12.3)","(4.6, 11.5, 9.775)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 7.578571428571427)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:44.746829,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 12.0, 8.3)","(14.0, 29.0, 22.6)","(18.0, 140.0, 70.8125)","(3.7, 8.2, 7.949999999999999)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:45.813015,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 70.8125)","(3.7, 10.0, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:46.935184,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:48.092325,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:49.190780,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:50.364776,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:51.620117,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:52.701852,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.214285714285714)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:53.777884,"(6.0, 10.5, 9.380952380952381)","(6.0, 13.0, 12.3)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.23125)","(11.0, 24.0, 14.533333333333335)"
12-01-2023 15:56:54.865537,"(6.0, 10.5, 6.666666666666667)","(6.0, 13.5, 12.136363636363637)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.23125)","(11.0, 24.0, 20.4)"
12-01-2023 15:56:56.000630,"(6.0, 10.5, 6.666666666666667)","(6.0, 13.5, 12.136363636363637)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.23125)","(11.0, 24.0, 14.666666666666668)"
12-01-2023 15:56:57.171229,"(6.0, 10.5, 6.666666666666667)","(6.0, 13.5, 12.136363636363637)","(4.6, 9.6, 8.35)","(14.0, 29.0, 18.666666666666668)","(18.0, 140.0, 39.77272727272727)","(3.7, 9.8, 8.950000000000001)","(3.6, 5.3, 4.23125)","(11.0, 24.0, 14.666666666666668)"
