,Notacry,A View From Above,Moogie Son,Champs Success,Lightning Star,Fast Gallito,Leslies Gold,Tool Time,Speeding Style,Poverty Bay
12-01-2023 08:57:13.798653,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:15.121287,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:16.456505,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:17.778366,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:19.057767,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:20.363492,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:21.702567,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:23.022325,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:24.340398,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:25.619593,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:26.867644,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:28.131848,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:29.504781,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:30.830179,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:32.110714,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:33.322683,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:34.554278,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:35.898752,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:37.278647,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:38.554123,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:39.815764,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:41.112074,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:42.419076,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:43.744720,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:45.077403,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:46.336548,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:47.641864,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:48.918713,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:50.304061,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:51.687532,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:52.979463,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:54.273908,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:55.556937,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:56.857666,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:58.190195,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:57:59.523762,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:58:00.834973,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:58:02.025416,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:58:03.304228,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:58:04.604593,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.3, 99999, 99990)","(11.0, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(13.0, 99999, 99990)"
12-01-2023 08:58:05.963382,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:07.291455,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:08.572389,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:09.868225,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:11.175831,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:12.574892,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:13.878730,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:15.141140,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:16.413045,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:17.751083,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:19.093640,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:20.372408,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:21.634045,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:22.865850,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:24.159490,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:25.537237,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:26.872558,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:28.199262,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:29.430107,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:30.726631,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:32.098533,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:33.438574,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:34.723807,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:36.014082,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:37.351755,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:38.676250,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:39.994829,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:41.270073,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:42.482762,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:43.811580,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:45.123699,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:46.409325,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:47.636000,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:49.029444,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:50.276077,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:51.556430,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:52.764647,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:54.227268,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:55.635358,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:56.847754,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:58.240440,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:58:59.569107,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:00.847478,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:02.124913,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:03.434929,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:04.680464,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:05.940316,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 08:59:07.169695,"(13.0, 99999, 99990)","(5.0, 99999, 99990)","(3.4, 99999, 99990)","(11.0, 99999, 99990)","(4.8, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(14.0, 99999, 99990)"
