,Rocking Bugatti,Hurricane Hall,Major Watson Nz,Our Madiba Nz,Ultimate Force,Bide Our Time,Belittled,Rocket Boy,Tupelo Beach,Daylight At Dawn
07-01-2023 16:22:49.176269,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:50.448993,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:51.733013,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:52.955104,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:54.304944,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:55.625860,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:56.907624,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:58.274394,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:22:59.533248,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:00.797333,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:02.054416,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:03.187622,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:04.372828,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:05.641238,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:06.964946,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:08.167409,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:09.393120,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:10.791501,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:12.143919,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:13.422660,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:14.571164,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:15.810230,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:17.118994,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:18.357806,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:19.657998,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:20.907312,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:22.228388,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:23.610753,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:24.812435,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:26.059288,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:27.363032,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:28.880515,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:30.298881,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:31.614762,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:33.167419,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:34.531337,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:35.958889,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:37.118205,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:38.252391,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:39.430190,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:40.656715,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:41.946544,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:43.090465,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:44.206238,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:45.453777,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:46.632787,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:47.824052,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:49.007910,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:50.194539,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:51.365408,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:52.484899,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:53.576265,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:54.687006,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:55.900998,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:57.177607,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:58.357243,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:23:59.516747,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:00.698477,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:01.833794,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:03.138058,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:04.223165,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:05.403691,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:06.637434,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:07.850689,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:09.020937,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:10.118015,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:11.230503,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:12.622648,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:13.969987,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:15.154930,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:16.279612,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:17.409200,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:18.523912,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 16:24:19.879400,"(4.6, 7.4, 6.987500000000001)","(7.0, 12.5, 10.6)","(5.5, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 159.5)","(4.0, 6.4, 5.7125)","(6.5, 10.5, 9.066666666666666)","(16.0, 32.0, 18.875)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
