,Shintaro Fury,Finniss Spice,Newtons Law,Recommend,Bag The Cash,Big Merv,Velocity Corene,Irish Gem
07-01-2023 10:56:27.859581,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 16.59375)","(6.0, 8.8, 8.360000000000001)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 9.674193548387098)","(6.5, 11.5, 10.56060606060606)"
07-01-2023 10:56:28.949155,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 16.59375)","(6.0, 8.8, 8.360000000000001)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 9.674193548387098)","(6.5, 11.5, 10.56060606060606)"
07-01-2023 10:56:29.998866,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 16.59375)","(6.0, 8.8, 8.360000000000001)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 9.674193548387098)","(6.5, 11.5, 10.614814814814814)"
07-01-2023 10:56:31.149122,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 16.59375)","(6.0, 8.8, 8.360000000000001)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 9.674193548387098)","(6.5, 11.0, 10.614814814814814)"
07-01-2023 10:56:32.335428,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 16.59375)","(6.0, 8.8, 8.360000000000001)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 9.674193548387098)","(6.5, 11.0, 10.614814814814814)"
07-01-2023 10:56:33.449084,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.221428571428572)","(9.0, 17.0, 15.631578947368421)","(6.0, 8.8, 7.7)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 14.125)","(5.5, 9.8, 7.266666666666667)","(6.5, 11.0, 10.614814814814814)"
07-01-2023 10:56:34.501714,"(6.0, 7.6, 6.48)","(4.8, 10.5, 8.64375)","(9.0, 17.0, 15.631578947368421)","(6.0, 8.8, 7.7)","(4.0, 5.0, 4.357142857142857)","(13.0, 22.0, 13.375)","(5.5, 9.8, 7.9)","(6.5, 11.0, 10.614814814814814)"
07-01-2023 10:56:35.596266,"(6.0, 7.6, 6.48)","(4.8, 10.5, 9.15)","(9.0, 17.0, 15.631578947368421)","(6.0, 8.8, 8.2)","(4.0, 5.0, 4.526315789473684)","(13.0, 16.0, 18.333333333333332)","(5.5, 9.8, 7.12972972972973)","(6.5, 11.0, 10.614814814814814)"
07-01-2023 10:56:36.706476,"(6.0, 7.6, 6.433333333333334)","(4.8, 10.5, 8.666666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.6, 8.2)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 19.4)","(5.5, 9.8, 7.12972972972973)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:37.708967,"(6.0, 7.6, 6.34)","(4.8, 10.5, 8.666666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.6, 8.2)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.8, 7.970370370370371)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:38.834948,"(6.0, 7.6, 6.233333333333333)","(4.8, 10.5, 9.691176470588236)","(9.0, 16.5, 16.125)","(6.0, 8.6, 7.0210526315789465)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.8, 6.4)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:40.033922,"(6.0, 7.4, 6.800000000000001)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.6, 7.0210526315789465)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.4)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:41.249262,"(6.0, 7.2, 6.325)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.6, 6.795121951219512)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 7.3826086956521735)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:42.502134,"(6.0, 7.2, 6.227027027027027)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.6, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 7.3826086956521735)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:43.780166,"(6.0, 7.2, 6.227027027027027)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 7.9)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:45.065693,"(6.0, 7.2, 6.227027027027027)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:46.147030,"(6.0, 7.2, 6.227027027027027)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:47.311808,"(6.0, 7.2, 6.227027027027027)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:48.525277,"(6.0, 7.0, 6.3)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:49.673825,"(6.0, 7.0, 6.257142857142857)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:50.761032,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 8.040000000000001)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.529411764705884)","(5.5, 9.6, 6.5032258064516135)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:51.916442,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 7.05)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 20.555555555555557)","(5.5, 9.6, 6.7)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:53.011037,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 7.05)","(4.0, 5.0, 4.4375)","(13.0, 21.0, 17.25)","(5.5, 9.4, 6.7)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:54.068430,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.25)","(5.5, 9.4, 6.525)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:55.229486,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.25)","(5.5, 9.4, 7.8)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:56.395365,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.25)","(5.5, 9.2, 7.8)","(6.5, 11.0, 10.566666666666666)"
07-01-2023 10:56:57.471447,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.25)","(5.5, 9.2, 7.8)","(6.5, 11.0, 9.9)"
07-01-2023 10:56:58.515030,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 20.25)","(5.5, 9.2, 8.966666666666667)","(6.5, 10.5, 9.9)"
07-01-2023 10:56:59.603313,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.816666666666666)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:00.662100,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 6.805714285714285)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.816666666666666)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:01.688980,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.4, 7.181818181818182)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.704)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:02.841661,"(6.0, 7.0, 6.221052631578948)","(4.8, 10.5, 8.391666666666666)","(9.0, 16.5, 16.125)","(6.0, 8.2, 6.636363636363637)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.704)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:04.009045,"(6.0, 7.2, 7.198425196850394)","(4.8, 10.5, 8.315)","(9.0, 16.5, 16.125)","(6.0, 7.4, 6.636363636363637)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.704)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:05.076784,"(6.0, 8.0, 7.969465648854962)","(4.8, 10.0, 9.1)","(9.0, 16.5, 14.785714285714285)","(6.0, 7.4, 6.636363636363637)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.704)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:06.127922,"(6.0, 8.0, 7.863945578231292)","(4.8, 10.0, 9.1)","(9.0, 16.5, 12.932432432432432)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 17.5)","(5.5, 9.2, 6.704)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:07.176952,"(6.0, 8.0, 7.858108108108108)","(4.8, 10.0, 9.1)","(9.0, 16.5, 12.932432432432432)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 16.333333333333332)","(5.5, 9.2, 7.8)","(6.5, 10.5, 9.9)"
07-01-2023 10:57:08.188975,"(6.0, 8.0, 7.840909090909091)","(4.8, 10.0, 9.1)","(9.0, 16.0, 15.65625)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 19.444444444444443)","(5.5, 9.0, 8.7)","(6.5, 10.5, 9.233333333333333)"
07-01-2023 10:57:09.172360,"(6.0, 8.0, 7.834645669291339)","(4.8, 10.0, 9.1)","(9.0, 16.0, 15.65625)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 19.444444444444443)","(5.5, 9.0, 8.7)","(6.5, 10.5, 9.233333333333333)"
07-01-2023 10:57:10.214190,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 16.0, 13.446428571428571)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 21.0, 19.57142857142857)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:11.212425,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.5, 14.911764705882353)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 19.57142857142857)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:12.188368,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.5, 14.911764705882353)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.105263157894736)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:13.182479,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.5, 12.329268292682926)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.105263157894736)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:14.191899,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 14.71875)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.105263157894736)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:15.181942,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 14.470588235294118)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.105263157894736)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:16.221941,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:17.315187,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:18.327903,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:19.379829,"(6.0, 8.0, 7.833333333333333)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:20.460238,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:21.503387,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:22.538184,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:23.592305,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:24.651577,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:25.697021,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:26.738397,"(6.0, 7.8, 7.05)","(4.8, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.417647058823529)","(13.0, 20.0, 18.2)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:27.832483,"(6.0, 7.8, 7.05)","(5.0, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.371428571428572)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:28.930351,"(6.0, 7.8, 7.05)","(5.0, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.371428571428572)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.866666666666667)"
07-01-2023 10:57:29.947279,"(6.0, 7.8, 7.05)","(5.0, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.688888888888889)","(4.0, 5.0, 4.371428571428572)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.648275862068965)"
07-01-2023 10:57:30.998692,"(6.0, 7.8, 7.05)","(5.0, 10.0, 9.1)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:32.028800,"(6.0, 8.0, 7.994230769230769)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:33.041912,"(6.0, 8.0, 7.989830508474577)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:34.026450,"(6.0, 9.2, 8.652173913043478)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:35.085947,"(6.0, 9.2, 8.652173913043478)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.5)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.533333333333333)"
07-01-2023 10:57:36.112074,"(6.0, 9.2, 8.690909090909091)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.0, 9.533333333333333)"
07-01-2023 10:57:37.161236,"(6.0, 9.2, 8.690909090909091)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.0, 9.533333333333333)"
07-01-2023 10:57:38.211838,"(6.0, 9.2, 8.690909090909091)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.0, 9.533333333333333)"
07-01-2023 10:57:39.325837,"(6.0, 9.2, 8.569014084507042)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.0, 9.613333333333333)"
07-01-2023 10:57:40.348498,"(6.0, 9.0, 7.117647058823529)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:41.359759,"(6.0, 9.0, 7.117647058823529)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:42.362486,"(6.0, 8.8, 7.9)","(5.0, 10.0, 8.338461538461537)","(9.0, 15.0, 12.276315789473685)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:43.377883,"(6.0, 8.8, 7.9)","(5.0, 10.0, 8.5)","(9.0, 13.5, 12.75)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:44.368433,"(6.0, 8.8, 8.555555555555557)","(5.0, 10.0, 8.5)","(9.0, 13.5, 12.75)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.866666666666667)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:45.481262,"(6.0, 8.8, 8.555555555555557)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 9.0, 8.3)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:46.510116,"(6.0, 8.8, 8.555555555555557)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.8, 7.935714285714286)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:47.537762,"(6.0, 8.6, 7.488888888888889)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.8, 7.935714285714286)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:48.529685,"(6.0, 8.6, 7.488888888888889)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.8, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:49.522246,"(6.0, 8.4, 8.2)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:50.503674,"(6.0, 8.4, 8.2)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:51.522933,"(6.0, 8.4, 7.226086956521739)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.678571428571429)","(6.0, 7.4, 6.6000000000000005)","(4.0, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:52.612746,"(6.0, 8.4, 7.226086956521739)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.637931034482758)","(6.0, 7.4, 6.967567567567568)","(3.9, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:53.671853,"(6.0, 8.4, 7.226086956521739)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.637931034482758)","(6.0, 7.4, 6.967567567567568)","(3.9, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
07-01-2023 10:57:54.710898,"(6.0, 8.4, 6.934883720930232)","(5.0, 10.0, 8.5)","(9.0, 13.5, 11.637931034482758)","(6.0, 7.4, 6.967567567567568)","(3.9, 5.0, 4.5600000000000005)","(13.0, 20.0, 17.652173913043477)","(5.5, 8.6, 8.488888888888889)","(6.5, 10.5, 9.613333333333333)"
