,Clockstrikestwelve,Thats Amare,Shezaghost,Scherzo,Madeira Wine,Rev Ree,Trojan Clubhouse
08-01-2023 09:08:05.177731,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:06.247010,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:07.318678,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:08.390485,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:09.459390,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:10.559872,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:11.635666,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:12.709669,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:13.802573,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:14.875131,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:15.953921,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:17.016612,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:18.100797,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:19.183510,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:20.271361,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:21.346844,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:22.436413,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:23.512199,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:24.585589,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:25.654114,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:26.731029,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:27.803181,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:28.885350,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:29.964497,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:31.058059,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:32.134865,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:33.227745,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:34.319814,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:35.388628,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:36.467096,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:37.565560,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:38.649379,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:39.713853,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:40.787760,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:41.889378,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:42.963142,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:44.036578,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:45.135973,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:46.204112,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:47.283163,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:48.364804,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:49.457048,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:50.515535,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:51.594871,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:52.677402,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:53.765961,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:54.839221,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:55.916101,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:56.988450,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:58.082683,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:08:59.156554,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:00.235642,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:01.303819,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:02.388794,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:03.468392,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:04.532178,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:05.622059,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:06.704316,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:07.786735,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:08.850082,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:09.929706,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:11.015867,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:12.081227,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:13.171496,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:14.234291,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:15.313322,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:16.392816,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:17.480469,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:18.554792,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:19.629204,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:20.702145,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:21.787648,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:22.882795,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:23.968745,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:25.052012,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:26.119986,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:27.212579,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:28.288915,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:29.351276,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:30.439212,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:31.516269,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:32.592941,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:33.663996,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:34.747774,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:35.829952,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:36.913571,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(20.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:37.993741,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:39.076861,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:40.163355,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:41.237986,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:42.331672,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:43.404554,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:44.484272,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:45.573798,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:46.644025,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:47.733696,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:48.807611,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:49.882453,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:50.971129,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:52.059536,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:53.136319,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:54.213445,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:55.287726,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:56.364151,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:57.443783,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:58.505404,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:09:59.593757,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:00.655603,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:01.738691,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:02.819350,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:03.889346,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:04.976043,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:06.055801,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:07.139976,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:08.211060,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:09.303614,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:10.380073,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:11.445319,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:12.534730,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
08-01-2023 09:10:13.612822,"(3.8, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)"
