,Augusto Bravo,Charmed Destiny,Gentacheeva,Irish Knight,Sunday Bowler,Nairobi,Xylina Warrior,Monks
04-01-2023 12:00:41.139740,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 65.0, 61.42857142857143)","(6.0, 8.0, 7.975510204081632)","(91.0, 270.0, 195.0)","(21.0, 40.0, 35.714285714285715)","(5.5, 6.4, 6.166666666666667)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:42.281746,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 65.0, 61.42857142857143)","(6.0, 8.0, 7.975510204081632)","(91.0, 270.0, 195.0)","(21.0, 40.0, 35.714285714285715)","(5.5, 6.4, 6.166666666666667)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:43.284034,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 65.0, 61.42857142857143)","(6.0, 8.0, 7.975510204081632)","(91.0, 270.0, 195.0)","(21.0, 40.0, 35.333333333333336)","(5.5, 6.4, 6.166666666666667)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:44.351253,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 65.0, 61.42857142857143)","(6.0, 8.0, 7.975510204081632)","(91.0, 270.0, 195.0)","(21.0, 38.0, 35.333333333333336)","(5.5, 6.4, 6.171428571428572)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:45.385552,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 60.0, 53.333333333333336)","(6.0, 8.0, 7.975510204081632)","(91.0, 270.0, 195.0)","(21.0, 38.0, 38.72727272727273)","(5.5, 6.2, 6.1230769230769235)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:46.407714,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 51.25)","(6.0, 8.0, 8.107142857142856)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.4, 6.141176470588236)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:47.481301,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 51.285714285714285)","(6.0, 8.2, 8.107142857142856)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.4, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:48.509165,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 49.42857142857143)","(6.0, 8.2, 8.107142857142856)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:49.538466,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 49.42857142857143)","(6.0, 8.2, 8.107142857142856)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:50.620960,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 49.42857142857143)","(6.0, 8.2, 8.107142857142856)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:51.819742,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.137254901960784)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:52.894349,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3895999999999997)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.137254901960784)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:53.999664,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.137254901960784)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:55.144785,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.137254901960784)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:56.222152,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.137254901960784)","(91.0, 270.0, 195.0)","(21.0, 42.0, 36.857142857142854)","(5.5, 6.2, 6.15)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:57.277524,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.13076923076923)","(91.0, 270.0, 195.0)","(21.0, 42.0, 38.0)","(5.5, 6.2, 6.127272727272727)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:58.299315,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.13076923076923)","(91.0, 270.0, 195.0)","(21.0, 42.0, 37.14285714285714)","(5.5, 6.2, 6.127272727272727)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:00:59.374826,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.13076923076923)","(91.0, 270.0, 195.0)","(21.0, 40.0, 37.14285714285714)","(5.5, 6.2, 6.092307692307692)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:01:00.443257,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3926315789473684)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.13076923076923)","(91.0, 270.0, 195.0)","(21.0, 40.0, 38.0)","(5.5, 6.2, 6.056)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:01:01.433941,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3979710144927537)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.13076923076923)","(91.0, 270.0, 195.0)","(21.0, 40.0, 38.0)","(5.5, 6.2, 6.056)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:01:02.569262,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3979710144927537)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.09655172413793)","(91.0, 270.0, 195.0)","(21.0, 40.0, 38.0)","(5.5, 6.2, 6.056)","(3.9, 4.8, 4.792957746478873)"
04-01-2023 12:01:03.862736,"(26.0, 55.0, 52.5)","(2.05, 2.4, 2.3979710144927537)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.133333333333333)","(91.0, 270.0, 177.14285714285714)","(21.0, 40.0, 38.0)","(5.5, 6.2, 5.910294117647059)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:05.055170,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.4, 2.4135135135135135)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.133333333333333)","(91.0, 220.0, 183.33333333333334)","(21.0, 40.0, 40.666666666666664)","(5.5, 6.0, 5.852941176470589)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:06.171730,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4135135135135135)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.156164383561643)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.333333333333336)","(5.5, 5.9, 5.864864864864865)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:07.361400,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4135135135135135)","(21.0, 55.0, 46.333333333333336)","(6.0, 8.2, 8.151351351351352)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.333333333333336)","(5.5, 6.0, 5.848484848484849)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:08.570463,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.413613445378151)","(21.0, 55.0, 48.0)","(6.0, 8.2, 7.996969696969697)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.5, 6.0, 6.03921568627451)","(3.9, 4.8, 4.785123966942149)"
04-01-2023 12:01:09.852193,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.416578947368421)","(21.0, 50.0, 47.57142857142857)","(6.0, 8.0, 8.151351351351352)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 42.333333333333336)","(5.5, 6.2, 5.9411764705882355)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:10.983184,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.416578947368421)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.2, 8.151351351351352)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.333333333333336)","(5.5, 6.0, 5.9411764705882355)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:12.193260,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4172340425531913)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.2, 8.151351351351352)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.57142857142857)","(5.5, 6.0, 5.95)","(3.9, 4.8, 4.79537037037037)"
04-01-2023 12:01:13.364243,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4163636363636365)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.2, 8.079569892473117)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 6.108510638297872)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:14.552744,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4163636363636365)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.2, 8.085714285714285)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 40.0)","(5.5, 6.2, 6.105594405594406)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:15.778713,"(26.0, 55.0, 54.583333333333336)","(2.05, 2.42, 2.4143181818181816)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.2, 7.996969696969697)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 40.0)","(5.5, 6.2, 5.998989898989899)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:16.971207,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.4143181818181816)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 40.0)","(5.5, 6.0, 5.999305555555556)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:18.231444,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.4143181818181816)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999305555555556)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:19.375356,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.4174093264248704)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999305555555556)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:20.561036,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999305555555556)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:21.758810,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999305555555556)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:22.922264,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999280575539569)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:24.142903,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.5, 6.0, 5.999324324324324)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:25.310067,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 39.45454545454545)","(5.0, 6.0, 5.999324324324324)","(3.9, 4.8, 4.792792792792793)"
04-01-2023 12:01:26.389824,"(26.0, 55.0, 52.75)","(2.05, 2.42, 2.418064516129032)","(21.0, 55.0, 47.57142857142857)","(6.0, 8.0, 7.996969696969697)","(91.0, 210.0, 183.33333333333334)","(21.0, 44.0, 36.4)","(5.0, 6.0, 6.121212121212121)","(3.9, 4.8, 4.765584415584415)"
04-01-2023 12:01:27.499453,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.414642857142857)","(21.0, 50.0, 46.8)","(6.0, 8.0, 7.964102564102564)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 36.4)","(5.0, 6.2, 6.121212121212121)","(3.9, 4.8, 4.765584415584415)"
04-01-2023 12:01:28.970141,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.415045871559633)","(21.0, 50.0, 46.8)","(6.0, 8.0, 7.964102564102564)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 36.4)","(5.0, 6.2, 6.121212121212121)","(3.9, 4.8, 4.765584415584415)"
04-01-2023 12:01:30.088033,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.415045871559633)","(21.0, 50.0, 46.8)","(6.0, 8.0, 7.951724137931034)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 36.4)","(5.0, 6.2, 6.134831460674158)","(3.9, 4.8, 4.765584415584415)"
04-01-2023 12:01:31.257599,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.415045871559633)","(21.0, 50.0, 46.8)","(6.0, 8.0, 7.951724137931034)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 36.4)","(5.0, 6.2, 6.134831460674158)","(3.9, 4.8, 4.765584415584415)"
04-01-2023 12:01:32.373991,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.414642857142857)","(21.0, 50.0, 46.8)","(6.0, 8.0, 7.707692307692308)","(91.0, 210.0, 175.71428571428572)","(21.0, 40.0, 40.666666666666664)","(5.0, 6.2, 6.18641975308642)","(3.9, 4.8, 4.77593984962406)"
04-01-2023 12:01:33.538367,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.8, 7.325)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.57142857142857)","(5.0, 6.2, 6.197530864197531)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:34.718290,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.4, 7.435294117647059)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.57142857142857)","(5.0, 6.2, 6.197530864197531)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:35.896759,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.435294117647059)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.0)","(5.0, 6.2, 6.184523809523809)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:37.052524,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.435294117647059)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.0)","(5.0, 6.2, 6.184523809523809)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:38.197414,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.435294117647059)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.0)","(5.0, 6.2, 6.184523809523809)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:39.333636,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.4196407185628743)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.413333333333333)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 42.0)","(5.0, 6.2, 6.2558139534883725)","(3.9, 4.8, 4.7952830188679245)"
04-01-2023 12:01:40.488584,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.42, 2.436043956043956)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.251063829787234)","(3.9, 4.8, 4.804918032786886)"
04-01-2023 12:01:41.649568,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.2558139534883725)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:42.723840,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.2558139534883725)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:43.864377,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.4, 7.166666666666667)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.2558139534883725)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:45.066405,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.4, 6.9818181818181815)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.251063829787234)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:46.251509,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.2558139534883725)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:47.428610,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 175.71428571428572)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.236842105263158)","(3.9, 4.9, 4.804918032786886)"
04-01-2023 12:01:48.569884,"(26.0, 55.0, 52.89473684210526)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.776623376623377)"
04-01-2023 12:01:49.690799,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.44, 2.431219512195122)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.8, 4.777124183006536)"
04-01-2023 12:01:50.911858,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.4, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:52.013017,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:53.149378,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:54.328494,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:55.393059,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:56.828418,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:01:58.782371,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:00.128883,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.234146341463415)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:01.429979,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4083720930232557)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:02.712608,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4065217391304348)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:04.159534,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:05.291668,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:06.610582,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:07.906602,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.209756097560976)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:09.210323,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.04)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.207843137254902)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:10.445937,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.4046464646464645)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.2, 7.2615384615384615)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.207843137254902)","(3.9, 4.9, 4.780821917808219)"
04-01-2023 12:02:11.777036,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.42, 2.3960526315789474)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.314285714285714)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.207843137254902)","(3.9, 4.9, 4.776623376623377)"
04-01-2023 12:02:12.916991,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.4, 2.3960526315789474)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.314285714285714)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.279069767441861)","(3.9, 4.8, 4.776623376623377)"
04-01-2023 12:02:14.095293,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.4, 2.3960526315789474)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.501639344262295)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.2700000000000005)","(3.9, 4.8, 4.776623376623377)"
04-01-2023 12:02:15.471033,"(26.0, 55.0, 50.55555555555556)","(2.05, 2.4, 2.3960526315789474)","(21.0, 55.0, 47.57142857142857)","(6.0, 7.6, 7.553846153846154)","(91.0, 210.0, 178.0)","(21.0, 44.0, 39.0)","(5.0, 6.4, 6.265030674846626)","(3.9, 4.8, 4.776623376623377)"
