,Right To Assemble,Lindas Taj,I Love Maria,Varsity Kickline,Gilded Quest,Jaccaci,Tout Ensemble
15-12-2022 11:10:16.178274,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 20.4)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7154716981132074)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:17.163980,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 20.4)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7154716981132074)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:18.168321,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 20.4)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7154716981132074)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:19.201308,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 20.4)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7154716981132074)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:20.249499,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 20.4)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7154716981132074)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:21.335931,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 18.857142857142858)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:22.559263,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 18.857142857142858)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:23.664018,"(31.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 18.857142857142858)","(51.0, 180.0, 172.72727272727272)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:24.779989,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 18.923076923076923)","(51.0, 180.0, 167.69230769230768)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:25.759306,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 21.0, 18.923076923076923)","(51.0, 180.0, 167.69230769230768)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:26.968278,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 167.69230769230768)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:28.030809,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 167.69230769230768)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:29.088138,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 167.69230769230768)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:30.064561,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 157.14285714285714)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:31.348410,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 157.14285714285714)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:32.419709,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 157.14285714285714)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:33.466797,"(31.0, 60.0, 57.89473684210526)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 157.14285714285714)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:34.490047,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.083333333333334)","(13.0, 20.0, 19.333333333333332)","(51.0, 180.0, 137.5)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:35.523917,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.666666666666668)","(51.0, 180.0, 137.5)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:36.561405,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.666666666666668)","(51.0, 180.0, 137.5)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.7146666666666666)","(4.2, 5.2, 5.079518072289157)"
15-12-2022 11:10:37.700716,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.666666666666668)","(51.0, 180.0, 137.5)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.708)","(4.2, 5.2, 4.967441860465116)"
15-12-2022 11:10:38.850538,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.666666666666668)","(51.0, 180.0, 137.5)","(14.0, 20.0, 17.857142857142858)","(1.5, 1.72, 1.708)","(4.2, 5.2, 4.967441860465116)"
15-12-2022 11:10:40.006109,"(31.0, 60.0, 55.0)","(10.0, 14.5, 14.159090909090908)","(13.0, 20.0, 19.666666666666668)","(51.0, 180.0, 137.5)","(14.0, 20.0, 18.2)","(1.5, 1.72, 1.7)","(4.2, 5.2, 4.98)"
15-12-2022 11:10:41.032952,"(26.0, 60.0, 55.0)","(10.0, 15.0, 14.25925925925926)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 137.5)","(13.0, 20.0, 18.2)","(1.5, 1.72, 1.7)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:42.270073,"(26.0, 60.0, 55.0)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 137.5)","(13.0, 20.0, 18.2)","(1.5, 1.72, 1.7152631578947368)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:43.452997,"(26.0, 60.0, 55.0)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 20.0, 18.666666666666668)","(1.5, 1.73, 1.7252380952380952)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:44.557459,"(26.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.342105263157894)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 19.5, 18.666666666666668)","(1.5, 1.73, 1.7252380952380952)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:45.673336,"(26.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.342105263157894)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 19.5, 18.2)","(1.5, 1.73, 1.7252380952380952)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:46.679116,"(26.0, 60.0, 58.18181818181818)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 20.0, 18.2)","(1.5, 1.73, 1.726875)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:47.734525,"(26.0, 60.0, 58.18181818181818)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 20.0, 19.03846153846154)","(1.5, 1.73, 1.7157142857142857)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:48.759920,"(26.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.342105263157894)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7157142857142857)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:49.874014,"(26.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.342105263157894)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7157142857142857)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:50.917783,"(26.0, 60.0, 58.18181818181818)","(10.0, 14.5, 14.342105263157894)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 19.5, 19.25)","(1.5, 1.73, 1.7273684210526317)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:51.997206,"(26.0, 60.0, 58.18181818181818)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 20.0, 19.25)","(1.5, 1.73, 1.7273684210526317)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:53.051045,"(26.0, 60.0, 58.18181818181818)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 161.11111111111111)","(13.0, 20.0, 19.25)","(1.5, 1.73, 1.7273684210526317)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:54.111736,"(26.0, 60.0, 55.0)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 19.428571428571427)","(51.0, 180.0, 137.5)","(13.0, 20.0, 18.63888888888889)","(1.5, 1.73, 1.7273684210526317)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:55.145030,"(26.0, 60.0, 57.14285714285714)","(10.0, 15.0, 14.478260869565217)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 20.0, 18.7)","(1.5, 1.73, 1.725)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:56.437857,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.5, 14.214285714285714)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 18.7)","(1.5, 1.73, 1.725)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:10:57.711821,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.5, 14.02)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7244444444444444)","(4.2, 5.2, 5.126470588235295)"
15-12-2022 11:10:58.888814,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.5, 14.02)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.989473684210527)"
15-12-2022 11:11:00.135360,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.5, 13.3)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.989473684210527)"
15-12-2022 11:11:01.588035,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.5, 13.61111111111111)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.989473684210527)"
15-12-2022 11:11:02.982433,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.0, 13.25)","(13.0, 20.0, 18.625)","(51.0, 180.0, 172.6086956521739)","(13.0, 19.5, 19.03846153846154)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.989473684210527)"
15-12-2022 11:11:04.289623,"(26.0, 60.0, 57.14285714285714)","(10.0, 14.0, 13.5)","(13.0, 20.0, 17.25)","(51.0, 180.0, 171.05263157894737)","(13.0, 19.5, 19.25)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.989473684210527)"
15-12-2022 11:11:05.632674,"(26.0, 60.0, 56.92307692307692)","(10.0, 14.0, 13.333333333333334)","(13.0, 20.0, 17.433333333333334)","(51.0, 180.0, 171.05263157894737)","(13.0, 20.0, 18.09090909090909)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.956521739130435)"
15-12-2022 11:11:07.001529,"(26.0, 60.0, 56.92307692307692)","(10.0, 14.0, 13.5)","(13.0, 20.0, 17.8)","(51.0, 180.0, 171.05263157894737)","(13.0, 20.0, 18.40909090909091)","(1.5, 1.73, 1.7269387755102041)","(4.2, 5.2, 4.956521739130435)"
15-12-2022 11:11:08.260817,"(26.0, 60.0, 56.92307692307692)","(10.0, 14.0, 13.5)","(13.0, 20.0, 17.9375)","(51.0, 180.0, 171.05263157894737)","(13.0, 20.0, 16.5)","(1.5, 1.73, 1.7262962962962962)","(4.2, 5.2, 5.057142857142857)"
15-12-2022 11:11:09.538093,"(26.0, 60.0, 56.92307692307692)","(10.0, 14.0, 13.5)","(13.0, 20.0, 19.0)","(51.0, 180.0, 171.05263157894737)","(13.0, 20.0, 17.666666666666668)","(1.5, 1.73, 1.7262962962962962)","(4.2, 5.2, 5.091891891891892)"
15-12-2022 11:11:10.966879,"(26.0, 60.0, 56.92307692307692)","(10.0, 14.0, 13.0)","(13.0, 20.0, 18.428571428571427)","(51.0, 180.0, 140.0)","(13.0, 20.0, 17.27777777777778)","(1.5, 1.73, 1.7276)","(4.2, 5.2, 5.091891891891892)"
15-12-2022 11:11:12.479481,"(26.0, 60.0, 48.0)","(10.0, 14.0, 13.0)","(13.0, 20.0, 19.25)","(51.0, 180.0, 140.0)","(13.0, 20.0, 17.27777777777778)","(1.5, 1.73, 1.7366666666666666)","(4.2, 5.2, 5.062068965517241)"
15-12-2022 11:11:13.757269,"(26.0, 60.0, 56.66666666666667)","(10.0, 14.0, 13.0)","(13.0, 24.0, 20.25)","(51.0, 180.0, 162.22222222222223)","(13.0, 20.0, 17.27777777777778)","(1.5, 1.77, 1.767037037037037)","(4.2, 5.2, 5.116666666666667)"
15-12-2022 11:11:15.036115,"(26.0, 60.0, 58.400000000000006)","(10.0, 14.0, 13.0)","(13.0, 24.0, 20.25)","(51.0, 180.0, 157.14285714285714)","(13.0, 20.0, 18.5)","(1.5, 1.77, 1.7344444444444445)","(4.2, 5.2, 5.218181818181818)"
15-12-2022 11:11:16.409416,"(26.0, 60.0, 58.400000000000006)","(10.0, 14.0, 13.5)","(13.0, 23.0, 20.6)","(51.0, 180.0, 157.14285714285714)","(13.0, 19.5, 18.5)","(1.5, 1.77, 1.7678947368421052)","(4.2, 5.3, 5.218181818181818)"
15-12-2022 11:11:17.739476,"(26.0, 60.0, 58.400000000000006)","(10.0, 14.0, 12.285714285714285)","(13.0, 23.0, 20.444444444444443)","(51.0, 180.0, 157.14285714285714)","(13.0, 19.5, 17.166666666666668)","(1.5, 1.77, 1.7467307692307692)","(4.2, 5.3, 5.3478260869565215)"
15-12-2022 11:11:19.039653,"(26.0, 60.0, 58.400000000000006)","(10.0, 14.0, 12.285714285714285)","(13.0, 22.0, 20.444444444444443)","(51.0, 180.0, 157.14285714285714)","(13.0, 19.5, 17.5)","(1.5, 1.76, 1.7443181818181819)","(4.2, 5.5, 5.26)"
15-12-2022 11:11:20.188983,"(26.0, 60.0, 51.0)","(10.0, 13.5, 12.375)","(13.0, 21.0, 16.545454545454547)","(51.0, 180.0, 148.0)","(13.0, 18.5, 17.5)","(1.5, 1.76, 1.7219047619047618)","(4.2, 5.5, 5.485714285714286)"
15-12-2022 11:11:21.289660,"(26.0, 60.0, 55.5)","(10.0, 13.5, 12.375)","(13.0, 21.0, 16.545454545454547)","(51.0, 180.0, 148.0)","(13.0, 18.5, 18.285714285714285)","(1.5, 1.76, 1.7011666666666667)","(4.2, 5.6, 5.64)"
15-12-2022 11:11:22.518642,"(26.0, 60.0, 55.5)","(10.0, 13.5, 13.0)","(13.0, 21.0, 16.0)","(51.0, 180.0, 148.0)","(13.0, 19.0, 18.285714285714285)","(1.5, 1.71, 1.7007446808510638)","(4.2, 5.8, 5.64)"
15-12-2022 11:11:23.573243,"(26.0, 60.0, 55.5)","(10.0, 13.5, 13.0)","(13.0, 21.0, 16.0)","(51.0, 180.0, 148.0)","(13.0, 19.0, 18.285714285714285)","(1.5, 1.71, 1.7)","(4.2, 5.8, 5.64)"
15-12-2022 11:11:24.663280,"(26.0, 60.0, 55.5)","(10.0, 13.5, 13.0)","(13.0, 21.0, 14.75)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.136363636363637)","(1.5, 1.7, 1.6975)","(4.2, 5.8, 5.533333333333333)"
15-12-2022 11:11:25.774167,"(26.0, 60.0, 56.0)","(10.0, 13.5, 13.0)","(13.0, 21.0, 14.75)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.264705882352942)","(1.5, 1.7, 1.6906818181818182)","(4.2, 5.8, 5.266666666666667)"
15-12-2022 11:11:26.934399,"(26.0, 60.0, 56.0)","(10.0, 13.5, 13.0)","(12.0, 21.0, 14.75)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.264705882352942)","(1.5, 1.7, 1.6890384615384615)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:28.038663,"(26.0, 65.0, 61.16666666666667)","(10.0, 14.0, 13.5)","(12.0, 21.0, 14.75)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.264705882352942)","(1.5, 1.7, 1.672)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:29.094618,"(26.0, 65.0, 61.14285714285714)","(10.0, 14.0, 13.5)","(12.0, 21.0, 16.3125)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.0)","(1.5, 1.7, 1.6756862745098038)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:30.117196,"(26.0, 65.0, 52.5)","(10.0, 14.0, 13.5)","(12.0, 21.0, 17.25)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.0)","(1.5, 1.68, 1.6757692307692307)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:31.228277,"(26.0, 65.0, 52.5)","(10.0, 14.0, 13.5)","(12.0, 21.0, 17.25)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 17.6)","(1.5, 1.68, 1.6677922077922078)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:32.346577,"(26.0, 65.0, 52.5)","(10.0, 14.0, 13.7)","(12.0, 21.0, 17.25)","(51.0, 180.0, 157.14285714285714)","(13.0, 18.5, 18.555555555555557)","(1.5, 1.68, 1.6657575757575758)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:33.390133,"(26.0, 65.0, 62.54545454545455)","(10.0, 14.0, 13.7)","(12.0, 21.0, 20.2)","(51.0, 180.0, 137.5)","(13.0, 19.0, 18.555555555555557)","(1.5, 1.68, 1.66359375)","(4.2, 5.8, 5.32)"
15-12-2022 11:11:34.373505,"(26.0, 65.0, 62.54545454545455)","(10.0, 14.0, 13.7)","(12.0, 21.0, 20.2)","(51.0, 180.0, 137.5)","(13.0, 19.0, 18.166666666666668)","(1.5, 1.68, 1.6760256410256409)","(4.2, 5.8, 5.633333333333334)"
15-12-2022 11:11:35.359589,"(26.0, 65.0, 58.75)","(10.0, 14.0, 13.785714285714285)","(12.0, 20.0, 16.75)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.71, 1.6793749999999998)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:36.292125,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 14.166666666666666)","(12.0, 20.0, 16.75)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.7, 1.6793749999999998)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:37.208245,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 14.166666666666666)","(12.0, 20.0, 16.75)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.7, 1.6866216216216217)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:38.125020,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 14.166666666666666)","(12.0, 20.0, 16.75)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.7, 1.6866216216216217)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:39.102747,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 14.166666666666666)","(12.0, 20.0, 16.75)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.7, 1.6776595744680851)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:40.113970,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 13.40909090909091)","(12.0, 19.0, 16.25)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.7, 1.6904444444444444)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:41.139598,"(26.0, 65.0, 62.91666666666667)","(10.0, 14.5, 13.40909090909091)","(12.0, 19.0, 16.25)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.69, 1.6875806451612902)","(4.2, 5.7, 5.633333333333334)"
15-12-2022 11:11:42.165799,"(26.0, 65.0, 62.22222222222222)","(10.0, 14.0, 13.625)","(12.0, 19.0, 16.25)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.91176470588235)","(1.5, 1.69, 1.6737735849056603)","(4.2, 5.7, 5.564705882352941)"
15-12-2022 11:11:43.163033,"(26.0, 65.0, 61.42857142857143)","(10.0, 14.0, 13.625)","(12.0, 19.0, 16.25)","(51.0, 180.0, 137.5)","(13.0, 19.5, 18.91176470588235)","(1.5, 1.69, 1.6737735849056603)","(4.2, 5.8, 5.564705882352941)"
15-12-2022 11:11:44.149788,"(26.0, 65.0, 61.42857142857143)","(10.0, 14.0, 13.625)","(12.0, 18.0, 15.75)","(51.0, 180.0, 137.5)","(13.0, 19.5, 18.91176470588235)","(1.5, 1.69, 1.6593939393939394)","(4.2, 5.8, 5.564705882352941)"
15-12-2022 11:11:45.196897,"(26.0, 65.0, 64.07407407407408)","(10.0, 14.0, 13.625)","(12.0, 18.0, 15.75)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 18.166666666666668)","(1.5, 1.67, 1.6744444444444444)","(4.2, 5.8, 5.64)"
15-12-2022 11:11:46.240827,"(26.0, 65.0, 59.25)","(10.0, 14.0, 13.625)","(12.0, 18.0, 15.75)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 19.029411764705884)","(1.5, 1.69, 1.6385714285714286)","(4.2, 5.8, 5.657142857142857)"
15-12-2022 11:11:47.321592,"(26.0, 65.0, 61.714285714285715)","(10.0, 14.0, 13.625)","(12.0, 18.0, 14.954545454545455)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 18.5)","(1.5, 1.65, 1.6482857142857141)","(4.2, 5.8, 5.681481481481481)"
15-12-2022 11:11:48.369960,"(26.0, 65.0, 54.5)","(10.0, 14.0, 13.625)","(12.0, 17.5, 16.7)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 18.5)","(1.5, 1.65, 1.6486206896551723)","(4.2, 5.8, 5.730434782608696)"
15-12-2022 11:11:49.371834,"(26.0, 65.0, 54.5)","(10.0, 14.0, 13.625)","(12.0, 17.0, 16.3)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 18.5)","(1.5, 1.65, 1.6672727272727272)","(4.2, 5.8, 5.730434782608696)"
15-12-2022 11:11:50.489503,"(26.0, 65.0, 54.5)","(10.0, 14.0, 13.625)","(12.0, 16.5, 14.833333333333334)","(51.0, 180.0, 133.33333333333334)","(13.0, 19.5, 18.5)","(1.5, 1.67, 1.6682142857142856)","(4.2, 5.8, 5.730434782608696)"
15-12-2022 11:11:51.604868,"(26.0, 65.0, 54.5)","(10.0, 14.0, 13.625)","(12.0, 16.5, 14.423076923076923)","(51.0, 180.0, 170.0)","(13.0, 19.5, 18.5)","(1.5, 1.68, 1.6704999999999999)","(4.2, 5.8, 5.730434782608696)"
15-12-2022 11:11:52.650518,"(26.0, 65.0, 60.4)","(10.0, 14.0, 13.75)","(12.0, 16.5, 14.423076923076923)","(51.0, 180.0, 170.0)","(13.0, 19.5, 18.5)","(1.5, 1.68, 1.6684848484848485)","(4.2, 5.8, 5.730434782608696)"
15-12-2022 11:11:53.758111,"(26.0, 65.0, 60.4)","(10.0, 14.0, 13.857142857142858)","(12.0, 16.5, 14.67741935483871)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.5)","(1.5, 1.68, 1.6727999999999998)","(4.2, 5.8, 5.72)"
15-12-2022 11:11:54.805944,"(26.0, 65.0, 62.7)","(10.0, 14.0, 13.88888888888889)","(12.0, 15.0, 14.67741935483871)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.5)","(1.5, 1.68, 1.67625)","(4.2, 5.8, 5.72)"
15-12-2022 11:11:55.815913,"(26.0, 65.0, 62.90909090909091)","(10.0, 14.0, 13.88888888888889)","(12.0, 15.0, 14.0)","(51.0, 180.0, 160.0)","(13.0, 19.5, 18.5)","(1.5, 1.68, 1.6768181818181818)","(4.2, 5.8, 5.72)"
15-12-2022 11:11:56.843980,"(26.0, 65.0, 62.90909090909091)","(10.0, 14.0, 13.88888888888889)","(12.0, 15.0, 14.966165413533835)","(51.0, 180.0, 160.0)","(13.0, 19.0, 18.6)","(1.5, 1.68, 1.6768181818181818)","(4.2, 5.8, 5.742857142857143)"
15-12-2022 11:11:57.918840,"(26.0, 65.0, 54.5)","(10.0, 14.0, 13.88888888888889)","(12.0, 14.5, 14.47542242703533)","(51.0, 180.0, 160.0)","(13.0, 19.0, 18.6)","(1.5, 1.68, 1.6851851851851851)","(4.2, 5.8, 5.744827586206896)"
15-12-2022 11:11:58.948555,"(26.0, 65.0, 55.5)","(10.0, 14.0, 13.88888888888889)","(12.0, 14.5, 14.47542242703533)","(51.0, 180.0, 160.0)","(13.0, 19.0, 18.6)","(1.5, 1.7, 1.6863636363636363)","(4.2, 5.8, 5.744827586206896)"
