,Right To Assemble,Lindas Taj,I Love Maria,Varsity Kickline,Gilded Quest,Jaccaci,Tout Ensemble
15-12-2022 10:54:15.780599,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 85.0, 49.25)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:16.739294,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 90.0, 64.5)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:17.737755,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 90.0, 64.5)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:18.766891,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 55.0, 30.1)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:19.811630,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 55.0, 30.1)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:20.852027,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 55.0, 30.1)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:21.904421,"(101.0, 530.0, 158.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 55.0, 30.1)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:22.823253,"(101.0, 530.0, 281.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 55.0, 30.1)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:23.756763,"(101.0, 530.0, 281.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 85.0, 61.166666666666664)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:24.784368,"(101.0, 610.0, 321.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 85.0, 61.166666666666664)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:25.909680,"(101.0, 610.0, 321.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 85.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:26.996283,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:28.091022,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:29.104921,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:30.092584,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:30.988967,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:31.936316,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:32.855652,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:33.840621,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:34.817640,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:35.780586,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:36.739642,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:37.673231,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:38.606810,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:39.611164,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:40.609589,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:41.633361,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:42.637204,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:43.669213,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:44.686856,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.592)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:45.728566,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.576)","(4.4, 8.4, 7.8909090909090915)"
15-12-2022 10:54:46.692654,"(101.0, 590.0, 311.0)","(9.0, 21.0, 17.857142857142858)","(31.0, 80.0, 46.75)","(12.0, 360.0, 221.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.4641176470588235)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:47.615049,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 75.0, 41.111111111111114)","(12.0, 360.0, 187.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.67, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:48.560154,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:49.519528,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:50.556073,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:51.559198,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:52.592414,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:53.716963,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.545)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:54.703521,"(101.0, 520.0, 276.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.66, 1.446896551724138)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:55.730158,"(101.0, 500.0, 150.5)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.64, 1.4466666666666665)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:56.692944,"(101.0, 500.0, 220.4)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.62, 1.57)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:57.728517,"(101.0, 500.0, 220.4)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.57)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:58.709658,"(101.0, 500.0, 220.4)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.6027272727272726)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:54:59.632454,"(101.0, 500.0, 220.4)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.6027272727272726)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:55:00.635493,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.25)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.6027272727272726)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:55:01.624651,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.142857142857142)","(31.0, 70.0, 58.8)","(12.0, 360.0, 187.5)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.6027272727272726)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:55:02.646336,"(101.0, 490.0, 186.0)","(9.0, 20.0, 16.0)","(31.0, 70.0, 51.5)","(12.0, 360.0, 187.5)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.514)","(4.4, 8.4, 7.90909090909091)"
15-12-2022 10:55:03.641568,"(101.0, 490.0, 307.6)","(9.0, 20.0, 15.25)","(31.0, 70.0, 42.25)","(12.0, 360.0, 216.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.575)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:04.583807,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(31.0, 70.0, 33.0)","(12.0, 350.0, 216.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.575)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:05.568930,"(101.0, 490.0, 294.57142857142856)","(9.0, 20.0, 14.3)","(31.0, 70.0, 33.0)","(12.0, 350.0, 216.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.575)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:06.531479,"(101.0, 490.0, 149.5)","(9.0, 20.0, 14.3)","(31.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.575)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:07.623734,"(101.0, 490.0, 149.5)","(9.0, 20.0, 14.3)","(31.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.68, 1.575)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:08.679282,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:09.749047,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:10.822353,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 6.666666666666667)"
15-12-2022 10:55:11.806496,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 7.685714285714286)"
15-12-2022 10:55:12.758541,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 7.685714285714286)"
15-12-2022 10:55:13.772099,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.63)","(4.4, 8.4, 7.685714285714286)"
15-12-2022 10:55:14.687562,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.63)","(4.4, 8.4, 7.685714285714286)"
15-12-2022 10:55:15.601728,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 216.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.63)","(4.4, 8.4, 7.685714285714286)"
15-12-2022 10:55:16.559018,"(101.0, 490.0, 262.0)","(9.0, 20.0, 14.3)","(26.0, 70.0, 42.25)","(12.0, 350.0, 182.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.645)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:17.536237,"(101.0, 490.0, 229.42857142857142)","(9.0, 20.0, 13.666666666666666)","(26.0, 70.0, 36.7)","(12.0, 350.0, 182.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.54)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:18.536469,"(101.0, 490.0, 126.8)","(9.0, 20.0, 14.571428571428571)","(26.0, 60.0, 48.75)","(12.0, 350.0, 99.5)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:19.504388,"(101.0, 490.0, 149.5)","(9.0, 20.0, 14.3)","(26.0, 60.0, 48.75)","(12.0, 350.0, 99.5)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:20.501315,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 48.75)","(12.0, 350.0, 183.0)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:21.457659,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 48.75)","(12.0, 350.0, 183.0)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:22.517813,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 48.75)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.6324999999999998)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:23.549396,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.6324999999999998)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:24.507296,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.6324999999999998)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:25.687806,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:26.767610,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:27.722871,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:28.709358,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:29.665813,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:30.647823,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 51.0)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:31.615425,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 48.875)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.58)","(4.4, 8.4, 6.8)"
15-12-2022 10:55:32.540695,"(101.0, 490.0, 149.5)","(9.0, 20.0, 16.142857142857142)","(26.0, 60.0, 48.875)","(12.0, 350.0, 149.9)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.68, 1.6666666666666665)","(4.4, 8.4, 7.777777777777778)"
15-12-2022 10:55:33.546177,"(101.0, 490.0, 187.33333333333334)","(9.0, 20.0, 17.0)","(26.0, 60.0, 51.0)","(12.0, 350.0, 182.25)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.6423809523809523)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:34.583649,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 350.0, 177.5)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.49)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:35.604739,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 177.5)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.49)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:36.675112,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.49)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:37.731262,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.20000000000002)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:38.814084,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 231.83333333333334)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:39.839886,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 231.83333333333334)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:40.901646,"(101.0, 490.0, 262.0)","(9.0, 20.0, 17.0)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:41.920118,"(101.0, 490.0, 262.0)","(9.0, 22.0, 18.5)","(26.0, 60.0, 45.0)","(12.0, 340.0, 247.42857142857142)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.49)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:42.888581,"(101.0, 490.0, 262.0)","(9.0, 22.0, 18.5)","(26.0, 60.0, 45.0)","(12.0, 340.0, 247.42857142857142)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.49)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:43.872822,"(101.0, 490.0, 262.0)","(9.0, 22.0, 18.5)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:44.843482,"(101.0, 490.0, 262.0)","(9.0, 22.0, 18.5)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:45.802984,"(101.0, 490.0, 262.0)","(9.0, 22.0, 18.666666666666668)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:46.785228,"(101.0, 490.0, 262.0)","(9.0, 23.0, 19.333333333333332)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.552857142857143)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:47.787246,"(101.0, 490.0, 262.0)","(9.0, 23.0, 19.333333333333332)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.5859999999999999)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:48.764681,"(101.0, 490.0, 262.0)","(9.0, 23.0, 19.333333333333332)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.5859999999999999)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:49.710545,"(101.0, 490.0, 262.0)","(9.0, 23.0, 19.333333333333332)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.5414285714285714)","(4.4, 8.4, 7.628571428571429)"
15-12-2022 10:55:50.699773,"(101.0, 490.0, 262.0)","(9.0, 23.0, 19.333333333333332)","(26.0, 60.0, 45.0)","(12.0, 340.0, 210.39999999999998)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.5471428571428572)","(4.4, 8.4, 7.628571428571429)"
