,Assassinator,Wrangler Nz,Culture King,Dancing Finn,Joes A Character,Stratofortress Nz,Brantley Nz
175,"[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 37, 200937), 5.5, 99999]"
176,"[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 38, 412116), 5.5, 99999]"
177,"[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 39, 612123), 5.5, 99999]"
178,"[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 40, 801676), 5.5, 99999]"
179,"[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 41, 984922), 5.5, 99999]"
180,"[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 43, 205407), 5.5, 99999]"
181,"[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 44, 428973), 5.5, 99999]"
182,"[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 45, 642612), 5.5, 99999]"
183,"[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 46, 853770), 5.5, 99999]"
184,"[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 48, 63061), 5.5, 99999]"
185,"[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 49, 310787), 5.5, 99999]"
186,"[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 50, 543528), 5.5, 99999]"
187,"[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 51, 766373), 5.5, 99999]"
188,"[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 52, 985906), 5.5, 99999]"
189,"[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 54, 185066), 5.5, 99999]"
190,"[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 55, 387465), 5.5, 99999]"
191,"[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 56, 597320), 5.5, 99999]"
192,"[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 57, 788526), 5.5, 99999]"
193,"[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 21, 59, 25346), 5.5, 99999]"
194,"[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 0, 234305), 5.5, 99999]"
195,"[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 1, 420792), 5.5, 99999]"
196,"[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 2, 633329), 5.5, 99999]"
197,"[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 3, 816416), 5.5, 99999]"
198,"[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 4, 999293), 5.5, 99999]"
199,"[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 6, 182709), 5.5, 99999]"
200,"[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 7, 370520), 5.5, 99999]"
201,"[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 8, 548612), 5.5, 99999]"
202,"[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 9, 758696), 5.5, 99999]"
203,"[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 10, 959604), 5.5, 99999]"
204,"[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 12, 161370), 5.5, 99999]"
205,"[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 13, 381196), 5.5, 99999]"
206,"[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 14, 575068), 5.5, 99999]"
207,"[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 15, 758870), 5.5, 99999]"
208,"[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 17, 62623), 5.5, 99999]"
209,"[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 18, 300221), 5.5, 99999]"
210,"[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 19, 500153), 5.5, 99999]"
211,"[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 20, 712329), 5.5, 99999]"
212,"[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 21, 888430), 5.5, 99999]"
213,"[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 23, 105971), 5.5, 99999]"
214,"[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 24, 275773), 5.5, 99999]"
215,"[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 25, 513301), 5.5, 99999]"
216,"[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 26, 713733), 5.5, 99999]"
217,"[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 27, 989987), 5.5, 99999]"
218,"[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 29, 248973), 5.5, 99999]"
219,"[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 30, 530797), 5.5, 99999]"
220,"[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 31, 801077), 5.5, 99999]"
221,"[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 10.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 4.4, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 17.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 9.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 5.0, 8.2]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 2.3, 99999]","[datetime.datetime(2022, 11, 28, 16, 22, 33, 117137), 5.5, 99999]"
