,Acquiescent,Dollar Bucks,Kano,Of The Field,Scamster,The Bladesman,Tewkesbury,Jugan,Saintly Rose,Superior Sam,Unscented
08-01-2023 13:35:28.996063,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.866666666666667)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 45.0)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.571428571428571)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:30.369161,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.72)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 45.0)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.571428571428571)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:31.740407,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.72)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 45.0)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.571428571428571)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:33.099785,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.571428571428571)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:34.426859,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.571428571428571)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:36.012465,"(2.0, 2.18, 2.098181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:37.730708,"(2.0, 2.18, 2.108)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:39.294329,"(2.0, 2.18, 2.108)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:40.941718,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:42.539879,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:44.084103,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:45.616416,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:47.054387,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:48.470308,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.84375)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:49.912794,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.84375)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:51.363936,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.84375)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:52.798385,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.84375)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.1692307692307695)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:54.198701,"(2.0, 2.18, 2.1145454545454547)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.933333333333334)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.84375)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.1692307692307695)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:55.555697,"(2.0, 2.24, 2.1069135802469137)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.64)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:56.878262,"(2.0, 2.24, 2.1069135802469137)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.2, 7.64)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:58.197703,"(2.0, 2.24, 2.1069135802469137)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.2, 7.64)","(101.0, 220.0, 160.0)"
08-01-2023 13:35:59.525742,"(2.0, 2.24, 2.1069135802469137)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.2, 7.64)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:00.913433,"(2.0, 2.24, 2.1069135802469137)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.2, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:02.289411,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:03.644936,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:05.006048,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:06.378461,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:07.745373,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:09.166071,"(2.0, 2.22, 2.214021739130435)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:10.550406,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:11.994623,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:13.363958,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:14.786178,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:16.194627,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:17.658578,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:19.166292,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:20.569895,"(2.0, 2.22, 2.2141176470588237)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:22.145028,"(2.0, 2.22, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.4)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:23.728154,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.866666666666667)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:25.577765,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.08)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:27.302588,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.08)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:28.794180,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:30.211473,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:31.622490,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:33.009665,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:34.504547,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:35.969516,"(2.0, 2.2, 2.14)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:37.462156,"(2.0, 2.2, 2.0407058823529414)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:38.913438,"(2.0, 2.24, 2.0407058823529414)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:40.399879,"(2.0, 2.24, 2.0407058823529414)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:41.894789,"(2.0, 2.24, 2.0407058823529414)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:43.392312,"(2.0, 2.24, 2.0407058823529414)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:44.854999,"(2.0, 2.24, 2.0383333333333336)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:46.238327,"(2.0, 2.24, 2.0383333333333336)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:47.595524,"(2.0, 2.24, 2.0383333333333336)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:49.022137,"(2.0, 2.24, 2.0383333333333336)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 11.342857142857143)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:50.489841,"(2.0, 2.24, 2.0383333333333336)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:51.870099,"(2.0, 2.24, 2.1366666666666667)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:53.113638,"(2.0, 2.22, 2.1366666666666667)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:54.390751,"(2.0, 2.22, 2.1366666666666667)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:55.708367,"(2.0, 2.22, 2.1366666666666667)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
08-01-2023 13:36:57.068718,"(2.0, 2.22, 2.1366666666666667)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 12.5, 10.781818181818183)","(4.6, 5.9, 5.566666666666667)","(10.0, 15.5, 14.394736842105264)","(21.0, 75.0, 43.666666666666664)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.76)","(101.0, 220.0, 160.0)"
