,Jets Art,Jo Rocks,Alanza,Elli Joh,Heavenly Brigade Nz,Norms Lady,Blissfull Mind,Tic Tact,Aussiepride,Power Up Nz
11-01-2023 19:30:04.320089,"(5.5, 6.6, 6.024137931034483)","(6.0, 7.0, 6.413333333333333)","(3.5, 3.8, 3.6153846153846154)","(71.0, 140.0, 103.33333333333333)","(6.0, 99999, 99990)","(5.5, 11.5, 10.8)","(61.0, 100.0, 97.5)","(91.0, 140.0, 110.0)","(21.0, 26.0, 23.26086956521739)","(4.4, 99999, 99990)"
11-01-2023 19:30:06.123975,"(5.5, 6.2, 5.982352941176471)","(6.0, 7.0, 6.413333333333333)","(3.5, 3.8, 3.5999999999999996)","(71.0, 140.0, 103.33333333333333)","(6.0, 99999, 99990)","(5.5, 11.5, 10.8)","(61.0, 100.0, 97.85714285714286)","(91.0, 140.0, 110.0)","(21.0, 26.0, 22.181818181818183)","(4.4, 99999, 99990)"
11-01-2023 19:30:07.738179,"(5.5, 6.0, 5.982352941176471)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.8, 3.7565217391304344)","(71.0, 140.0, 103.33333333333333)","(7.0, 99999, 99990)","(6.0, 11.5, 9.010416666666666)","(71.0, 100.0, 97.85714285714286)","(81.0, 140.0, 110.0)","(21.0, 26.0, 22.181818181818183)","(4.6, 99999, 99990)"
11-01-2023 19:30:09.335607,"(5.5, 6.0, 5.985714285714286)","(5.5, 7.0, 6.745454545454545)","(3.3, 3.8, 3.6933333333333334)","(71.0, 140.0, 102.5)","(7.0, 99999, 99990)","(6.0, 9.2, 8.88)","(71.0, 100.0, 97.85714285714286)","(81.0, 140.0, 110.0)","(21.0, 26.0, 22.181818181818183)","(4.6, 99999, 99990)"
11-01-2023 19:30:10.868122,"(5.5, 6.0, 5.985714285714286)","(5.5, 7.0, 6.745454545454545)","(3.3, 3.8, 3.9425000000000003)","(71.0, 120.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.7)","(71.0, 100.0, 97.85714285714286)","(81.0, 140.0, 110.0)","(21.0, 26.0, 22.181818181818183)","(4.6, 99999, 99990)"
11-01-2023 19:30:12.480363,"(5.5, 6.0, 5.73469387755102)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.916666666666667)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.907692307692308)","(71.0, 100.0, 97.85714285714286)","(81.0, 140.0, 110.0)","(21.0, 26.0, 21.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:14.001746,"(5.5, 5.8, 5.735416666666667)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.907692307692308)","(71.0, 100.0, 97.0)","(81.0, 140.0, 131.11111111111111)","(21.0, 26.0, 21.8)","(4.6, 99999, 99990)"
11-01-2023 19:30:15.512190,"(5.5, 5.8, 5.732608695652174)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.733333333333333)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:17.045556,"(5.5, 5.8, 5.732608695652174)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.733333333333333)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:18.569019,"(5.5, 5.8, 5.732608695652174)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.733333333333333)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:20.096973,"(5.5, 5.8, 5.617647058823529)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 93.33333333333333)","(7.0, 99999, 99990)","(6.0, 9.0, 8.733333333333333)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:21.579562,"(5.5, 5.8, 5.617647058823529)","(5.5, 7.0, 6.706666666666666)","(3.3, 3.95, 3.946774193548387)","(71.0, 110.0, 130.83333333333331)","(7.0, 99999, 99990)","(6.0, 9.0, 8.815384615384616)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:23.101841,"(5.5, 5.6, 5.72)","(5.5, 7.0, 6.706666666666666)","(3.4, 3.95, 4.140000000000001)","(71.0, 140.0, 103.75)","(7.0, 99999, 99990)","(6.0, 9.0, 8.513131313131314)","(71.0, 100.0, 96.0)","(81.0, 140.0, 127.5)","(21.0, 26.0, 22.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:24.589898,"(5.5, 6.2, 5.72)","(5.5, 7.0, 6.706666666666666)","(3.4, 4.2, 4.175)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 9.2, 8.513131313131314)","(71.0, 100.0, 96.0)","(81.0, 140.0, 127.5)","(21.0, 26.0, 23.125)","(4.6, 99999, 99990)"
11-01-2023 19:30:26.137526,"(5.5, 6.2, 5.857142857142857)","(5.5, 7.0, 6.706666666666666)","(3.4, 4.2, 4.075)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 9.2, 7.807272727272727)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 23.125)","(4.6, 99999, 99990)"
11-01-2023 19:30:27.632387,"(5.5, 6.2, 5.857142857142857)","(5.5, 7.0, 6.706666666666666)","(3.4, 4.2, 4.075)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 8.0, 7.807272727272727)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 23.125)","(4.6, 99999, 99990)"
11-01-2023 19:30:29.221583,"(5.5, 6.2, 5.857142857142857)","(5.5, 7.0, 6.76)","(3.4, 4.2, 4.175)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 8.0, 7.807272727272727)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:30.850492,"(5.5, 6.2, 5.933333333333334)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 8.0, 7.807547169811321)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:32.442010,"(5.5, 6.2, 5.933333333333334)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 8.0, 7.807547169811321)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:33.979475,"(5.5, 6.2, 5.933333333333334)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 130.0, 103.75)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:35.727880,"(5.5, 6.2, 6.054545454545455)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 130.0, 108.46153846153845)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:37.302463,"(5.5, 6.2, 6.054545454545455)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 120.0, 108.46153846153845)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:39.087903,"(5.5, 6.2, 6.054545454545455)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.175)","(71.0, 120.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 133.84615384615384)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:40.693887,"(5.5, 6.2, 6.04)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.172727272727273)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 140.0, 120.625)","(21.0, 25.0, 24.076923076923077)","(4.6, 99999, 99990)"
11-01-2023 19:30:42.454539,"(5.5, 6.2, 6.04)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.172727272727273)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 130.0, 120.625)","(21.0, 25.0, 24.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:44.053610,"(5.5, 6.2, 6.04)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.172727272727273)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 130.0, 126.25)","(21.0, 25.0, 24.4)","(4.6, 99999, 99990)"
11-01-2023 19:30:45.663751,"(5.5, 6.2, 6.041176470588235)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.172727272727273)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 160.0, 129.16666666666666)","(21.0, 25.0, 24.4)","(4.6, 99999, 99990)"
11-01-2023 19:30:47.205394,"(5.5, 6.2, 6.041176470588235)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.164285714285715)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.77777777777777)","(81.0, 150.0, 131.11111111111111)","(21.0, 25.0, 24.4)","(4.6, 99999, 99990)"
11-01-2023 19:30:48.779871,"(5.5, 6.2, 6.041176470588235)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.177272727272728)","(71.0, 110.0, 107.77777777777777)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 97.5)","(81.0, 140.0, 131.11111111111111)","(21.0, 25.0, 24.4)","(4.6, 99999, 99990)"
11-01-2023 19:30:50.451756,"(5.5, 6.2, 5.93)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.177272727272728)","(71.0, 110.0, 105.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 96.0)","(81.0, 140.0, 124.0)","(21.0, 25.0, 23.5)","(4.6, 99999, 99990)"
11-01-2023 19:30:52.005728,"(5.5, 6.2, 5.93)","(5.5, 7.2, 6.818181818181818)","(3.4, 4.2, 4.177272727272728)","(71.0, 110.0, 105.83333333333334)","(7.0, 99999, 99990)","(6.0, 8.0, 7.838095238095238)","(71.0, 100.0, 96.0)","(81.0, 160.0, 106.0)","(21.0, 25.0, 22.25)","(4.6, 99999, 99990)"
11-01-2023 19:30:53.582565,"(5.5, 6.2, 5.8625)","(5.5, 7.2, 7.515151515151515)","(3.4, 4.2, 4.177272727272728)","(71.0, 110.0, 105.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.665573770491803)","(71.0, 100.0, 96.0)","(81.0, 150.0, 106.66666666666667)","(21.0, 26.0, 21.714285714285715)","(4.6, 99999, 99990)"
11-01-2023 19:30:55.104005,"(5.5, 6.2, 5.972972972972973)","(5.5, 7.6, 8.097142857142856)","(3.4, 4.2, 4.190625)","(71.0, 110.0, 105.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.661538461538461)","(71.0, 100.0, 96.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 26.0, 23.4)","(4.6, 99999, 99990)"
11-01-2023 19:30:56.635138,"(5.5, 6.0, 5.880434782608695)","(5.5, 8.2, 8.066666666666666)","(3.4, 4.2, 4.1375)","(71.0, 110.0, 104.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.661538461538461)","(71.0, 100.0, 96.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 25.0, 22.2)","(4.6, 99999, 99990)"
11-01-2023 19:30:58.123566,"(5.5, 6.0, 5.880434782608695)","(5.5, 8.2, 8.492307692307692)","(3.4, 4.2, 4.05)","(71.0, 110.0, 104.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.658823529411764)","(71.0, 100.0, 96.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 25.0, 22.2)","(4.6, 99999, 99990)"
11-01-2023 19:30:59.503439,"(5.5, 6.0, 5.880434782608695)","(5.5, 8.8, 8.466666666666667)","(3.4, 4.2, 4.125)","(71.0, 110.0, 104.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.658823529411764)","(71.0, 100.0, 96.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 25.0, 23.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:00.883304,"(5.5, 6.0, 5.880434782608695)","(5.5, 8.6, 7.876190476190477)","(3.4, 4.2, 3.9391304347826086)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(6.0, 8.0, 7.658823529411764)","(71.0, 100.0, 96.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 24.0, 22.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:02.318354,"(5.0, 6.0, 5.880434782608695)","(6.0, 8.4, 7.876190476190477)","(3.4, 4.2, 3.9391304347826086)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 8.0, 7.658823529411764)","(61.0, 100.0, 93.33333333333333)","(81.0, 130.0, 106.66666666666667)","(21.0, 24.0, 22.714285714285715)","(4.6, 99999, 99990)"
11-01-2023 19:31:03.920629,"(5.0, 6.0, 5.880434782608695)","(6.0, 8.2, 7.5600000000000005)","(3.4, 4.2, 3.8895833333333334)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 8.0, 7.421428571428572)","(61.0, 100.0, 88.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 24.0, 22.714285714285715)","(4.6, 99999, 99990)"
11-01-2023 19:31:05.532310,"(5.0, 6.0, 5.8125)","(6.0, 8.2, 7.933333333333334)","(3.4, 3.9, 3.849019607843137)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 8.0, 7.58)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 106.66666666666667)","(21.0, 24.0, 23.90909090909091)","(4.6, 99999, 99990)"
11-01-2023 19:31:07.350521,"(5.0, 6.0, 5.839285714285714)","(6.0, 8.0, 7.4461538461538455)","(3.4, 3.9, 3.95)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(61.0, 100.0, 97.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 25.0, 32.42857142857143)","(4.6, 99999, 99990)"
11-01-2023 19:31:08.955042,"(5.0, 6.0, 5.865384615384615)","(6.0, 8.2, 7.461538461538462)","(3.4, 4.2, 3.9984848484848485)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 8.0, 7.74090909090909)","(61.0, 100.0, 93.33333333333333)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 30.42857142857143)","(4.6, 99999, 99990)"
11-01-2023 19:31:10.594335,"(5.0, 6.0, 5.865384615384615)","(6.0, 7.6, 7.461538461538462)","(3.4, 4.2, 4.012244897959183)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.8, 7.444444444444445)","(61.0, 100.0, 93.33333333333333)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 30.42857142857143)","(4.6, 99999, 99990)"
11-01-2023 19:31:12.216084,"(5.0, 6.0, 5.996774193548387)","(6.0, 7.6, 7.4875)","(3.4, 4.2, 3.8307692307692305)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.6, 7.0)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 30.42857142857143)","(4.6, 99999, 99990)"
11-01-2023 19:31:13.766551,"(5.0, 6.2, 5.965217391304348)","(6.0, 7.6, 7.4875)","(3.4, 4.2, 3.8866666666666667)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.184615384615385)","(61.0, 100.0, 97.0)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 31.1875)","(4.6, 99999, 99990)"
11-01-2023 19:31:15.185233,"(5.0, 6.2, 5.965217391304348)","(6.0, 7.6, 7.725)","(3.4, 4.1, 3.793103448275862)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 6.927272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:16.635129,"(5.0, 6.2, 5.790909090909091)","(6.0, 7.8, 7.95)","(3.4, 4.0, 3.739130434782609)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.0, 6.907692307692308)","(61.0, 100.0, 92.5)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:17.991118,"(5.0, 6.2, 5.8625)","(6.0, 8.0, 7.55)","(3.4, 4.0, 3.739130434782609)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.0, 7.280851063829788)","(61.0, 100.0, 92.5)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:19.303989,"(5.0, 6.2, 5.8625)","(6.0, 7.6, 7.745454545454545)","(3.4, 4.0, 3.79)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.258823529411765)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 106.66666666666667)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:20.600732,"(5.0, 6.2, 5.965217391304348)","(6.0, 8.2, 8.123076923076923)","(3.4, 3.95, 3.823684210526316)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.3882352941176475)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:21.956421,"(5.0, 6.2, 5.965217391304348)","(6.0, 8.0, 7.952941176470588)","(3.4, 3.95, 3.75)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.389473684210527)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 34.0, 27.333333333333332)","(4.6, 99999, 99990)"
11-01-2023 19:31:23.258635,"(5.0, 6.2, 5.91578947368421)","(6.0, 7.6, 7.5)","(3.4, 3.95, 3.75)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.389473684210527)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 34.0, 26.857142857142858)","(4.6, 99999, 99990)"
11-01-2023 19:31:24.591086,"(5.0, 6.2, 5.965217391304348)","(6.0, 7.6, 7.7)","(3.4, 3.95, 3.75)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.389473684210527)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 32.0, 26.266666666666666)","(4.6, 99999, 99990)"
11-01-2023 19:31:26.272996,"(5.0, 6.2, 5.91578947368421)","(6.0, 8.0, 7.7)","(3.4, 3.95, 3.75)","(71.0, 110.0, 97.5)","(7.0, 99999, 99990)","(5.5, 7.4, 7.389473684210527)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 30.0, 26.6)","(4.6, 99999, 99990)"
11-01-2023 19:31:27.711690,"(5.0, 6.2, 6.02)","(6.0, 8.0, 7.7)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.4, 7.391111111111112)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 29.0, 26.6)","(4.6, 99999, 99990)"
11-01-2023 19:31:29.149976,"(5.0, 6.2, 6.02)","(6.0, 8.0, 7.94)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.4, 7.36)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 29.0, 26.266666666666666)","(4.6, 99999, 99990)"
11-01-2023 19:31:30.763868,"(5.0, 6.2, 6.036363636363636)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.4, 7.363636363636363)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 112.5)","(21.0, 30.0, 26.22222222222222)","(4.6, 99999, 99990)"
11-01-2023 19:31:32.306936,"(5.0, 6.2, 6.036363636363636)","(6.0, 8.0, 7.945454545454545)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.6, 7.363636363636363)","(61.0, 100.0, 97.14285714285714)","(81.0, 130.0, 117.5)","(21.0, 30.0, 26.6)","(4.6, 99999, 99990)"
11-01-2023 19:31:33.824331,"(5.0, 6.2, 6.036363636363636)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 29.0, 25.8)","(4.6, 99999, 99990)"
11-01-2023 19:31:35.195577,"(5.0, 6.2, 6.036363636363636)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 26.0, 25.875)","(4.6, 99999, 99990)"
11-01-2023 19:31:36.735598,"(5.0, 6.2, 5.995454545454546)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.773529411764706)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 26.0, 25.875)","(4.6, 99999, 99990)"
11-01-2023 19:31:38.308170,"(5.0, 6.2, 5.995454545454546)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.8666666666666667)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(5.5, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 26.0, 25.75)","(4.6, 99999, 99990)"
11-01-2023 19:31:40.047917,"(5.0, 6.2, 5.995454545454546)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.840909090909091)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 110.0)","(21.0, 26.0, 25.785714285714285)","(4.8, 99999, 99990)"
11-01-2023 19:31:41.625278,"(5.0, 6.2, 5.995454545454546)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.840909090909091)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 26.0, 25.785714285714285)","(4.8, 99999, 99990)"
11-01-2023 19:31:43.440795,"(5.0, 6.2, 5.995454545454546)","(6.0, 8.0, 7.96)","(3.4, 3.95, 3.87)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.294117647058823)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 117.5)","(21.0, 26.0, 25.785714285714285)","(4.8, 99999, 99990)"
11-01-2023 19:31:44.838816,"(5.0, 6.2, 5.96)","(6.0, 8.0, 7.729411764705882)","(3.4, 3.95, 3.7666666666666666)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 110.0)","(21.0, 26.0, 25.666666666666668)","(4.8, 99999, 99990)"
11-01-2023 19:31:46.279714,"(5.0, 6.0, 5.96)","(6.0, 7.8, 7.729411764705882)","(3.4, 3.95, 3.840909090909091)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 110.0)","(21.0, 26.0, 25.666666666666668)","(4.8, 99999, 99990)"
11-01-2023 19:31:47.835044,"(5.0, 6.0, 5.96)","(6.0, 7.8, 7.7)","(3.4, 3.95, 3.87)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 140.0, 114.28571428571429)","(21.0, 26.0, 25.666666666666668)","(4.8, 99999, 99990)"
11-01-2023 19:31:49.319888,"(5.0, 6.0, 5.96)","(6.0, 7.8, 7.7)","(3.4, 3.95, 3.840909090909091)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 150.0, 114.28571428571429)","(21.0, 26.0, 24.043478260869566)","(4.8, 99999, 99990)"
11-01-2023 19:31:50.771925,"(5.0, 6.0, 5.96)","(6.0, 7.8, 7.7)","(3.4, 3.95, 3.8642857142857143)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 150.0, 140.0)","(21.0, 26.0, 24.043478260869566)","(4.8, 99999, 99990)"
11-01-2023 19:31:52.265850,"(5.0, 6.0, 5.96)","(6.0, 7.8, 7.7)","(3.4, 3.95, 3.8642857142857143)","(71.0, 110.0, 97.5)","(7.5, 99999, 99990)","(6.0, 7.6, 7.527272727272727)","(61.0, 100.0, 97.14285714285714)","(81.0, 160.0, 130.0)","(21.0, 26.0, 24.0)","(4.8, 99999, 99990)"
