,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:28:01.497828,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:02.642428,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:03.864218,"(1.9, 2.72, 2.638181818181818)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:05.112763,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:06.287696,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:07.407050,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:08.672034,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:09.917835,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:11.153990,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:12.593723,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.0970588235294114)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:14.002509,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.121875)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:15.495200,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.09)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:16.712895,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.09)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:18.124163,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:19.464491,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:20.558155,"(1.9, 2.72, 2.631764705882353)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 251.66666666666669)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:21.676627,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 198.75)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.4)"
08-01-2023 19:28:22.862776,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 198.75)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:24.016027,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 157.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:25.104847,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 152.6470588235294)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:26.349384,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 157.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:27.520409,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 157.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:28.696611,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 157.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:29.872512,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 240.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:31.066735,"(1.9, 2.72, 2.631111111111111)","(2.5, 3.15, 3.1170731707317074)","(71.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:32.377000,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1170731707317074)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:33.851388,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:35.086441,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:36.229583,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:37.361067,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:38.753097,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:39.940545,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:41.096552,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:42.222365,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:43.443156,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:44.730936,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 227.08333333333331)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:45.958354,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1142857142857143)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:47.204480,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.27027027027027)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:48.434520,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.27027027027027)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:49.617709,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.27027027027027)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:50.775140,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 214.5)","(10.0, 13.0, 11.27027027027027)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:51.861135,"(1.9, 2.72, 2.6366666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.880952380952381)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 202.5)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:53.044066,"(1.9, 2.74, 2.668)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.863636363636363)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:54.278028,"(1.9, 2.74, 2.646666666666667)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.863636363636363)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:55.432330,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.15, 3.1090909090909093)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:56.661322,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.15, 3.1871794871794874)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:57.909922,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.2, 3.1871794871794874)","(81.0, 230.0, 215.9090909090909)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:28:59.256302,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.2, 3.184375)","(81.0, 230.0, 205.5)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:29:00.381126,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.2, 3.184375)","(81.0, 220.0, 205.5)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.959999999999999)","(51.0, 350.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(20.0, 26.0, 22.210526315789473)"
08-01-2023 19:29:01.431989,"(1.9, 2.74, 2.6350000000000002)","(2.5, 3.2, 3.184375)","(81.0, 220.0, 205.5)","(10.0, 12.5, 10.666666666666666)","(7.0, 9.2, 8.777777777777779)","(51.0, 350.0, 108.33333333333334)","(20.0, 44.0, 36.0)","(20.0, 26.0, 21.357142857142858)"
08-01-2023 19:29:02.683840,"(1.9, 2.74, 2.6314285714285717)","(2.5, 3.2, 3.1864864864864866)","(81.0, 210.0, 187.5)","(10.0, 12.5, 10.627659574468085)","(7.0, 8.8, 8.777777777777779)","(51.0, 350.0, 236.53846153846155)","(20.0, 44.0, 32.92307692307692)","(20.0, 26.0, 22.285714285714285)"
08-01-2023 19:29:04.046436,"(1.9, 2.74, 2.6500000000000004)","(2.5, 3.2, 3.1864864864864866)","(81.0, 200.0, 92.85714285714286)","(10.0, 12.5, 10.625)","(7.0, 8.8, 8.709090909090909)","(51.0, 350.0, 270.0)","(20.0, 44.0, 30.666666666666668)","(20.0, 26.0, 21.5)"
08-01-2023 19:29:05.358719,"(1.9, 2.76, 2.7199999999999998)","(2.5, 3.2, 3.1864864864864866)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.6)","(7.0, 8.8, 8.723076923076924)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.5)"
08-01-2023 19:29:06.601780,"(1.9, 2.78, 2.7032)","(2.5, 3.2, 3.1864864864864866)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.6)","(7.0, 8.8, 8.68888888888889)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.5)"
08-01-2023 19:29:07.968447,"(1.9, 2.76, 2.7044444444444444)","(2.5, 3.2, 3.1864864864864866)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.6)","(7.0, 8.8, 8.68888888888889)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.5)"
08-01-2023 19:29:09.346415,"(1.9, 2.76, 2.6975)","(2.5, 3.2, 3.1375)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.535714285714286)","(7.0, 8.8, 8.733333333333334)","(51.0, 340.0, 275.3846153846154)","(20.0, 34.0, 40.19047619047619)","(20.0, 23.0, 21.142857142857142)"
08-01-2023 19:29:10.552749,"(1.9, 2.76, 2.6975)","(2.5, 3.2, 3.1375)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.535714285714286)","(7.0, 8.8, 8.733333333333334)","(51.0, 340.0, 314.5454545454545)","(20.0, 44.0, 41.17647058823529)","(20.0, 23.0, 21.142857142857142)"
08-01-2023 19:29:11.662568,"(1.9, 2.76, 2.6975)","(2.5, 3.2, 3.153125)","(81.0, 110.0, 92.85714285714286)","(10.0, 11.5, 10.053571428571429)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 314.5454545454545)","(20.0, 42.0, 32.57142857142857)","(20.0, 23.0, 21.25)"
08-01-2023 19:29:12.771697,"(1.9, 2.76, 2.7266666666666666)","(2.5, 3.2, 3.153125)","(81.0, 95.0, 86.42857142857143)","(10.0, 11.5, 9.860714285714286)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.133333333333333)"
08-01-2023 19:29:13.905262,"(1.9, 2.78, 2.749230769230769)","(2.5, 3.2, 3.153125)","(81.0, 95.0, 83.0)","(10.0, 11.5, 9.860714285714286)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.133333333333333)"
08-01-2023 19:29:15.006644,"(1.9, 2.82, 2.764)","(2.5, 3.2, 3.153125)","(81.0, 95.0, 83.0)","(10.0, 11.5, 9.860714285714286)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.25)"
08-01-2023 19:29:16.068469,"(1.9, 2.84, 2.737142857142857)","(2.5, 3.2, 3.153125)","(81.0, 95.0, 83.0)","(10.0, 11.5, 9.860714285714286)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 314.5454545454545)","(20.0, 34.0, 32.57142857142857)","(20.0, 23.0, 21.133333333333333)"
08-01-2023 19:29:17.182321,"(1.9, 2.86, 2.7375000000000003)","(2.5, 3.2, 3.1325)","(81.0, 95.0, 83.88888888888889)","(10.0, 11.5, 9.667857142857143)","(7.0, 8.8, 8.756521739130436)","(51.0, 340.0, 230.0)","(20.0, 34.0, 40.19047619047619)","(20.0, 23.0, 21.142857142857142)"
08-01-2023 19:29:18.337107,"(1.9, 2.88, 2.749090909090909)","(2.5, 3.2, 3.1325)","(81.0, 95.0, 83.88888888888889)","(10.0, 11.5, 9.667857142857143)","(7.0, 8.8, 8.947826086956521)","(51.0, 340.0, 230.0)","(20.0, 44.0, 41.17647058823529)","(20.0, 23.0, 21.266666666666666)"
08-01-2023 19:29:19.429713,"(1.9, 2.88, 2.796)","(2.5, 3.2, 3.1325)","(81.0, 95.0, 85.9090909090909)","(10.0, 11.5, 9.667857142857143)","(7.0, 9.0, 8.947826086956521)","(51.0, 340.0, 248.33333333333334)","(20.0, 42.0, 41.17647058823529)","(20.0, 23.0, 21.181818181818183)"
08-01-2023 19:29:20.529232,"(2.0, 2.88, 2.784705882352941)","(2.6, 3.2, 3.1325)","(61.0, 95.0, 74.54545454545455)","(9.0, 11.5, 10.133333333333333)","(7.0, 9.0, 8.947826086956521)","(41.0, 340.0, 230.0)","(19.0, 42.0, 32.57142857142857)","(19.0, 23.0, 21.181818181818183)"
08-01-2023 19:29:21.690179,"(2.0, 2.88, 2.8038095238095235)","(2.6, 3.2, 3.1325)","(61.0, 80.0, 74.0)","(9.0, 10.5, 10.133333333333333)","(7.0, 9.0, 8.947826086956521)","(41.0, 340.0, 156.66666666666669)","(19.0, 34.0, 32.57142857142857)","(19.0, 23.0, 21.181818181818183)"
08-01-2023 19:29:22.807151,"(2.0, 2.88, 2.8038095238095235)","(2.6, 3.2, 3.1325)","(61.0, 80.0, 74.0)","(9.0, 10.5, 10.133333333333333)","(7.0, 9.0, 8.947826086956521)","(41.0, 340.0, 156.66666666666669)","(19.0, 34.0, 32.57142857142857)","(19.0, 23.0, 21.181818181818183)"
08-01-2023 19:29:23.876925,"(2.0, 2.88, 2.8283870967741933)","(2.6, 3.2, 3.1550000000000002)","(61.0, 80.0, 74.0)","(9.0, 10.5, 10.133333333333333)","(7.0, 9.0, 8.476923076923077)","(41.0, 340.0, 156.66666666666669)","(19.0, 34.0, 31.096774193548388)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:25.038521,"(2.0, 2.88, 2.8355555555555556)","(2.6, 3.2, 3.1550000000000002)","(61.0, 80.0, 74.0)","(9.0, 10.5, 9.733333333333334)","(7.0, 9.0, 8.476923076923077)","(41.0, 340.0, 82.5)","(19.0, 34.0, 31.096774193548388)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:26.370528,"(2.0, 2.88, 2.8355555555555556)","(2.6, 3.05, 3.0005555555555556)","(61.0, 80.0, 75.0)","(9.0, 10.5, 9.807407407407407)","(7.0, 9.0, 8.569230769230769)","(41.0, 100.0, 82.5)","(19.0, 34.0, 31.692307692307693)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:27.594136,"(2.0, 2.88, 2.825454545454545)","(2.6, 3.05, 2.981912568306011)","(61.0, 80.0, 75.0)","(9.0, 10.5, 10.726315789473684)","(7.0, 9.0, 8.5)","(41.0, 100.0, 82.5)","(19.0, 34.0, 31.692307692307693)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:28.743999,"(2.0, 2.88, 2.809411764705882)","(2.6, 3.05, 2.9210569105691055)","(61.0, 80.0, 75.0)","(9.0, 11.5, 11.08)","(7.0, 9.0, 8.4)","(41.0, 100.0, 72.0)","(19.0, 34.0, 31.692307692307693)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:29.921409,"(2.0, 2.88, 2.837647058823529)","(2.6, 3.0, 2.9010852713178292)","(61.0, 80.0, 75.0)","(9.0, 10.5, 10.05)","(7.0, 9.0, 8.657142857142857)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.692307692307693)","(19.0, 23.0, 20.857142857142858)"
08-01-2023 19:29:31.137015,"(2.0, 2.88, 2.837647058823529)","(2.6, 2.92, 2.9005882352941175)","(61.0, 80.0, 75.5)","(9.0, 10.5, 10.725806451612904)","(7.0, 9.0, 8.25)","(41.0, 100.0, 82.5)","(19.0, 34.0, 31.555555555555557)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:32.349832,"(2.0, 2.88, 2.837647058823529)","(2.6, 2.92, 2.9010526315789473)","(61.0, 80.0, 74.54545454545455)","(9.0, 12.5, 10.476190476190476)","(7.0, 9.0, 8.25)","(41.0, 100.0, 72.0)","(19.0, 34.0, 31.555555555555557)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:33.525436,"(2.0, 2.88, 2.837647058823529)","(2.6, 2.92, 2.9010526315789473)","(61.0, 80.0, 74.54545454545455)","(9.0, 12.5, 10.5)","(7.0, 9.0, 8.5)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.555555555555557)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:34.647665,"(2.0, 2.88, 2.8387499999999997)","(2.6, 2.92, 2.9010526315789473)","(61.0, 80.0, 74.0)","(9.0, 12.5, 10.5)","(7.0, 9.0, 8.625)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.0)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:35.683351,"(2.0, 2.88, 2.8221052631578947)","(2.6, 3.0, 2.9125)","(61.0, 80.0, 74.0)","(9.0, 12.5, 10.232558139534884)","(7.0, 9.0, 8.625)","(41.0, 100.0, 72.0)","(19.0, 34.0, 31.46153846153846)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:36.866917,"(2.0, 2.88, 2.81125)","(2.6, 3.05, 2.881111111111111)","(61.0, 80.0, 74.0)","(9.0, 12.5, 10.444444444444445)","(7.0, 9.0, 8.625)","(41.0, 100.0, 78.125)","(19.0, 34.0, 31.333333333333332)","(19.0, 23.0, 21.064516129032256)"
08-01-2023 19:29:38.143124,"(2.0, 2.88, 2.8387499999999997)","(2.6, 3.0, 2.8836363636363633)","(61.0, 80.0, 74.0)","(9.0, 11.0, 10.444444444444445)","(7.0, 9.0, 8.526315789473685)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(19.0, 23.0, 21.125)"
