,Red Fox,Antequera,Diddley Squat,Zoufire,Big Bullet,Berry Foxie,World Action,Xtramagic
08-01-2023 12:05:25.259143,"(3.4, 4.7, 4.2625)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:26.265430,"(3.4, 4.7, 4.2625)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:27.272347,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:28.254847,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:29.241312,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:30.199912,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.6)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.44)"
08-01-2023 12:05:31.139065,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 28.0, 25.0)","(3.5, 4.2, 4.129411764705883)","(9.0, 14.0, 13.0)"
08-01-2023 12:05:32.095640,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.8, 4.55)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.0)","(3.5, 4.2, 4.129411764705883)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:33.058508,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.9, 4.54)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.0)","(3.5, 4.2, 3.9044776119402984)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:34.043808,"(3.4, 4.7, 4.3)","(8.0, 14.5, 13.681818181818182)","(3.9, 4.9, 4.54)","(7.5, 10.0, 9.4)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.3, 3.909375)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:35.055111,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.9, 4.54)","(7.5, 10.0, 9.83529411764706)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.3, 4.043478260869565)","(9.0, 13.5, 12.964285714285714)"
08-01-2023 12:05:36.025380,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:36.993804,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:37.962018,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:38.925659,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:39.893343,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 25.571428571428573)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:40.893756,"(3.4, 4.7, 4.233333333333333)","(8.0, 15.0, 13.909090909090908)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 27.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:41.914948,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:42.931474,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:43.916088,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:44.872949,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:45.831020,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:46.760255,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:47.698772,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:48.670856,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:49.641115,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:50.601066,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:51.592955,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:52.537946,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:53.485407,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:54.445393,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:55.369378,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:56.312986,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.0)"
08-01-2023 12:05:57.249623,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:05:58.215673,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:05:59.174068,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:00.106822,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:01.060659,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:02.014949,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:02.958628,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:03.917619,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:04.862028,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:05.798740,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:06.759099,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:07.707514,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:08.640032,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:09.670821,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:10.652235,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:11.618557,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:12.546170,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:13.483301,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:14.442428,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:15.382327,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:16.351519,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:17.344727,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:18.352894,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:19.305194,"(3.4, 4.7, 4.25)","(8.0, 14.5, 13.944444444444445)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:20.287995,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:21.228399,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:22.179750,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:23.146990,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:24.130073,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:25.122322,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:26.149086,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:27.129044,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:28.121321,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:29.069129,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:29.990604,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:30.949523,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:31.888889,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:32.901652,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:33.876139,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:34.885500,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:35.845070,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:36.780916,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:37.717906,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 4.043478260869565)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:38.658636,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.2, 3.9647058823529413)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:39.611827,"(3.4, 4.7, 4.25)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.0, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:40.586734,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:41.552646,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:42.506900,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:43.464794,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:44.417127,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:45.378191,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:46.311691,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:47.239278,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
08-01-2023 12:06:48.210169,"(3.4, 4.7, 4.4)","(8.0, 15.0, 14.625)","(3.9, 4.7, 4.62)","(7.5, 10.0, 9.200000000000001)","(101.0, 220.0, 196.0)","(13.0, 26.0, 24.857142857142858)","(3.5, 4.1, 3.8656249999999996)","(9.0, 13.5, 13.08)"
