,Rebellious Lord,Gutsy,Tarasque,Bianco Nuovo,Our Ellie Rose,Aeroette,Miss Cavendish,Bignota,Goodness Gracie,Bassons
04-01-2023 15:55:29.484929,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.970588235294118)","(21.0, 32.0, 29.0)","(21.0, 32.0, 30.22222222222222)","(5.5, 7.8, 7.48695652173913)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.346067415730337)","(3.2, 3.8, 3.776923076923077)","(10.0, 13.5, 12.794117647058824)","(31.0, 65.0, 60.14285714285714)"
04-01-2023 15:55:30.795160,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.958333333333333)","(21.0, 30.0, 29.0)","(21.0, 32.0, 30.307692307692307)","(5.5, 7.8, 7.48695652173913)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.327659574468085)","(3.2, 3.8, 3.776923076923077)","(10.0, 13.5, 12.794117647058824)","(31.0, 65.0, 53.666666666666664)"
04-01-2023 15:55:32.141410,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.928571428571429)","(21.0, 30.0, 29.333333333333332)","(21.0, 34.0, 27.0)","(5.5, 7.8, 7.482352941176471)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.327659574468085)","(3.2, 3.8, 3.7785714285714285)","(10.0, 13.5, 12.794117647058824)","(31.0, 65.0, 51.4)"
04-01-2023 15:55:33.573408,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.959183673469388)","(21.0, 30.0, 29.333333333333332)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.482352941176471)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.327659574468085)","(3.2, 3.8, 3.7816326530612243)","(10.0, 13.5, 12.794117647058824)","(31.0, 65.0, 50.4)"
04-01-2023 15:55:35.193502,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.955555555555556)","(21.0, 30.0, 29.333333333333332)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.542857142857143)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.3883040935672515)","(3.2, 3.8, 3.7816326530612243)","(10.0, 13.5, 12.794117647058824)","(31.0, 60.0, 52.25)"
04-01-2023 15:55:36.684529,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.955555555555556)","(21.0, 30.0, 29.333333333333332)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.542857142857143)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.38936170212766)","(3.2, 3.8, 3.7816326530612243)","(10.0, 13.5, 12.794117647058824)","(31.0, 65.0, 49.888888888888886)"
04-01-2023 15:55:38.191794,"(11.0, 14.0, 13.964285714285714)","(6.0, 8.0, 7.955555555555556)","(21.0, 30.0, 29.11111111111111)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.6125)","(10.0, 14.5, 14.385714285714286)","(5.5, 6.4, 6.075)","(3.2, 3.8, 3.831818181818182)","(10.0, 13.5, 12.803030303030303)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:39.577517,"(11.0, 14.0, 13.964285714285714)","(6.0, 8.0, 7.957446808510638)","(21.0, 32.0, 28.666666666666668)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.6125)","(10.0, 14.5, 14.378787878787879)","(5.5, 6.4, 6.03)","(3.2, 3.85, 3.8294871794871796)","(10.0, 13.5, 12.803030303030303)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:40.909497,"(11.0, 14.0, 13.964285714285714)","(6.0, 8.0, 7.957446808510638)","(21.0, 30.0, 29.058823529411764)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.6125)","(10.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.1000000000000005)","(3.2, 3.85, 3.8294871794871796)","(10.0, 13.5, 12.733333333333333)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:42.253393,"(11.0, 14.0, 13.964285714285714)","(6.0, 8.0, 7.96078431372549)","(21.0, 32.0, 28.533333333333335)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.6125)","(10.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.067213114754098)","(3.2, 3.85, 3.8294871794871796)","(10.0, 13.5, 12.9375)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:43.555745,"(11.0, 14.0, 13.970588235294118)","(6.0, 8.0, 7.96078431372549)","(21.0, 32.0, 30.0)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.55)","(10.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.05)","(3.2, 3.85, 3.836666666666667)","(10.0, 13.0, 12.803030303030303)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:44.876951,"(11.0, 14.0, 13.983050847457626)","(6.0, 8.0, 7.974683544303797)","(21.0, 30.0, 29.0)","(21.0, 30.0, 26.18181818181818)","(5.5, 7.8, 7.725)","(10.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.005)","(3.2, 3.85, 3.8294871794871796)","(10.0, 13.5, 12.894736842105264)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:46.268660,"(11.0, 14.0, 13.983050847457626)","(6.0, 8.0, 7.974683544303797)","(21.0, 32.0, 28.666666666666668)","(21.0, 30.0, 27.9)","(6.0, 7.8, 7.768421052631579)","(11.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.153125)","(3.2, 3.85, 3.8294871794871796)","(10.0, 13.5, 12.894736842105264)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:47.703979,"(11.0, 14.0, 13.983050847457626)","(6.5, 8.0, 7.974683544303797)","(21.0, 32.0, 29.466666666666665)","(21.0, 30.0, 26.11111111111111)","(6.0, 7.8, 7.68)","(11.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.178947368421053)","(3.2, 3.85, 3.7285714285714286)","(10.0, 13.5, 12.894736842105264)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:49.132117,"(11.0, 15.5, 14.479591836734693)","(6.5, 8.0, 7.972972972972973)","(21.0, 30.0, 29.384615384615383)","(21.0, 30.0, 26.333333333333332)","(6.0, 7.8, 7.707692307692308)","(11.0, 14.5, 14.378787878787879)","(5.5, 6.2, 6.181132075471698)","(3.2, 3.75, 3.9412790697674422)","(10.0, 13.5, 12.803030303030303)","(31.0, 50.0, 48.666666666666664)"
04-01-2023 15:55:50.633793,"(11.0, 15.5, 14.509900990099009)","(6.5, 8.0, 7.958441558441558)","(21.0, 30.0, 29.384615384615383)","(21.0, 29.0, 26.333333333333332)","(6.0, 7.8, 7.588235294117647)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.181132075471698)","(3.2, 3.95, 3.928888888888889)","(10.0, 13.5, 12.642857142857142)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:52.005563,"(11.0, 15.5, 14.526315789473685)","(6.5, 8.0, 7.958441558441558)","(21.0, 30.0, 29.4)","(21.0, 29.0, 25.25)","(6.0, 7.8, 7.588235294117647)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.171428571428572)","(3.2, 4.0, 3.9872340425531916)","(10.0, 13.5, 12.642857142857142)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:53.350068,"(11.0, 15.0, 14.61111111111111)","(6.5, 8.0, 7.955555555555556)","(21.0, 32.0, 29.0)","(21.0, 28.0, 25.571428571428573)","(6.0, 7.8, 7.588235294117647)","(11.0, 14.5, 14.385714285714286)","(5.5, 6.2, 5.948648648648649)","(3.2, 4.0, 4.0775)","(10.0, 13.5, 12.642857142857142)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:54.669083,"(11.0, 15.0, 14.61111111111111)","(6.5, 8.0, 7.948387096774193)","(21.0, 30.0, 29.0)","(21.0, 29.0, 25.571428571428573)","(6.0, 7.8, 7.514285714285714)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.0418604651162795)","(3.2, 4.1, 4.037272727272727)","(10.0, 13.5, 12.642857142857142)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:55.951510,"(11.0, 14.5, 14.338461538461539)","(6.5, 8.0, 7.948387096774193)","(21.0, 30.0, 29.4)","(21.0, 29.0, 25.571428571428573)","(6.0, 7.8, 7.514285714285714)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.011111111111111)","(3.2, 4.1, 4.044)","(10.0, 13.5, 12.642857142857142)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:57.208985,"(11.0, 14.5, 14.338461538461539)","(6.5, 8.0, 7.9)","(21.0, 30.0, 29.4)","(21.0, 29.0, 25.571428571428573)","(6.0, 7.8, 7.447058823529412)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.08)","(3.2, 4.1, 4.044)","(10.0, 13.5, 13.157142857142857)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:58.544579,"(11.0, 14.5, 14.338461538461539)","(6.5, 8.0, 7.9)","(21.0, 30.0, 29.142857142857142)","(21.0, 29.0, 29.166666666666668)","(6.0, 7.8, 7.447058823529412)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.062162162162163)","(3.2, 4.1, 4.044)","(10.0, 13.5, 13.157142857142857)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:55:59.843464,"(11.0, 14.5, 14.338461538461539)","(6.0, 8.0, 7.848275862068966)","(21.0, 30.0, 29.142857142857142)","(21.0, 30.0, 27.647058823529413)","(6.0, 7.8, 7.254545454545455)","(11.0, 14.5, 14.294871794871796)","(5.5, 6.2, 6.064)","(3.2, 4.1, 4.044)","(10.0, 13.5, 13.157142857142857)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:56:01.255131,"(11.0, 14.5, 14.338461538461539)","(6.0, 8.0, 7.857142857142857)","(21.0, 30.0, 29.142857142857142)","(21.0, 30.0, 26.956521739130434)","(6.0, 7.8, 7.314285714285714)","(11.0, 14.5, 14.188888888888888)","(5.5, 6.2, 6.05375)","(3.2, 4.1, 4.050588235294118)","(10.0, 13.5, 13.097402597402597)","(31.0, 50.0, 48.285714285714285)"
04-01-2023 15:56:02.684953,"(11.0, 14.5, 14.352112676056338)","(6.0, 8.0, 7.85631067961165)","(21.0, 30.0, 29.142857142857142)","(21.0, 30.0, 27.0)","(6.0, 7.8, 7.220689655172413)","(11.0, 14.5, 14.188888888888888)","(5.5, 6.2, 6.043023255813954)","(3.2, 4.1, 4.051785714285714)","(10.0, 13.5, 12.972972972972974)","(31.0, 50.0, 43.0)"
04-01-2023 15:56:04.089565,"(11.0, 14.5, 14.273584905660377)","(6.0, 8.0, 7.85631067961165)","(21.0, 30.0, 28.5)","(21.0, 29.0, 26.5)","(6.0, 7.8, 7.32)","(11.0, 14.5, 14.12)","(5.5, 6.2, 5.974545454545455)","(3.2, 4.1, 4.017857142857142)","(10.0, 13.0, 12.980392156862745)","(31.0, 48.0, 45.6)"
04-01-2023 15:56:05.458518,"(11.0, 14.5, 14.162337662337663)","(6.0, 8.0, 7.618518518518518)","(21.0, 30.0, 28.5)","(21.0, 29.0, 28.421052631578945)","(6.0, 7.8, 7.113333333333333)","(11.0, 14.5, 13.68452380952381)","(5.5, 6.0, 5.970833333333333)","(3.2, 4.1, 4.048936170212766)","(10.0, 13.0, 12.662921348314606)","(31.0, 48.0, 46.22222222222222)"
04-01-2023 15:56:06.768963,"(11.0, 14.5, 14.162337662337663)","(6.0, 7.8, 7.609708737864078)","(21.0, 30.0, 28.5)","(21.0, 30.0, 27.6)","(6.0, 7.2, 7.172413793103448)","(11.0, 14.0, 13.68452380952381)","(5.5, 6.0, 5.9653846153846155)","(3.2, 4.1, 4.066666666666666)","(10.0, 13.0, 12.549295774647888)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:08.092868,"(11.0, 14.5, 13.73846153846154)","(6.0, 7.8, 7.609708737864078)","(21.0, 30.0, 28.5)","(21.0, 30.0, 27.5)","(6.0, 7.2, 7.172413793103448)","(11.0, 14.0, 13.68452380952381)","(5.5, 6.0, 5.975)","(3.2, 4.1, 4.066666666666666)","(10.0, 13.0, 12.549295774647888)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:09.386698,"(11.0, 14.5, 13.73846153846154)","(6.0, 7.8, 7.609708737864078)","(21.0, 30.0, 27.714285714285715)","(21.0, 30.0, 29.130434782608695)","(6.0, 7.2, 7.168)","(11.0, 14.0, 13.66875)","(5.5, 6.0, 5.991525423728813)","(3.2, 4.1, 4.056)","(10.0, 13.0, 12.507692307692308)","(31.0, 48.0, 45.0)"
04-01-2023 15:56:10.724800,"(11.0, 14.5, 13.688524590163935)","(6.0, 7.8, 7.609708737864078)","(21.0, 28.0, 27.5)","(21.0, 30.0, 29.130434782608695)","(6.0, 7.2, 7.172413793103448)","(11.0, 14.0, 13.66875)","(5.5, 6.0, 5.991525423728813)","(3.2, 4.1, 4.056)","(10.0, 13.0, 12.433333333333334)","(31.0, 48.0, 45.0)"
04-01-2023 15:56:12.027201,"(11.0, 14.5, 13.646153846153846)","(6.0, 7.8, 7.609708737864078)","(21.0, 28.0, 27.833333333333332)","(21.0, 30.0, 29.0)","(6.0, 7.2, 7.363636363636363)","(11.0, 14.0, 13.698863636363637)","(5.5, 6.0, 6.059701492537314)","(3.2, 4.1, 4.103703703703704)","(10.0, 12.5, 12.134146341463415)","(31.0, 48.0, 46.5)"
04-01-2023 15:56:13.361501,"(11.0, 14.5, 13.569767441860465)","(6.0, 7.6, 7.505263157894737)","(21.0, 28.0, 27.666666666666668)","(21.0, 30.0, 28.428571428571427)","(6.0, 7.6, 7.3534883720930235)","(11.0, 14.0, 13.698863636363637)","(5.5, 6.2, 6.059701492537314)","(3.2, 4.2, 4.1909090909090905)","(10.0, 12.5, 11.98360655737705)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:14.670670,"(11.0, 14.0, 13.791666666666666)","(6.0, 7.6, 7.503448275862069)","(21.0, 28.0, 27.666666666666668)","(21.0, 30.0, 28.428571428571427)","(6.0, 7.8, 7.394594594594595)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.2, 6.027522935779817)","(3.2, 4.3, 4.142857142857142)","(10.0, 12.0, 11.984615384615385)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:15.968470,"(11.0, 14.0, 13.733333333333333)","(6.0, 7.6, 7.503448275862069)","(21.0, 28.0, 27.666666666666668)","(21.0, 30.0, 28.428571428571427)","(6.0, 7.8, 7.434146341463415)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.2, 6.027522935779817)","(3.2, 4.2, 4.140909090909091)","(10.0, 12.0, 11.984615384615385)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:17.298423,"(11.0, 14.0, 13.733333333333333)","(6.0, 7.6, 7.48695652173913)","(21.0, 28.0, 27.9375)","(21.0, 30.0, 29.3)","(6.0, 7.8, 7.545762711864406)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.2, 5.943612334801762)","(3.2, 4.2, 4.098969072164948)","(10.0, 12.0, 11.966666666666667)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:18.525870,"(11.0, 14.0, 13.568627450980392)","(6.0, 7.6, 7.458181818181818)","(21.0, 28.0, 27.9375)","(21.0, 30.0, 29.4)","(6.0, 7.8, 7.47741935483871)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.0, 6.078235294117647)","(3.2, 4.1, 4.150657894736842)","(10.0, 12.0, 11.918604651162791)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:19.755039,"(11.0, 14.0, 13.574468085106384)","(6.0, 7.6, 7.458181818181818)","(21.0, 28.0, 27.9375)","(21.0, 30.0, 29.4)","(6.0, 7.8, 7.47741935483871)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.2, 5.995652173913044)","(3.2, 4.2, 4.150657894736842)","(10.0, 12.0, 11.918604651162791)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:21.034781,"(11.0, 14.0, 13.568627450980392)","(6.0, 7.4, 7.379411764705883)","(21.0, 28.0, 27.96875)","(21.0, 30.0, 29.4)","(6.0, 7.8, 7.47741935483871)","(11.0, 14.0, 13.626760563380282)","(5.5, 6.0, 5.9584210526315795)","(3.2, 4.2, 4.134782608695652)","(10.0, 12.0, 11.93)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:22.367941,"(11.0, 14.0, 13.576086956521738)","(6.0, 7.4, 7.364864864864865)","(21.0, 28.0, 27.96875)","(21.0, 30.0, 29.4)","(6.0, 7.8, 7.47741935483871)","(11.0, 14.0, 13.621428571428572)","(5.5, 6.0, 5.9584210526315795)","(3.2, 4.2, 4.112222222222222)","(10.0, 12.0, 12.077981651376147)","(31.0, 48.0, 47.333333333333336)"
04-01-2023 15:56:23.704975,"(11.0, 14.0, 13.450704225352112)","(6.0, 7.4, 7.364864864864865)","(21.0, 28.0, 27.96875)","(21.0, 30.0, 27.666666666666668)","(6.0, 7.8, 7.488888888888889)","(11.0, 14.0, 13.621428571428572)","(5.5, 6.0, 5.957894736842105)","(3.2, 4.2, 4.155639097744361)","(10.0, 12.5, 11.951612903225806)","(31.0, 48.0, 47.55555555555556)"
04-01-2023 15:56:25.079330,"(11.0, 13.5, 13.421052631578947)","(6.0, 7.4, 7.450909090909091)","(21.0, 28.0, 28.666666666666668)","(21.0, 30.0, 28.0)","(6.0, 7.8, 7.632558139534884)","(11.0, 14.0, 13.621428571428572)","(5.5, 6.0, 5.973983739837398)","(3.2, 4.2, 4.0678899082568805)","(10.0, 12.0, 12.24436090225564)","(31.0, 48.0, 47.6)"
04-01-2023 15:56:26.411194,"(11.0, 14.0, 13.450704225352112)","(6.0, 7.6, 7.446666666666667)","(21.0, 30.0, 28.666666666666668)","(21.0, 30.0, 27.6)","(6.0, 7.8, 7.663414634146341)","(11.0, 14.0, 13.602409638554217)","(5.5, 6.0, 5.9695238095238095)","(3.2, 4.1, 4.0678899082568805)","(10.0, 12.5, 12.24436090225564)","(31.0, 48.0, 47.55555555555556)"
04-01-2023 15:56:27.706322,"(11.0, 14.0, 13.450704225352112)","(6.0, 7.6, 7.470422535211267)","(21.0, 30.0, 29.333333333333332)","(21.0, 29.0, 27.444444444444443)","(6.0, 7.8, 7.7)","(11.0, 14.0, 13.765625)","(5.5, 6.0, 5.975257731958763)","(3.2, 4.1, 4.0678899082568805)","(10.0, 12.5, 12.24436090225564)","(31.0, 48.0, 47.55555555555556)"
04-01-2023 15:56:28.987021,"(11.0, 14.0, 13.450704225352112)","(6.0, 7.6, 7.470422535211267)","(21.0, 30.0, 29.333333333333332)","(21.0, 29.0, 27.8)","(6.0, 7.8, 7.7)","(11.0, 14.0, 13.765625)","(5.5, 6.0, 5.946762589928058)","(3.4, 4.1, 4.0678899082568805)","(10.0, 12.5, 12.138297872340425)","(31.0, 48.0, 47.55555555555556)"
04-01-2023 15:56:30.276680,"(11.0, 14.0, 13.450704225352112)","(6.0, 7.6, 7.470422535211267)","(21.0, 30.0, 29.333333333333332)","(21.0, 29.0, 28.333333333333332)","(6.0, 7.8, 7.7)","(11.0, 14.0, 13.555555555555555)","(5.5, 6.0, 5.946762589928058)","(3.4, 4.1, 4.0678899082568805)","(10.0, 12.5, 12.138297872340425)","(31.0, 48.0, 47.714285714285715)"
04-01-2023 15:56:31.544488,"(11.0, 14.0, 13.546511627906977)","(6.0, 7.6, 7.426865671641791)","(21.0, 30.0, 29.333333333333332)","(21.0, 29.0, 27.533333333333335)","(6.0, 7.8, 7.7)","(11.0, 14.0, 13.555555555555555)","(5.5, 6.0, 5.935326086956522)","(3.4, 4.1, 4.064347826086956)","(10.0, 12.5, 12.138297872340425)","(31.0, 48.0, 48.10526315789474)"
04-01-2023 15:56:32.790970,"(11.0, 14.0, 13.516483516483516)","(6.0, 7.6, 7.8304347826086955)","(21.0, 30.0, 29.161290322580644)","(21.0, 29.0, 25.925925925925927)","(6.0, 7.8, 7.773333333333333)","(11.0, 14.0, 13.578947368421053)","(5.5, 6.0, 6.369565217391305)","(3.4, 4.1, 3.873076923076923)","(10.0, 12.5, 12.302547770700636)","(31.0, 50.0, 44.8235294117647)"
04-01-2023 15:56:34.016969,"(11.0, 14.0, 13.516483516483516)","(6.0, 8.0, 7.8304347826086955)","(21.0, 32.0, 29.161290322580644)","(21.0, 26.0, 25.925925925925927)","(6.0, 7.8, 7.773333333333333)","(11.0, 14.0, 13.578947368421053)","(5.5, 6.4, 6.3780219780219785)","(3.4, 3.95, 3.8555555555555556)","(10.0, 12.5, 12.302547770700636)","(31.0, 46.0, 44.8235294117647)"
04-01-2023 15:56:35.296270,"(11.0, 14.0, 13.516483516483516)","(6.0, 8.0, 7.678571428571428)","(21.0, 30.0, 29.61904761904762)","(21.0, 27.0, 25.68)","(6.0, 8.0, 7.964705882352941)","(11.0, 14.0, 13.692307692307692)","(5.5, 6.4, 6.3780219780219785)","(3.4, 3.9, 3.834090909090909)","(10.0, 12.5, 12.302547770700636)","(31.0, 46.0, 46.8)"
04-01-2023 15:56:36.532991,"(11.0, 14.0, 13.516483516483516)","(6.0, 7.8, 7.702439024390244)","(21.0, 30.0, 29.61904761904762)","(21.0, 26.0, 25.652173913043477)","(6.0, 8.0, 7.975)","(11.0, 14.0, 13.692307692307692)","(5.5, 6.4, 6.3780219780219785)","(3.4, 3.9, 3.8483870967741933)","(10.0, 12.5, 12.097222222222221)","(31.0, 48.0, 46.5)"
04-01-2023 15:56:37.761859,"(11.0, 14.0, 13.516483516483516)","(6.0, 7.8, 7.702439024390244)","(21.0, 30.0, 29.692307692307693)","(21.0, 26.0, 25.555555555555557)","(6.0, 8.0, 7.829629629629629)","(11.0, 14.0, 14.282608695652174)","(5.5, 6.4, 6.385185185185185)","(3.4, 3.9, 3.78125)","(10.0, 12.5, 12.013157894736842)","(31.0, 48.0, 46.5)"
04-01-2023 15:56:38.951003,"(11.0, 14.0, 13.516483516483516)","(6.0, 7.8, 7.610526315789474)","(21.0, 30.0, 29.692307692307693)","(21.0, 26.0, 25.76923076923077)","(6.0, 8.0, 7.767441860465116)","(11.0, 14.5, 14.583333333333334)","(5.5, 6.4, 6.408421052631579)","(3.4, 3.8, 3.78125)","(10.0, 12.5, 12.254716981132075)","(31.0, 48.0, 45.81818181818182)"
04-01-2023 15:56:40.160328,"(11.0, 14.0, 13.474747474747474)","(6.0, 7.8, 7.671428571428572)","(21.0, 30.0, 29.692307692307693)","(21.0, 26.0, 25.555555555555557)","(6.0, 8.0, 7.857142857142857)","(11.0, 15.0, 14.583333333333334)","(5.5, 6.6, 6.426666666666667)","(3.4, 3.8, 3.7477272727272726)","(10.0, 12.5, 12.010204081632653)","(31.0, 48.0, 45.23076923076923)"
04-01-2023 15:56:41.375718,"(11.0, 14.0, 13.474747474747474)","(6.0, 7.8, 7.693805309734513)","(21.0, 30.0, 29.692307692307693)","(21.0, 26.0, 25.926829268292682)","(6.0, 8.0, 7.833333333333333)","(11.0, 15.0, 14.55)","(5.5, 6.6, 6.441758241758242)","(3.4, 3.75, 3.7470588235294118)","(10.0, 12.5, 12.215976331360947)","(31.0, 48.0, 45.23076923076923)"
04-01-2023 15:56:42.632033,"(11.0, 14.0, 13.474747474747474)","(6.5, 7.8, 7.693805309734513)","(21.0, 30.0, 29.294117647058822)","(21.0, 26.0, 25.926829268292682)","(6.0, 8.0, 7.833333333333333)","(11.0, 15.0, 14.6)","(5.0, 6.6, 6.482926829268293)","(3.4, 3.75, 3.7444444444444445)","(10.0, 12.5, 12.04)","(31.0, 48.0, 45.23076923076923)"
04-01-2023 15:56:43.872206,"(11.0, 14.0, 13.341772151898734)","(6.5, 7.8, 7.675)","(21.0, 30.0, 29.294117647058822)","(21.0, 26.0, 25.925)","(6.0, 8.0, 7.833333333333333)","(11.0, 15.0, 14.6)","(5.0, 6.6, 6.482926829268293)","(3.4, 3.75, 3.738888888888889)","(10.0, 12.5, 12.04)","(31.0, 48.0, 45.23076923076923)"
04-01-2023 15:56:45.091026,"(11.0, 13.5, 13.394736842105264)","(6.5, 7.8, 7.668131868131868)","(21.0, 30.0, 29.294117647058822)","(21.0, 26.0, 25.925)","(6.0, 8.0, 7.919354838709677)","(11.0, 15.0, 14.6)","(5.0, 6.6, 6.482926829268293)","(3.4, 3.75, 3.738888888888889)","(10.0, 12.5, 12.04)","(31.0, 48.0, 45.23076923076923)"
04-01-2023 15:56:46.714334,"(11.0, 13.5, 13.333333333333334)","(6.5, 7.8, 7.633333333333334)","(21.0, 30.0, 29.294117647058822)","(21.0, 26.0, 25.925)","(6.0, 8.0, 7.924242424242424)","(11.0, 15.0, 15.402777777777779)","(5.0, 6.6, 6.5)","(3.4, 3.75, 3.738888888888889)","(10.0, 12.5, 12.04)","(31.0, 48.0, 47.67567567567568)"
04-01-2023 15:56:48.241611,"(11.0, 13.5, 13.185185185185185)","(6.5, 7.8, 7.561038961038961)","(21.0, 30.0, 29.294117647058822)","(21.0, 26.0, 25.925)","(6.0, 8.0, 7.924242424242424)","(11.0, 15.5, 15.708333333333334)","(5.0, 6.6, 6.482926829268293)","(3.4, 3.75, 3.6833333333333336)","(10.0, 12.0, 11.995575221238939)","(31.0, 48.0, 47.67567567567568)"
04-01-2023 15:56:49.797846,"(11.0, 13.5, 13.185185185185185)","(6.5, 7.6, 7.561538461538461)","(21.0, 30.0, 29.666666666666668)","(21.0, 26.0, 25.933333333333334)","(6.0, 8.0, 7.869565217391305)","(11.0, 16.0, 15.647058823529411)","(5.0, 6.6, 6.493877551020408)","(3.4, 3.7, 3.681746031746032)","(10.0, 12.0, 11.995412844036696)","(31.0, 48.0, 47.67567567567568)"
04-01-2023 15:56:51.211306,"(11.0, 13.5, 13.185185185185185)","(6.5, 7.6, 7.561538461538461)","(21.0, 30.0, 29.25)","(21.0, 26.0, 25.9)","(6.0, 8.0, 7.846153846153846)","(11.0, 16.0, 15.647058823529411)","(5.0, 6.6, 6.5)","(3.5, 3.7, 3.69)","(10.0, 12.0, 11.995283018867925)","(31.0, 48.0, 47.666666666666664)"
04-01-2023 15:56:52.564062,"(11.0, 13.5, 13.161290322580646)","(6.5, 7.6, 7.558904109589041)","(21.0, 30.0, 29.6)","(21.0, 26.0, 25.875)","(6.0, 8.0, 7.8545454545454545)","(11.0, 16.0, 15.714285714285714)","(5.0, 6.6, 6.621739130434782)","(3.5, 3.7, 3.643150684931507)","(10.0, 12.0, 11.995283018867925)","(31.0, 48.0, 49.07692307692308)"
04-01-2023 15:56:53.962825,"(11.0, 13.5, 13.161290322580646)","(6.5, 7.6, 7.6255319148936165)","(21.0, 30.0, 29.6)","(21.0, 26.0, 25.875)","(6.0, 8.0, 7.8545454545454545)","(11.0, 16.0, 15.625)","(5.0, 6.8, 6.626229508196721)","(3.5, 3.65, 3.6869565217391305)","(10.0, 12.0, 11.995327102803738)","(31.0, 50.0, 49.42857142857143)"
04-01-2023 15:56:55.319395,"(11.0, 13.5, 13.161290322580646)","(6.5, 7.8, 7.623529411764705)","(21.0, 30.0, 29.555555555555557)","(21.0, 26.0, 25.75)","(6.0, 8.0, 7.8545454545454545)","(11.0, 16.0, 15.625)","(5.0, 6.8, 6.535294117647059)","(3.5, 3.7, 3.6454545454545455)","(10.0, 12.0, 12.064516129032258)","(31.0, 50.0, 52.58536585365854)"
