,Smash Grenade,Homebush Red,Better Luck,Homebush Geoff,Epic Grace,Homebush Cricket,Libelle,Homebush Jewel
409,"[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 50, 571333), 15.0, 65.0]"
410,"[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 51, 747955), 15.0, 65.0]"
411,"[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 52, 879860), 15.0, 65.0]"
412,"[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 54, 14804), 15.0, 65.0]"
413,"[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 55, 148918), 15.0, 65.0]"
414,"[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 56, 333200), 15.0, 65.0]"
415,"[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 57, 478834), 15.0, 65.0]"
416,"[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 58, 618849), 15.0, 65.0]"
417,"[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 2, 59, 741502), 15.0, 65.0]"
418,"[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 0, 874079), 15.0, 65.0]"
419,"[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 1, 999825), 15.0, 65.0]"
420,"[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 3, 128544), 15.0, 65.0]"
421,"[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 4, 255907), 15.0, 65.0]"
422,"[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 5, 391000), 15.0, 65.0]"
423,"[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 6, 569508), 15.0, 65.0]"
424,"[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 7, 708961), 15.0, 65.0]"
425,"[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 8, 841955), 15.0, 65.0]"
426,"[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 9, 990078), 15.0, 65.0]"
427,"[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 11, 119278), 15.0, 65.0]"
428,"[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 12, 358747), 15.0, 65.0]"
429,"[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 13, 513810), 15.0, 65.0]"
430,"[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 14, 662018), 15.0, 65.0]"
431,"[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 15, 875232), 15.0, 65.0]"
432,"[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 17, 59779), 15.0, 65.0]"
433,"[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 18, 207676), 15.0, 65.0]"
434,"[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 19, 352618), 15.0, 65.0]"
435,"[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 20, 484841), 15.0, 65.0]"
436,"[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 21, 623487), 15.0, 65.0]"
437,"[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 22, 769292), 15.0, 65.0]"
438,"[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 23, 910840), 15.0, 65.0]"
439,"[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 25, 44369), 15.0, 65.0]"
440,"[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 26, 185898), 15.0, 65.0]"
441,"[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 27, 313772), 15.0, 65.0]"
442,"[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 28, 444391), 15.0, 65.0]"
443,"[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 29, 573369), 15.0, 65.0]"
444,"[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 30, 712588), 15.0, 65.0]"
445,"[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 31, 838814), 15.0, 65.0]"
446,"[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 32, 970545), 15.0, 65.0]"
447,"[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 34, 93755), 15.0, 65.0]"
448,"[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 18.0, 150.0]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 3.3, 5.9]","[datetime.datetime(2022, 11, 28, 11, 3, 35, 231112), 15.0, 65.0]"
