,Giant Payday,Cleopatras Strike,Bigfoot City,Zumurudee,Bobs All In,Cashanova,My Boy Lollipop,Vintage Kitten,River Rose,Macedonian Ruler,Were Just Sayin
10-01-2023 08:48:08.189644,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.4, 3.4000000000000004)","(3.4, 4.7, 4.525)","(18.0, 180.0, 130.64999999999998)","(8.5, 10.5, 9.578947368421053)","(7.5, 11.0, 10.7)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 21.1)","(16.0, 32.0, 28.4)","(21.0, 220.0, 170.25)"
10-01-2023 08:48:09.380684,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.45, 3.4000000000000004)","(3.4, 4.7, 4.525)","(18.0, 180.0, 130.64999999999998)","(8.5, 10.0, 9.588235294117649)","(7.5, 11.0, 10.266666666666667)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 18.5)","(16.0, 32.0, 28.4)","(21.0, 220.0, 180.4)"
10-01-2023 08:48:10.558338,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.35, 3.2891304347826087)","(3.4, 4.7, 4.5600000000000005)","(18.0, 180.0, 130.64999999999998)","(8.5, 9.8, 10.647058823529413)","(7.5, 11.0, 10.266666666666667)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 18.5)","(16.0, 32.0, 28.4)","(21.0, 220.0, 180.4)"
10-01-2023 08:48:11.773471,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.35, 3.2891304347826087)","(3.4, 4.7, 4.6)","(18.0, 180.0, 98.0)","(8.5, 11.0, 10.626666666666667)","(7.5, 11.0, 11.65)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 20.42857142857143)","(16.0, 32.0, 143.8)","(21.0, 220.0, 121.5)"
10-01-2023 08:48:12.955345,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.45, 3.4000000000000004)","(3.4, 4.7, 4.6)","(18.0, 180.0, 98.0)","(8.5, 11.0, 10.626666666666667)","(7.5, 14.5, 11.933333333333334)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 20.42857142857143)","(16.0, 230.0, 143.8)","(21.0, 220.0, 121.5)"
10-01-2023 08:48:14.192744,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.45, 3.4000000000000004)","(3.4, 4.7, 4.6)","(18.0, 180.0, 98.0)","(8.5, 11.0, 10.626666666666667)","(7.5, 13.5, 11.933333333333334)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 20.42857142857143)","(16.0, 230.0, 89.80000000000001)","(21.0, 220.0, 121.5)"
10-01-2023 08:48:15.402675,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.4, 3.334375)","(3.4, 4.7, 4.6)","(18.0, 180.0, 98.0)","(8.5, 11.0, 9.7)","(7.5, 13.5, 11.933333333333334)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 155.66666666666666)","(8.5, 23.0, 20.42857142857143)","(16.0, 140.0, 89.80000000000001)","(21.0, 220.0, 121.5)"
10-01-2023 08:48:16.591139,"(15.0, 17.0, 13.444444444444445)","(2.6, 3.4, 3.283333333333333)","(3.4, 4.7, 4.6)","(18.0, 180.0, 71.0)","(8.5, 11.0, 10.257142857142858)","(7.5, 13.5, 11.933333333333334)","(51.0, 220.0, 185.45454545454547)","(26.0, 220.0, 164.85714285714286)","(8.5, 23.0, 17.333333333333332)","(16.0, 140.0, 60.0)","(21.0, 220.0, 121.5)"
10-01-2023 08:48:17.811894,"(15.0, 17.0, 11.90909090909091)","(2.6, 3.25, 3.203333333333333)","(3.4, 4.7, 4.627272727272727)","(18.0, 180.0, 71.0)","(8.5, 11.0, 9.4)","(7.5, 13.5, 10.333333333333334)","(51.0, 220.0, 126.0)","(26.0, 220.0, 164.85714285714286)","(8.5, 23.0, 18.75)","(16.0, 150.0, 56.666666666666664)","(21.0, 220.0, 184.0)"
10-01-2023 08:48:19.071035,"(15.0, 17.0, 13.307692307692308)","(2.6, 3.4, 3.224074074074074)","(3.4, 4.3, 4.3)","(18.0, 180.0, 139.125)","(8.5, 11.0, 9.8)","(7.5, 13.0, 10.777777777777779)","(51.0, 220.0, 107.2)","(26.0, 220.0, 148.0)","(8.5, 23.0, 20.875)","(16.0, 140.0, 98.33333333333334)","(21.0, 220.0, 88.66666666666667)"
10-01-2023 08:48:20.340426,"(15.0, 17.0, 13.142857142857142)","(2.6, 3.4, 3.3342307692307696)","(3.4, 4.7, 4.3)","(18.0, 180.0, 139.125)","(8.5, 11.0, 9.8)","(7.5, 13.0, 11.666666666666666)","(51.0, 220.0, 107.2)","(26.0, 220.0, 148.0)","(8.5, 23.0, 20.875)","(16.0, 140.0, 98.33333333333334)","(21.0, 220.0, 88.66666666666667)"
10-01-2023 08:48:21.496717,"(15.0, 17.0, 13.142857142857142)","(2.6, 3.35, 3.3342307692307696)","(3.4, 4.7, 4.3)","(18.0, 180.0, 115.0)","(8.5, 11.0, 10.120000000000001)","(7.5, 13.0, 10.428571428571429)","(51.0, 220.0, 127.0)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 21.76923076923077)","(16.0, 140.0, 78.0)","(21.0, 220.0, 187.16666666666669)"
10-01-2023 08:48:22.674925,"(15.0, 17.0, 12.909090909090908)","(2.6, 3.35, 3.3417021276595746)","(3.4, 4.7, 4.3)","(18.0, 180.0, 115.0)","(8.5, 11.0, 10.120000000000001)","(7.5, 13.0, 10.95)","(51.0, 220.0, 127.0)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 21.76923076923077)","(16.0, 140.0, 78.0)","(21.0, 220.0, 170.75)"
10-01-2023 08:48:23.845957,"(15.0, 17.0, 12.909090909090908)","(2.6, 3.35, 3.2951851851851854)","(3.4, 4.7, 4.3)","(18.0, 180.0, 143.77777777777777)","(8.5, 11.0, 10.120000000000001)","(7.5, 12.5, 10.84)","(51.0, 220.0, 127.0)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 21.76923076923077)","(16.0, 140.0, 102.64999999999999)","(21.0, 220.0, 141.60000000000002)"
10-01-2023 08:48:25.081156,"(14.0, 17.0, 13.785714285714286)","(2.6, 3.35, 3.291666666666667)","(3.4, 4.7, 4.3)","(18.0, 180.0, 143.77777777777777)","(8.5, 11.0, 10.120000000000001)","(7.5, 13.0, 10.9)","(51.0, 220.0, 127.0)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 21.76923076923077)","(16.0, 140.0, 93.5)","(21.0, 220.0, 141.60000000000002)"
10-01-2023 08:48:26.293719,"(14.0, 17.0, 13.785714285714286)","(2.6, 3.35, 3.27)","(3.4, 4.7, 4.06)","(18.0, 180.0, 87.14285714285714)","(8.5, 11.0, 10.25)","(7.5, 11.5, 10.9)","(51.0, 220.0, 127.0)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 21.76923076923077)","(16.0, 140.0, 92.3076923076923)","(21.0, 220.0, 141.60000000000002)"
10-01-2023 08:48:27.490467,"(14.0, 17.0, 13.785714285714286)","(2.6, 3.35, 3.27)","(3.4, 4.7, 4.06)","(18.0, 180.0, 115.0)","(8.5, 12.0, 10.25)","(7.5, 11.5, 10.9)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 18.0)","(16.0, 140.0, 37.08333333333333)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:28.655433,"(14.0, 17.0, 12.95)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.06)","(18.0, 180.0, 72.0)","(8.5, 12.0, 10.25)","(7.5, 11.5, 10.66)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 18.0)","(16.0, 140.0, 37.08333333333333)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:29.835845,"(14.0, 17.0, 12.95)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.06)","(18.0, 180.0, 72.0)","(8.5, 12.0, 10.25)","(7.5, 11.5, 10.36)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 18.0)","(16.0, 140.0, 37.08333333333333)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:31.046473,"(14.0, 17.0, 12.95)","(2.6, 3.35, 3.3424242424242427)","(3.4, 4.7, 4.06)","(18.0, 180.0, 72.0)","(8.5, 12.0, 10.25)","(7.5, 11.0, 10.36)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 18.0)","(15.0, 140.0, 37.08333333333333)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:32.276656,"(14.0, 17.0, 12.95)","(2.6, 3.35, 3.3424242424242427)","(3.4, 4.7, 4.06)","(18.0, 180.0, 72.0)","(8.5, 12.0, 10.25)","(7.5, 11.0, 10.36)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 20.5)","(15.0, 140.0, 37.08333333333333)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:33.513152,"(14.0, 17.0, 12.95)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.06)","(18.0, 180.0, 115.19999999999999)","(8.5, 12.0, 10.25)","(7.5, 11.0, 10.36)","(51.0, 220.0, 140.28571428571428)","(26.0, 220.0, 138.14285714285714)","(8.5, 23.0, 20.0)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:34.697799,"(14.0, 17.0, 13.0)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.242857142857143)","(18.0, 180.0, 99.25)","(8.5, 12.0, 10.25)","(7.5, 11.0, 10.2)","(51.0, 220.0, 126.0)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 20.2)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:35.898835,"(14.0, 17.0, 13.0)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.242857142857143)","(18.0, 180.0, 99.25)","(8.5, 12.0, 10.5)","(7.5, 11.0, 10.06)","(51.0, 220.0, 126.0)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 20.2)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:37.119098,"(14.0, 17.0, 13.0)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.242857142857143)","(18.0, 180.0, 99.25)","(8.5, 12.0, 10.5)","(7.5, 10.5, 10.06)","(51.0, 220.0, 126.0)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 20.2)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:38.307931,"(14.0, 17.0, 13.0)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.7, 4.25)","(18.0, 180.0, 99.25)","(8.5, 12.0, 10.5)","(7.5, 10.5, 10.06)","(51.0, 220.0, 126.0)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 20.2)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:39.522103,"(14.0, 17.0, 13.0)","(2.6, 3.35, 3.3000000000000003)","(3.4, 4.3, 4.25)","(18.0, 180.0, 99.25)","(8.5, 12.0, 10.571428571428571)","(7.5, 10.5, 10.06)","(51.0, 220.0, 126.0)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 20.2)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:40.732151,"(14.0, 17.0, 12.846153846153847)","(2.6, 3.1, 3.0161290322580645)","(3.4, 4.3, 4.266666666666667)","(18.0, 180.0, 110.78571428571429)","(8.5, 12.0, 10.571428571428571)","(7.5, 10.5, 10.06)","(51.0, 220.0, 94.66666666666666)","(26.0, 220.0, 165.14285714285714)","(8.5, 23.0, 18.666666666666668)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:41.940255,"(14.0, 17.0, 12.846153846153847)","(2.6, 3.1, 3.015151515151515)","(3.4, 4.3, 4.2299999999999995)","(18.0, 180.0, 110.78571428571429)","(8.5, 12.0, 10.421052631578947)","(7.5, 10.5, 10.6)","(51.0, 220.0, 94.66666666666666)","(26.0, 220.0, 163.71428571428572)","(8.5, 23.0, 18.666666666666668)","(15.0, 140.0, 41.2)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:43.124320,"(14.0, 17.0, 12.846153846153847)","(2.6, 3.05, 2.9699999999999998)","(3.4, 4.3, 4.2749999999999995)","(18.0, 180.0, 126.16666666666667)","(8.5, 12.0, 10.6875)","(7.5, 11.0, 10.6)","(51.0, 220.0, 94.66666666666666)","(26.0, 220.0, 163.25)","(8.5, 23.0, 18.666666666666668)","(15.0, 140.0, 57.666666666666664)","(21.0, 220.0, 154.66666666666666)"
10-01-2023 08:48:44.362625,"(14.0, 17.0, 12.846153846153847)","(2.6, 3.05, 2.9699999999999998)","(3.4, 4.3, 4.2749999999999995)","(18.0, 180.0, 126.16666666666667)","(8.5, 12.0, 10.6875)","(7.5, 11.0, 10.6)","(51.0, 220.0, 94.66666666666666)","(26.0, 210.0, 163.25)","(8.5, 23.0, 18.666666666666668)","(15.0, 140.0, 57.666666666666664)","(21.0, 220.0, 141.60000000000002)"
10-01-2023 08:48:45.576808,"(14.0, 17.0, 12.846153846153847)","(2.6, 3.05, 2.9699999999999998)","(3.4, 4.3, 4.2749999999999995)","(18.0, 180.0, 126.16666666666667)","(8.5, 12.0, 7.7555555555555555)","(7.5, 11.0, 10.8)","(51.0, 220.0, 94.66666666666666)","(26.0, 210.0, 163.25)","(8.5, 23.0, 17.583333333333332)","(15.0, 140.0, 57.666666666666664)","(21.0, 220.0, 176.44444444444446)"
10-01-2023 08:48:46.826436,"(13.0, 17.0, 12.846153846153847)","(2.5, 3.05, 2.9888235294117647)","(3.3, 4.3, 4.2749999999999995)","(18.0, 180.0, 144.22222222222223)","(9.0, 9.0, 8.02608695652174)","(8.0, 11.0, 10.8)","(51.0, 220.0, 145.60000000000002)","(31.0, 210.0, 117.0)","(10.0, 23.0, 20.5)","(14.0, 140.0, 112.66666666666666)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:47.990179,"(13.0, 17.0, 14.714285714285714)","(2.5, 3.05, 3.0334920634920635)","(3.3, 4.3, 4.2749999999999995)","(18.0, 180.0, 144.22222222222223)","(9.0, 9.0, 8.242857142857142)","(8.0, 11.0, 10.6)","(51.0, 220.0, 145.60000000000002)","(31.0, 210.0, 148.33333333333334)","(10.0, 23.0, 21.2)","(14.0, 140.0, 112.66666666666666)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:49.159376,"(13.0, 17.0, 14.714285714285714)","(2.5, 3.05, 3.0334920634920635)","(3.3, 4.3, 4.2749999999999995)","(18.0, 180.0, 33.875)","(9.0, 8.6, 8.242857142857142)","(8.0, 11.0, 10.6)","(51.0, 220.0, 145.60000000000002)","(31.0, 210.0, 158.61111111111111)","(10.0, 23.0, 21.2)","(14.0, 140.0, 112.66666666666666)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:50.368688,"(13.0, 17.0, 14.714285714285714)","(2.5, 3.05, 3.0334920634920635)","(3.3, 4.3, 4.2749999999999995)","(18.0, 36.0, 33.875)","(9.0, 8.6, 8.242857142857142)","(8.0, 11.0, 10.6)","(51.0, 220.0, 145.60000000000002)","(31.0, 210.0, 148.33333333333334)","(10.0, 23.0, 21.2)","(14.0, 140.0, 91.0)","(26.0, 220.0, 184.54545454545453)"
10-01-2023 08:48:51.548463,"(13.0, 17.0, 14.714285714285714)","(2.5, 3.05, 3.0334920634920635)","(3.3, 4.3, 4.2749999999999995)","(18.0, 36.0, 31.875)","(9.0, 8.6, 8.242857142857142)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 210.0, 148.33333333333334)","(10.0, 23.0, 21.363636363636363)","(14.0, 140.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:52.699075,"(13.0, 17.0, 13.76923076923077)","(2.5, 3.05, 3.022142857142857)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.242857142857142)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 210.0, 148.33333333333334)","(10.0, 23.0, 21.363636363636363)","(14.0, 32.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:53.879316,"(13.0, 17.0, 14.454545454545455)","(2.5, 3.05, 3.029255319148936)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.3)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 200.0, 55.83333333333333)","(10.0, 22.0, 21.0)","(14.0, 32.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:55.045864,"(13.0, 17.0, 14.428571428571429)","(2.5, 3.05, 3.029255319148936)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.3)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 200.0, 55.83333333333333)","(10.0, 22.0, 21.0)","(14.0, 32.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:56.202379,"(13.0, 17.0, 14.428571428571429)","(2.5, 3.05, 3.029255319148936)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.3)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 200.0, 55.83333333333333)","(10.0, 22.0, 21.0)","(14.0, 32.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:57.481586,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.011125)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.3)","(8.0, 11.0, 10.8)","(51.0, 220.0, 158.0)","(31.0, 200.0, 55.83333333333333)","(10.0, 22.0, 21.0)","(14.0, 32.0, 22.666666666666668)","(26.0, 220.0, 164.28571428571428)"
10-01-2023 08:48:58.759913,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.011125)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.7)","(9.0, 8.6, 8.225)","(8.0, 11.0, 10.8)","(51.0, 220.0, 185.45454545454547)","(31.0, 200.0, 55.83333333333333)","(10.0, 22.0, 18.833333333333332)","(14.0, 32.0, 22.0)","(26.0, 220.0, 87.33333333333333)"
10-01-2023 08:49:00.030800,"(13.0, 17.0, 14.428571428571429)","(2.5, 3.1, 2.97625)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 33.714285714285715)","(9.0, 8.6, 8.225)","(8.0, 11.0, 10.8)","(51.0, 220.0, 157.33333333333331)","(31.0, 200.0, 138.21428571428572)","(10.0, 22.0, 16.9)","(14.0, 30.0, 27.333333333333332)","(26.0, 220.0, 87.33333333333333)"
10-01-2023 08:49:01.220003,"(13.0, 17.0, 14.6)","(2.5, 3.1, 2.99)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 28.5)","(9.0, 8.6, 8.225)","(8.0, 11.0, 10.733333333333334)","(51.0, 220.0, 108.4)","(31.0, 200.0, 52.57142857142857)","(10.0, 22.0, 16.8)","(14.0, 30.0, 22.333333333333332)","(26.0, 220.0, 154.0)"
10-01-2023 08:49:02.497410,"(13.0, 17.0, 14.6)","(2.5, 3.1, 2.99)","(3.3, 4.3, 4.2299999999999995)","(18.0, 36.0, 28.5)","(9.0, 8.6, 8.1)","(8.0, 11.0, 8.9)","(51.0, 220.0, 108.4)","(31.0, 200.0, 71.0)","(10.0, 21.0, 16.8)","(14.0, 30.0, 22.333333333333332)","(26.0, 220.0, 141.2)"
10-01-2023 08:49:03.800170,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.0234782608695654)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 33.5)","(9.0, 8.6, 8.266666666666666)","(8.0, 11.0, 9.619047619047619)","(51.0, 220.0, 150.25)","(31.0, 200.0, 106.18181818181819)","(10.0, 21.0, 18.666666666666668)","(14.0, 30.0, 26.714285714285715)","(26.0, 220.0, 176.22222222222223)"
10-01-2023 08:49:05.030231,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.013913043478261)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 34.0)","(9.0, 8.6, 8.266666666666666)","(8.0, 10.5, 8.5625)","(51.0, 220.0, 108.4)","(31.0, 200.0, 106.18181818181819)","(10.0, 21.0, 18.666666666666668)","(14.0, 30.0, 27.555555555555557)","(26.0, 220.0, 176.22222222222223)"
10-01-2023 08:49:06.284802,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.029787234042553)","(3.3, 4.3, 4.25625)","(18.0, 36.0, 32.5)","(9.0, 8.6, 8.266666666666666)","(8.0, 10.5, 8.899999999999999)","(51.0, 220.0, 108.4)","(31.0, 200.0, 163.0)","(10.0, 21.0, 18.214285714285715)","(14.0, 30.0, 25.6)","(26.0, 220.0, 176.22222222222223)"
10-01-2023 08:49:07.503850,"(13.0, 17.0, 14.6)","(2.5, 3.1, 3.1904761904761907)","(3.3, 4.3, 4.233333333333333)","(18.0, 36.0, 33.83333333333333)","(9.0, 8.6, 8.45)","(8.0, 9.2, 8.92)","(51.0, 220.0, 128.0)","(31.0, 190.0, 157.8)","(10.0, 21.0, 19.973684210526315)","(14.0, 30.0, 27.375)","(26.0, 220.0, 164.0)"
10-01-2023 08:49:08.699477,"(13.0, 17.0, 15.75)","(2.5, 3.2, 3.13)","(3.3, 4.3, 4.35)","(18.0, 36.0, 33.83333333333333)","(9.0, 8.6, 8.225)","(8.0, 9.2, 8.984615384615385)","(51.0, 220.0, 128.0)","(31.0, 190.0, 149.75)","(10.0, 21.0, 19.363636363636363)","(14.0, 30.0, 27.375)","(26.0, 220.0, 164.0)"
10-01-2023 08:49:09.915277,"(13.0, 17.0, 14.428571428571429)","(2.5, 3.15, 2.9819999999999998)","(3.3, 4.6, 4.35)","(18.0, 36.0, 31.666666666666664)","(9.0, 8.6, 8.225)","(8.0, 9.2, 8.984615384615385)","(51.0, 220.0, 128.0)","(31.0, 190.0, 170.0)","(10.0, 21.0, 19.363636363636363)","(14.0, 30.0, 24.25)","(26.0, 220.0, 121.0)"
10-01-2023 08:49:11.179578,"(13.0, 17.0, 14.428571428571429)","(2.5, 3.15, 3.003913043478261)","(3.3, 4.6, 4.433333333333333)","(18.0, 36.0, 31.0)","(9.0, 8.6, 8.225)","(8.0, 9.2, 8.933333333333334)","(51.0, 220.0, 128.0)","(31.0, 190.0, 150.5)","(10.0, 21.0, 17.0)","(14.0, 30.0, 27.555555555555557)","(26.0, 220.0, 163.71428571428572)"
