,Great Potential,Jovita,Opawa Linda,Sefton Heights,Know Effort,Mrs Chinn,My Legacy,Goldstar Rita
06-01-2023 11:00:55.710795,"(3.4, 6.2, 5.746153846153847)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 28.0, 26.28333333333333)"
06-01-2023 11:00:56.746639,"(3.4, 6.2, 5.746153846153847)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 28.0, 26.28333333333333)"
06-01-2023 11:00:58.115551,"(3.4, 6.2, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:00:59.192651,"(3.4, 6.6, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:00.269285,"(3.4, 6.6, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:01.305545,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:02.378068,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:03.407196,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:04.422267,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:05.517124,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:06.566256,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:07.643473,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:08.735903,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:09.725439,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:10.707245,"(3.4, 6.6, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:11.753903,"(3.4, 6.6, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:12.795588,"(3.4, 6.6, 6.084615384615384)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:13.863168,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:14.955031,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:16.042955,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:17.181759,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:18.306382,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:19.374328,"(3.4, 6.4, 5.915384615384616)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:20.379595,"(3.4, 6.4, 5.967441860465117)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 8.936842105263159)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:21.446095,"(3.4, 6.4, 5.967441860465117)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 9.8, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:22.452043,"(3.4, 6.6, 6.13953488372093)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:23.477166,"(3.4, 6.6, 6.13953488372093)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:24.573273,"(3.4, 6.6, 6.13953488372093)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:25.660171,"(3.4, 6.4, 5.967441860465117)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:01:26.781257,"(3.4, 6.4, 5.967441860465117)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:06.473065,"(3.4, 6.4, 5.7953488372093025)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:07.604895,"(3.4, 6.2, 5.7953488372093025)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:08.772669,"(3.4, 6.2, 5.7953488372093025)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:09.976661,"(3.4, 6.2, 5.7953488372093025)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:11.065442,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:12.143140,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:13.303656,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:14.371764,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:15.397911,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:16.383650,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:17.389544,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:18.441808,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:19.498992,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:20.593058,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:21.652753,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 9.7)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:22.752516,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 10.5, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:23.822014,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:24.803482,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:25.816547,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:26.886108,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:27.927542,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:29.012155,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:30.146900,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:31.284418,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:32.394256,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:33.463896,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:34.502671,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:35.559284,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:36.594049,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:37.598880,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:38.611914,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:39.638060,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:40.711312,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:41.849924,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:43.013692,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:44.088789,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.116666666666667)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:45.163133,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:46.248284,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:47.415343,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:48.532152,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:49.654451,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:50.723973,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:51.714566,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:52.786723,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:53.882712,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:54.961725,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:55.957986,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:57.049799,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:58.094469,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:02:59.158602,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:00.233478,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:01.294132,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:02.436811,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:03.652046,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:04.781457,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:05.869921,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
06-01-2023 11:03:06.912552,"(3.4, 6.2, 4.825)","(3.2, 5.1, 4.4525)","(5.0, 7.6, 7.02)","(8.5, 18.5, 16.792307692307695)","(20.0, 190.0, 103.75)","(6.0, 11.0, 10.178947368421053)","(17.0, 140.0, 77.75)","(8.0, 24.0, 22.616666666666667)"
