,Tender Heights,June The Weapon,Country Roy,Cobbers Chance,Classy Moreira,Honest Frank
10-01-2023 12:05:41.918439,"(14.0, 23.0, 20.0)","(4.2, 9.6, 9.413333333333332)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.8)","(17.0, 22.0, 19.894736842105264)","(4.4, 6.4, 6.136842105263158)"
10-01-2023 12:05:42.894288,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.958823529411765)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.8)","(17.0, 22.0, 19.894736842105264)","(4.4, 6.4, 6.025)"
10-01-2023 12:05:43.766472,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.8)","(17.0, 22.0, 19.894736842105264)","(4.4, 6.4, 6.025)"
10-01-2023 12:05:44.653804,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.6)","(17.0, 22.0, 20.055555555555557)","(4.4, 6.4, 6.1000000000000005)"
10-01-2023 12:05:45.603009,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.6)","(17.0, 22.0, 19.083333333333332)","(4.4, 6.4, 6.025)"
10-01-2023 12:05:46.646070,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 19.083333333333332)","(4.4, 6.4, 6.025)"
10-01-2023 12:05:47.641732,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.157894736842106)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:48.560721,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.157894736842106)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:49.638700,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.764)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.157894736842106)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:50.671607,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.566666666666666)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:51.854301,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.769565217391305)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:52.956291,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.55)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:05:53.824249,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.74)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:05:54.814618,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.915384615384616)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:55.767392,"(14.0, 23.0, 20.0)","(4.2, 10.5, 8.988888888888889)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:56.728266,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.508333333333333)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.36)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:57.624745,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.75625)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.8)"
10-01-2023 12:05:58.526334,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.75625)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:05:59.584936,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.933333333333334)","(2.0, 2.14, 2.06)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:00.617148,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.1875)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:01.693439,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.545454545454545)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:02.629018,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.545454545454545)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:03.556180,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.333333333333332)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:04.472509,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 21.142857142857142)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:05.491215,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:06.490369,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:07.544107,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:08.576274,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:09.566854,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:10.559248,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:11.460167,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:12.561257,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:13.739864,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:14.866328,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:15.880136,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.7625)"
10-01-2023 12:06:16.838100,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.826666666666667)"
10-01-2023 12:06:17.779760,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.2, 5.826666666666667)"
10-01-2023 12:06:18.782086,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.2, 5.826666666666667)"
10-01-2023 12:06:19.788973,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.0476923076923077)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.2, 6.025)"
10-01-2023 12:06:20.857284,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:21.940934,"(14.0, 23.0, 19.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:23.024648,"(14.0, 23.0, 18.5)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:23.951925,"(14.0, 23.0, 18.5)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:24.925500,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:25.881860,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:26.792906,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:27.723871,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:28.819489,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.093846153846154)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:29.859123,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:30.942636,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:31.914881,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:32.872596,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 19.0)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:33.859778,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.764705882352942)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:34.766381,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.05)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.764705882352942)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:35.740638,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:36.642524,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:37.565521,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.2827586206896555)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:38.583863,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.2827586206896555)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:39.637939,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.2827586206896555)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:40.659406,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.2827586206896555)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:41.683286,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(2.0, 2.14, 2.076842105263158)","(6.5, 7.0, 6.288888888888889)","(17.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:42.689349,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0342857142857143)","(6.5, 7.0, 6.288888888888889)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:43.688424,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0967441860465117)","(6.5, 7.0, 6.288888888888889)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:44.685220,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.111666666666667)","(6.5, 7.0, 6.288888888888889)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:45.744541,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 7.0, 6.288888888888889)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.89375)"
10-01-2023 12:06:46.730387,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.338461538461538)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:47.658286,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.338461538461538)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:48.653567,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:49.610192,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:50.639457,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:51.552306,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:52.513244,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:53.486494,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:54.528150,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:55.546380,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:56.457114,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:57.371298,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:58.345944,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.6)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:06:59.325321,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.6)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:07:00.317887,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.6)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:07:01.264528,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.8)","(1.95, 2.12, 2.0985714285714288)","(6.5, 6.8, 6.2620689655172415)","(18.0, 22.0, 20.6)","(4.4, 6.4, 5.973684210526316)"
10-01-2023 12:07:02.315311,"(14.0, 23.0, 20.0)","(4.2, 10.5, 9.6)","(1.95, 2.12, 2.0714285714285716)","(6.5, 6.8, 6.341176470588235)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.966666666666667)"
10-01-2023 12:07:03.370016,"(14.0, 23.0, 21.0)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.0714285714285716)","(6.0, 6.8, 6.222222222222222)","(18.0, 22.0, 21.5625)","(4.4, 6.2, 6.1000000000000005)"
10-01-2023 12:07:04.346306,"(14.0, 23.0, 21.0)","(4.2, 10.5, 10.09090909090909)","(2.0, 2.08, 2.0610526315789475)","(6.0, 6.8, 7.107692307692307)","(18.0, 22.0, 20.894736842105264)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:05.293292,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.0523076923076924)","(6.0, 7.2, 7.107692307692307)","(18.0, 22.0, 20.894736842105264)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:06.280786,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.045)","(6.0, 7.2, 7.042424242424242)","(18.0, 22.0, 20.95)","(4.4, 6.4, 5.875)"
10-01-2023 12:07:07.289606,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.046666666666667)","(6.0, 7.2, 7.042424242424242)","(18.0, 22.0, 21.5625)","(4.4, 6.4, 5.875)"
10-01-2023 12:07:08.369798,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.75)","(2.0, 2.08, 2.055862068965517)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.5625)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:09.427991,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 10.09090909090909)","(2.0, 2.08, 2.055862068965517)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.5625)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:10.364898,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 10.09090909090909)","(2.0, 2.08, 2.01)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.5625)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:11.282065,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.068888888888889)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:12.214673,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.055)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:13.168667,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.6)","(2.0, 2.08, 2.068888888888889)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:14.187973,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 10.09090909090909)","(2.0, 2.08, 2.055)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:15.195525,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.75)","(2.0, 2.08, 2.068888888888889)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:16.141571,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 10.09090909090909)","(2.0, 2.08, 2.055)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:17.124538,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.75)","(2.0, 2.08, 2.068888888888889)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:18.276237,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.571428571428571)","(2.0, 2.08, 2.077058823529412)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:19.238957,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 9.571428571428571)","(2.0, 2.08, 2.077058823529412)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.8)"
10-01-2023 12:07:20.359669,"(14.0, 23.0, 20.88235294117647)","(4.2, 10.5, 10.333333333333334)","(2.0, 2.08, 2.0780000000000003)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.773913043478261)"
10-01-2023 12:07:21.367611,"(14.0, 23.0, 20.88235294117647)","(4.2, 11.0, 9.88888888888889)","(2.0, 2.08, 2.0780000000000003)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.773913043478261)"
10-01-2023 12:07:22.546827,"(14.0, 23.0, 19.444444444444443)","(4.6, 11.0, 10.043478260869565)","(1.9, 2.08, 2.0780000000000003)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.773913043478261)"
10-01-2023 12:07:23.585757,"(14.0, 23.0, 19.275862068965516)","(4.6, 11.0, 9.727272727272727)","(1.9, 2.1, 2.08)","(6.0, 7.2, 7.032258064516129)","(18.0, 22.0, 21.53333333333333)","(4.4, 6.4, 5.7)"
10-01-2023 12:07:24.613824,"(14.0, 23.0, 19.275862068965516)","(4.6, 10.5, 9.888235294117647)","(1.9, 2.1, 2.0828571428571427)","(6.0, 7.2, 7.073170731707317)","(18.0, 22.0, 20.384615384615383)","(4.4, 6.2, 5.647368421052632)"
10-01-2023 12:07:25.525267,"(15.0, 23.0, 19.444444444444443)","(4.6, 10.5, 9.84)","(1.9, 2.1, 2.0733333333333333)","(6.0, 7.2, 7.073170731707317)","(18.0, 22.0, 20.384615384615383)","(4.6, 6.2, 5.616666666666667)"
10-01-2023 12:07:26.424508,"(15.0, 23.0, 19.57142857142857)","(4.6, 10.5, 9.766666666666667)","(1.9, 2.1, 2.086478873239437)","(6.0, 7.2, 7.073170731707317)","(18.0, 22.0, 20.384615384615383)","(4.6, 6.2, 5.616666666666667)"
10-01-2023 12:07:27.482513,"(15.0, 23.0, 19.57142857142857)","(4.6, 10.5, 10.028571428571428)","(1.9, 2.08, 2.0692307692307694)","(6.0, 7.2, 7.07)","(18.0, 22.0, 20.384615384615383)","(4.6, 6.2, 5.616666666666667)"
10-01-2023 12:07:28.496669,"(15.0, 23.0, 19.57142857142857)","(4.6, 10.5, 9.871428571428572)","(1.9, 2.08, 2.067878787878788)","(6.0, 7.2, 7.07)","(18.0, 22.0, 20.17391304347826)","(4.6, 6.2, 5.616666666666667)"
10-01-2023 12:07:29.560568,"(15.0, 23.0, 19.57142857142857)","(4.6, 10.5, 10.133333333333333)","(1.9, 2.08, 2.0687323943661973)","(6.0, 7.2, 7.07)","(18.0, 22.0, 20.17391304347826)","(4.6, 6.2, 5.616666666666667)"
10-01-2023 12:07:30.637593,"(15.0, 23.0, 19.57142857142857)","(4.6, 10.5, 9.693333333333333)","(1.9, 2.08, 2.0687323943661973)","(6.0, 7.2, 7.07)","(18.0, 22.0, 20.17391304347826)","(4.6, 6.2, 5.616666666666667)"
