,Sister Joann,Whale Of A Time,Eternal Heart,Cousin Winnie,Ellies Lil Castle,Jacks Sister Jill,Natural Sonde
16-12-2022 10:34:55.667859,"(31.0, 80.0, 64.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.826923076923077)","(2.45, 2.76, 2.7425454545454544)","(4.0, 4.6, 4.510344827586207)","(5.5, 7.2, 7.090909090909091)","(81.0, 150.0, 133.33333333333334)"
16-12-2022 10:34:56.732550,"(31.0, 80.0, 64.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.826923076923077)","(2.45, 2.76, 2.7425454545454544)","(4.0, 4.6, 4.5600000000000005)","(5.5, 7.2, 7.04)","(81.0, 150.0, 133.33333333333334)"
16-12-2022 10:34:57.753274,"(31.0, 80.0, 64.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.826923076923077)","(2.45, 2.76, 2.782857142857143)","(4.0, 4.7, 4.5600000000000005)","(5.5, 7.2, 7.04)","(81.0, 150.0, 115.0)"
16-12-2022 10:34:58.729826,"(31.0, 80.0, 70.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.826923076923077)","(2.45, 2.8, 2.782857142857143)","(4.0, 4.7, 4.595000000000001)","(5.5, 7.2, 6.8)","(81.0, 150.0, 115.0)"
16-12-2022 10:34:59.671536,"(31.0, 80.0, 70.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.826923076923077)","(2.45, 2.8, 2.7873684210526313)","(4.0, 4.7, 4.595000000000001)","(5.5, 7.0, 6.8)","(81.0, 150.0, 115.0)"
16-12-2022 10:35:00.595280,"(31.0, 80.0, 70.0)","(4.4, 5.6, 5.542857142857143)","(10.0, 15.0, 14.5)","(2.45, 2.8, 2.7739534883720927)","(4.0, 4.9, 4.861538461538462)","(5.5, 7.0, 6.8)","(81.0, 150.0, 131.875)"
16-12-2022 10:35:01.550383,"(31.0, 80.0, 64.0)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.5)","(2.45, 2.8, 2.7739534883720927)","(4.0, 4.8, 4.65)","(5.5, 7.0, 6.8)","(81.0, 140.0, 133.33333333333334)"
16-12-2022 10:35:02.542975,"(31.0, 80.0, 64.0)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.357142857142858)","(2.45, 2.8, 2.7775999999999996)","(4.0, 4.8, 4.65)","(5.5, 7.0, 6.8)","(81.0, 150.0, 143.75)"
16-12-2022 10:35:03.511749,"(31.0, 85.0, 66.5)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.357142857142858)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.65)","(5.5, 7.0, 7.066666666666667)","(81.0, 150.0, 143.75)"
16-12-2022 10:35:04.441203,"(31.0, 85.0, 75.75)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.357142857142858)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.65)","(5.5, 7.4, 7.066666666666667)","(81.0, 150.0, 143.75)"
16-12-2022 10:35:05.369853,"(31.0, 85.0, 75.75)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.571428571428571)","(5.5, 7.4, 6.800000000000001)","(81.0, 150.0, 143.75)"
16-12-2022 10:35:06.315417,"(31.0, 85.0, 75.75)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.571428571428571)","(5.5, 7.2, 6.800000000000001)","(81.0, 150.0, 143.75)"
16-12-2022 10:35:07.307100,"(31.0, 85.0, 75.75)","(4.4, 5.6, 5.5)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.571428571428571)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 130.0)"
16-12-2022 10:35:08.335676,"(31.0, 85.0, 81.30000000000001)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.604081632653061)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 130.0)"
16-12-2022 10:35:09.289776,"(31.0, 85.0, 81.30000000000001)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7712820512820513)","(4.0, 4.8, 4.65)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 130.0)"
16-12-2022 10:35:10.294574,"(31.0, 85.0, 81.30000000000001)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 14.1)","(2.45, 2.8, 2.7657894736842104)","(4.0, 4.8, 4.571428571428571)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 130.0)"
16-12-2022 10:35:11.265018,"(31.0, 85.0, 81.30000000000001)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 13.65)","(2.45, 2.78, 2.7657894736842104)","(4.0, 4.7, 4.571428571428571)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 122.0)"
16-12-2022 10:35:12.272761,"(31.0, 85.0, 81.30000000000001)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 13.65)","(2.45, 2.78, 2.766111111111111)","(4.0, 4.7, 4.5588235294117645)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 136.0)"
16-12-2022 10:35:13.173942,"(31.0, 85.0, 82.94444444444444)","(4.4, 5.6, 5.522222222222222)","(10.0, 15.0, 13.65)","(2.45, 2.78, 2.761481481481481)","(4.0, 4.7, 4.5588235294117645)","(5.5, 7.2, 6.910344827586207)","(81.0, 150.0, 136.0)"
16-12-2022 10:35:14.150534,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.625)","(2.45, 2.78, 2.761481481481481)","(4.0, 4.7, 4.5588235294117645)","(5.5, 7.2, 6.910344827586207)","(81.0, 140.0, 128.0)"
16-12-2022 10:35:15.109219,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.625)","(2.45, 2.78, 2.761481481481481)","(4.0, 4.7, 4.5588235294117645)","(5.5, 7.2, 6.910344827586207)","(81.0, 140.0, 128.0)"
16-12-2022 10:35:16.038886,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.625)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.5588235294117645)","(5.5, 7.2, 6.910344827586207)","(81.0, 130.0, 124.44444444444444)"
16-12-2022 10:35:16.973259,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.6000000000000005)","(5.5, 7.2, 6.910344827586207)","(81.0, 130.0, 124.44444444444444)"
16-12-2022 10:35:17.921883,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.508)","(5.5, 7.2, 6.910344827586207)","(81.0, 130.0, 124.44444444444444)"
16-12-2022 10:35:18.848212,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.508)","(5.5, 7.2, 6.897297297297298)","(81.0, 130.0, 120.0)"
16-12-2022 10:35:19.828321,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.952)","(81.0, 130.0, 120.0)"
16-12-2022 10:35:20.814903,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.952)","(81.0, 130.0, 120.0)"
16-12-2022 10:35:21.800933,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.952)","(81.0, 130.0, 110.0)"
16-12-2022 10:35:22.745049,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.78, 2.7699999999999996)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.952)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:23.667231,"(31.0, 85.0, 83.3913043478261)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.78, 2.7651063829787232)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.88421052631579)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:24.612339,"(31.0, 85.0, 83.15)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.78, 2.7651063829787232)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.88421052631579)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:25.590871,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.78, 2.7651063829787232)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.533333333333333)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:26.593306,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.78, 2.7622784810126584)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.533333333333333)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:27.642308,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.78, 2.7622784810126584)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.533333333333333)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:28.679540,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.76, 2.7579591836734694)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.76)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:29.658343,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.25)","(2.45, 2.76, 2.756969696969697)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.942857142857143)","(81.0, 130.0, 120.9090909090909)"
16-12-2022 10:35:30.670879,"(31.0, 85.0, 79.16666666666666)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.756086956521739)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.942857142857143)","(81.0, 130.0, 112.72727272727272)"
16-12-2022 10:35:31.669081,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.544736842105263)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.756086956521739)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.942857142857143)","(81.0, 120.0, 112.72727272727272)"
16-12-2022 10:35:32.669609,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.533333333333333)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.751212121212121)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.847058823529412)","(81.0, 120.0, 96.66666666666667)"
16-12-2022 10:35:33.711853,"(31.0, 85.0, 83.15789473684211)","(4.4, 5.6, 5.533333333333333)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.8, 2.7463636363636366)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.847058823529412)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:34.663434,"(31.0, 85.0, 83.15789473684211)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.7463636363636366)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.847058823529412)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:35.622510,"(31.0, 85.0, 83.25)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.7463636363636366)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.847058823529412)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:36.518819,"(31.0, 85.0, 82.5)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.7495652173913046)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.2, 6.942857142857143)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:37.478968,"(31.0, 85.0, 82.5)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.7495652173913046)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.942857142857143)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:38.488085,"(31.0, 85.0, 82.5)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.478260869565217)","(2.45, 2.76, 2.7482706766917295)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.942857142857143)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:39.440011,"(31.0, 85.0, 82.5)","(4.4, 5.7, 5.636)","(10.0, 15.0, 14.25)","(2.45, 2.76, 2.7482706766917295)","(4.0, 4.7, 4.562857142857143)","(5.5, 7.0, 6.955555555555556)","(81.0, 120.0, 93.75)"
16-12-2022 10:35:40.448655,"(31.0, 85.0, 82.5)","(4.4, 5.7, 5.390476190476191)","(10.0, 15.0, 14.7)","(2.45, 2.78, 2.779)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.0, 6.955555555555556)","(81.0, 120.0, 102.0)"
16-12-2022 10:35:41.378209,"(31.0, 85.0, 75.0)","(4.4, 5.7, 5.266666666666667)","(10.0, 15.0, 14.7)","(2.45, 2.78, 2.7783333333333333)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.0, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:42.331648,"(31.0, 85.0, 75.0)","(4.4, 5.7, 5.408333333333333)","(10.0, 15.0, 14.7)","(2.45, 2.78, 2.779111111111111)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:43.305944,"(31.0, 85.0, 81.25)","(4.4, 5.6, 5.337931034482759)","(10.0, 15.0, 14.7)","(2.45, 2.78, 2.757821782178218)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:44.274931,"(31.0, 85.0, 81.25)","(4.4, 5.6, 5.337931034482759)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.76671875)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:45.278427,"(31.0, 85.0, 81.25)","(4.4, 5.6, 5.337931034482759)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.76671875)","(4.0, 4.7, 4.591666666666667)","(5.5, 7.2, 6.955555555555556)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:46.260236,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.318518518518519)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.771788079470199)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.0, 6.955555555555556)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:47.192120,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.771788079470199)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.0, 6.955555555555556)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:48.112386,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.771788079470199)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.0, 6.955555555555556)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:49.046144,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 14.7)","(2.45, 2.8, 2.784859813084112)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.0, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:50.010318,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.406122448979591)","(10.0, 13.5, 13.098039215686274)","(2.45, 2.8, 2.784859813084112)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:50.944285,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 13.2)","(2.45, 2.8, 2.761428571428571)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:51.924831,"(31.0, 85.0, 80.0)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 13.2)","(2.45, 2.8, 2.761428571428571)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:52.897863,"(31.0, 85.0, 67.5)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 13.2)","(2.45, 2.8, 2.761428571428571)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.2, 6.9)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:53.902447,"(31.0, 85.0, 82.6923076923077)","(4.4, 5.6, 5.402083333333333)","(10.0, 15.0, 13.2)","(2.45, 2.8, 2.7761764705882355)","(4.0, 4.7, 4.621212121212121)","(5.5, 7.2, 6.8)","(81.0, 120.0, 110.0)"
16-12-2022 10:35:54.914708,"(31.0, 85.0, 82.6923076923077)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7815909090909092)","(4.0, 4.7, 4.6380952380952385)","(5.5, 7.0, 6.8)","(81.0, 120.0, 103.33333333333333)"
16-12-2022 10:35:55.947293,"(31.0, 85.0, 82.6923076923077)","(4.4, 5.6, 5.378846153846154)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.0, 6.8)","(81.0, 120.0, 116.25)"
16-12-2022 10:35:56.954046,"(31.0, 80.0, 78.07692307692308)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.0, 6.8)","(81.0, 120.0, 107.5)"
16-12-2022 10:35:57.925575,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.0, 6.808695652173913)","(81.0, 120.0, 106.66666666666667)"
16-12-2022 10:35:58.910648,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.2, 6.808695652173913)","(81.0, 120.0, 106.66666666666667)"
16-12-2022 10:35:59.829560,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.2, 6.808695652173913)","(81.0, 120.0, 106.66666666666667)"
16-12-2022 10:36:00.747775,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.402083333333333)","(10.0, 14.5, 13.214285714285714)","(2.45, 2.8, 2.7792307692307694)","(4.0, 4.7, 4.563157894736842)","(5.5, 7.2, 6.808695652173913)","(81.0, 120.0, 106.66666666666667)"
16-12-2022 10:36:01.672161,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.3149999999999995)","(10.0, 14.5, 13.375)","(2.45, 2.8, 2.761428571428571)","(4.0, 4.4, 4.326315789473684)","(5.5, 7.2, 7.026666666666666)","(81.0, 120.0, 106.66666666666667)"
16-12-2022 10:36:02.621848,"(31.0, 80.0, 76.42857142857143)","(4.4, 5.6, 5.471794871794872)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.7736585365853657)","(4.0, 4.7, 4.383333333333333)","(5.5, 7.4, 7.0)","(81.0, 120.0, 107.33333333333333)"
16-12-2022 10:36:03.632066,"(31.0, 75.0, 70.0)","(4.4, 5.6, 5.475)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.768235294117647)","(4.0, 4.6, 4.383333333333333)","(5.5, 7.2, 7.0)","(81.0, 110.0, 107.33333333333333)"
16-12-2022 10:36:04.618053,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.381818181818182)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.768235294117647)","(4.0, 4.6, 4.383333333333333)","(5.5, 7.2, 7.0)","(81.0, 110.0, 107.33333333333333)"
16-12-2022 10:36:05.582062,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.381818181818182)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.768235294117647)","(4.0, 4.6, 4.383333333333333)","(5.5, 7.2, 7.0)","(81.0, 110.0, 107.33333333333333)"
16-12-2022 10:36:06.523421,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.381818181818182)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.768235294117647)","(4.0, 4.6, 4.383333333333333)","(5.5, 7.2, 7.0)","(81.0, 110.0, 117.85714285714286)"
16-12-2022 10:36:07.486863,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.329032258064516)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.768235294117647)","(4.0, 4.6, 4.383333333333333)","(5.5, 7.4, 7.300000000000001)","(81.0, 120.0, 107.5)"
16-12-2022 10:36:08.488409,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.329032258064516)","(10.0, 15.0, 13.666666666666666)","(2.45, 2.8, 2.8133333333333335)","(4.0, 4.6, 4.4875)","(5.5, 7.4, 7.418181818181818)","(61.0, 120.0, 111.66666666666667)"
16-12-2022 10:36:09.471066,"(31.0, 80.0, 73.33333333333333)","(4.4, 5.7, 4.933333333333334)","(10.0, 14.0, 13.083333333333334)","(2.45, 2.84, 2.8082758620689656)","(3.9, 4.6, 4.442857142857143)","(5.5, 7.6, 7.266666666666667)","(61.0, 120.0, 117.85714285714286)"
16-12-2022 10:36:10.471362,"(31.0, 80.0, 73.33333333333333)","(4.4, 5.7, 5.023728813559322)","(10.0, 14.0, 13.083333333333334)","(2.45, 2.84, 2.779672131147541)","(3.9, 4.7, 4.442857142857143)","(5.5, 7.8, 7.266666666666667)","(61.0, 120.0, 117.85714285714286)"
16-12-2022 10:36:11.392639,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.023333333333333)","(10.0, 14.0, 13.083333333333334)","(2.45, 2.84, 2.779672131147541)","(3.9, 4.7, 4.442857142857143)","(5.5, 7.8, 7.199999999999999)","(61.0, 120.0, 111.66666666666667)"
16-12-2022 10:36:12.344132,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.023333333333333)","(10.0, 14.0, 13.083333333333334)","(2.45, 2.84, 2.779672131147541)","(3.9, 4.7, 4.442857142857143)","(5.5, 7.6, 7.199999999999999)","(61.0, 120.0, 111.66666666666667)"
16-12-2022 10:36:13.235307,"(31.0, 80.0, 70.0)","(4.4, 5.7, 5.075384615384616)","(10.0, 15.0, 14.333333333333334)","(2.45, 2.84, 2.7815873015873014)","(3.9, 4.7, 4.5200000000000005)","(5.5, 7.6, 7.133333333333333)","(61.0, 120.0, 116.875)"
16-12-2022 10:36:14.162683,"(31.0, 80.0, 72.0)","(4.4, 5.6, 5.339130434782609)","(10.0, 15.0, 14.5)","(2.45, 2.84, 2.80983606557377)","(3.9, 4.7, 4.58)","(5.5, 7.4, 6.622222222222223)","(61.0, 120.0, 116.875)"
16-12-2022 10:36:15.137078,"(31.0, 75.0, 63.44444444444444)","(4.4, 5.5, 5.314814814814815)","(10.0, 15.0, 14.5)","(2.45, 2.84, 2.80983606557377)","(3.9, 4.7, 4.58)","(5.5, 7.4, 6.5600000000000005)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:16.121649,"(31.0, 75.0, 41.66666666666667)","(4.4, 5.5, 5.303571428571429)","(10.0, 15.0, 14.25)","(2.45, 2.84, 2.8115384615384613)","(3.9, 4.7, 4.58)","(5.5, 7.2, 6.514285714285714)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:17.134087,"(31.0, 75.0, 41.66666666666667)","(4.4, 5.5, 5.303571428571429)","(10.0, 15.0, 14.25)","(2.45, 2.84, 2.8115384615384613)","(3.9, 4.7, 4.58)","(5.5, 7.2, 6.514285714285714)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:18.097554,"(31.0, 75.0, 41.66666666666667)","(4.4, 5.5, 5.303571428571429)","(10.0, 15.0, 14.25)","(2.45, 2.84, 2.8115384615384613)","(3.9, 4.7, 4.58)","(5.5, 7.2, 6.584615384615385)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:19.107738,"(31.0, 70.0, 48.0)","(4.4, 5.5, 5.303571428571429)","(10.0, 15.0, 14.25)","(2.45, 2.86, 2.8109090909090906)","(3.9, 4.7, 4.58)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:20.064398,"(31.0, 70.0, 48.0)","(4.4, 5.5, 5.223684210526316)","(10.0, 15.0, 14.733333333333334)","(2.45, 2.86, 2.8109090909090906)","(3.9, 4.7, 4.58)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:21.097575,"(26.0, 70.0, 48.0)","(4.4, 5.5, 5.223684210526316)","(10.0, 15.0, 14.5)","(2.5, 2.86, 2.82)","(4.0, 4.7, 4.65)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:22.070590,"(26.0, 70.0, 48.0)","(4.4, 5.5, 5.223684210526316)","(10.0, 15.0, 14.5)","(2.5, 2.84, 2.82)","(4.0, 4.7, 4.65)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 105.0)"
16-12-2022 10:36:23.081373,"(26.0, 70.0, 48.0)","(4.4, 5.5, 5.223684210526316)","(10.0, 15.0, 14.5)","(2.5, 2.84, 2.8177777777777777)","(4.0, 4.7, 4.65)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:24.033937,"(26.0, 70.0, 48.0)","(4.4, 5.5, 5.276595744680851)","(10.0, 15.0, 14.25)","(2.5, 2.84, 2.8177777777777777)","(4.0, 4.7, 4.65)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
16-12-2022 10:36:24.934543,"(26.0, 70.0, 49.0)","(4.4, 5.5, 5.276595744680851)","(10.0, 14.5, 14.0)","(2.5, 2.84, 2.813333333333333)","(4.0, 4.7, 4.65)","(5.5, 7.0, 6.618181818181818)","(61.0, 120.0, 115.83333333333334)"
