,Late In The Game,Mark Did It,Yes Sir Robert,Strong Lil Kokoro,Shanghai Candy,Toe Tappin Luke,Burgee,Purple Shirt
08-01-2023 13:40:43.975953,"(2.6, 2.86, 2.7866666666666666)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 112.14285714285714)","(31.0, 75.0, 62.0)","(17.0, 22.0, 21.8)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:45.097095,"(2.6, 2.86, 2.7866666666666666)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:46.284887,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:47.519084,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:48.785891,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:49.953725,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:51.105620,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:52.237853,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 70.125)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:53.284248,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4428571428571426)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 62.66666666666667)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:54.423320,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.41666666666666)","(31.0, 75.0, 62.66666666666667)","(17.0, 22.0, 21.833333333333332)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:55.642031,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 22.0, 22.94736842105263)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:56.855768,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 24.0, 22.94736842105263)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:58.106959,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 24.0, 22.94736842105263)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:40:59.275537,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 24.0, 22.94736842105263)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:00.356351,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 24.0, 21.857142857142858)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:01.406626,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 70.375)","(17.0, 24.0, 21.857142857142858)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:02.458756,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.4875)","(51.0, 120.0, 115.0)","(31.0, 75.0, 57.5)","(17.0, 24.0, 21.857142857142858)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:03.604447,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 115.0)","(31.0, 75.0, 57.5)","(17.0, 24.0, 21.857142857142858)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:04.721163,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 92.5)","(31.0, 75.0, 63.33333333333333)","(17.0, 24.0, 21.857142857142858)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:05.810469,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 116.33333333333333)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:06.907767,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 116.33333333333333)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:07.952852,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 116.33333333333333)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:09.060394,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 116.33333333333333)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:10.213240,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 103.33333333333334)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.5)","(4.2, 5.0, 4.619047619047619)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:11.333513,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 103.33333333333334)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.5)","(4.2, 5.0, 4.612121212121211)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:12.424160,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 103.33333333333334)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.5)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:13.500347,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 105.0)","(31.0, 75.0, 62.0)","(17.0, 24.0, 22.5)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:14.508510,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 105.0)","(31.0, 75.0, 62.0)","(17.0, 24.0, 21.1875)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:15.544598,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 105.0)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:16.623179,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:17.652585,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.633333333333333)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:18.695315,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:19.725762,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:20.825723,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:21.960175,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:23.111494,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 70.125)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:24.167981,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.5105263157894733)","(51.0, 120.0, 114.375)","(31.0, 75.0, 62.66666666666667)","(17.0, 24.0, 23.210526315789473)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:25.274356,"(2.6, 2.86, 2.7133333333333334)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.475)","(51.0, 120.0, 115.5)","(31.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:26.322716,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.475)","(51.0, 120.0, 115.5)","(31.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:27.441799,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.475)","(51.0, 120.0, 115.5)","(31.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:28.577629,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.475)","(51.0, 120.0, 115.5)","(31.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:29.642060,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.25, 3.55, 3.475)","(51.0, 120.0, 115.5)","(31.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:30.689187,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 115.5)","(26.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:31.756240,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 115.5)","(26.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:32.858405,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 115.5)","(26.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.6499999999999995)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:33.970990,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 115.5)","(26.0, 75.0, 68.83333333333334)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:35.159590,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:36.353163,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:37.499359,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:38.588824,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:39.649366,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:40.711654,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:41.844375,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:42.995214,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 70.375)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:44.138482,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 117.35294117647058)","(26.0, 75.0, 63.33333333333333)","(17.0, 24.0, 23.0625)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:45.300257,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.475)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:46.397919,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.5157142857142856)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:47.426783,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.5157142857142856)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:48.532950,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:49.601979,"(2.6, 2.86, 2.77)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:50.678227,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:51.750931,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:52.800026,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:53.856053,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.481818181818182)","(51.0, 120.0, 115.9090909090909)","(26.0, 75.0, 69.16666666666666)","(17.0, 24.0, 23.166666666666668)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 57.5)"
08-01-2023 13:41:54.999800,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 72.8125)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 63.333333333333336)"
08-01-2023 13:41:56.140254,"(2.6, 2.86, 2.7720000000000002)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 72.8125)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.623529411764705)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:41:57.239442,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 72.8125)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:41:58.303139,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 72.8125)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:41:59.289852,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 64.0)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:42:00.362240,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 64.66666666666667)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:42:01.444159,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 64.66666666666667)","(17.0, 24.0, 23.347826086956523)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:42:02.534673,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 64.66666666666667)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:42:03.629044,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 64.66666666666667)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.625)","(31.0, 65.0, 62.85714285714286)"
08-01-2023 13:42:04.689456,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 114.375)","(26.0, 75.0, 70.69999999999999)","(17.0, 24.0, 22.75)","(4.2, 5.0, 4.625)","(31.0, 65.0, 57.5)"
08-01-2023 13:42:05.757780,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.625)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:06.945133,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.983443708609272)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:08.160242,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:09.254624,"(2.6, 2.86, 2.745)","(21.0, 29.0, 22.571428571428573)","(2.3, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:10.377132,"(2.5, 2.86, 2.745)","(19.0, 29.0, 22.571428571428573)","(2.4, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:11.456995,"(2.5, 2.86, 2.745)","(19.0, 29.0, 22.571428571428573)","(2.4, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:12.468895,"(2.5, 2.86, 2.765294117647059)","(19.0, 29.0, 22.571428571428573)","(2.4, 3.55, 3.4517543859649122)","(51.0, 120.0, 113.57142857142857)","(26.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:13.575196,"(2.5, 2.86, 2.765294117647059)","(19.0, 28.0, 25.333333333333332)","(2.4, 3.55, 3.3114285714285714)","(51.0, 120.0, 113.57142857142857)","(31.0, 75.0, 69.83333333333334)","(17.0, 24.0, 23.0)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 63.5)"
08-01-2023 13:42:14.654155,"(2.5, 2.86, 2.765294117647059)","(19.0, 28.0, 25.333333333333332)","(2.4, 3.4, 3.3114285714285714)","(51.0, 120.0, 92.5)","(31.0, 75.0, 68.85714285714286)","(17.0, 24.0, 22.333333333333332)","(4.2, 5.0, 4.647058823529411)","(31.0, 65.0, 57.5)"
